model,language,template_id,triple,residualization,subspace_rank,relative_signed_permutation_norm,ratio_to_exact_null_mean,exact_empirical_p
BAAI/bge-m3,ar,0,NQM,raw,0,0.7750471830368042,0.5840325828798596,0.4736842105263157
BAAI/bge-m3,ar,0,NQM,remove_sign,1,0.7819416431161899,0.5879499257250179,0.5789473684210527
BAAI/bge-m3,ar,0,NQM,remove_triple_label,4,0.8093557931264709,0.5869027510144773,0.4736842105263157
BAAI/bge-m3,ar,0,NQM,remove_endpoint_position,6,0.7531683082793136,0.5748855322840337,0.5789473684210527
BAAI/bge-m3,ar,0,NQM,remove_triple_plus_position_plus_sign,11,0.792246658313463,0.5771380927768245,0.2631578947368421
BAAI/bge-m3,ar,0,NQT,raw,0,0.4660772979259491,0.5171533124263136,0.5789473684210527
BAAI/bge-m3,ar,0,NQT,remove_sign,1,0.4684616051213126,0.517365739040532,0.2631578947368421
BAAI/bge-m3,ar,0,NQT,remove_triple_label,4,0.4836429213519622,0.5200392586287867,0.5789473684210527
BAAI/bge-m3,ar,0,NQT,remove_endpoint_position,6,0.4464714789280004,0.5115853084434518,0.4736842105263157
BAAI/bge-m3,ar,0,NQT,remove_triple_plus_position_plus_sign,11,0.466660868418586,0.5118956410060651,0.3684210526315789
BAAI/bge-m3,ar,0,NMT,raw,0,0.4654471576213836,0.7251205931832451,0.3684210526315789
BAAI/bge-m3,ar,0,NMT,remove_sign,1,0.4636288042071922,0.7246144819414995,0.3684210526315789
BAAI/bge-m3,ar,0,NMT,remove_triple_label,4,0.4597596908166203,0.7228723371732948,0.3684210526315789
BAAI/bge-m3,ar,0,NMT,remove_endpoint_position,6,0.4698989704581786,0.7252250775322041,0.3684210526315789
BAAI/bge-m3,ar,0,NMT,remove_triple_plus_position_plus_sign,11,0.4677607978961978,0.7248884172704336,0.2631578947368421
BAAI/bge-m3,ar,0,QMT,raw,0,0.7775734663009644,0.6036742721578395,0.5789473684210527
BAAI/bge-m3,ar,0,QMT,remove_sign,1,0.784820586476674,0.6038867619958107,0.5789473684210527
BAAI/bge-m3,ar,0,QMT,remove_triple_label,4,0.8183542918839545,0.6044697982297661,0.5789473684210527
BAAI/bge-m3,ar,0,QMT,remove_endpoint_position,6,0.7834354051787338,0.6227690905747996,0.5789473684210527
BAAI/bge-m3,ar,0,QMT,remove_triple_plus_position_plus_sign,11,0.8361452049902953,0.6239187399617938,0.5789473684210527
BAAI/bge-m3,ar,1,NQM,raw,0,0.530529797077179,0.4720579449876249,0.3684210526315789
BAAI/bge-m3,ar,1,NQM,remove_sign,1,0.5449752509465112,0.4821036218176321,0.3684210526315789
BAAI/bge-m3,ar,1,NQM,remove_triple_label,4,0.5634736930624935,0.4787254728195825,0.1578947368421052
BAAI/bge-m3,ar,1,NQM,remove_endpoint_position,6,0.4862857161020873,0.4477733073830869,0.2631578947368421
BAAI/bge-m3,ar,1,NQM,remove_triple_plus_position_plus_sign,11,0.5310485710583933,0.4543899929817325,0.3684210526315789
BAAI/bge-m3,ar,1,NQT,raw,0,0.5496354699134827,0.548884091497822,0.5789473684210527
BAAI/bge-m3,ar,1,NQT,remove_sign,1,0.5592565528328162,0.552500789501216,0.5789473684210527
BAAI/bge-m3,ar,1,NQT,remove_triple_label,4,0.5959086142875702,0.5586448741871378,0.5789473684210527
BAAI/bge-m3,ar,1,NQT,remove_endpoint_position,6,0.5064257942260206,0.5258537125236664,0.5789473684210527
BAAI/bge-m3,ar,1,NQT,remove_triple_plus_position_plus_sign,11,0.5613972859008355,0.5331030210685862,0.5789473684210527
BAAI/bge-m3,ar,1,NMT,raw,0,0.6195151209831238,0.693524128307004,0.3684210526315789
BAAI/bge-m3,ar,1,NMT,remove_sign,1,0.6206743386140258,0.6961378440820067,0.3684210526315789
BAAI/bge-m3,ar,1,NMT,remove_triple_label,4,0.6189842279339305,0.6965575883993841,0.0526315789473684
BAAI/bge-m3,ar,1,NMT,remove_endpoint_position,6,0.6212645009891639,0.6986984321427552,0.3684210526315789
BAAI/bge-m3,ar,1,NMT,remove_triple_plus_position_plus_sign,11,0.6363256602509103,0.7027966922306502,0.2631578947368421
BAAI/bge-m3,ar,1,QMT,raw,0,0.4871101677417755,0.5241781289661313,0.4736842105263157
BAAI/bge-m3,ar,1,QMT,remove_sign,1,0.5020396346721608,0.5272947501516043,0.5789473684210527
BAAI/bge-m3,ar,1,QMT,remove_triple_label,4,0.5220932244648263,0.5221341935409917,0.2631578947368421
BAAI/bge-m3,ar,1,QMT,remove_endpoint_position,6,0.4988392962978964,0.5447083066667554,0.5789473684210527
BAAI/bge-m3,ar,1,QMT,remove_triple_plus_position_plus_sign,11,0.562400929019937,0.5478480783517203,0.5789473684210527
BAAI/bge-m3,ar,2,NQM,raw,0,0.721774160861969,0.554863022627719,0.3684210526315789
BAAI/bge-m3,ar,2,NQM,remove_sign,1,0.7283218770328557,0.5605415710276641,0.3684210526315789
BAAI/bge-m3,ar,2,NQM,remove_triple_label,4,0.7545203711695956,0.5585064495106883,0.3684210526315789
BAAI/bge-m3,ar,2,NQM,remove_endpoint_position,6,0.7090886806004296,0.5515451254901018,0.3684210526315789
BAAI/bge-m3,ar,2,NQM,remove_triple_plus_position_plus_sign,11,0.7474840611894513,0.5514417275455199,0.3684210526315789
BAAI/bge-m3,ar,2,NQT,raw,0,0.5217514038085938,0.5768510930204734,0.5789473684210527
BAAI/bge-m3,ar,2,NQT,remove_sign,1,0.5220036653194733,0.5772986788330402,0.5789473684210527
BAAI/bge-m3,ar,2,NQT,remove_triple_label,4,0.5452444068870717,0.5844351553542325,0.5789473684210527
BAAI/bge-m3,ar,2,NQT,remove_endpoint_position,6,0.4903240932977099,0.5584888698296144,0.5789473684210527
BAAI/bge-m3,ar,2,NQT,remove_triple_plus_position_plus_sign,11,0.5161492099555941,0.561937954735559,0.5789473684210527
BAAI/bge-m3,ar,2,NMT,raw,0,0.3883110284805298,0.6228045431568593,0.3684210526315789
BAAI/bge-m3,ar,2,NMT,remove_sign,1,0.3869863358451932,0.6240070844732146,0.3684210526315789
BAAI/bge-m3,ar,2,NMT,remove_triple_label,4,0.3858824570039236,0.6246511188820323,0.3684210526315789
BAAI/bge-m3,ar,2,NMT,remove_endpoint_position,6,0.3828433284601135,0.6160506799722889,0.3684210526315789
BAAI/bge-m3,ar,2,NMT,remove_triple_plus_position_plus_sign,11,0.384324368543691,0.6209269607369464,0.3684210526315789
BAAI/bge-m3,ar,2,QMT,raw,0,0.612817108631134,0.550419307972668,0.5789473684210527
BAAI/bge-m3,ar,2,QMT,remove_sign,1,0.6201822915629939,0.5504015750245326,0.5789473684210527
BAAI/bge-m3,ar,2,QMT,remove_triple_label,4,0.6535763681663246,0.5494697015977564,0.5789473684210527
BAAI/bge-m3,ar,2,QMT,remove_endpoint_position,6,0.6192029817257452,0.564494865247523,0.5789473684210527
BAAI/bge-m3,ar,2,QMT,remove_triple_plus_position_plus_sign,11,0.6754168111712427,0.5667204243015739,0.0526315789473684
BAAI/bge-m3,ar,3,NQM,raw,0,0.8067188858985901,0.5922583321524139,0.3684210526315789
BAAI/bge-m3,ar,3,NQM,remove_sign,1,0.8093300241236148,0.5959044242460751,0.2631578947368421
BAAI/bge-m3,ar,3,NQM,remove_triple_label,4,0.8428509056832919,0.5994449907087801,0.3684210526315789
BAAI/bge-m3,ar,3,NQM,remove_endpoint_position,6,0.7644884707349375,0.5754784044245375,0.3684210526315789
BAAI/bge-m3,ar,3,NQM,remove_triple_plus_position_plus_sign,11,0.8036694633612388,0.5774648455080142,0.3684210526315789
BAAI/bge-m3,ar,3,NQT,raw,0,0.4463130533695221,0.435916744777057,0.5789473684210527
BAAI/bge-m3,ar,3,NQT,remove_sign,1,0.4475460546493904,0.4365720632955741,0.5789473684210527
BAAI/bge-m3,ar,3,NQT,remove_triple_label,4,0.46341471735871,0.4410570541852975,0.5789473684210527
BAAI/bge-m3,ar,3,NQT,remove_endpoint_position,6,0.4324255173041627,0.4332639179405553,0.5789473684210527
BAAI/bge-m3,ar,3,NQT,remove_triple_plus_position_plus_sign,11,0.4505760763378079,0.4344154847837248,0.5789473684210527
BAAI/bge-m3,ar,3,NMT,raw,0,0.6915853023529053,0.7087957251579516,0.3684210526315789
BAAI/bge-m3,ar,3,NMT,remove_sign,1,0.6924906789243124,0.7094140875854921,0.3684210526315789
BAAI/bge-m3,ar,3,NMT,remove_triple_label,4,0.684318192776385,0.7057366574156372,0.3684210526315789
BAAI/bge-m3,ar,3,NMT,remove_endpoint_position,6,0.7126211670046867,0.7043015430089972,0.3684210526315789
BAAI/bge-m3,ar,3,NMT,remove_triple_plus_position_plus_sign,11,0.711325672796115,0.7025615204602441,0.3684210526315789
BAAI/bge-m3,ar,3,QMT,raw,0,0.6426772475242615,0.5085934118435795,0.5789473684210527
BAAI/bge-m3,ar,3,QMT,remove_sign,1,0.646547900573107,0.5093817526541639,0.5789473684210527
BAAI/bge-m3,ar,3,QMT,remove_triple_label,4,0.6777289706227704,0.514371317136686,0.5789473684210527
BAAI/bge-m3,ar,3,QMT,remove_endpoint_position,6,0.6459649900115785,0.5202523350656294,0.5789473684210527
BAAI/bge-m3,ar,3,QMT,remove_triple_plus_position_plus_sign,11,0.6980608552772906,0.5279234386061935,0.3684210526315789
BAAI/bge-m3,ar,4,NQM,raw,0,0.7652412056922913,0.5812672254048918,0.3684210526315789
BAAI/bge-m3,ar,4,NQM,remove_sign,1,0.7780101736289861,0.5867736064775326,0.3684210526315789
BAAI/bge-m3,ar,4,NQM,remove_triple_label,4,0.8154896316092405,0.5837206571322856,0.0526315789473684
BAAI/bge-m3,ar,4,NQM,remove_endpoint_position,6,0.7400649979016451,0.5695877310905979,0.3684210526315789
BAAI/bge-m3,ar,4,NQM,remove_triple_plus_position_plus_sign,11,0.7922043516433735,0.567832364845436,0.1578947368421052
BAAI/bge-m3,ar,4,NQT,raw,0,0.5338599681854248,0.5816239903198227,0.5789473684210527
BAAI/bge-m3,ar,4,NQT,remove_sign,1,0.5385143226078292,0.5832750637942166,0.5789473684210527
BAAI/bge-m3,ar,4,NQT,remove_triple_label,4,0.5730321078531118,0.592345476514628,0.5789473684210527
BAAI/bge-m3,ar,4,NQT,remove_endpoint_position,6,0.5045662119568589,0.5664491591842779,0.5789473684210527
BAAI/bge-m3,ar,4,NQT,remove_triple_plus_position_plus_sign,11,0.5439731259491084,0.5724084614288083,0.5789473684210527
BAAI/bge-m3,ar,4,NMT,raw,0,0.410747617483139,0.6074257083262207,0.3684210526315789
BAAI/bge-m3,ar,4,NMT,remove_sign,1,0.408148510595206,0.6085135548500548,0.3684210526315789
BAAI/bge-m3,ar,4,NMT,remove_triple_label,4,0.4088743245140789,0.6067420425441852,0.3684210526315789
BAAI/bge-m3,ar,4,NMT,remove_endpoint_position,6,0.4149098652635787,0.6076856418398727,0.2631578947368421
BAAI/bge-m3,ar,4,NMT,remove_triple_plus_position_plus_sign,11,0.4182153902704249,0.6116881870451102,0.3684210526315789
BAAI/bge-m3,ar,4,QMT,raw,0,0.747889518737793,0.6258550328942988,0.3684210526315789
BAAI/bge-m3,ar,4,QMT,remove_sign,1,0.7653772606077361,0.6270707597504345,0.5789473684210527
