model,language,template_id,triple,residualization,subspace_rank,relative_signed_permutation_norm,ratio_to_exact_null_mean,exact_empirical_p
xlm-roberta-base,ar,0,NQM,raw,0,0.7598660588264465,0.6434785597693613,0.5789473684210527
xlm-roberta-base,ar,0,NQM,remove_sign,1,0.7631116321505845,0.6458071765684689,0.5789473684210527
xlm-roberta-base,ar,0,NQM,remove_triple_label,4,0.7628163724313999,0.6470605755663771,0.5789473684210527
xlm-roberta-base,ar,0,NQM,remove_endpoint_position,6,0.7949140638918071,0.6466515981253403,0.3684210526315789
xlm-roberta-base,ar,0,NQM,remove_triple_plus_position_plus_sign,11,0.8092297221616818,0.6513663001178497,0.3684210526315789
xlm-roberta-base,ar,0,NQT,raw,0,0.7926660776138306,0.791810924643643,0.5789473684210527
xlm-roberta-base,ar,0,NQT,remove_sign,1,0.7942701607639787,0.8064582246525176,0.15789473684210525
xlm-roberta-base,ar,0,NQT,remove_triple_label,4,0.7984715990416522,0.7931403085875744,0.5789473684210527
xlm-roberta-base,ar,0,NQT,remove_endpoint_position,6,0.8046250979109915,0.7897978194029466,0.5789473684210527
xlm-roberta-base,ar,0,NQT,remove_triple_plus_position_plus_sign,11,0.8205643313511843,0.7964402399690043,0.5789473684210527
xlm-roberta-base,ar,0,NMT,raw,0,0.5741434693336487,0.8226340556395461,0.47368421052631576
xlm-roberta-base,ar,0,NMT,remove_sign,1,0.5679540188787497,0.8254372008794743,0.3684210526315789
xlm-roberta-base,ar,0,NMT,remove_triple_label,4,0.5865389450755573,0.8263998987726582,0.47368421052631576
xlm-roberta-base,ar,0,NMT,remove_endpoint_position,6,0.5845481773735361,0.82421840401902,0.47368421052631576
xlm-roberta-base,ar,0,NMT,remove_triple_plus_position_plus_sign,11,0.6052582178650963,0.8283163554020851,0.47368421052631576
xlm-roberta-base,ar,0,QMT,raw,0,0.7772013545036316,0.6646448374837421,0.5789473684210527
xlm-roberta-base,ar,0,QMT,remove_sign,1,0.7787071063524439,0.6714195994808595,0.5789473684210527
xlm-roberta-base,ar,0,QMT,remove_triple_label,4,0.7796082395404565,0.6662610104684743,0.5789473684210527
xlm-roberta-base,ar,0,QMT,remove_endpoint_position,6,0.7968928494862146,0.6689819948559229,0.5789473684210527
xlm-roberta-base,ar,0,QMT,remove_triple_plus_position_plus_sign,11,0.8048404345693029,0.674159457970895,0.5789473684210527
xlm-roberta-base,ar,1,NQM,raw,0,0.7638687491416931,0.5875284727532554,0.3684210526315789
xlm-roberta-base,ar,1,NQM,remove_sign,1,0.7835797948381495,0.5939202030953907,0.3684210526315789
xlm-roberta-base,ar,1,NQM,remove_triple_label,4,0.760238654922431,0.5880346917944861,0.3684210526315789
xlm-roberta-base,ar,1,NQM,remove_endpoint_position,6,0.7941214685608797,0.6003880935027451,0.3684210526315789
