model,heldout_language,probe,subspace_rank,accuracy,macro_f1,chance,n_train,n_test
intfloat/multilingual-e5-large,ar,triple_label_from_single_endpoint_delta,4,0.4986979166666667,0.3747279059643013,0.25,13824,2304
intfloat/multilingual-e5-large,ar,endpoint_position_from_endpoint_delta,6,0.0998263888888889,0.07478020969225545,0.16666666666666666,13824,2304
intfloat/multilingual-e5-large,ar,cyclic_vs_anticyclic_from_endpoint_delta,1,0.5091145833333334,0.4596648659117361,0.5,13824,2304
intfloat/multilingual-e5-large,de,triple_label_from_single_endpoint_delta,4,0.9748263888888888,0.9747761513687438,0.25,13824,2304
intfloat/multilingual-e5-large,de,endpoint_position_from_endpoint_delta,6,0.4340277777777778,0.3950677806638699,0.16666666666666666,13824,2304
intfloat/multilingual-e5-large,de,cyclic_vs_anticyclic_from_endpoint_delta,1,0.6141493055555556,0.6140794410880545,0.5,13824,2304
intfloat/multilingual-e5-large,en,triple_label_from_single_endpoint_delta,4,0.9431423611111112,0.9437654459642365,0.25,13824,2304
intfloat/multilingual-e5-large,en,endpoint_position_from_endpoint_delta,6,0.3910590277777778,0.393736772186372,0.16666666666666666,13824,2304
intfloat/multilingual-e5-large,en,cyclic_vs_anticyclic_from_endpoint_delta,1,0.6293402777777778,0.6165997923622997,0.5,13824,2304
intfloat/multilingual-e5-large,es,triple_label_from_single_endpoint_delta,4,0.9149305555555556,0.9158305329094985,0.25,13824,2304
intfloat/multilingual-e5-large,es,endpoint_position_from_endpoint_delta,6,0.4292534722222222,0.42879445845937103,0.16666666666666666,13824,2304
intfloat/multilingual-e5-large,es,cyclic_vs_anticyclic_from_endpoint_delta,1,0.5902777777777778,0.5892365570278151,0.5,13824,2304
intfloat/multilingual-e5-large,fr,triple_label_from_single_endpoint_delta,4,0.9509548611111112,0.9508333221452976,0.25,13824,2304
intfloat/multilingual-e5-large,fr,endpoint_position_from_endpoint_delta,6,0.421875,0.4095303608732353,0.16666666666666666,13824,2304
intfloat/multilingual-e5-large,fr,cyclic_vs_anticyclic_from_endpoint_delta,1,0.6410590277777778,0.6385225510783475,0.5,13824,2304
intfloat/multilingual-e5-large,ru,triple_label_from_single_endpoint_delta,4,0.7326388888888888,0.7233436237505811,0.25,13824,2304
intfloat/multilingual-e5-large,ru,endpoint_position_from_endpoint_delta,6,0.2886284722222222,0.2715912667214178,0.16666666666666666,13824,2304
intfloat/multilingual-e5-large,ru,cyclic_vs_anticyclic_from_endpoint_delta,1,0.4943576388888889,0.4850962077984859,0.5,13824,2304
intfloat/multilingual-e5-large,zh,triple_label_from_single_endpoint_delta,4,0.8919270833333334,0.890038009135608,0.25,13824,2304
intfloat/multilingual-e5-large,zh,endpoint_position_from_endpoint_delta,6,0.3715277777777778,0.3659967964403538,0.16666666666666666,13824,2304
intfloat/multilingual-e5-large,zh,cyclic_vs_anticyclic_from_endpoint_delta,1,0.5911458333333334,0.5879787653304761,0.5,13824,2304
