model,feature,mean_macro_f1,min_macro_f1,n
intfloat/multilingual-e5-large-instruct,ab_delta_only,0.8453028774831274,0.3419980395258878,7
intfloat/multilingual-e5-large-instruct,ab_endpoint_only,0.822248492920682,0.3542927156401087,7
intfloat/multilingual-e5-large-instruct,ba_delta_only,0.8122326658980036,0.2494850632327946,7
intfloat/multilingual-e5-large-instruct,ba_endpoint_only,0.805086992210574,0.247063200280112,7
intfloat/multilingual-e5-large-instruct,commutator_delta,0.7098103142663339,0.1411704029017549,7
intfloat/multilingual-e5-large-instruct,source_only,0.0476190476190476,0.0476190476190476,7
