kind,mean_centroid_cosine,std_centroid_cosine,min_centroid_cosine,max_centroid_cosine,n
pair_commutator,0.3650082164611541,0.32582204016836347,-0.3253399403138579,0.94541983522013,126
triple_signed,0.39436410586104675,0.336609737382539,-0.1027355896185231,0.9287859188348252,84
