model,heldout_language,method,operator,target_cosine,mse,n_test
intfloat/multilingual-e5-large-instruct,fr,linear,M,0.8552194190660203,0.2535222198551811,160
intfloat/multilingual-e5-large-instruct,fr,affine,M,0.8527080416679382,0.2578582465648651,160
intfloat/multilingual-e5-large-instruct,fr,additive,T,0.9695583581924438,0.05965645983815193,160
intfloat/multilingual-e5-large-instruct,fr,linear,T,0.8823608772145752,0.21473237341064283,160
intfloat/multilingual-e5-large-instruct,fr,affine,T,0.8823608160018921,0.2147437036037445,160
intfloat/multilingual-e5-large-instruct,de,additive,N,0.8751103281974792,0.2420763075351715,160
intfloat/multilingual-e5-large-instruct,de,linear,N,0.7447321998931791,0.42987154666647137,160
intfloat/multilingual-e5-large-instruct,de,affine,N,0.7524701952934265,0.4221120774745941,160
intfloat/multilingual-e5-large-instruct,de,additive,Q,0.9138315916061401,0.145305797457695,160
intfloat/multilingual-e5-large-instruct,de,linear,Q,0.8242677099117731,0.26064799710384523,160
intfloat/multilingual-e5-large-instruct,de,affine,Q,0.8221839666366577,0.26398682594299316,160
intfloat/multilingual-e5-large-instruct,de,additive,M,0.9624379873275757,0.07120497524738312,160
intfloat/multilingual-e5-large-instruct,de,linear,M,0.8315778537980595,0.2795112525302471,160
intfloat/multilingual-e5-large-instruct,de,affine,M,0.8295652270317078,0.2842063009738922,160
intfloat/multilingual-e5-large-instruct,de,additive,T,0.9405975341796875,0.11275605112314224,160
intfloat/multilingual-e5-large-instruct,de,linear,T,0.8318280141086813,0.2927540809524643,160
intfloat/multilingual-e5-large-instruct,de,affine,T,0.8291833996772766,0.29926401376724243,160
intfloat/multilingual-e5-large-instruct,ru,additive,N,0.8083747625350952,0.4101240634918213,160
intfloat/multilingual-e5-large-instruct,ru,linear,N,0.6547947579016007,0.5823960410107026,160
intfloat/multilingual-e5-large-instruct,ru,affine,N,0.647487998008728,0.6007025241851807,160
intfloat/multilingual-e5-large-instruct,ru,additive,Q,0.895860493183136,0.19093631207942963,160
intfloat/multilingual-e5-large-instruct,ru,linear,Q,0.739874067151089,0.395896323358774,160
intfloat/multilingual-e5-large-instruct,ru,affine,Q,0.7424306869506836,0.39202237129211426,160
intfloat/multilingual-e5-large-instruct,ru,additive,M,0.9285001754760742,0.13251417875289917,160
intfloat/multilingual-e5-large-instruct,ru,linear,M,0.7803999293374391,0.35532322907718095,160
intfloat/multilingual-e5-large-instruct,ru,affine,M,0.7729984521865845,0.36500927805900574,160
intfloat/multilingual-e5-large-instruct,ru,additive,T,0.9304141998291016,0.14045436680316925,160
intfloat/multilingual-e5-large-instruct,ru,linear,T,0.7832621879523135,0.3821754652297882,160
intfloat/multilingual-e5-large-instruct,ru,affine,T,0.7780584096908569,0.39067167043685913,160
intfloat/multilingual-e5-large-instruct,zh,additive,N,0.8951042890548706,0.20386826992034912,160
intfloat/multilingual-e5-large-instruct,zh,linear,N,0.7333004574467006,0.45714258252254236,160
intfloat/multilingual-e5-large-instruct,zh,affine,N,0.7321513891220093,0.46436911821365356,160
intfloat/multilingual-e5-large-instruct,zh,additive,Q,0.9500555992126465,0.09186548739671707,160
intfloat/multilingual-e5-large-instruct,zh,linear,Q,0.7866459572251425,0.3408459078610815,160
intfloat/multilingual-e5-large-instruct,zh,affine,Q,0.7720134854316711,0.36388590931892395,160
intfloat/multilingual-e5-large-instruct,zh,additive,M,0.9743164777755737,0.04878469929099083,160
intfloat/multilingual-e5-large-instruct,zh,linear,M,0.8329020525253348,0.28916832341018506,160
intfloat/multilingual-e5-large-instruct,zh,affine,M,0.8266220092773438,0.30048924684524536,160
intfloat/multilingual-e5-large-instruct,zh,additive,T,0.9706875085830688,0.05678199604153633,160
intfloat/multilingual-e5-large-instruct,zh,linear,T,0.8468154702325439,0.26792566684862723,160
intfloat/multilingual-e5-large-instruct,zh,affine,T,0.8413154482841492,0.2805251479148865,160
intfloat/multilingual-e5-large-instruct,ar,additive,N,0.8155525922775269,0.48572173714637756,160
intfloat/multilingual-e5-large-instruct,ar,linear,N,0.5803620508693532,0.788874363218995,160
intfloat/multilingual-e5-large-instruct,ar,affine,N,0.5328502655029297,0.8750671148300171,160
intfloat/multilingual-e5-large-instruct,ar,additive,Q,0.8998419642448425,0.2253560572862625,160
intfloat/multilingual-e5-large-instruct,ar,linear,Q,0.6924900119642132,0.5451945020607217,160
intfloat/multilingual-e5-large-instruct,ar,affine,Q,0.6621806025505066,0.5864654779434204,160
intfloat/multilingual-e5-large-instruct,ar,additive,M,0.9333833456039429,0.15359027683734894,160
intfloat/multilingual-e5-large-instruct,ar,linear,M,0.7034268344241472,0.5991512528816354,160
intfloat/multilingual-e5-large-instruct,ar,affine,M,0.6608601808547974,0.6630228161811829,160
intfloat/multilingual-e5-large-instruct,ar,additive,T,0.9017534255981445,0.2433977872133255,160
intfloat/multilingual-e5-large-instruct,ar,linear,T,0.6863941103296483,0.6087844628637245,160
intfloat/multilingual-e5-large-instruct,ar,affine,T,0.6598161458969116,0.6543067693710327,160
