model,heldout_language,method,pair,basis_rank,matrix_commutator_norm,closure_residual_ratio,random_subspace_null_mean,random_subspace_null_std,empirical_p_below_random_subspace,coef_N,coef_Q,coef_M,coef_T
bert-base-multilingual-cased,en,linear,NQ_minus_QN,4,3.849378109444889,0.9857675613420537,0.9998738170915262,8.71326439568229e-05,0.000999000999000999,-0.07752975367012917,0.10219507145846443,-0.01203223625619325,-0.04846392482053176
bert-base-multilingual-cased,en,linear,NM_minus_MN,4,2.6770534528829217,0.9962109081757284,0.9998771991958864,8.803966244295505e-05,0.000999000999000999,0.04270072986252921,-0.001153338128532102,-0.043122479525552725,-0.008765898235584766
bert-base-multilingual-cased,en,linear,NT_minus_TN,4,2.6613893155751,0.998478530555871,0.9998749897542576,8.729987382137311e-05,0.000999000999000999,-0.009572954081805397,0.02257924022548273,-0.005674239745284672,-0.018269439409673762
bert-base-multilingual-cased,en,linear,QM_minus_MQ,4,3.441327759045484,0.9918186083341486,0.9998762966317198,8.763880535807297e-05,0.000999000999000999,0.05560035815380597,-0.07342417790797431,0.010328287458767306,0.013654337881868164
bert-base-multilingual-cased,en,linear,QT_minus_TQ,4,3.7653772821534806,0.9892967496486733,0.9998803116618543,8.416919549562955e-05,0.000999000999000999,0.06920225762325459,-0.08829804589572407,0.008291317804464985,0.03546018848613324
bert-base-multilingual-cased,en,linear,MT_minus_TM,4,2.7556000059745696,0.9965100273652431,0.9998762602319511,8.704299684417621e-05,0.000999000999000999,-0.005993130169584015,0.021914090210609978,0.03133013335349392,-0.040306386708156
bert-base-multilingual-cased,en,affine,NQ_minus_QN,4,3.7305835616118888,0.9832103029783162,0.9998801369027024,8.904214056450545e-05,0.000999000999000999,-0.0893480385036994,0.11167124219152064,-0.004983588299503906,-0.05202638271986903
bert-base-multilingual-cased,en,affine,NM_minus_MN,4,2.670099305691803,0.9958834960319134,0.9998798748892822,8.403275200563628e-05,0.000999000999000999,0.04250756742893595,-0.006851998681712518,-0.044462547506972414,-0.0012296460163372838
bert-base-multilingual-cased,en,affine,NT_minus_TN,4,2.6073018962538903,0.9985152017136897,0.9998707535205997,9.09418664121065e-05,0.000999000999000999,0.00029330700813639247,0.019043534360728715,-2.724588912582854e-05,-0.028889963829143415
bert-base-multilingual-cased,en,affine,QM_minus_MQ,4,3.4234512433029334,0.9911936341843157,0.999875849477291,8.992194253928632e-05,0.000999000999000999,0.05648912994981317,-0.08038730022764537,0.010063224292389802,0.019063194669684973
bert-base-multilingual-cased,en,affine,QT_minus_TQ,4,3.6535194724270643,0.9897155638200379,0.9998768307600396,8.777906604660422e-05,0.000999000999000999,0.05894496842267952,-0.08860919220618035,0.0023444372323933754,0.04938892470529179
bert-base-multilingual-cased,en,affine,MT_minus_TM,4,2.743781113518662,0.995172922050872,0.9998808304826098,8.442727700674871e-05,0.000999000999000999,-0.00017370677265188074,0.025078391055416382,0.035440558643652566,-0.05313547679225483
bert-base-multilingual-cased,es,linear,NQ_minus_QN,4,3.908319735347715,0.987227799622751,0.9998724158679378,8.703570852853909e-05,0.000999000999000999,-0.07631641078006858,0.0990236673569135,-0.001836644527598243,-0.05002662296264388
bert-base-multilingual-cased,es,linear,NM_minus_MN,4,2.68855463898075,0.9964677140962701,0.9998772605717324,8.476638193751886e-05,0.000999000999000999,0.03945844082564585,0.002255371024474078,-0.04336700238279772,-0.01159825284312627
bert-base-multilingual-cased,es,linear,NT_minus_TN,4,2.7714984183768157,0.9995910553370931,0.9998773633066494,8.964118059006015e-05,0.013986013986013986,-0.00033301668338900673,0.013410932861289481,-0.006106935631852656,-0.01052065577773054
bert-base-multilingual-cased,es,linear,QM_minus_MQ,4,3.408314498451374,0.989497111224646,0.9998810692346012,8.470075480054226e-05,0.000999000999000999,0.04985427540951693,-0.08451295113786966,0.02401731631228068,0.015864843158982626
bert-base-multilingual-cased,es,linear,QT_minus_TQ,4,3.742517698725298,0.9865491711822261,0.999876387160809,8.579280707988347e-05,0.000999000999000999,0.07571129821475275,-0.09602529654620313,-0.0054528086817319165,0.05214428695274924
bert-base-multilingual-cased,es,linear,MT_minus_TM,4,2.7986178398589594,0.9986047829910195,0.9998744491874599,8.197997286762249e-05,0.000999000999000999,-0.012022894555037158,0.018308989787455203,0.018124687121962448,-0.01713892944861956
bert-base-multilingual-cased,es,affine,NQ_minus_QN,4,3.782331942675587,0.9825063204630128,0.9998777755081474,8.947094108409503e-05,0.000999000999000999,-0.09201137068479268,0.11813001075994603,-0.00034208690162533414,-0.05521753240934862
bert-base-multilingual-cased,es,affine,NM_minus_MN,4,2.6757053714160532,0.9965830456725149,0.9998743922932263,9.435960754107043e-05,0.000999000999000999,0.036899866087259495,-0.00020906694396432418,-0.04370937987766646,-0.006357845385885162
bert-base-multilingual-cased,es,affine,NT_minus_TN,4,2.7264870229419915,0.999495550560089,0.9998818091266457,8.201949614969967e-05,0.000999000999000999,0.004141789846540055,0.012326652374424943,9.11496171773078e-05,-0.019200342275307945
bert-base-multilingual-cased,es,affine,QM_minus_MQ,4,3.3828178854739743,0.9869463312078213,0.9998788093764918,8.187589413266381e-05,0.000999000999000999,0.0542067406726482,-0.09887164038009036,0.02767547979734033,0.023156461785240213
bert-base-multilingual-cased,es,affine,QT_minus_TQ,4,3.6426391417288095,0.9840889271921114,0.9998775496192093,8.894389070288217e-05,0.000999000999000999,0.07002393232248347,-0.10846377148664607,-0.008431459364677894,0.07141306552369474
bert-base-multilingual-cased,es,affine,MT_minus_TM,4,2.7951607496293307,0.9983981416692206,0.9998812188768763,8.239397515952283e-05,0.000999000999000999,-0.007364629994115156,0.018636819775828907,0.02062614144430657,-0.024876795179523528
bert-base-multilingual-cased,fr,linear,NQ_minus_QN,4,3.946319026826623,0.9873300254477807,0.999876339123894,9.245602242877544e-05,0.000999000999000999,-0.06685704930338617,0.09898936512624315,-0.005807851806103227,-0.057665230015945305
bert-base-multilingual-cased,fr,linear,NM_minus_MN,4,2.796352545909822,0.9962318824858208,0.9998796880355415,8.238242540198282e-05,0.000999000999000999,0.053024655633341064,-0.0021248330735555987,-0.03550538755714448,-0.025498112726592075
bert-base-multilingual-cased,fr,linear,NT_minus_TN,4,2.7609706515300134,0.9995305225294171,0.9998767669508929,8.891049287006732e-05,0.003996003996003996,-0.003742114906143017,0.010809952122324907,-0.0002238092167342696,-0.01366754990451688
bert-base-multilingual-cased,fr,linear,QM_minus_MQ,4,3.53913142972213,0.9921865279634947,0.9998752830197518,8.581905401499835e-05,0.000999000999000999,0.04348818994018986,-0.07554600030200888,0.017494435295326256,0.020073103599673955
bert-base-multilingual-cased,fr,linear,QT_minus_TQ,4,3.854087233153072,0.9877753811754526,0.9998824170608469,8.033140477146151e-05,0.000999000999000999,0.05864491363827898,-0.098799574342472,0.0052254580286100315,0.05688275638461924
bert-base-multilingual-cased,fr,linear,MT_minus_TM,4,2.890322447881319,0.9992018292168822,0.999887115755426,8.319459672962562e-05,0.000999000999000999,-0.01147841831617999,0.01546029375808313,0.01207350883539346,-0.011284549617534242
bert-base-multilingual-cased,fr,affine,NQ_minus_QN,4,3.8736085554792488,0.9849120423366261,0.9998775624932543,8.799279820667274e-05,0.000999000999000999,-0.07802374936780469,0.11059642159085852,-0.0025124229005755276,-0.06058183625072501
bert-base-multilingual-cased,fr,affine,NM_minus_MN,4,2.7891691339950015,0.9960141873830538,0.9998779204046271,8.560938285345665e-05,0.000999000999000999,0.05250359515765661,-0.004109395967648567,-0.03972229530249214,-0.019568031734525176
bert-base-multilingual-cased,fr,affine,NT_minus_TN,4,2.712026440553331,0.9992694510746822,0.9998766190086221,9.148981995081068e-05,0.001998001998001998,0.00040783423393906835,0.01082012611214854,0.004497634082136622,-0.02192028232916413
bert-base-multilingual-cased,fr,affine,QM_minus_MQ,4,3.4892876814504645,0.9906245571768848,0.9998795571185513,8.60765878624955e-05,0.000999000999000999,0.044554900738786714,-0.08558835141245313,0.023187085667526492,0.025797249684522384
bert-base-multilingual-cased,fr,affine,QT_minus_TQ,4,3.7760908571280196,0.9865776003091755,0.9998787132321878,8.256295147459e-05,0.000999000999000999,0.051918732864517786,-0.10603374110431092,0.004197438746669711,0.07195302322965257
bert-base-multilingual-cased,fr,affine,MT_minus_TM,4,2.866355978486688,0.9986735131673523,0.9998731942784203,9.142074224973038e-05,0.000999000999000999,-0.007489543714653894,0.01760943729880943,0.01856979659370129,-0.02313783166387401
bert-base-multilingual-cased,de,linear,NQ_minus_QN,4,3.9586150636341912,0.9868191508717509,0.9998783766184961,8.288792018308719e-05,0.000999000999000999,-0.07127553409312952,0.10213857080362287,-0.007887648637384176,-0.052858124770715054
bert-base-multilingual-cased,de,linear,NM_minus_MN,4,2.704078493457523,0.9952937369100274,0.9998817697041019,8.252312912082351e-05,0.000999000999000999,0.05309031570054358,-0.0037520479103658883,-0.043829560835178076,-0.016419681012751944
bert-base-multilingual-cased,de,linear,NT_minus_TN,4,2.869807432389867,0.999626226830741,0.999876584968924,8.814230294873959e-05,0.01898101898101898,-0.003955851242148902,0.012313646247989824,-0.0071279111652543655,-0.007327138177183088
bert-base-multilingual-cased,de,linear,QM_minus_MQ,4,3.471605942069928,0.9913230205811306,0.9998790171900309,8.518965660662285e-05,0.000999000999000999,0.04959128542734341,-0.07632308206384347,0.01707229735804427,0.010451066481020002
bert-base-multilingual-cased,de,linear,QT_minus_TQ,4,3.867170987836927,0.9862731906815377,0.999876116728278,8.665370785480628e-05,0.000999000999000999,0.05532114123670065,-0.10207873875450962,-0.003994893000963419,0.0732508149246958
bert-base-multilingual-cased,de,linear,MT_minus_TM,4,2.792379567838965,0.9984894332718425,0.9998798384529943,8.492693708483907e-05,0.000999000999000999,-0.014427798917444388,0.013394954568921844,0.025048632042620023,-0.016434741906025757
bert-base-multilingual-cased,de,affine,NQ_minus_QN,4,3.8515690226105406,0.9849060364582856,0.9998786702307955,8.629867331503877e-05,0.000999000999000999,-0.07796661907339686,0.11086325583494397,-0.003708567473279239,-0.05857241796772259
bert-base-multilingual-cased,de,affine,NM_minus_MN,4,2.70235691814477,0.995094955558451,0.9998773863581842,8.6774634246879e-05,0.000999000999000999,0.05226495536991133,-0.006792588865992901,-0.04602635013758264,-0.010515855125220642
bert-base-multilingual-cased,de,affine,NT_minus_TN,4,2.7974635087500084,0.9996180190350338,0.9998758190726078,8.47355240102236e-05,0.015984015984015984,0.005026201086370312,0.009349039392429608,-0.0033707614735969146,-0.016512026573428155
bert-base-multilingual-cased,de,affine,QM_minus_MQ,4,3.4521020435383467,0.9900165760469163,0.9998807814806392,8.711401216929024e-05,0.000999000999000999,0.04955333932217672,-0.08668306529875588,0.02108061566086067,0.018900072594182086
bert-base-multilingual-cased,de,affine,QT_minus_TQ,4,3.7746277252797102,0.9856589428643222,0.9998806304191117,8.371865448699342e-05,0.000999000999000999,0.0463105250187627,-0.10485385930053166,-0.010942300403910681,0.08868317938310334
bert-base-multilingual-cased,de,affine,MT_minus_TM,4,2.784252173617498,0.9979656052562574,0.9998733759281659,8.594203408973085e-05,0.000999000999000999,-0.007263434097599077,0.01645186330904633,0.026627279058706037,-0.028692853444643042
bert-base-multilingual-cased,ru,linear,NQ_minus_QN,4,4.012170140198591,0.9855457740126242,0.9998784133836716,8.545588469105976e-05,0.000999000999000999,-0.0863864009595019,0.10384081809793902,-0.001770013862094052,-0.05006755411198687
bert-base-multilingual-cased,ru,linear,NM_minus_MN,4,2.718191321221202,0.9975920014447013,0.9998760208534645,9.147534385471848e-05,0.000999000999000999,0.03785460764898801,-0.006870395803515172,-0.029536013341480632,-0.011724476807989626
bert-base-multilingual-cased,ru,linear,NT_minus_TN,4,2.8911613780884067,0.9990216602428722,0.9998757897415317,8.705056105005162e-05,0.000999000999000999,-0.017728478671164383,0.017909302160055537,0.002069575869582685,-0.009373489999720019
bert-base-multilingual-cased,ru,linear,QM_minus_MQ,4,3.45340398993476,0.988164910355615,0.9998736815202578,8.985179048980601e-05,0.000999000999000999,0.04153472463598781,-0.09108673844969639,0.03815710404620371,0.018526671653598337
bert-base-multilingual-cased,ru,linear,QT_minus_TQ,4,3.9318816296754524,0.9890128673933194,0.9998819450881272,8.719941921561509e-05,0.000999000999000999,0.06851551875262217,-0.09056999376794406,-0.0016022794707663329,0.04927544289110092
bert-base-multilingual-cased,ru,linear,MT_minus_TM,4,2.8661374149922723,0.9981747913444134,0.9998826607060354,8.165132606223484e-05,0.000999000999000999,-0.007420933781071045,0.029256178957152525,0.001661342377691128,-0.02204569576886437
bert-base-multilingual-cased,ru,affine,NQ_minus_QN,4,3.892346454488766,0.9811026555774912,0.9998773797104206,8.682988302268956e-05,0.000999000999000999,-0.10815906799490493,0.11963179104504382,0.005078142930964166,-0.05004967960387445
