model,heldout_language,method,operator,target_cosine,mse,n_test
bert-base-multilingual-cased,ru,affine,Q,0.42232608795166016,0.33201950788497925,160
bert-base-multilingual-cased,ru,additive,M,0.8700597882270813,0.10021114349365234,160
bert-base-multilingual-cased,ru,linear,M,0.7365817503248685,0.1738889622593358,160
bert-base-multilingual-cased,ru,affine,M,0.7269287109375,0.17847415804862976,160
bert-base-multilingual-cased,ru,additive,T,0.8930082321166992,0.08324970304965973,160
bert-base-multilingual-cased,ru,linear,T,0.6234478164942037,0.2270823557008197,160
bert-base-multilingual-cased,ru,affine,T,0.6262094378471375,0.22898152470588684,160
bert-base-multilingual-cased,zh,additive,N,0.9018881916999817,0.09731248766183853,160
bert-base-multilingual-cased,zh,linear,N,0.6886026408306141,0.2515068490016678,160
bert-base-multilingual-cased,zh,affine,N,0.6751615405082703,0.2614838480949402,160
bert-base-multilingual-cased,zh,additive,Q,0.6925057768821716,0.29636988043785095,160
bert-base-multilingual-cased,zh,linear,Q,0.47364068280116545,0.3920911241819208,160
bert-base-multilingual-cased,zh,affine,Q,0.4568096101284027,0.41368913650512695,160
bert-base-multilingual-cased,zh,additive,M,0.9465278387069702,0.05411059781908989,160
bert-base-multilingual-cased,zh,linear,M,0.7766161756601305,0.199896480837436,160
bert-base-multilingual-cased,zh,affine,M,0.7634702920913696,0.20985352993011475,160
bert-base-multilingual-cased,zh,additive,T,0.8891398310661316,0.10924851894378662,160
bert-base-multilingual-cased,zh,linear,T,0.6631548728892966,0.26669523530037875,160
bert-base-multilingual-cased,zh,affine,T,0.655124843120575,0.27324965596199036,160
bert-base-multilingual-cased,ar,additive,N,0.9001282453536987,0.14053167402744293,160
bert-base-multilingual-cased,ar,linear,N,0.6402241960146732,0.42542217559741163,160
bert-base-multilingual-cased,ar,affine,N,0.4500623345375061,0.615742564201355,160
bert-base-multilingual-cased,ar,additive,Q,0.8215805292129517,0.27577027678489685,160
bert-base-multilingual-cased,ar,linear,Q,0.4777789444508068,0.5620468520773744,160
bert-base-multilingual-cased,ar,affine,Q,0.4005003869533539,0.6559489965438843,160
bert-base-multilingual-cased,ar,additive,M,0.9511680603027344,0.06975451111793518,160
bert-base-multilingual-cased,ar,linear,M,0.754630352329378,0.32639808517618485,160
bert-base-multilingual-cased,ar,affine,M,0.6302592158317566,0.4599873423576355,160
bert-base-multilingual-cased,ar,additive,T,0.899665355682373,0.14084546267986298,160
bert-base-multilingual-cased,ar,linear,T,0.6122571079323056,0.42964957310359286,160
bert-base-multilingual-cased,ar,affine,T,0.4615848660469055,0.5699607729911804,160
