model,heldout_language,method,triple,basis_rank,relative_jacobi_operator_norm,jacobi_coeff_norm,jacobi_coef_N,jacobi_coef_Q,jacobi_coef_M,jacobi_coef_T
intfloat/multilingual-e5-large-instruct,en,linear,NQM,4,0.021282277203229366,0.002724353074180027,0.0014370939336830583,0.0008863084708975091,-0.0004823387553953418,-0.002082946787132237
intfloat/multilingual-e5-large-instruct,en,linear,NQT,4,0.04650543987032703,0.008305086082999106,-0.002129902949276752,0.0009631122719954942,-0.005402201399493519,0.005858890941426505
intfloat/multilingual-e5-large-instruct,en,linear,NMT,4,0.09425695527110231,0.012509127344376626,0.000338298368280596,-0.002980613534580695,-0.007679719138826847,0.009407533047407312
intfloat/multilingual-e5-large-instruct,en,linear,QMT,4,0.0662753295158364,0.00618197678974227,8.71315984593223e-05,-0.0008495486465411595,-0.004176479640374044,0.004477111794914579
intfloat/multilingual-e5-large-instruct,en,affine,NQM,4,0.03983914569847812,0.004504022044608023,0.0035074899515674437,-0.0008873626498713035,-0.0008321026265651179,-0.0025502787228938828
intfloat/multilingual-e5-large-instruct,en,affine,NQT,4,0.03971605359278986,0.007602586676501391,0.0006076759397492595,-0.0035491664254518104,-0.0038796875688447844,0.005457242543497878
intfloat/multilingual-e5-large-instruct,en,affine,NMT,4,0.09182868323461645,0.011249873136875314,-0.0005241973616561457,-0.0009516986555188425,-0.007475769828536199,0.008336186050086276
intfloat/multilingual-e5-large-instruct,en,affine,QMT,4,0.07926918803123566,0.0072882723379868,0.00013319189914129262,-0.0011939082470082771,-0.004737878059862189,0.005406317432251721
intfloat/multilingual-e5-large-instruct,es,linear,NQM,4,0.010253370929362406,0.0010213686786254808,0.0007624794568901836,0.00017531064682487548,-0.000548293654478504,-0.0003611915019294642
intfloat/multilingual-e5-large-instruct,es,linear,NQT,4,0.03622016254311983,0.0057857169203640755,-0.001107929557058157,0.0015816872760993379,-0.004569564393510325,0.002977307339421335
intfloat/multilingual-e5-large-instruct,es,linear,NMT,4,0.08528745449587272,0.010658742110716731,-0.00017165587855831003,-0.0018625339663722643,-0.0069668656494739556,0.00784685082618575
intfloat/multilingual-e5-large-instruct,es,linear,QMT,4,0.07667001473506956,0.007161849447154872,-0.00026965814222060865,-0.0008541071949505138,-0.004720777922872773,0.0053107559436013875
intfloat/multilingual-e5-large-instruct,es,affine,NQM,4,0.030071966461793116,0.003169117905405335,0.002532925363184328,-0.0009125996430909104,-0.001183922418981231,-0.0011802910658656228
intfloat/multilingual-e5-large-instruct,es,affine,NQT,4,0.02573977784795617,0.003360825059580479,0.0013028405948860896,-0.0005956431874169343,-0.0030031869338535133,0.0004731055897326934
intfloat/multilingual-e5-large-instruct,es,affine,NMT,4,0.08273265174947769,0.010069695041555105,-0.000657271950959229,-0.0010581258126240083,-0.006515447451561591,0.007576019144841179
intfloat/multilingual-e5-large-instruct,es,affine,QMT,4,0.09830189004684686,0.00978633256547464,-0.00036293241737963243,-0.0010759593948666182,-0.006404666857927796,0.00731184921630937
intfloat/multilingual-e5-large-instruct,fr,linear,NQM,4,0.03487171155419886,0.003529635632132108,0.0029528794211514517,-0.0004391905920722661,-0.0009467818434279059,-0.0016277427882031492
intfloat/multilingual-e5-large-instruct,fr,linear,NQT,4,0.05625635663706421,0.008364136348293173,0.0005927821222384833,8.14451048460757e-05,-0.006582589861388408,0.005125452528317539
intfloat/multilingual-e5-large-instruct,fr,linear,NMT,4,0.10170534737012396,0.01154511741803092,-0.0008549813986461459,-0.001513862396042634,-0.007421758028237902,0.008670897959278747
intfloat/multilingual-e5-large-instruct,fr,linear,QMT,4,0.06088612746006056,0.005995221841979327,-0.00025084627517000125,-0.0008450886869952601,-0.003863944623472634,0.004498390616501515
intfloat/multilingual-e5-large-instruct,fr,affine,NQM,4,0.05811750457088714,0.0063979046259317,0.005184320993917559,-0.0015549373533888869,-0.0009526452286032388,-0.0032757649992023767
intfloat/multilingual-e5-large-instruct,fr,affine,NQT,4,0.05062303303640033,0.006865526429680214,0.0030621055365478832,-0.0016323412484482748,-0.0053212680409073215,0.0026035612773877706
intfloat/multilingual-e5-large-instruct,fr,affine,NMT,4,0.10329221850051241,0.011306742974751342,-0.0015091688841949026,-0.00034304206108794156,-0.007366288578791217,0.008437118032501462
intfloat/multilingual-e5-large-instruct,fr,affine,QMT,4,0.08112332713002013,0.008552740211464684,-0.0001536179483783432,-0.0012775677796450693,-0.0055424151823281545,0.006385547836000614
intfloat/multilingual-e5-large-instruct,de,linear,NQM,4,0.020007049528225324,0.0023460111273460142,0.0009499428587965639,0.0016605188187323837,-0.001242079002269767,-0.0005489023405022762
intfloat/multilingual-e5-large-instruct,de,linear,NQT,4,0.043619289662403825,0.00666152560817242,0.0006565702987416204,0.0013867430100430959,-0.005281001423972096,0.003759362533096348
intfloat/multilingual-e5-large-instruct,de,linear,NMT,4,0.0764967968323355,0.010152679129275402,-0.0006843712544858382,-0.0009000043073441777,-0.006642588505142695,0.007594375529703932
intfloat/multilingual-e5-large-instruct,de,linear,QMT,4,0.06458319814202272,0.005994938211288107,-0.00027057202691822,-0.0004062510873886951,-0.004043715370805877,0.004398795402074914
intfloat/multilingual-e5-large-instruct,de,affine,NQM,4,0.028414898960368463,0.003647926348940543,0.0026378079169949893,0.0003476030063189455,-0.0018380063376930394,-0.0016882656464346736
intfloat/multilingual-e5-large-instruct,de,affine,NQT,4,0.035218695313899304,0.0051406477770034485,0.002416705956448311,-0.000495856746511739,-0.004257266224282723,0.001488489929357293
intfloat/multilingual-e5-large-instruct,de,affine,NMT,4,0.0723667663326196,0.009409072973196366,-0.0009567761621129406,-0.00025032723896050574,-0.006218451197654398,0.006991668939986486
intfloat/multilingual-e5-large-instruct,de,affine,QMT,4,0.08523826040875551,0.008202046167703815,-7.937878958316508e-05,-0.0007362980634847815,-0.005555174812487293,0.005988752650537879
intfloat/multilingual-e5-large-instruct,ru,linear,NQM,4,0.022194180458448273,0.0027641355746173355,-0.0007631110751934326,-0.0004924782176516096,-0.0015189888184144844,0.0021232628514747517
intfloat/multilingual-e5-large-instruct,ru,linear,NQT,4,0.05435099733345845,0.008312532442928478,-0.002014185266260817,0.0010873398128251888,-0.005172682796710914,0.006091165581723467
intfloat/multilingual-e5-large-instruct,ru,linear,NMT,4,0.10879807069903363,0.01411528737194468,3.5902868690042625e-05,0.0003434958206558758,-0.01063247407559472,0.009277529532671882
intfloat/multilingual-e5-large-instruct,ru,linear,QMT,4,0.09162783755796983,0.008987007962078311,-0.0013333343991638318,0.0005587214640191164,-0.006231966031843766,0.006311811245122527
intfloat/multilingual-e5-large-instruct,ru,affine,NQM,4,0.030338729381087004,0.003912118852599174,0.0013461542862229676,-0.0023167187516048068,-0.0021208278954188385,0.001904585471571536
intfloat/multilingual-e5-large-instruct,ru,affine,NQT,4,0.03264802949912692,0.005299041159535555,0.0010256432038135421,-0.001968159145834215,-0.0031590190117261985,0.003629716475035561
intfloat/multilingual-e5-large-instruct,ru,affine,NMT,4,0.10353229733468249,0.012576878948210525,-0.0002225838308826545,0.001815624444089765,-0.009903224666468683,0.0075337898563499015
intfloat/multilingual-e5-large-instruct,ru,affine,QMT,4,0.10536705492587985,0.011106847670731777,-0.0008874352611672144,-6.055397515601635e-05,-0.007751589385936421,0.007904664385412426
intfloat/multilingual-e5-large-instruct,zh,linear,NQM,4,0.026969281869670153,0.004052397569562421,0.0008624917746924369,-0.0007261829221315123,-0.003072756825462544,0.002389321630831896
intfloat/multilingual-e5-large-instruct,zh,linear,NQT,4,0.06641818373209472,0.011781979104230723,-0.0006892014591379607,0.0009266674770784557,-0.008309392145238959,0.008272564446700771
intfloat/multilingual-e5-large-instruct,zh,linear,NMT,4,0.08486964897279564,0.01162055413501711,-0.000588351002741792,-0.0009929547217432742,-0.007655979088290193,0.008665514792709491
intfloat/multilingual-e5-large-instruct,zh,linear,QMT,4,0.06475164730840735,0.006360289076787768,-0.0005957398401100003,5.580484081043301e-05,-0.004531550320194699,0.004422703776932947
intfloat/multilingual-e5-large-instruct,zh,affine,NQM,4,0.03981870255074597,0.005232291336927652,0.003235628291844832,-0.0022805719547093917,-0.003282293264928213,0.0009659837855271296
intfloat/multilingual-e5-large-instruct,zh,affine,NQT,4,0.05131050618145009,0.008531660787003152,0.002553871714338114,-0.0017619380035117128,-0.006209164668640631,0.004960728136138583
intfloat/multilingual-e5-large-instruct,zh,affine,NMT,4,0.081812931166872,0.01076489488179626,-0.0012584951892625623,0.0004783375673513546,-0.007311644476980368,0.007785255287312624
intfloat/multilingual-e5-large-instruct,zh,affine,QMT,4,0.08515903556624965,0.008735217472792687,-0.00020462680214219865,-0.0005146590446520466,-0.006163596331063905,0.0061650108275883115
intfloat/multilingual-e5-large-instruct,ar,linear,NQM,4,0.004906585887663216,0.00035653250923355046,0.00025624675392516526,-0.00018867555492752507,-0.00016055000292332757,8.846625192553614e-06
intfloat/multilingual-e5-large-instruct,ar,linear,NQT,4,0.0616816495144926,0.00788911006234631,-0.0005564387746109537,6.98176072217024e-05,-0.005114436795875751,0.005980476170727319
intfloat/multilingual-e5-large-instruct,ar,linear,NMT,4,0.1069214318156995,0.012127268992342165,0.002389608081138279,-0.002228733096800394,-0.008640168720708998,0.007857522490714915
intfloat/multilingual-e5-large-instruct,ar,linear,QMT,4,0.0738970666215932,0.0058379349024973055,-0.0007689739724363093,0.0007571383841853173,-0.004045343334698448,0.0040684274267972186
intfloat/multilingual-e5-large-instruct,ar,affine,NQM,4,0.031210611775222108,0.0025051207889495953,0.0016463871932769166,-0.0009143517400672712,0.0002588128529934341,-0.0016315686254652463
intfloat/multilingual-e5-large-instruct,ar,affine,NQT,4,0.046790091107908334,0.005839570195581178,0.0014181393864803968,-0.0022433007986033112,-0.003403993244494894,0.003933178392604621
intfloat/multilingual-e5-large-instruct,ar,affine,NMT,4,0.10461773316797066,0.011403405309683121,0.001393551254771273,-6.799792502381555e-05,-0.008740437283497613,0.007189979132978895
intfloat/multilingual-e5-large-instruct,ar,affine,QMT,4,0.09312073375430137,0.007743591041628241,-0.0003540566724394725,-0.00015301773942203323,-0.005228710597535116,0.005698685563472718
