model,train_size,repeat,acc,f1,baseline
gpt2,20,28,0.425,0.3609309309309309,0.2
gpt2,20,29,0.45,0.3730392156862745,0.2
gpt2,25,0,0.425,0.34411764705882353,0.2
gpt2,25,1,0.35,0.30144522144522146,0.2
gpt2,25,2,0.275,0.1787941787941788,0.2
gpt2,25,3,0.25,0.14108527131782944,0.2
gpt2,25,4,0.25,0.15804878048780488,0.2
gpt2,25,5,0.4,0.2956368132838721,0.2
gpt2,25,6,0.5,0.4580392156862745,0.2
gpt2,25,7,0.4,0.31421052631578944,0.2
gpt2,25,8,0.45,0.41992673992673984,0.2
gpt2,25,9,0.35,0.24155844155844158,0.2
gpt2,25,10,0.35,0.22999999999999998,0.2
gpt2,25,11,0.35,0.2813986013986014,0.2
gpt2,25,12,0.5,0.40307692307692305,0.2
gpt2,25,13,0.425,0.34797979797979794,0.2
gpt2,25,14,0.3,0.20728744939271254,0.2
gpt2,25,15,0.25,0.15522668545924362,0.2
gpt2,25,16,0.425,0.316969696969697,0.2
gpt2,25,17,0.325,0.2414918414918415,0.2
gpt2,25,18,0.4,0.2956368132838721,0.2
gpt2,25,19,0.25,0.14108527131782944,0.2
gpt2,25,20,0.3,0.19047619047619047,0.2
gpt2,25,21,0.4,0.35116883116883113,0.2
gpt2,25,22,0.4,0.36560912771439086,0.2
gpt2,25,23,0.35,0.31932411674347155,0.2
gpt2,25,24,0.3,0.20736560736560739,0.2
gpt2,25,25,0.525,0.4616666666666666,0.2
gpt2,25,26,0.375,0.2764957264957265,0.2
gpt2,25,27,0.275,0.1667262969588551,0.2
gpt2,25,28,0.425,0.3452991452991453,0.2
gpt2,25,29,0.375,0.296969696969697,0.2
gpt2,40,0,0.475,0.3910086118814772,0.2
gpt2,40,1,0.475,0.3910086118814772,0.2
gpt2,40,2,0.475,0.3910086118814772,0.2
gpt2,40,3,0.475,0.3910086118814772,0.2
gpt2,40,4,0.475,0.3910086118814772,0.2
gpt2,40,5,0.475,0.3910086118814772,0.2
gpt2,40,6,0.475,0.3910086118814772,0.2
gpt2,40,7,0.475,0.3910086118814772,0.2
gpt2,40,8,0.475,0.3910086118814772,0.2
gpt2,40,9,0.475,0.3910086118814772,0.2
gpt2,40,10,0.475,0.3910086118814772,0.2
gpt2,40,11,0.475,0.3910086118814772,0.2
gpt2,40,12,0.475,0.3910086118814772,0.2
gpt2,40,13,0.475,0.3910086118814772,0.2
gpt2,40,14,0.475,0.3910086118814772,0.2
gpt2,40,15,0.475,0.3910086118814772,0.2
gpt2,40,16,0.475,0.3910086118814772,0.2
gpt2,40,17,0.475,0.3910086118814772,0.2
gpt2,40,18,0.475,0.3910086118814772,0.2
gpt2,40,19,0.475,0.3910086118814772,0.2
gpt2,40,20,0.475,0.3910086118814772,0.2
gpt2,40,21,0.475,0.3910086118814772,0.2
gpt2,40,22,0.475,0.3910086118814772,0.2
gpt2,40,23,0.475,0.3910086118814772,0.2
gpt2,40,24,0.475,0.3910086118814772,0.2
gpt2,40,25,0.475,0.3910086118814772,0.2
gpt2,40,26,0.475,0.3910086118814772,0.2
gpt2,40,27,0.475,0.3910086118814772,0.2
gpt2,40,28,0.475,0.3910086118814772,0.2
gpt2,40,29,0.475,0.3910086118814772,0.2
distilgpt2,10,1,0.6,0.5648850574712643,0.2
distilgpt2,10,2,0.325,0.21904761904761907,0.2
distilgpt2,10,3,0.375,0.27543859649122804,0.2
distilgpt2,10,4,0.325,0.20666666666666664,0.2
distilgpt2,10,5,0.325,0.21904761904761907,0.2
distilgpt2,10,6,0.325,0.22826475849731667,0.2
distilgpt2,10,7,0.325,0.19174964438122333,0.2
distilgpt2,10,8,0.3,0.19679487179487182,0.2
distilgpt2,10,9,0.2,0.06666666666666667,0.2
distilgpt2,10,10,0.325,0.19174964438122333,0.2
distilgpt2,10,11,0.5,0.4182255639097744,0.2
distilgpt2,10,12,0.275,0.15714285714285714,0.2
distilgpt2,10,15,0.425,0.3236013986013986,0.2
distilgpt2,10,16,0.375,0.2953846153846154,0.2
distilgpt2,10,17,0.2,0.06666666666666667,0.2
distilgpt2,10,19,0.2,0.06666666666666667,0.2
distilgpt2,10,20,0.325,0.19144385026737967,0.2
distilgpt2,10,22,0.375,0.3314285714285714,0.2
distilgpt2,10,23,0.2,0.06666666666666667,0.2
distilgpt2,10,26,0.6,0.5513122171945701,0.2
distilgpt2,10,27,0.2,0.06666666666666667,0.2
distilgpt2,15,0,0.3,0.20162601626016258,0.2
distilgpt2,15,1,0.425,0.32999999999999996,0.2
distilgpt2,15,2,0.4,0.29316070925978044,0.2
distilgpt2,15,4,0.25,0.15717171717171718,0.2
distilgpt2,15,5,0.4,0.31965367965367963,0.2
distilgpt2,15,6,0.25,0.17856209150326796,0.2
distilgpt2,15,7,0.4,0.3428967428967429,0.2
distilgpt2,15,8,0.325,0.21904761904761907,0.2
distilgpt2,15,9,0.425,0.36040100250626567,0.2
distilgpt2,15,10,0.2,0.07272727272727272,0.2
distilgpt2,15,11,0.5,0.41166666666666674,0.2
distilgpt2,15,12,0.175,0.08235294117647059,0.2
distilgpt2,15,13,0.325,0.21904761904761907,0.2
distilgpt2,15,14,0.45,0.3625,0.2
distilgpt2,15,16,0.35,0.2439201451905626,0.2
distilgpt2,15,17,0.425,0.3026123301985371,0.2
distilgpt2,15,18,0.325,0.21904761904761907,0.2
distilgpt2,15,19,0.45,0.402912419388392,0.2
distilgpt2,15,20,0.425,0.37333333333333335,0.2
distilgpt2,15,21,0.375,0.2791341991341991,0.2
distilgpt2,15,22,0.25,0.14952380952380953,0.2
distilgpt2,15,23,0.3,0.18093883357041252,0.2
distilgpt2,15,24,0.375,0.35488721804511275,0.2
distilgpt2,15,25,0.25,0.1511111111111111,0.2
distilgpt2,15,26,0.575,0.5037535014005602,0.2
distilgpt2,15,27,0.475,0.38621509209744503,0.2
distilgpt2,15,28,0.4,0.31011396011396014,0.2
distilgpt2,15,29,0.35,0.26285714285714284,0.2
distilgpt2,20,0,0.45,0.4203174603174603,0.2
distilgpt2,20,1,0.525,0.4616161616161616,0.2
distilgpt2,20,2,0.55,0.5255494505494506,0.2
distilgpt2,20,3,0.475,0.4273015873015873,0.2
distilgpt2,20,4,0.325,0.23944055944055945,0.2
distilgpt2,20,5,0.55,0.5594871794871794,0.2
distilgpt2,20,6,0.3,0.20162601626016258,0.2
distilgpt2,20,7,0.375,0.293734335839599,0.2
distilgpt2,20,8,0.45,0.41279609279609286,0.2
distilgpt2,20,9,0.45,0.3855769230769231,0.2
distilgpt2,20,10,0.3,0.22626262626262625,0.2
distilgpt2,20,11,0.525,0.45260606060606057,0.2
distilgpt2,20,12,0.25,0.14952380952380953,0.2
distilgpt2,20,13,0.35,0.29450549450549446,0.2
distilgpt2,20,14,0.425,0.36040100250626567,0.2
distilgpt2,20,15,0.425,0.3231537341377158,0.2
distilgpt2,20,16,0.45,0.3855769230769231,0.2
distilgpt2,20,17,0.275,0.19357142857142856,0.2
distilgpt2,20,18,0.65,0.5743262585367848,0.2
distilgpt2,20,19,0.65,0.5816666666666667,0.2
distilgpt2,20,20,0.65,0.5762573099415205,0.2
distilgpt2,20,21,0.475,0.3810033104150752,0.2
distilgpt2,20,22,0.2,0.07804878048780488,0.2
distilgpt2,20,23,0.35,0.2597523219814242,0.2
distilgpt2,20,24,0.425,0.4167619047619048,0.2
distilgpt2,20,25,0.3,0.2113821138211382,0.2
distilgpt2,20,26,0.25,0.2048484848484849,0.2
distilgpt2,20,27,0.4,0.28520499108734404,0.2
distilgpt2,20,28,0.475,0.3678929765886288,0.2
distilgpt2,20,29,0.325,0.21904761904761907,0.2
distilgpt2,25,0,0.475,0.43624893435635126,0.2
distilgpt2,25,1,0.625,0.5747058823529413,0.2
distilgpt2,25,2,0.475,0.3869747899159664,0.2
distilgpt2,25,3,0.3,0.18,0.2
distilgpt2,25,4,0.425,0.3484625668449198,0.2
distilgpt2,25,5,0.3,0.2033333333333333,0.2
distilgpt2,25,6,0.65,0.5743262585367848,0.2
distilgpt2,25,7,0.325,0.30606060606060603,0.2
distilgpt2,25,8,0.425,0.39772727272727276,0.2
distilgpt2,25,9,0.3,0.18471544715447155,0.2
distilgpt2,25,10,0.575,0.5188441188441189,0.2
distilgpt2,25,11,0.5,0.43283775048480927,0.2
distilgpt2,25,12,0.65,0.5734970911441499,0.2
distilgpt2,25,13,0.525,0.46234519104084315,0.2
distilgpt2,25,14,0.475,0.37834965034965035,0.2
distilgpt2,25,15,0.45,0.36483238456672995,0.2
distilgpt2,25,16,0.6,0.5688620747444276,0.2
distilgpt2,25,17,0.375,0.36472848788638257,0.2
distilgpt2,25,18,0.525,0.46840336134453786,0.2
distilgpt2,25,19,0.6,0.5307664884135472,0.2
distilgpt2,25,20,0.575,0.5486263736263737,0.2
distilgpt2,25,21,0.525,0.4556613756613757,0.2
distilgpt2,25,22,0.6,0.5838809102236211,0.2
distilgpt2,25,23,0.525,0.46896386264807316,0.2
distilgpt2,25,24,0.55,0.48410755148741413,0.2
distilgpt2,25,25,0.25,0.20235294117647057,0.2
distilgpt2,25,26,0.425,0.3628874557936343,0.2
distilgpt2,25,27,0.45,0.3831897831897832,0.2
distilgpt2,25,28,0.4,0.34318181818181814,0.2
distilgpt2,25,29,0.4,0.37396677396677397,0.2
distilgpt2,40,0,0.625,0.5758998895841001,0.2
distilgpt2,40,1,0.625,0.5758998895841001,0.2
distilgpt2,40,2,0.625,0.5758998895841001,0.2
distilgpt2,40,3,0.625,0.5758998895841001,0.2
distilgpt2,40,4,0.625,0.5758998895841001,0.2
distilgpt2,40,5,0.625,0.5758998895841001,0.2
distilgpt2,40,6,0.625,0.5758998895841001,0.2
distilgpt2,40,7,0.625,0.5758998895841001,0.2
distilgpt2,40,8,0.625,0.5758998895841001,0.2
distilgpt2,40,9,0.625,0.5758998895841001,0.2
distilgpt2,40,10,0.625,0.5758998895841001,0.2
distilgpt2,40,11,0.625,0.5758998895841001,0.2
distilgpt2,40,12,0.625,0.5758998895841001,0.2
distilgpt2,40,13,0.625,0.5758998895841001,0.2
distilgpt2,40,14,0.625,0.5758998895841001,0.2
distilgpt2,40,15,0.625,0.5758998895841001,0.2
distilgpt2,40,16,0.625,0.5758998895841001,0.2
distilgpt2,40,17,0.625,0.5758998895841001,0.2
distilgpt2,40,18,0.625,0.5758998895841001,0.2
distilgpt2,40,19,0.625,0.5758998895841001,0.2
distilgpt2,40,20,0.625,0.5758998895841001,0.2
distilgpt2,40,21,0.625,0.5758998895841001,0.2
distilgpt2,40,22,0.625,0.5758998895841001,0.2
distilgpt2,40,23,0.625,0.5758998895841001,0.2
distilgpt2,40,24,0.625,0.5758998895841001,0.2
distilgpt2,40,25,0.625,0.5758998895841001,0.2
distilgpt2,40,26,0.625,0.5758998895841001,0.2
distilgpt2,40,27,0.625,0.5758998895841001,0.2
distilgpt2,40,28,0.625,0.5758998895841001,0.2
distilgpt2,40,29,0.625,0.5758998895841001,0.2
