ridge_alpha,method,mean_closure_residual_ratio,mean_givens_spectral_matched_null,mean_p_below_givens_spectral_matched,cells
100.0,affine,0.8284767834462651,0.9995609582714533,0.0033222591362126,210
100.0,linear,0.8701308888261648,0.9995362076247986,0.0033538996994146243,210
