model,scale,language,template_id,representation,cv_adjacent_norm,cos_step_12,cos_step_23,cos_step_34
intfloat/multilingual-e5-large,affect,en,0,mean_pool,0.5603674650192261,-0.15432995557785034,-0.38155612349510193,-0.038804151117801666
intfloat/multilingual-e5-large,affect,en,1,mean_pool,0.5277811884880066,-0.03852708637714386,-0.4437374472618103,-0.05163317173719406
intfloat/multilingual-e5-large,affect,en,2,mean_pool,0.39988961815834045,-0.14497099816799164,-0.44562670588493347,0.08450745046138763
intfloat/multilingual-e5-large,affect,en,3,mean_pool,0.5561414361000061,-0.13519787788391113,-0.4449061453342438,-0.08179498463869095
intfloat/multilingual-e5-large,affect,en,4,mean_pool,0.5262426137924194,-0.10756639391183853,-0.4258902668952942,-0.08222729712724686
intfloat/multilingual-e5-large,affect,en,5,mean_pool,0.5604302287101746,-0.16453342139720917,-0.3824448883533478,-0.02767183631658554
intfloat/multilingual-e5-large,affect,en,6,mean_pool,0.48958101868629456,-0.0913831889629364,-0.43751370906829834,-0.033308885991573334
intfloat/multilingual-e5-large,affect,en,7,mean_pool,0.5128423571586609,-0.022992191836237907,-0.5159831643104553,0.2575252950191498
intfloat/multilingual-e5-large,affect,en,8,mean_pool,0.5266425609588623,-0.03995789587497711,-0.43361687660217285,0.004791304003447294
intfloat/multilingual-e5-large,affect,en,9,mean_pool,0.5694795250892639,-0.08447081595659256,-0.4363739490509033,-0.03354676440358162
intfloat/multilingual-e5-large,affect,en,10,mean_pool,0.524711549282074,0.030923275277018547,-0.4765678346157074,-0.0033596197608858347
intfloat/multilingual-e5-large,affect,en,11,mean_pool,0.5135228037834167,-0.01266364473849535,-0.4308290183544159,0.005116494372487068
intfloat/multilingual-e5-large,affect,en,12,mean_pool,0.546035647392273,-0.10793742537498474,-0.5449227690696716,0.19253142178058624
intfloat/multilingual-e5-large,affect,en,13,mean_pool,0.5468130111694336,-0.1414504051208496,-0.4701573848724365,-0.09322379529476166
intfloat/multilingual-e5-large,affect,en,14,mean_pool,0.5494964718818665,0.11990343779325485,-0.4086388945579529,-0.10348788648843765
intfloat/multilingual-e5-large,affect,en,15,mean_pool,0.49086663126945496,-0.13620209693908691,-0.4593002498149872,0.14185918867588043
intfloat/multilingual-e5-large,affect,en,16,mean_pool,0.564576268196106,-0.1403990387916565,-0.3861028850078583,-0.0003965899522881955
intfloat/multilingual-e5-large,affect,en,17,mean_pool,0.5328461527824402,-0.016941916197538376,-0.4474906027317047,0.03389134630560875
intfloat/multilingual-e5-large,affect,en,18,mean_pool,0.5607534646987915,-0.14933261275291443,-0.4332135319709778,-0.03789828345179558
intfloat/multilingual-e5-large,affect,en,19,mean_pool,0.5566939115524292,-0.03697328269481659,-0.3722257614135742,0.06946831196546555
intfloat/multilingual-e5-large,affect,en,20,mean_pool,0.5370248556137085,-0.13497205078601837,-0.46475937962532043,0.02291596494615078
intfloat/multilingual-e5-large,affect,en,21,mean_pool,0.5357966423034668,-0.0760560929775238,-0.41780078411102295,-0.0335477739572525
intfloat/multilingual-e5-large,affect,en,22,mean_pool,0.46106022596359253,-0.08305366337299347,-0.480303555727005,0.11303107440471649
intfloat/multilingual-e5-large,affect,en,23,mean_pool,0.5580102801322937,-0.13655869662761688,-0.3677859306335449,-0.03212292864918709
intfloat/multilingual-e5-large,affect,en,24,mean_pool,0.5305067896842957,0.13033051788806915,-0.48394590616226196,-0.14440761506557465
intfloat/multilingual-e5-large,affect,en,25,mean_pool,0.5667497515678406,0.0012268138816580176,-0.40815791487693787,0.07612326741218567
intfloat/multilingual-e5-large,affect,en,26,mean_pool,0.5488312840461731,-0.06383134424686432,-0.3780258297920227,0.08864208310842514
intfloat/multilingual-e5-large,affect,en,27,mean_pool,0.5320525765419006,-0.13685162365436554,-0.43726277351379395,0.023484913632273674
