model,scale,language,template_id,representation,cv_adjacent_norm,cos_step_12,cos_step_23,cos_step_34
BAAI/bge-m3,affect,en,116,mean_pool,0.5972572565078735,-0.01888776198029518,-0.521161675453186,0.13047753274440765
BAAI/bge-m3,affect,en,117,mean_pool,0.571763277053833,-0.04211319983005524,-0.5007876753807068,0.07229619473218918
BAAI/bge-m3,affect,en,118,mean_pool,0.584720253944397,-0.14786897599697113,-0.5873689651489258,0.05042024701833725
BAAI/bge-m3,affect,en,119,mean_pool,0.5742056965827942,-0.05619867146015167,-0.6184940338134766,0.17965182662010193
BAAI/bge-m3,affect,ru,0,mean_pool,0.3691149055957794,-0.19122076034545898,-0.2877276837825775,-0.14768674969673157
BAAI/bge-m3,affect,ru,1,mean_pool,0.26655158400535583,-0.26225167512893677,-0.23647545278072357,-0.36985519528388977
BAAI/bge-m3,affect,ru,2,mean_pool,0.22773237526416779,-0.21591868996620178,-0.097970150411129,-0.2707448899745941
BAAI/bge-m3,affect,ru,3,mean_pool,0.20099295675754547,-0.14455170929431915,-0.3967267870903015,-0.3654668927192688
BAAI/bge-m3,affect,ru,4,mean_pool,0.37409499287605286,-0.09195106476545334,-0.3210478723049164,-0.2944186329841614
BAAI/bge-m3,affect,ru,5,mean_pool,0.09829580038785934,-0.47865238785743713,-0.47565513849258423,-0.38108330965042114
BAAI/bge-m3,affect,ru,6,mean_pool,0.07481411844491959,-0.1285189837217331,-0.42562082409858704,-0.422483891248703
BAAI/bge-m3,affect,ru,7,mean_pool,0.14371927082538605,-0.4413483142852783,-0.3573213219642639,-0.6727997660636902
BAAI/bge-m3,affect,ru,8,mean_pool,0.18254610896110535,-0.18402358889579773,-0.40578940510749817,-0.31657132506370544
BAAI/bge-m3,affect,ru,9,mean_pool,0.19599191844463348,-0.24963714182376862,-0.5140084028244019,-0.14367061853408813
BAAI/bge-m3,affect,ru,10,mean_pool,0.22905988991260529,-0.17858156561851501,-0.3029438853263855,-0.08747320622205734
BAAI/bge-m3,affect,ru,11,mean_pool,0.09837524592876434,-0.33315354585647583,-0.3153437376022339,-0.49584564566612244
BAAI/bge-m3,affect,ru,12,mean_pool,0.2835117280483246,-0.07563710957765579,-0.46786758303642273,-0.4518287479877472
BAAI/bge-m3,affect,ru,13,mean_pool,0.137932687997818,-0.3865289092063904,-0.3895855247974396,-0.4258902966976166
BAAI/bge-m3,affect,ru,14,mean_pool,0.1437740921974182,-0.042622264474630356,-0.42356061935424805,-0.3282301127910614
BAAI/bge-m3,affect,ru,15,mean_pool,0.17051026225090027,-0.21750745177268982,-0.5013886094093323,-0.3724376857280731
BAAI/bge-m3,affect,ru,16,mean_pool,0.05342576280236244,-0.32575324177742004,-0.3798011243343353,-0.3364456593990326
BAAI/bge-m3,affect,ru,17,mean_pool,0.22373495995998383,3.0356584829860367e-05,-0.5191081762313843,-0.4773331880569458
BAAI/bge-m3,affect,ru,18,mean_pool,0.34444519877433777,0.016454292461276054,-0.5520817041397095,-0.12067894637584686
BAAI/bge-m3,affect,ru,19,mean_pool,0.13808539509773254,-0.16671472787857056,-0.2603013515472412,-0.5776893496513367
BAAI/bge-m3,affect,ru,20,mean_pool,0.057908110320568085,-0.5432466864585876,-0.3556707501411438,-0.5258298516273499
BAAI/bge-m3,affect,ru,21,mean_pool,0.1304468959569931,-0.03363022580742836,-0.34769201278686523,-0.4190201461315155
BAAI/bge-m3,affect,ru,22,mean_pool,0.17127540707588196,-0.10537765175104141,-0.6031038165092468,-0.3471715450286865
BAAI/bge-m3,affect,ru,23,mean_pool,0.20176547765731812,-0.4617043137550354,-0.6132574677467346,-0.011856882832944393
BAAI/bge-m3,affect,ru,24,mean_pool,0.1652889996767044,-0.1144624873995781,-0.6136918663978577,-0.37006330490112305
