model,template_id,triple,a,b,c,jacobi_norm,relative_jacobi_norm,null_mean_relative_jacobi_norm,null_std_relative_jacobi_norm,jacobi_to_null_mean_ratio,null_percentile_smaller_is_better
gpt2,13,NMT,N,M,T,39.8987922668457,0.3346562683582306,0.25793979382514953,0.14528175558359704,1.2974200816171377,0.79
gpt2,13,QMT,Q,M,T,18.660423278808594,0.2132405936717987,0.3394342923909426,0.15461978136029772,0.6282234837532891,0.2
gpt2,14,NQM,N,Q,M,17.70876121520996,0.22612549364566803,0.22404032092541457,0.05608129813384794,1.0093071314602264,0.599
gpt2,14,NQT,N,Q,T,14.649643898010254,0.16256152093410492,0.2069514196962118,0.07344590535580588,0.7855057055029957,0.31
gpt2,14,NMT,N,M,T,16.141653060913086,0.16234396398067474,0.18219128634780646,0.07931804089494951,0.8910632732998334,0.59
gpt2,14,QMT,Q,M,T,9.463313102722168,0.14524342119693756,0.3459365659952164,0.18396449549362062,0.41985564832867694,0.1
gpt2,15,NQM,N,Q,M,25.624408721923828,0.32309892773628235,0.25670723627507686,0.08113672919462611,1.2586280481349748,0.901
gpt2,15,NQT,N,Q,T,13.574792861938477,0.1397641897201538,0.1674223900437355,0.060878082148712535,0.8347998716468485,0.425
gpt2,15,NMT,N,M,T,30.21811866760254,0.32557567954063416,0.23473875311017037,0.11367619143122873,1.3869703030519385,0.787
gpt2,15,QMT,Q,M,T,14.526910781860352,0.1815171092748642,0.31793302397429946,0.14084581275988906,0.5709287667108355,0.195
gpt2,16,NQM,N,Q,M,28.575363159179688,0.333132803440094,0.24969158391654492,0.09955537758637104,1.3341771405082827,0.919
gpt2,16,NQT,N,Q,T,11.533868789672852,0.11445840448141098,0.16699341763556003,0.06026282915584497,0.6854066830976246,0.297
gpt2,16,NMT,N,M,T,36.49603271484375,0.3841421604156494,0.2472127802222967,0.12453793561178535,1.553892804687,0.806
gpt2,16,QMT,Q,M,T,16.341428756713867,0.18409937620162964,0.31880899573862553,0.14012512954072295,0.5774597914796151,0.319
gpt2,17,NQM,N,Q,M,20.517841339111328,0.22003863751888275,0.19058649037778377,0.04036158145239713,1.154534285623099,0.716
gpt2,17,NQT,N,Q,T,23.661867141723633,0.22308266162872314,0.19207154055684805,0.08353899202130913,1.1614560958943065,0.706
gpt2,17,NMT,N,M,T,25.995058059692383,0.22170744836330414,0.18466630923748018,0.07488564837744535,1.2005841741115246,0.699
gpt2,17,QMT,Q,M,T,14.549962997436523,0.17102088034152985,0.28486100234091283,0.12168142165524934,0.6003660695410212,0.077
gpt2,18,NQM,N,Q,M,18.79631805419922,0.2625201344490051,0.25205515387654304,0.07422062701810815,1.0415186137258925,0.619
gpt2,18,NQT,N,Q,T,24.51458168029785,0.3091544806957245,0.2559596484750509,0.11331627683268007,1.207825071398513,0.704
gpt2,18,NMT,N,M,T,32.50485610961914,0.35339125990867615,0.25573669382929803,0.12763912634228364,1.3818559027089787,0.8
gpt2,18,QMT,Q,M,T,17.590913772583008,0.25192728638648987,0.35748656862974165,0.17106023241707677,0.7047181866200768,0.498
gpt2,19,NQM,N,Q,M,20.828929901123047,0.250078946352005,0.21362526908516885,0.052225839851911544,1.1706430958368133,0.803
gpt2,19,NQT,N,Q,T,18.345582962036133,0.19338344037532806,0.18292850186675788,0.06310703579988873,1.0571531412591364,0.616
gpt2,19,NMT,N,M,T,27.844505310058594,0.268638014793396,0.20690717519074678,0.09128875587176928,1.298350405414609,0.783
gpt2,19,QMT,Q,M,T,10.692719459533691,0.13669836521148682,0.26936733546853064,0.11515894243573739,0.507479368176582,0.097
gpt2,20,NQM,N,Q,M,15.881356239318848,0.17021062970161438,0.1782722446024418,0.043914208089539775,0.9547791922418428,0.59
gpt2,20,NQT,N,Q,T,27.834365844726562,0.2612804174423218,0.19860855254530907,0.07618447928790167,1.3155547134930137,0.797
gpt2,20,NMT,N,M,T,27.455739974975586,0.23163942992687225,0.18302604261785746,0.08498718136982447,1.2656091265069296,0.745
gpt2,20,QMT,Q,M,T,18.980819702148438,0.23240889608860016,0.29688907097280026,0.12489873104285272,0.7828139154004415,0.49
gpt2,21,NQM,N,Q,M,27.596065521240234,0.3157249689102173,0.24932242444902658,0.09127691585578501,1.2663320180953086,0.69
gpt2,21,NQT,N,Q,T,12.161005020141602,0.11247753351926804,0.17530108803510666,0.0687858634050173,0.6416248454550442,0.298
gpt2,21,NMT,N,M,T,30.50194549560547,0.29742857813835144,0.20454855439811945,0.09730645887956467,1.4540732346511847,0.82
gpt2,21,QMT,Q,M,T,17.59973907470703,0.20558418333530426,0.35217489245533945,0.16088987521644668,0.5837559341649871,0.185
gpt2,22,NQM,N,Q,M,27.946483612060547,0.24759218096733093,0.20043006692826748,0.08094797097908511,1.2353045865853407,0.808
gpt2,22,NQT,N,Q,T,10.779101371765137,0.07817653566598892,0.1309904953762889,0.04721275368372333,0.5968107490609822,0.187
gpt2,22,NMT,N,M,T,23.898487091064453,0.19698256254196167,0.16386059185862542,0.06639045620625106,1.202135060702764,0.698
gpt2,22,QMT,Q,M,T,16.426380157470703,0.14780859649181366,0.26897202733159065,0.12352937164264302,0.5495314808667618,0.193
gpt2,23,NQM,N,Q,M,31.54656982421875,0.33797112107276917,0.24877436397969724,0.10096935455487145,1.3585448101034752,0.894
gpt2,23,NQT,N,Q,T,9.255889892578125,0.07640586048364639,0.1354862625300884,0.04540075879437796,0.5639380632122349,0.211
gpt2,23,NMT,N,M,T,25.632688522338867,0.23925331234931946,0.20491789196431637,0.08774217397439718,1.1675569666206334,0.69
gpt2,23,QMT,Q,M,T,11.628371238708496,0.12430693209171295,0.3146809213906527,0.15833321167275463,0.39502532133811896,0.096
gpt2,24,NQM,N,Q,M,26.471750259399414,0.28596997261047363,0.22547448712587356,0.08497401348159374,1.2683030184677146,0.78
gpt2,24,NQT,N,Q,T,11.265432357788086,0.09851190447807312,0.15043223316967488,0.05637682604172415,0.6548590179227421,0.291
gpt2,24,NMT,N,M,T,30.80126190185547,0.28022217750549316,0.18942459654062987,0.09305532461503219,1.4793336378779547,0.816
gpt2,24,QMT,Q,M,T,13.549808502197266,0.1443813592195511,0.29850906230509283,0.13909988796804024,0.4836749615041893,0.095
gpt2,25,NQM,N,Q,M,18.65278434753418,0.1823761761188507,0.17658054791390895,0.05136017112697315,1.0328214419559654,0.593
gpt2,25,NQT,N,Q,T,18.990589141845703,0.15453416109085083,0.16575388598442078,0.04740773047871914,0.9323109390294668,0.407
gpt2,25,NMT,N,M,T,13.687776565551758,0.10260133445262909,0.1527384811192751,0.08127610093990473,0.671745153546701,0.322
gpt2,25,QMT,Q,M,T,12.230148315429688,0.12990683317184448,0.25692796927690503,0.11326535801065013,0.5056157705871692,0.09
gpt2,26,NQM,N,Q,M,16.438081741333008,0.1471552848815918,0.15689975695312022,0.03823068729707005,0.9378936445683733,0.468
gpt2,26,NQT,N,Q,T,25.090124130249023,0.1963881254196167,0.1665071951597929,0.0707205235041417,1.179457291500036,0.702
gpt2,26,NMT,N,M,T,27.233470916748047,0.19846604764461517,0.17310167901962994,0.08032263887093108,1.1465287267430972,0.682
gpt2,26,QMT,Q,M,T,14.762666702270508,0.1419927179813385,0.23809235171973706,0.10973508172269604,0.5963766452602577,0.199
gpt2,27,NQM,N,Q,M,28.657421112060547,0.3012561798095703,0.248271851092577,0.09766015389825941,1.2134125495202548,0.817
gpt2,27,NQT,N,Q,T,16.186697006225586,0.13519027829170227,0.16572656638920308,0.05553004552038973,0.815742950791588,0.5
gpt2,27,NMT,N,M,T,38.60091781616211,0.33194804191589355,0.24638058387488126,0.13939981300255985,1.347297894557789,0.805
gpt2,27,QMT,Q,M,T,14.10787296295166,0.15266036987304688,0.3157120099812746,0.14515150791068424,0.4835431185580108,0.096
gpt2,28,NQM,N,Q,M,34.36552429199219,0.4171733856201172,0.30212678818404676,0.124991681033678,1.3807891320269379,0.89
gpt2,28,NQT,N,Q,T,15.219991683959961,0.1525433361530304,0.19128135005384683,0.07095796377366907,0.7974814905336618,0.403
gpt2,28,NMT,N,M,T,32.89055252075195,0.34287434816360474,0.2408435929566622,0.11573154171442132,1.4236390677989865,0.819
gpt2,28,QMT,Q,M,T,15.072518348693848,0.19506186246871948,0.4050815965384245,0.1861521371923464,0.4815372116016017,0.196
gpt2,29,NQM,N,Q,M,22.240177154541016,0.2132653295993805,0.19262385457754136,0.04924029688157547,1.107159495203761,0.616
gpt2,29,NQT,N,Q,T,20.592388153076172,0.18170762062072754,0.17468528248369694,0.05014894940355406,1.0401999414956196,0.5
gpt2,29,NMT,N,M,T,34.350093841552734,0.2710919678211212,0.18231074352562426,0.09673649016543472,1.486977468124535,0.814
gpt2,29,QMT,Q,M,T,16.61604881286621,0.19429248571395874,0.3052720947563648,0.14340385189855445,0.6364567513725274,0.307
gpt2,30,NQM,N,Q,M,28.85727882385254,0.37809208035469055,0.3032152280509472,0.11728767428768111,1.2469429150501485,0.811
gpt2,30,NQT,N,Q,T,16.324247360229492,0.18302519619464874,0.20962424759566783,0.0656501238820764,0.8731108079958498,0.5
gpt2,30,NMT,N,M,T,41.80739212036133,0.5448517203330994,0.31280925807356835,0.15536367491444225,1.7418017730255801,1.0
gpt2,30,QMT,Q,M,T,11.426494598388672,0.14463302493095398,0.3527886802852154,0.17037472497667047,0.40997070771549154,0.188
gpt2,31,NQM,N,Q,M,29.696678161621094,0.2592669427394867,0.19337507711350918,0.07925745599108305,1.3407464219701846,0.794
gpt2,31,NQT,N,Q,T,10.131509780883789,0.07120855897665024,0.12411072598397732,0.04208008887607436,0.5737502412585154,0.195
gpt2,31,NMT,N,M,T,25.67203140258789,0.1980780065059662,0.16960152426362038,0.07550380634400723,1.1679022777938919,0.693
gpt2,31,QMT,Q,M,T,13.573144912719727,0.12363718450069427,0.2774279220998287,0.1259545805228521,0.4456551581558523,0.173
gpt2,32,NQM,N,Q,M,19.668212890625,0.2163265347480774,0.21008486611396074,0.06274372700845719,1.0297102249607124,0.708
gpt2,32,NQT,N,Q,T,19.82136344909668,0.19594378769397736,0.19273061411827802,0.07424825312552379,1.016671837992021,0.513
gpt2,32,NMT,N,M,T,26.06575584411621,0.24099983274936676,0.19653386157006025,0.08153949103517552,1.2262509413026978,0.692
gpt2,32,QMT,Q,M,T,12.563617706298828,0.1614895761013031,0.32099410124123096,0.16429856242280177,0.5030920365089159,0.085
gpt2,33,NQM,N,Q,M,28.0906982421875,0.2972886264324188,0.22420236046612263,0.07931223745533526,1.3259834812310713,0.896
gpt2,33,NQT,N,Q,T,12.647542953491211,0.10704698413610458,0.1397606012225151,0.045758588573045815,0.7659310506607468,0.308
gpt2,33,NMT,N,M,T,33.4495735168457,0.29409027099609375,0.19169991095364095,0.08931302158318762,1.534117932197057,0.821
gpt2,33,QMT,Q,M,T,13.474614143371582,0.13973382115364075,0.28650566439330577,0.13181663257388215,0.4877174817784089,0.1
gpt2,34,NQM,N,Q,M,34.51750183105469,0.35908785462379456,0.2512426495403051,0.10595146667397866,1.429247204960555,0.908
gpt2,34,NQT,N,Q,T,15.3148832321167,0.12732411921024323,0.15257096226513386,0.052026743659739465,0.8345239311537417,0.486
gpt2,34,NMT,N,M,T,34.17685317993164,0.2948553264141083,0.2096152434796095,0.10123512957198913,1.406650210729469,0.788
gpt2,34,QMT,Q,M,T,11.08532428741455,0.11442650109529495,0.3101062620729208,0.15265258961668232,0.36899126231774976,0.106
gpt2,35,NQM,N,Q,M,15.764901161193848,0.1600601226091385,0.1828765502721071,0.037678194539066,0.875235902963531,0.392
gpt2,35,NQT,N,Q,T,26.79084587097168,0.25118106603622437,0.20472988075017928,0.08579357256737756,1.2268901105916241,0.789
gpt2,35,NMT,N,M,T,28.14126205444336,0.2274337261915207,0.18337426672130824,0.08413618444819854,1.240270678414947,0.782
gpt2,35,QMT,Q,M,T,18.931394577026367,0.23392252624034882,0.34369161452353003,0.15991499242074167,0.6806174964843469,0.303
gpt2,36,NQM,N,Q,M,23.519084930419922,0.25406980514526367,0.22169030144810675,0.07068586694712138,1.1460573759181352,0.689
gpt2,36,NQT,N,Q,T,12.677106857299805,0.11421151459217072,0.15507661892473698,0.05511228693914128,0.7364844254623856,0.304
gpt2,36,NMT,N,M,T,29.222686767578125,0.27843254804611206,0.19477816808223725,0.09555131663504274,1.429485402733255,0.807
gpt2,36,QMT,Q,M,T,19.31450843811035,0.22675557434558868,0.3460272718966007,0.16381071872305844,0.6553112796632171,0.293
gpt2,37,NQM,N,Q,M,19.150829315185547,0.15252812206745148,0.13848277254402638,0.027901785923862343,1.101423081472884,0.705
gpt2,37,NQT,N,Q,T,22.750431060791016,0.15666984021663666,0.1477173413336277,0.060666742255060656,1.0606056052804838,0.602
gpt2,37,NMT,N,M,T,25.124841690063477,0.16111460328102112,0.1579197277277708,0.07842480444059347,1.0202310097553964,0.731
gpt2,37,QMT,Q,M,T,12.454534530639648,0.10663662105798721,0.2000132378488779,0.0854107808513116,0.5331478166361393,0.096
gpt2,38,NQM,N,Q,M,24.648277282714844,0.2170657217502594,0.1808699061125517,0.06656825981442266,1.2001207188883245,0.667
gpt2,38,NQT,N,Q,T,12.533218383789062,0.0890037938952446,0.12918605206906794,0.04354522069342257,0.6889582309317008,0.316
gpt2,38,NMT,N,M,T,27.59581756591797,0.21445967257022858,0.1740304689183831,0.08466354250652425,1.2323110654236853,0.796
gpt2,38,QMT,Q,M,T,16.413633346557617,0.15057368576526642,0.25981494994461535,0.11745478659385052,0.5795420386578395,0.197
gpt2,39,NQM,N,Q,M,30.784900665283203,0.40443405508995056,0.3180148586779833,0.12486864298673103,1.2717457818478923,0.812
gpt2,39,NQT,N,Q,T,11.767303466796875,0.12278660386800766,0.17598044733703136,0.06169337784997646,0.6977286722777416,0.194
gpt2,39,NMT,N,M,T,26.025577545166016,0.32157644629478455,0.24087886118888854,0.10142584967995569,1.3350131460530315,0.824
gpt2,39,QMT,Q,M,T,13.376236915588379,0.18970166146755219,0.3963701028823853,0.20328426622573928,0.47859730107687687,0.104
gpt2,40,NQM,N,Q,M,25.0634708404541,0.2371131032705307,0.21689500562101602,0.08217886663536333,1.093216059035259,0.691
gpt2,40,NQT,N,Q,T,15.729863166809082,0.12541073560714722,0.14787426277995108,0.046923992881207334,0.8480903522266108,0.481
gpt2,40,NMT,N,M,T,36.19031524658203,0.32496240735054016,0.20240826131403447,0.09788057831543058,1.6054799603498329,0.801
gpt2,40,QMT,Q,M,T,17.24822425842285,0.16208018362522125,0.2810332269668579,0.1240142762310017,0.5767296108504585,0.185
gpt2,41,NQM,N,Q,M,24.698781967163086,0.19505861401557922,0.156691749766469,0.053013332940087546,1.2448556755862819,0.692
gpt2,41,NQT,N,Q,T,14.221342086791992,0.09326393157243729,0.1221447664797306,0.04066090768343166,0.7635524161991049,0.395
gpt2,41,NMT,N,M,T,28.904016494750977,0.19950009882450104,0.15555198456346989,0.07394899820408536,1.2825300775369823,0.798
gpt2,41,QMT,Q,M,T,14.933979034423828,0.11882217973470688,0.22484522562474013,0.10082827826264215,0.5284620983346519,0.21
gpt2,42,NQM,N,Q,M,26.57463264465332,0.29742270708084106,0.23269078343361616,0.0796282359805842,1.278188601588571,0.716
gpt2,42,NQT,N,Q,T,14.780091285705566,0.14616374671459198,0.1811383340060711,0.05748016159024056,0.806917804095991,0.327
gpt2,42,NMT,N,M,T,35.379234313964844,0.30689510703086853,0.21188817736506463,0.11818301135891224,1.448382400782404,0.813
gpt2,42,QMT,Q,M,T,9.138946533203125,0.11778467148542404,0.3098696186989546,0.1469227680768707,0.38011042185931254,0.082
gpt2,43,NQM,N,Q,M,18.426359176635742,0.2202816903591156,0.21538437853753567,0.05676971470164403,1.0227375441701485,0.71
gpt2,43,NQT,N,Q,T,16.303543090820312,0.16976027190685272,0.1813672871813178,0.06078477337609018,0.9360027077882174,0.402
gpt2,43,NMT,N,M,T,34.15951919555664,0.32056310772895813,0.21819401553273202,0.10610902788085858,1.4691654440879942,0.789
gpt2,43,QMT,Q,M,T,18.75718116760254,0.25912797451019287,0.36919737747311593,0.17275282440503154,0.7018684051415292,0.395
gpt2,44,NQM,N,Q,M,20.66563606262207,0.20372708141803741,0.18388818221539258,0.04565041710995688,1.1078856670533572,0.693
gpt2,44,NQT,N,Q,T,22.145959854125977,0.19039925932884216,0.17301692835986615,0.06337457633763513,1.100466070763441,0.698
gpt2,44,NMT,N,M,T,22.82261848449707,0.18837906420230865,0.1756454081684351,0.07085272406826448,1.072496378730209,0.725
gpt2,44,QMT,Q,M,T,11.732097625732422,0.12702076137065887,0.26081776079535485,0.11794052981960411,0.48700963072003384,0.114
gpt2,45,NQM,N,Q,M,30.529460906982422,0.231910839676857,0.17099738981574775,0.06755294260183141,1.3562244425215388,0.782
gpt2,45,NQT,N,Q,T,11.384858131408691,0.07129127532243729,0.12171329534798861,0.038720796442172814,0.5857312064226325,0.202
gpt2,45,NMT,N,M,T,30.249895095825195,0.20190097391605377,0.1471416032165289,0.07673791849161161,1.3721542344320565,0.816
gpt2,45,QMT,Q,M,T,13.974568367004395,0.10965762287378311,0.22580565224587917,0.10118860969048803,0.4856283347322572,0.084
gpt2,46,NQM,N,Q,M,27.68929100036621,0.3362192213535309,0.2639108048826456,0.09994123275469603,1.2739880866255742,0.798
gpt2,46,NQT,N,Q,T,14.539666175842285,0.1410810947418213,0.16863136754184962,0.05512124161300859,0.8366242698350427,0.523
gpt2,46,NMT,N,M,T,38.64918518066406,0.40428921580314636,0.23734585136175157,0.12053566650410785,1.703375953200227,0.815
gpt2,46,QMT,Q,M,T,9.655038833618164,0.11268965154886246,0.3113514923378825,0.16307388433100142,0.3619370850042637,0.119
gpt2,47,NQM,N,Q,M,27.257610321044922,0.32726454734802246,0.2553167061507702,0.09562657910884148,1.281798407478607,0.706
gpt2,47,NQT,N,Q,T,16.464763641357422,0.16511224210262299,0.18692360915243625,0.06340356597557903,0.8833140064564589,0.503
gpt2,47,NMT,N,M,T,32.15293884277344,0.30049145221710205,0.23058835843205452,0.10903886681656287,1.3031510101336798,0.808
gpt2,47,QMT,Q,M,T,11.984153747558594,0.15840524435043335,0.36344023370742795,0.18199349093210057,0.4358495005743225,0.094
gpt2,48,NQM,N,Q,M,29.59800148010254,0.38925498723983765,0.2849158486276865,0.11049648339309734,1.3662103709335245,0.925
gpt2,48,NQT,N,Q,T,14.870624542236328,0.1691167950630188,0.201120546028018,0.07245522914788519,0.840872791975308,0.411
gpt2,48,NMT,N,M,T,36.188880920410156,0.363774836063385,0.2526732017993927,0.11904453277092816,1.4397048577821112,0.819
gpt2,48,QMT,Q,M,T,13.374638557434082,0.1747109591960907,0.37088395895063875,0.18618999243940584,0.4710663671999685,0.329
gpt2,49,NQM,N,Q,M,23.009546279907227,0.21721702814102173,0.198376122623682,0.07381449652139618,1.094975671804947,0.719
gpt2,49,NQT,N,Q,T,13.87850284576416,0.1072511151432991,0.14085346615314484,0.049590272302825235,0.7614375284590259,0.305
gpt2,49,NMT,N,M,T,27.009719848632812,0.2335110902786255,0.1848158279582858,0.08791562326260365,1.2634799349007437,0.779
gpt2,49,QMT,Q,M,T,18.362268447875977,0.17491665482521057,0.27555208531022074,0.12270187826132083,0.6347861770948021,0.198
gpt2,50,NQM,N,Q,M,15.911033630371094,0.172220841050148,0.19198755690455438,0.05282256979147645,0.8970416824193959,0.418
gpt2,50,NQT,N,Q,T,20.76910972595215,0.20947523415088654,0.18587805516272785,0.06762975672324589,1.12694978418175,0.59
gpt2,50,NMT,N,M,T,26.43742561340332,0.24578741192817688,0.18233448071777822,0.0745926713717595,1.3480029172719374,0.798
gpt2,50,QMT,Q,M,T,12.760924339294434,0.1575513631105423,0.2743159776031971,0.12293961413894304,0.5743426412364094,0.105
gpt2,51,NQM,N,Q,M,17.81334114074707,0.18992801010608673,0.18515991874039173,0.04507654143269949,1.0257512068330212,0.594
gpt2,51,NQT,N,Q,T,21.40281867980957,0.211154505610466,0.19037228850275278,0.06633983872011141,1.1091661883672923,0.605
gpt2,51,NMT,N,M,T,31.586606979370117,0.2700589895248413,0.19367251561582088,0.09711468244458606,1.3944105009672632,0.799
gpt2,51,QMT,Q,M,T,18.91350555419922,0.2421380877494812,0.3462285822182894,0.1667149391090529,0.6993590367305932,0.399
gpt2,52,NQM,N,Q,M,31.3026065826416,0.42191269993782043,0.30682463060319426,0.10830925294687228,1.3750939717811983,0.891
gpt2,52,NQT,N,Q,T,15.247831344604492,0.16724859178066254,0.2070177560225129,0.07100995848836254,0.8078949119787897,0.483
