kind,mean_centroid_cosine,std_centroid_cosine,min_centroid_cosine,max_centroid_cosine,n
pair_commutator,0.20665974594977873,0.21073809474237706,-0.1724576503038406,0.6770191192626953,126
triple_signed,0.18890216817990652,0.20430668090415186,-0.1669474989175796,0.7880617380142212,84
