model,language,triple,mean_relative_signed_permutation_norm,mean_ratio_to_null_mean,mean_null_percentile,max_p_smaller_or_equal_null,n
Qwen/Qwen3-Embedding-0.6B,ar,NMT,0.6924644820392132,0.6533474423116162,19.879166666666666,0.4207896051974013,48
Qwen/Qwen3-Embedding-0.6B,ar,NQM,0.8725581554075083,0.637694892733063,21.548437500000002,0.6066966516741629,48
Qwen/Qwen3-Embedding-0.6B,ar,NQT,0.8553487211465836,0.6757000313843461,29.283333333333335,0.6256871564217891,48
Qwen/Qwen3-Embedding-0.6B,ar,QMT,0.8548788701494535,0.676807032840042,29.319270833333334,0.6366816591704147,48
Qwen/Qwen3-Embedding-0.6B,de,NMT,0.9158073564370474,0.8006006614534503,26.096354166666668,0.7136431784107946,48
Qwen/Qwen3-Embedding-0.6B,de,NQM,0.677695776646336,0.6203973839494242,25.3859375,0.6061969015492253,48
Qwen/Qwen3-Embedding-0.6B,de,NQT,0.7412818111479282,0.6998729338725141,30.878645833333337,0.6211894052973513,48
Qwen/Qwen3-Embedding-0.6B,de,QMT,0.561984883621335,0.6372367480550453,28.46041666666667,0.623688155922039,48
Qwen/Qwen3-Embedding-0.6B,en,NMT,0.7243627334634463,0.7244866741905992,19.639583333333334,0.4847576211894053,48
Qwen/Qwen3-Embedding-0.6B,en,NQM,0.5510669232656559,0.5160039089109536,21.73385416666667,0.6231884057971014,48
Qwen/Qwen3-Embedding-0.6B,en,NQT,0.7162040012578169,0.670350776764778,30.194270833333334,0.6176911544227887,48
Qwen/Qwen3-Embedding-0.6B,en,QMT,0.5869491758445898,0.6112942476286333,28.478645833333335,0.6241879060469765,48
Qwen/Qwen3-Embedding-0.6B,es,NMT,0.6916833575814962,0.7372568253610438,22.754687500000003,0.5152423788105946,48
Qwen/Qwen3-Embedding-0.6B,es,NQM,0.7431238343318304,0.5534550992091382,22.875520833333336,0.6126936531734133,48
Qwen/Qwen3-Embedding-0.6B,es,NQT,0.9657308806975683,0.7695576467866464,28.87291666666667,0.6196901549225388,48
Qwen/Qwen3-Embedding-0.6B,es,QMT,0.8129693046212196,0.7016733162330205,28.723958333333332,0.6251874062968515,48
Qwen/Qwen3-Embedding-0.6B,fr,NMT,0.6737064390132824,0.7275051378836427,20.9578125,0.4302848575712144,48
Qwen/Qwen3-Embedding-0.6B,fr,NQM,0.6219215045372645,0.5278177762172299,20.92760416666667,0.5922038980509745,48
Qwen/Qwen3-Embedding-0.6B,fr,NQT,0.8759739448626837,0.7192889594595576,30.864062500000003,0.624687656171914,48
Qwen/Qwen3-Embedding-0.6B,fr,QMT,0.7357528222103914,0.6725358244032372,29.3,0.6166916541729135,48
Qwen/Qwen3-Embedding-0.6B,ru,NMT,0.7785783571501573,0.612219071701433,19.92760416666667,0.42028985507246375,48
Qwen/Qwen3-Embedding-0.6B,ru,NQM,0.4218400176614523,0.33435225514746186,19.630208333333332,0.4302848575712144,48
Qwen/Qwen3-Embedding-0.6B,ru,NQT,0.6575100800643364,0.62232601452847,29.058854166666666,0.6221889055472264,48
Qwen/Qwen3-Embedding-0.6B,ru,QMT,0.4704950029651324,0.5821258094251871,30.680729166666666,0.6251874062968515,48
Qwen/Qwen3-Embedding-0.6B,zh,NMT,0.6055094270656506,0.8329233021514542,50.20104166666667,0.9145427286356822,48
Qwen/Qwen3-Embedding-0.6B,zh,NQM,0.7857748853663603,0.580209724700299,29.12604166666667,0.6116941529235382,48
Qwen/Qwen3-Embedding-0.6B,zh,NQT,0.8547880239784718,0.6878426414121264,29.668229166666666,0.6211894052973513,48
Qwen/Qwen3-Embedding-0.6B,zh,QMT,0.5797864639510711,0.5900634220805623,29.967187499999998,0.6146926536731634,48
