pair,mean_relative_commutator_norm,std_relative_commutator_norm,min_relative_commutator_norm,max_relative_commutator_norm,n_cells
MT_vs_TM,0.33138791349760827,0.1543265597297792,0.0,0.449383716409405,7
NM_vs_MN,0.28337425654310555,0.1370005629034634,0.0,0.445962555706501,7
NQ_vs_QN,1.0991444584159624,0.13174932509100398,0.923967176427444,1.2648953174551327,7
NT_vs_TN,0.9591406316806873,0.1858593884648983,0.7401767540723085,1.2933433825771017,7
QM_vs_MQ,0.8333347457505408,0.11307900724694708,0.6283928689857324,1.0039767262836297,7
QT_vs_TQ,1.0369537845253944,0.21644014467655914,0.6755387000739574,1.3464989463488262,7
