model,triple,mean_ratio_to_null_mean,std_ratio_to_null_mean,min_ratio_to_null_mean,max_ratio_to_null_mean,below_null_languages,n_languages
Qwen/Qwen3-Embedding-0.6B,NMT,0.7269055878647485,0.07675488703443016,0.612219071701433,0.8329233021514542,7,7
Qwen/Qwen3-Embedding-0.6B,NQM,0.5385615772667957,0.10066994219916851,0.3343522551474618,0.637694892733063,7,7
Qwen/Qwen3-Embedding-0.6B,NQT,0.6921341434583483,0.04551164454552915,0.62232601452847,0.7695576467866464,7,7
Qwen/Qwen3-Embedding-0.6B,QMT,0.6388194858093897,0.04633558694368741,0.5821258094251871,0.7016733162330205,7,7
