model,control_task,feature,heldout_language,accuracy,macro_f1,chance,n_train,n_test
sentence-transformers/LaBSE,triple_label_from_row_features,source_only,ar,0.25,0.1,0.25,2304,384
sentence-transformers/LaBSE,triple_label_from_row_features,endpoint_mean,ar,0.5,0.375,0.25,2304,384
sentence-transformers/LaBSE,triple_label_from_row_features,endpoint_concat,ar,0.609375,0.5267753258070327,0.25,2304,384
sentence-transformers/LaBSE,triple_label_from_row_features,signed_vector,ar,0.4505208333333333,0.32017580383992594,0.25,2304,384
sentence-transformers/LaBSE,triple_label_from_row_features,source_only,de,0.25,0.1,0.25,2304,384
sentence-transformers/LaBSE,triple_label_from_row_features,endpoint_mean,de,1.0,1.0,0.25,2304,384
sentence-transformers/LaBSE,triple_label_from_row_features,endpoint_concat,de,1.0,1.0,0.25,2304,384
sentence-transformers/LaBSE,triple_label_from_row_features,signed_vector,de,0.9973958333333334,0.997395762688875,0.25,2304,384
sentence-transformers/LaBSE,triple_label_from_row_features,source_only,en,0.25,0.1,0.25,2304,384
sentence-transformers/LaBSE,triple_label_from_row_features,endpoint_mean,en,1.0,1.0,0.25,2304,384
sentence-transformers/LaBSE,triple_label_from_row_features,endpoint_concat,en,1.0,1.0,0.25,2304,384
sentence-transformers/LaBSE,triple_label_from_row_features,signed_vector,en,1.0,1.0,0.25,2304,384
sentence-transformers/LaBSE,triple_label_from_row_features,source_only,es,0.25,0.1,0.25,2304,384
sentence-transformers/LaBSE,triple_label_from_row_features,endpoint_mean,es,1.0,1.0,0.25,2304,384
sentence-transformers/LaBSE,triple_label_from_row_features,endpoint_concat,es,1.0,1.0,0.25,2304,384
sentence-transformers/LaBSE,triple_label_from_row_features,signed_vector,es,0.9895833333333334,0.9895788102475032,0.25,2304,384
sentence-transformers/LaBSE,triple_label_from_row_features,source_only,fr,0.25,0.1,0.25,2304,384
sentence-transformers/LaBSE,triple_label_from_row_features,endpoint_mean,fr,0.9713541666666666,0.9712910855558274,0.25,2304,384
sentence-transformers/LaBSE,triple_label_from_row_features,endpoint_concat,fr,0.9869791666666666,0.9869703303564158,0.25,2304,384
sentence-transformers/LaBSE,triple_label_from_row_features,signed_vector,fr,0.9973958333333334,0.997395762688875,0.25,2304,384
sentence-transformers/LaBSE,triple_label_from_row_features,source_only,ru,0.25,0.1,0.25,2304,384
sentence-transformers/LaBSE,triple_label_from_row_features,endpoint_mean,ru,0.7994791666666666,0.7658964484381686,0.25,2304,384
sentence-transformers/LaBSE,triple_label_from_row_features,endpoint_concat,ru,0.8072916666666666,0.7736714668025997,0.25,2304,384
sentence-transformers/LaBSE,triple_label_from_row_features,signed_vector,ru,0.9661458333333334,0.9659526594169695,0.25,2304,384
sentence-transformers/LaBSE,triple_label_from_row_features,source_only,zh,0.25,0.1,0.25,2304,384
sentence-transformers/LaBSE,triple_label_from_row_features,endpoint_mean,zh,0.9869791666666666,0.987054989419403,0.25,2304,384
sentence-transformers/LaBSE,triple_label_from_row_features,endpoint_concat,zh,1.0,1.0,0.25,2304,384
