model,language,template_id,triple,raw_relative_signed_permutation_norm,raw_ratio_to_exact_null_mean,raw_exact_empirical_p,residual_relative_signed_permutation_norm,residual_ratio_to_exact_null_mean,residual_exact_empirical_p,residual_minus_raw_ratio
distilbert-base-multilingual-cased,ar,0,NQM,0.46197301149368286,0.4899662306151026,0.05263157894736842,0.4601660668849945,0.4900079308956073,0.3684210526315789,4.170028050470842e-05
distilbert-base-multilingual-cased,ar,0,NQT,0.584766149520874,0.7351293521696235,0.47368421052631576,0.5775272846221924,0.7330604648338354,0.5789473684210527,-0.0020688873357881388
distilbert-base-multilingual-cased,ar,0,NMT,0.5105368494987488,0.8117613572600807,0.6842105263157895,0.5093238949775696,0.8120711764276772,0.6842105263157895,0.0003098191675965367
distilbert-base-multilingual-cased,ar,0,QMT,0.5814644694328308,0.6901207071862245,0.5789473684210527,0.5616382956504822,0.6768730650430814,0.3684210526315789,-0.013247642143143112
distilbert-base-multilingual-cased,ar,1,NQM,0.44402727484703064,0.47411482405770056,0.2631578947368421,0.44355374574661255,0.4734226082538625,0.5789473684210527,-0.0006922158038380477
distilbert-base-multilingual-cased,ar,1,NQT,0.5916293859481812,0.6669920304068953,0.47368421052631576,0.5915586948394775,0.6708413943683857,0.5789473684210527,0.003849363961490493
distilbert-base-multilingual-cased,ar,1,NMT,0.5811318159103394,0.7586520960001633,0.3684210526315789,0.5815485715866089,0.7591299161234853,0.3684210526315789,0.00047782012332209245
distilbert-base-multilingual-cased,ar,1,QMT,0.46575233340263367,0.5548704100356174,0.5789473684210527,0.4598555266857147,0.5515049769752737,0.3684210526315789,-0.0033654330603437588
distilbert-base-multilingual-cased,ar,2,NQM,0.47233885526657104,0.5555068479815616,0.3684210526315789,0.46720969676971436,0.5531697551407962,0.3684210526315789,-0.0023370928407653313
distilbert-base-multilingual-cased,ar,2,NQT,0.6033563017845154,0.8166582879710137,0.5789473684210527,0.599785327911377,0.8222599195472896,0.3684210526315789,0.005601631576275912
distilbert-base-multilingual-cased,ar,2,NMT,0.7215539813041687,0.8163637547920972,0.6842105263157895,0.7203863263130188,0.8158096060371117,0.5789473684210527,-0.0005541487549854951
distilbert-base-multilingual-cased,ar,2,QMT,0.7203037142753601,0.8415791069410106,0.5789473684210527,0.7101861834526062,0.8383465326484669,0.2631578947368421,-0.003232574292543644
distilbert-base-multilingual-cased,ar,3,NQM,0.40552085638046265,0.4944742791535818,0.3684210526315789,0.39472946524620056,0.4874561435660753,0.3684210526315789,-0.007018135587506469
