model,language,triple,mean_raw_ratio,mean_residual_ratio,mean_residual_minus_raw_ratio,frac_raw_below_null,frac_residual_below_null,n
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ar,NMT,0.7093356130739644,0.7085293470098,-0.0008062660641645006,1.0,1.0,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ar,NQM,0.3890821136437887,0.39081579171073505,0.001733678066946331,1.0,1.0,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ar,NQT,0.4795706452540984,0.48057139582180497,0.0010007505677065269,1.0,1.0,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ar,QMT,0.49409711093098974,0.4921466283441925,-0.001950482586797261,1.0,1.0,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,de,NMT,0.8116074430088434,0.8108412096039966,-0.0007662334048467919,1.0,1.0,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,de,NQM,0.7161446128926694,0.7020563120801486,-0.01408830081252086,1.0,1.0,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,de,NQT,0.790223206719047,0.7836113963700626,-0.006611810348984348,1.0,1.0,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,de,QMT,0.6705244739892421,0.6713967613650073,0.0008722873757651151,1.0,1.0,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,en,NMT,0.7441615522016644,0.7447294151449994,0.0005678629433349495,1.0,1.0,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,en,NQM,0.620142490042278,0.6043282106743999,-0.015814279367878093,1.0,1.0,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,en,NQT,0.7674010128109167,0.7621029609332393,-0.005298051877677468,1.0,1.0,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,en,QMT,0.7109748418695041,0.7154976195825107,0.004522777713006686,1.0,1.0,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,es,NMT,0.8157516084859656,0.8150920083568395,-0.0006596001291260893,0.9895833333333334,0.9895833333333334,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,es,NQM,0.6122927727058338,0.6013616943063765,-0.010931078399457388,1.0,1.0,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,es,NQT,0.7047683263835663,0.6934822045389802,-0.011286121844586201,1.0,1.0,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,es,QMT,0.635534542565315,0.6370237742588079,0.0014892316934928176,1.0,1.0,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,fr,NMT,0.7871643295536411,0.7854262259081914,-0.0017381036454497793,1.0,1.0,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,fr,NQM,0.6959693270696681,0.6866320288856279,-0.00933729818404011,1.0,1.0,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,fr,NQT,0.788326900469687,0.7832825477617518,-0.005044352707935283,1.0,1.0,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,fr,QMT,0.7250387949986696,0.7268352968401715,0.0017965018415018591,1.0,1.0,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ru,NMT,0.7288218409488733,0.7304616944266669,0.0016398534777935364,1.0,1.0,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ru,NQM,0.4791543031210686,0.47828251326139143,-0.0008717898596772144,1.0,1.0,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ru,NQT,0.6875599520821277,0.6878966799094561,0.00033672782732829115,1.0,1.0,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ru,QMT,0.5915303691123854,0.5936501473185424,0.002119778206156995,1.0,1.0,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,zh,NMT,0.8181818224272995,0.8181818212760863,-1.1512132902051035e-09,1.0,1.0,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,zh,NQM,0.5908257283234396,0.5723127941969767,-0.018512934126462845,1.0,1.0,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,zh,NQT,0.6610701695670004,0.6475786749988047,-0.013491494568195572,1.0,1.0,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,zh,QMT,0.46848586626482774,0.46818324479800766,-0.00030262146682007277,1.0,1.0,96
