model,control_task,feature,heldout_language,accuracy,macro_f1,chance,n_train,n_test
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,triple_label_from_row_features,source_only,ar,0.25,0.1,0.25,2304,384
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,triple_label_from_row_features,endpoint_mean,ar,0.25,0.1,0.25,2304,384
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,triple_label_from_row_features,endpoint_concat,ar,0.25,0.1,0.25,2304,384
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,triple_label_from_row_features,signed_vector,ar,0.4114583333333333,0.3608347033175743,0.25,2304,384
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,triple_label_from_row_features,source_only,de,0.25,0.1,0.25,2304,384
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,triple_label_from_row_features,endpoint_mean,de,0.9739583333333334,0.9738629611395004,0.25,2304,384
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,triple_label_from_row_features,endpoint_concat,de,0.9895833333333334,0.9895788102475032,0.25,2304,384
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,triple_label_from_row_features,signed_vector,de,0.9401041666666666,0.9392321453144351,0.25,2304,384
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,triple_label_from_row_features,source_only,en,0.25,0.1,0.25,2304,384
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,triple_label_from_row_features,endpoint_mean,en,0.9921875,0.992187288066625,0.25,2304,384
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,triple_label_from_row_features,endpoint_concat,en,1.0,1.0,0.25,2304,384
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,triple_label_from_row_features,signed_vector,en,1.0,1.0,0.25,2304,384
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,triple_label_from_row_features,source_only,es,0.25,0.1,0.25,2304,384
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,triple_label_from_row_features,endpoint_mean,es,0.7473958333333334,0.6884882415061874,0.25,2304,384
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,triple_label_from_row_features,endpoint_concat,es,0.84375,0.8342350638885692,0.25,2304,384
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,triple_label_from_row_features,signed_vector,es,0.71875,0.7222015579213853,0.25,2304,384
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,triple_label_from_row_features,source_only,fr,0.25,0.1,0.25,2304,384
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,triple_label_from_row_features,endpoint_mean,fr,0.9192708333333334,0.9157016626108245,0.25,2304,384
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,triple_label_from_row_features,endpoint_concat,fr,0.984375,0.9843597262952102,0.25,2304,384
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,triple_label_from_row_features,signed_vector,fr,0.9557291666666666,0.9556991232118136,0.25,2304,384
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,triple_label_from_row_features,source_only,ru,0.25,0.1,0.25,2304,384
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,triple_label_from_row_features,endpoint_mean,ru,0.609375,0.605011442502374,0.25,2304,384
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,triple_label_from_row_features,endpoint_concat,ru,0.7630208333333334,0.7527604584799911,0.25,2304,384
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,triple_label_from_row_features,signed_vector,ru,0.4895833333333333,0.4189502696586621,0.25,2304,384
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,triple_label_from_row_features,source_only,zh,0.25,0.1,0.25,2304,384
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,triple_label_from_row_features,endpoint_mean,zh,0.9973958333333334,0.997395762688875,0.25,2304,384
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,triple_label_from_row_features,endpoint_concat,zh,0.9973958333333334,0.997395762688875,0.25,2304,384
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,triple_label_from_row_features,signed_vector,zh,0.828125,0.8269416099773242,0.25,2304,384
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,cyclic_vs_anticyclic_from_endpoint_delta,endpoint,ar,0.5,0.4769167704605294,0.5,13824,2304
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,cyclic_vs_anticyclic_from_endpoint_vec,endpoint,ar,0.5,0.3333333333333333,0.5,13824,2304
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,endpoint_position_from_endpoint_delta,endpoint,ar,0.1684027777777778,0.10685458640971092,0.16666666666666666,13824,2304
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,triple_label_from_single_endpoint_delta,endpoint,ar,0.42578125,0.3816112979432235,0.25,13824,2304
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,cyclic_vs_anticyclic_from_endpoint_delta,endpoint,de,0.6119791666666666,0.6117814159532218,0.5,13824,2304
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,cyclic_vs_anticyclic_from_endpoint_vec,endpoint,de,0.6046006944444444,0.5999279508006896,0.5,13824,2304
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,endpoint_position_from_endpoint_delta,endpoint,de,0.3519965277777778,0.3278461482988574,0.16666666666666666,13824,2304
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,triple_label_from_single_endpoint_delta,endpoint,de,0.9561631944444444,0.9560872688453649,0.25,13824,2304
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,cyclic_vs_anticyclic_from_endpoint_delta,endpoint,en,0.6202256944444444,0.6076177433855077,0.5,13824,2304
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,cyclic_vs_anticyclic_from_endpoint_vec,endpoint,en,0.6245659722222222,0.6184798807749627,0.5,13824,2304
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,endpoint_position_from_endpoint_delta,endpoint,en,0.37890625,0.3426039804453833,0.16666666666666666,13824,2304
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,triple_label_from_single_endpoint_delta,endpoint,en,0.9887152777777778,0.9886843857929606,0.25,13824,2304
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,cyclic_vs_anticyclic_from_endpoint_delta,endpoint,es,0.5833333333333334,0.5831209835739294,0.5,13824,2304
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,cyclic_vs_anticyclic_from_endpoint_vec,endpoint,es,0.6098090277777778,0.6068166092921148,0.5,13824,2304
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,endpoint_position_from_endpoint_delta,endpoint,es,0.4027777777777778,0.3824329883361275,0.16666666666666666,13824,2304
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,triple_label_from_single_endpoint_delta,endpoint,es,0.8237847222222222,0.8238611510757504,0.25,13824,2304
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,cyclic_vs_anticyclic_from_endpoint_delta,endpoint,fr,0.58984375,0.5867609699714262,0.5,13824,2304
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,cyclic_vs_anticyclic_from_endpoint_vec,endpoint,fr,0.6223958333333334,0.6183919950044929,0.5,13824,2304
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,endpoint_position_from_endpoint_delta,endpoint,fr,0.4066840277777778,0.40218792068843373,0.16666666666666666,13824,2304
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,triple_label_from_single_endpoint_delta,endpoint,fr,0.8927951388888888,0.8911390524240606,0.25,13824,2304
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,cyclic_vs_anticyclic_from_endpoint_delta,endpoint,ru,0.5121527777777778,0.4682536879600967,0.5,13824,2304
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,cyclic_vs_anticyclic_from_endpoint_vec,endpoint,ru,0.5164930555555556,0.5152214792278466,0.5,13824,2304
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,endpoint_position_from_endpoint_delta,endpoint,ru,0.17708333333333334,0.1643238947925733,0.16666666666666666,13824,2304
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,triple_label_from_single_endpoint_delta,endpoint,ru,0.6184895833333334,0.6243437348529379,0.25,13824,2304
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,cyclic_vs_anticyclic_from_endpoint_delta,endpoint,zh,0.5690104166666666,0.5527739632640335,0.5,13824,2304
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,cyclic_vs_anticyclic_from_endpoint_vec,endpoint,zh,0.5881076388888888,0.5823292374844197,0.5,13824,2304
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,endpoint_position_from_endpoint_delta,endpoint,zh,0.3480902777777778,0.35393301832417484,0.16666666666666666,13824,2304
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,triple_label_from_single_endpoint_delta,endpoint,zh,0.9270833333333334,0.9272814764818955,0.25,13824,2304
