model,control_task,feature,heldout_language,accuracy,macro_f1,chance,n_train,n_test
bert-base-multilingual-cased,triple_label_from_row_features,source_only,ar,0.25,0.1,0.25,2304,384
bert-base-multilingual-cased,triple_label_from_row_features,endpoint_mean,ar,0.3463541666666667,0.2653948367501898,0.25,2304,384
bert-base-multilingual-cased,triple_label_from_row_features,endpoint_concat,ar,0.4505208333333333,0.3419463376757829,0.25,2304,384
bert-base-multilingual-cased,triple_label_from_row_features,signed_vector,ar,0.08854166666666667,0.06527378180820023,0.25,2304,384
bert-base-multilingual-cased,triple_label_from_row_features,source_only,de,0.25,0.1,0.25,2304,384
bert-base-multilingual-cased,triple_label_from_row_features,endpoint_mean,de,0.8489583333333334,0.8455305599249604,0.25,2304,384
bert-base-multilingual-cased,triple_label_from_row_features,endpoint_concat,de,0.9609375,0.9606976172930484,0.25,2304,384
bert-base-multilingual-cased,triple_label_from_row_features,signed_vector,de,0.84375,0.8277285668107335,0.25,2304,384
bert-base-multilingual-cased,triple_label_from_row_features,source_only,en,0.25,0.1,0.25,2304,384
bert-base-multilingual-cased,triple_label_from_row_features,endpoint_mean,en,0.9140625,0.9139773972455579,0.25,2304,384
bert-base-multilingual-cased,triple_label_from_row_features,endpoint_concat,en,0.9973958333333334,0.997395762688875,0.25,2304,384
bert-base-multilingual-cased,triple_label_from_row_features,signed_vector,en,0.9427083333333334,0.9437665788548548,0.25,2304,384
bert-base-multilingual-cased,triple_label_from_row_features,source_only,es,0.25,0.1,0.25,2304,384
bert-base-multilingual-cased,triple_label_from_row_features,endpoint_mean,es,0.8645833333333334,0.8645619460235578,0.25,2304,384
bert-base-multilingual-cased,triple_label_from_row_features,endpoint_concat,es,0.9635416666666666,0.9637260184878024,0.25,2304,384
bert-base-multilingual-cased,triple_label_from_row_features,signed_vector,es,0.6822916666666666,0.6682971875618935,0.25,2304,384
bert-base-multilingual-cased,triple_label_from_row_features,source_only,fr,0.25,0.1,0.25,2304,384
bert-base-multilingual-cased,triple_label_from_row_features,endpoint_mean,fr,0.7005208333333334,0.6903025653449621,0.25,2304,384
bert-base-multilingual-cased,triple_label_from_row_features,endpoint_concat,fr,0.9348958333333334,0.9351772533598925,0.25,2304,384
bert-base-multilingual-cased,triple_label_from_row_features,signed_vector,fr,0.6848958333333334,0.6113526548659506,0.25,2304,384
bert-base-multilingual-cased,triple_label_from_row_features,source_only,ru,0.25,0.1,0.25,2304,384
bert-base-multilingual-cased,triple_label_from_row_features,endpoint_mean,ru,0.5755208333333334,0.5249634974367203,0.25,2304,384
bert-base-multilingual-cased,triple_label_from_row_features,endpoint_concat,ru,0.6067708333333334,0.5480718906379696,0.25,2304,384
bert-base-multilingual-cased,triple_label_from_row_features,signed_vector,ru,0.2630208333333333,0.22436517918179427,0.25,2304,384
