model,language,template_id,triple,raw_relative_signed_permutation_norm,raw_ratio_to_exact_null_mean,raw_exact_empirical_p,residual_relative_signed_permutation_norm,residual_ratio_to_exact_null_mean,residual_exact_empirical_p,residual_minus_raw_ratio
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ar,0,NQM,0.34895506501197815,0.35042001709679316,0.5789473684210527,0.3511427938938141,0.353157610321187,0.3684210526315789,0.0027375932243938195
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ar,0,NQT,0.4976406991481781,0.4579093116423981,0.5789473684210527,0.5026243925094604,0.45918543153443325,0.5789473684210527,0.0012761198920351324
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ar,0,NMT,0.6495086550712585,0.6003931234093081,0.3684210526315789,0.6462945342063904,0.6011806061305373,0.3684210526315789,0.0007874827212291935
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ar,0,QMT,0.4241510331630707,0.44972882093503885,0.5789473684210527,0.4291023910045624,0.45050339261891753,0.15789473684210525,0.0007745716838786776
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ar,1,NQM,0.3276481628417969,0.35307182961730316,0.3684210526315789,0.33275893330574036,0.3568620204249077,0.3684210526315789,0.0037901908076045654
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ar,1,NQT,0.34666478633880615,0.4449389227435541,0.3684210526315789,0.3534744381904602,0.445651132096958,0.5789473684210527,0.0007122093534038809
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ar,1,NMT,0.8433669209480286,0.7305676668097522,0.3684210526315789,0.8398048877716064,0.7293761483107619,0.3684210526315789,-0.0011915184989902405
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ar,1,QMT,0.31629422307014465,0.4149652035186189,0.5789473684210527,0.32016757130622864,0.41327253179054857,0.5789473684210527,-0.0016926717280703052
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ar,2,NQM,0.35887807607650757,0.3336587487880406,0.5789473684210527,0.3611857295036316,0.3356969815726125,0.5789473684210527,0.002038232784571936
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ar,2,NQT,0.4354390501976013,0.5227843945296635,0.5789473684210527,0.4427943527698517,0.5243972594478229,0.5789473684210527,0.0016128649181593735
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ar,2,NMT,0.9142273664474487,0.7537436091308101,0.3684210526315789,0.910422146320343,0.7542296723087029,0.3684210526315789,0.00048606317789279263
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ar,2,QMT,0.35282933712005615,0.5561076211995076,0.5789473684210527,0.356799840927124,0.5569473048483119,0.5789473684210527,0.000839683648804268
