model,language,triple,mean_raw_ratio,mean_residual_ratio,mean_residual_minus_raw_ratio,frac_raw_below_null,frac_residual_below_null,n
xlm-roberta-base,ar,NMT,0.7786145638018463,0.7789695291607606,0.0003549653589140824,1.0,1.0,96
xlm-roberta-base,ar,NQM,0.6237340158691552,0.6267667942237911,0.0030327783546358297,1.0,1.0,96
xlm-roberta-base,ar,NQT,0.7407855074227161,0.7512800468244952,0.010494539401779081,1.0,1.0,96
xlm-roberta-base,ar,QMT,0.7203945937577427,0.7276238461603607,0.00722925240261786,1.0,1.0,96
xlm-roberta-base,de,NMT,0.7396542153647744,0.7392892190537489,-0.0003649963110255415,1.0,1.0,96
xlm-roberta-base,de,NQM,0.5021851181638702,0.497842980459416,-0.00434213770445432,1.0,1.0,96
xlm-roberta-base,de,NQT,0.7116725748046262,0.7138557442685909,0.002183169463964619,1.0,1.0,96
xlm-roberta-base,de,QMT,0.4086880955050441,0.4133064052311091,0.004618309726065042,1.0,1.0,96
xlm-roberta-base,en,NMT,0.7432035850538589,0.7429691326096411,-0.00023445244421758474,1.0,1.0,96
xlm-roberta-base,en,NQM,0.43423421865198697,0.43313088552966744,-0.001103333122319523,1.0,1.0,96
xlm-roberta-base,en,NQT,0.5964716336490553,0.59552209962026,-0.0009495340287953765,1.0,1.0,96
xlm-roberta-base,en,QMT,0.4501287670155589,0.4493961009294087,-0.0007326660861501499,1.0,1.0,96
xlm-roberta-base,es,NMT,0.7423408701015556,0.7417160845551779,-0.0006247855463776113,1.0,1.0,96
xlm-roberta-base,es,NQM,0.4983656931542315,0.496192293255977,-0.0021733998982545275,1.0,1.0,96
xlm-roberta-base,es,NQT,0.570752912499269,0.5693687831048068,-0.001384129394462294,1.0,1.0,96
xlm-roberta-base,es,QMT,0.4904299453253329,0.48937848746695084,-0.0010514578583820967,1.0,1.0,96
xlm-roberta-base,fr,NMT,0.8051531043334762,0.805258035880725,0.00010493154724880785,1.0,1.0,96
xlm-roberta-base,fr,NQM,0.5090504093717955,0.5058667714032039,-0.003183637968591536,1.0,1.0,96
xlm-roberta-base,fr,NQT,0.7379198584076687,0.7357241422570504,-0.0021957161506182842,1.0,1.0,96
xlm-roberta-base,fr,QMT,0.5584643816206455,0.5590891247162806,0.0006247430956350339,1.0,1.0,96
xlm-roberta-base,ru,NMT,0.7853952369016911,0.7854439420123694,4.870511067836073e-05,1.0,1.0,96
xlm-roberta-base,ru,NQM,0.2962249770689167,0.2973781540410237,0.0011531769721069883,1.0,1.0,96
xlm-roberta-base,ru,NQT,0.5014936875710579,0.5031996999220837,0.0017060123510256274,1.0,1.0,96
xlm-roberta-base,ru,QMT,0.4371136737238586,0.4384118226589602,0.0012981489351016537,1.0,1.0,96
xlm-roberta-base,zh,NMT,0.8181818176653509,0.8181818231089785,5.44362754410314e-09,1.0,1.0,96
xlm-roberta-base,zh,NQM,0.6072468696592581,0.6043057360715021,-0.002941133587756032,1.0,1.0,96
xlm-roberta-base,zh,NQT,0.7030846575849193,0.7030506829754435,-3.397460947588323e-05,1.0,1.0,96
xlm-roberta-base,zh,QMT,0.5635370484695362,0.561781398773644,-0.0017556496958922782,1.0,1.0,96
