model,language,template_id,representation,cv_adjacent_norm,cos_step_12,cos_step_23,cos_step_34
bert-base-multilingual-cased,en,0,mean_pool,0.18523366749286652,-0.29362085461616516,-0.6972172856330872,-0.0843249037861824
bert-base-multilingual-cased,en,1,mean_pool,0.26739877462387085,-0.17471802234649658,-0.8170453310012817,-0.0020577784162014723
bert-base-multilingual-cased,en,2,mean_pool,0.2656485438346863,-0.19372712075710297,-0.7415491938591003,-0.19496576488018036
bert-base-multilingual-cased,en,3,mean_pool,0.2662176787853241,-0.314464807510376,-0.6675737500190735,-0.37867069244384766
bert-base-multilingual-cased,en,4,mean_pool,0.2477448433637619,-0.1876441240310669,-0.721267580986023,-0.3194562792778015
bert-base-multilingual-cased,en,5,mean_pool,0.2660581171512604,-0.1351616233587265,-0.780378520488739,-0.34795325994491577
bert-base-multilingual-cased,en,6,mean_pool,0.24840520322322845,-0.25878962874412537,-0.7357640862464905,-0.11371061950922012
bert-base-multilingual-cased,en,7,mean_pool,0.21117691695690155,-0.25030940771102905,-0.6927508115768433,-0.24601058661937714
bert-base-multilingual-cased,en,8,mean_pool,0.2804119288921356,-0.15076956152915955,-0.7433478832244873,-0.1010221391916275
bert-base-multilingual-cased,en,9,mean_pool,0.2594960927963257,-0.07429371774196625,-0.7428151965141296,-0.11970411986112595
bert-base-multilingual-cased,en,10,mean_pool,0.2033117562532425,-0.207555890083313,-0.7084314227104187,-0.1188925951719284
bert-base-multilingual-cased,en,11,mean_pool,0.3071230351924896,-0.11717905849218369,-0.8168827295303345,-0.1927817463874817
bert-base-multilingual-cased,en,12,mean_pool,0.18775522708892822,-0.3163493275642395,-0.747398316860199,-0.08744357526302338
bert-base-multilingual-cased,en,13,mean_pool,0.2294677197933197,-0.1935996413230896,-0.639765202999115,-0.23586758971214294
bert-base-multilingual-cased,en,14,mean_pool,0.21341314911842346,-0.2057476043701172,-0.7102777361869812,-0.19509819149971008
bert-base-multilingual-cased,en,15,mean_pool,0.3063725233078003,-0.3317071199417114,-0.7790282368659973,-0.15396270155906677
bert-base-multilingual-cased,en,16,mean_pool,0.2306603193283081,-0.206772580742836,-0.644602358341217,-0.2295495718717575
bert-base-multilingual-cased,en,17,mean_pool,0.187458336353302,-0.21051649749279022,-0.6346397995948792,-0.09872221201658249
bert-base-multilingual-cased,en,18,mean_pool,0.258769690990448,-0.17236801981925964,-0.6863396167755127,-0.2401486337184906
bert-base-multilingual-cased,en,19,mean_pool,0.32084956765174866,-0.2564152777194977,-0.8431801795959473,-0.27637040615081787
bert-base-multilingual-cased,en,20,mean_pool,0.21584349870681763,-0.2544916272163391,-0.7559165358543396,-0.28584882616996765
bert-base-multilingual-cased,en,21,mean_pool,0.20079907774925232,-0.2851300835609436,-0.68071049451828,-0.1893717497587204
bert-base-multilingual-cased,en,22,mean_pool,0.32813864946365356,-0.11295662075281143,-0.8000630140304565,-0.23335647583007812
bert-base-multilingual-cased,en,23,mean_pool,0.25144344568252563,-0.18391773104667664,-0.6984741687774658,-0.2934759557247162
bert-base-multilingual-cased,en,24,mean_pool,0.2857151925563812,-0.06314504146575928,-0.7802654504776001,-0.19740653038024902
bert-base-multilingual-cased,en,25,mean_pool,0.23963730037212372,-0.22885572910308838,-0.7217200398445129,-0.1530122309923172
bert-base-multilingual-cased,en,26,mean_pool,0.2601260840892792,-0.1631290763616562,-0.7108325958251953,-0.24305151402950287
bert-base-multilingual-cased,en,27,mean_pool,0.2743811011314392,-0.343503475189209,-0.7415533661842346,-0.18940241634845734
bert-base-multilingual-cased,en,28,mean_pool,0.3432868421077728,-0.03258882090449333,-0.737745463848114,-0.03199957683682442
bert-base-multilingual-cased,en,29,mean_pool,0.32768118381500244,-0.04027324914932251,-0.7665060758590698,-0.2814157009124756
bert-base-multilingual-cased,en,30,mean_pool,0.25428056716918945,-0.10437949746847153,-0.7544155716896057,-0.16492657363414764
bert-base-multilingual-cased,en,31,mean_pool,0.27656227350234985,-0.3482987880706787,-0.7524750232696533,-0.131040558218956
bert-base-multilingual-cased,en,32,mean_pool,0.24570077657699585,-0.3320894241333008,-0.7622527480125427,-0.17084375023841858
bert-base-multilingual-cased,en,33,mean_pool,0.260225772857666,-0.24033355712890625,-0.6431605219841003,-0.36731261014938354
bert-base-multilingual-cased,en,34,mean_pool,0.24012069404125214,-0.12513330578804016,-0.651953399181366,-0.1139385849237442
bert-base-multilingual-cased,en,35,mean_pool,0.21332308650016785,-0.0748584046959877,-0.7528020739555359,0.014137915335595608
bert-base-multilingual-cased,en,36,mean_pool,0.3306143283843994,-0.20198631286621094,-0.8064583539962769,-0.04343628138303757
bert-base-multilingual-cased,en,37,mean_pool,0.20159611105918884,-0.32929179072380066,-0.5579857230186462,-0.3041488528251648
bert-base-multilingual-cased,en,38,mean_pool,0.232957661151886,-0.15498296916484833,-0.7144680619239807,-0.20270667970180511
bert-base-multilingual-cased,en,39,mean_pool,0.22241196036338806,-0.2372768074274063,-0.7800416946411133,-0.1691422164440155
bert-base-multilingual-cased,en,40,mean_pool,0.2614135444164276,-0.20045407116413116,-0.8018443584442139,-0.2989371418952942
bert-base-multilingual-cased,en,41,mean_pool,0.18723592162132263,-0.32533958554267883,-0.6938613057136536,-0.10448413342237473
bert-base-multilingual-cased,en,42,mean_pool,0.2812330722808838,-0.15747493505477905,-0.7714490294456482,-0.2091904878616333
bert-base-multilingual-cased,en,43,mean_pool,0.2840746343135834,-0.3270750641822815,-0.7639932632446289,-0.22038350999355316
bert-base-multilingual-cased,en,44,mean_pool,0.23020485043525696,-0.18940792977809906,-0.7259686589241028,-0.2042800337076187
bert-base-multilingual-cased,en,45,mean_pool,0.338833212852478,-0.23348432779312134,-0.7665696144104004,-0.12097509205341339
bert-base-multilingual-cased,en,46,mean_pool,0.18685048818588257,-0.18552173674106598,-0.7413100600242615,-0.06483582407236099
bert-base-multilingual-cased,en,47,mean_pool,0.24463500082492828,-0.09277170151472092,-0.6400867104530334,-0.010932322591543198
bert-base-multilingual-cased,en,48,mean_pool,0.19120240211486816,-0.264168381690979,-0.6871869564056396,-0.11716736853122711
bert-base-multilingual-cased,en,49,mean_pool,0.30220794677734375,-0.21150240302085876,-0.7821238040924072,-0.16342498362064362
bert-base-multilingual-cased,en,50,mean_pool,0.3379400670528412,-0.15655066072940826,-0.7476483583450317,-0.12135269492864609
bert-base-multilingual-cased,en,51,mean_pool,0.21085259318351746,-0.31903138756752014,-0.6852518916130066,-0.3061186969280243
bert-base-multilingual-cased,en,52,mean_pool,0.22149574756622314,-0.33967623114585876,-0.7631253600120544,-0.2822563648223877
bert-base-multilingual-cased,en,53,mean_pool,0.26248112320899963,-0.05709907412528992,-0.781880259513855,-0.13389666378498077
bert-base-multilingual-cased,en,54,mean_pool,0.2685602605342865,-0.2744680941104889,-0.7398921847343445,-0.2638220489025116
bert-base-multilingual-cased,en,55,mean_pool,0.2430267333984375,-0.1980571448802948,-0.7005908489227295,-0.27183830738067627
bert-base-multilingual-cased,en,56,mean_pool,0.2556101381778717,-0.43521979451179504,-0.7368569374084473,-0.19285137951374054
bert-base-multilingual-cased,en,57,mean_pool,0.26872220635414124,-0.22769099473953247,-0.7804955840110779,-0.019413355737924576
bert-base-multilingual-cased,en,58,mean_pool,0.23759955167770386,-0.15152080357074738,-0.7081875205039978,-0.23317280411720276
bert-base-multilingual-cased,en,59,mean_pool,0.2921634912490845,-0.04124419763684273,-0.8168405294418335,-0.2918921709060669
bert-base-multilingual-cased,en,60,mean_pool,0.24933287501335144,-0.14677336812019348,-0.8080092668533325,-0.14756064116954803
bert-base-multilingual-cased,en,61,mean_pool,0.3253307640552521,-0.11010468006134033,-0.8471072912216187,-0.2913042902946472
bert-base-multilingual-cased,en,62,mean_pool,0.27687859535217285,-0.1339220553636551,-0.7244187593460083,-0.05951545760035515
bert-base-multilingual-cased,en,63,mean_pool,0.314530611038208,-0.14750611782073975,-0.7935110926628113,-0.10011821985244751
bert-base-multilingual-cased,en,64,mean_pool,0.19530101120471954,-0.40072089433670044,-0.766792893409729,-0.18913307785987854
bert-base-multilingual-cased,en,65,mean_pool,0.28086012601852417,-0.11590154469013214,-0.8223574161529541,-0.10495059192180634
bert-base-multilingual-cased,en,66,mean_pool,0.3033228814601898,0.05475381389260292,-0.7094070911407471,0.04331209510564804
bert-base-multilingual-cased,en,67,mean_pool,0.2687349319458008,-0.15707671642303467,-0.8239154815673828,-0.3606679141521454
bert-base-multilingual-cased,en,68,mean_pool,0.2075495719909668,-0.168690487742424,-0.6868248581886292,-0.08341749757528305
bert-base-multilingual-cased,en,69,mean_pool,0.3158077001571655,-0.13551022112369537,-0.8069428205490112,-0.0849042758345604
bert-base-multilingual-cased,en,70,mean_pool,0.2694621980190277,-0.2479250580072403,-0.8332734107971191,-0.2949735224246979
bert-base-multilingual-cased,en,71,mean_pool,0.24805420637130737,-0.15895776450634003,-0.7815780639648438,-0.3641798794269562
bert-base-multilingual-cased,en,72,mean_pool,0.34811875224113464,0.019099919125437737,-0.7911083102226257,-0.11828567832708359
bert-base-multilingual-cased,en,73,mean_pool,0.23047186434268951,-0.36838194727897644,-0.7066056728363037,-0.055862948298454285
bert-base-multilingual-cased,en,74,mean_pool,0.2314852774143219,-0.03268956393003464,-0.7973199486732483,-0.15947633981704712
bert-base-multilingual-cased,en,75,mean_pool,0.232159823179245,-0.186279758810997,-0.7346926927566528,-0.2609899342060089
bert-base-multilingual-cased,en,76,mean_pool,0.24172893166542053,-0.1559177190065384,-0.7760754823684692,-0.29361817240715027
bert-base-multilingual-cased,en,77,mean_pool,0.2165725827217102,-0.3865535855293274,-0.7646653056144714,-0.22838114202022552
bert-base-multilingual-cased,en,78,mean_pool,0.2821539342403412,-0.24449197947978973,-0.7273532152175903,-0.29423999786376953
bert-base-multilingual-cased,en,79,mean_pool,0.2929735481739044,-0.11083540320396423,-0.7882056832313538,-0.12433440238237381
bert-base-multilingual-cased,en,80,mean_pool,0.28859609365463257,-0.20206165313720703,-0.8228337168693542,-0.18919570744037628
bert-base-multilingual-cased,en,81,mean_pool,0.24052277207374573,-0.14285939931869507,-0.7478699684143066,-0.039380382746458054
bert-base-multilingual-cased,en,82,mean_pool,0.2809668481349945,-0.2218034416437149,-0.7602412104606628,-0.1976211816072464
bert-base-multilingual-cased,en,83,mean_pool,0.23607788980007172,-0.1669624000787735,-0.7392330169677734,-0.2656959891319275
bert-base-multilingual-cased,en,84,mean_pool,0.2559766173362732,-0.12779255211353302,-0.7180731296539307,-0.23784242570400238
bert-base-multilingual-cased,en,85,mean_pool,0.27773547172546387,-0.08526664972305298,-0.7453237175941467,-0.02572779729962349
bert-base-multilingual-cased,en,86,mean_pool,0.30886760354042053,0.05859027057886124,-0.7635847330093384,-0.07231879979372025
bert-base-multilingual-cased,en,87,mean_pool,0.30817118287086487,-0.18389974534511566,-0.8066635131835938,-0.08533944934606552
