representation,mean_row_cosine,std_row_cosine,mean_norm_ratio_pos_over_neg,cells
marker_pool,0.5261926555695633,0.12733018565770846,1.0614485459668295,3360
mean_pool,0.5896239388247999,0.18350509319237207,1.051252886599728,3360
