model,language,template_id,representation,row_cosine,norm_ratio_pos_over_neg
bert-base-multilingual-cased,en,0,mean_pool,0.7566143274307251,1.1597715616226196
bert-base-multilingual-cased,en,1,mean_pool,0.7705608010292053,1.3143937587738037
bert-base-multilingual-cased,en,2,mean_pool,0.8019261956214905,1.0077120065689087
bert-base-multilingual-cased,en,3,mean_pool,0.7175600528717041,1.1750003099441528
bert-base-multilingual-cased,en,4,mean_pool,0.7097627520561218,1.145543098449707
bert-base-multilingual-cased,en,5,mean_pool,0.7918282747268677,1.0746848583221436
bert-base-multilingual-cased,en,6,mean_pool,0.7798794507980347,1.1061837673187256
bert-base-multilingual-cased,en,7,mean_pool,0.8230119347572327,1.1024105548858643
bert-base-multilingual-cased,en,8,mean_pool,0.6922234296798706,1.2907700538635254
bert-base-multilingual-cased,en,9,mean_pool,0.8374156951904297,1.0855872631072998
bert-base-multilingual-cased,en,10,mean_pool,0.6797887086868286,1.1222972869873047
bert-base-multilingual-cased,en,11,mean_pool,0.8291128277778625,1.0879141092300415
bert-base-multilingual-cased,en,12,mean_pool,0.8255091309547424,1.126847743988037
bert-base-multilingual-cased,en,13,mean_pool,0.8238300681114197,1.0870503187179565
bert-base-multilingual-cased,en,14,mean_pool,0.8025655746459961,1.0817205905914307
bert-base-multilingual-cased,en,15,mean_pool,0.7377311587333679,1.305729866027832
bert-base-multilingual-cased,en,16,mean_pool,0.7928752303123474,1.1027313470840454
bert-base-multilingual-cased,en,17,mean_pool,0.833328902721405,1.1653040647506714
bert-base-multilingual-cased,en,18,mean_pool,0.8375081419944763,1.0713647603988647
bert-base-multilingual-cased,en,19,mean_pool,0.7903530597686768,1.1115425825119019
bert-base-multilingual-cased,en,20,mean_pool,0.7716026306152344,1.0471305847167969
bert-base-multilingual-cased,en,21,mean_pool,0.7989840507507324,1.114458441734314
bert-base-multilingual-cased,en,22,mean_pool,0.8023800849914551,0.9537787437438965
bert-base-multilingual-cased,en,23,mean_pool,0.7715571522712708,1.0686382055282593
bert-base-multilingual-cased,en,24,mean_pool,0.8256058692932129,1.0595967769622803
bert-base-multilingual-cased,en,25,mean_pool,0.7744723558425903,1.1776775121688843
bert-base-multilingual-cased,en,26,mean_pool,0.8115443587303162,1.1515223979949951
bert-base-multilingual-cased,en,27,mean_pool,0.7442571520805359,1.1960101127624512
bert-base-multilingual-cased,en,28,mean_pool,0.865911066532135,1.0594534873962402
bert-base-multilingual-cased,en,29,mean_pool,0.8287345170974731,1.071329951286316
bert-base-multilingual-cased,en,30,mean_pool,0.793221116065979,1.1088179349899292
bert-base-multilingual-cased,en,31,mean_pool,0.6597527861595154,1.347001552581787
bert-base-multilingual-cased,en,32,mean_pool,0.8060980439186096,1.1017142534255981
bert-base-multilingual-cased,en,33,mean_pool,0.8225551843643188,1.1093978881835938
bert-base-multilingual-cased,en,34,mean_pool,0.735388457775116,1.1824415922164917
bert-base-multilingual-cased,en,35,mean_pool,0.8346961140632629,1.221804141998291
bert-base-multilingual-cased,en,36,mean_pool,0.8040923476219177,1.282301902770996
bert-base-multilingual-cased,en,37,mean_pool,0.7560819387435913,1.0978269577026367
bert-base-multilingual-cased,en,38,mean_pool,0.837261438369751,1.1065657138824463
bert-base-multilingual-cased,en,39,mean_pool,0.7707468867301941,1.1233155727386475
bert-base-multilingual-cased,en,40,mean_pool,0.7791607975959778,1.0820176601409912
bert-base-multilingual-cased,en,41,mean_pool,0.7416908144950867,1.1688803434371948
bert-base-multilingual-cased,en,42,mean_pool,0.834062933921814,1.0782041549682617
bert-base-multilingual-cased,en,43,mean_pool,0.8050288558006287,1.0483736991882324
bert-base-multilingual-cased,en,44,mean_pool,0.8047552108764648,1.0955356359481812
bert-base-multilingual-cased,en,45,mean_pool,0.8829614520072937,1.1226006746292114
bert-base-multilingual-cased,en,46,mean_pool,0.83082115650177,1.2331318855285645
bert-base-multilingual-cased,en,47,mean_pool,0.7727928161621094,1.126367449760437
bert-base-multilingual-cased,en,48,mean_pool,0.7607583403587341,1.172255277633667
bert-base-multilingual-cased,en,49,mean_pool,0.8342071771621704,1.0607242584228516
bert-base-multilingual-cased,en,50,mean_pool,0.7529801726341248,1.1639001369476318
bert-base-multilingual-cased,en,51,mean_pool,0.7688843607902527,1.1468770503997803
bert-base-multilingual-cased,en,52,mean_pool,0.6479783654212952,1.086321234703064
bert-base-multilingual-cased,en,53,mean_pool,0.8605328798294067,1.0355159044265747
bert-base-multilingual-cased,en,54,mean_pool,0.8003538250923157,1.139599084854126
bert-base-multilingual-cased,en,55,mean_pool,0.8136426210403442,1.1341572999954224
bert-base-multilingual-cased,en,56,mean_pool,0.6543967127799988,1.208997368812561
bert-base-multilingual-cased,en,57,mean_pool,0.6173812747001648,1.4092768430709839
bert-base-multilingual-cased,en,58,mean_pool,0.8500375747680664,1.1067659854888916
bert-base-multilingual-cased,en,59,mean_pool,0.8373364806175232,1.033514142036438
bert-base-multilingual-cased,en,60,mean_pool,0.8407261371612549,1.1610941886901855
bert-base-multilingual-cased,en,61,mean_pool,0.8872871994972229,0.9977788925170898
bert-base-multilingual-cased,en,62,mean_pool,0.8101944923400879,1.0525121688842773
bert-base-multilingual-cased,en,63,mean_pool,0.8340551257133484,1.017042875289917
bert-base-multilingual-cased,en,64,mean_pool,0.6912505626678467,1.1436827182769775
bert-base-multilingual-cased,en,65,mean_pool,0.809567928314209,1.1964073181152344
bert-base-multilingual-cased,en,66,mean_pool,0.8715366125106812,1.1183828115463257
bert-base-multilingual-cased,en,67,mean_pool,0.8274576663970947,0.9871739745140076
bert-base-multilingual-cased,en,68,mean_pool,0.7879945039749146,1.0554977655410767
bert-base-multilingual-cased,en,69,mean_pool,0.8008053302764893,1.268686056137085
bert-base-multilingual-cased,en,70,mean_pool,0.7999958395957947,0.9772029519081116
bert-base-multilingual-cased,en,71,mean_pool,0.8133166432380676,1.0182218551635742
bert-base-multilingual-cased,en,72,mean_pool,0.8788893222808838,1.0907063484191895
bert-base-multilingual-cased,en,73,mean_pool,0.7462531924247742,1.1339887380599976
bert-base-multilingual-cased,en,74,mean_pool,0.6917425990104675,0.9890137910842896
bert-base-multilingual-cased,en,75,mean_pool,0.7570000290870667,1.0790587663650513
bert-base-multilingual-cased,en,76,mean_pool,0.7914592027664185,1.0654264688491821
