model,language,template_id,representation,from_level,to_level,step_size,delta_norm
BAAI/bge-m3,en,117,marker_pool,0,1,1,20.796932220458984
BAAI/bge-m3,en,117,marker_pool,1,2,1,6.411999225616455
BAAI/bge-m3,en,117,marker_pool,-2,0,2,18.96378326416016
BAAI/bge-m3,en,117,marker_pool,-1,1,2,17.57805824279785
BAAI/bge-m3,en,117,marker_pool,0,2,2,21.716108322143555
BAAI/bge-m3,en,117,marker_pool,-2,2,4,20.05422592163086
BAAI/bge-m3,en,118,marker_pool,-2,-1,1,8.949901580810547
BAAI/bge-m3,en,118,marker_pool,-1,0,1,17.011428833007812
BAAI/bge-m3,en,118,marker_pool,0,1,1,20.427661895751957
BAAI/bge-m3,en,118,marker_pool,1,2,1,5.275134086608887
BAAI/bge-m3,en,118,marker_pool,-2,0,2,17.825275421142578
BAAI/bge-m3,en,118,marker_pool,-1,1,2,16.122482299804688
BAAI/bge-m3,en,118,marker_pool,0,2,2,21.060665130615234
BAAI/bge-m3,en,118,marker_pool,-2,2,4,18.54227638244629
BAAI/bge-m3,en,119,marker_pool,-2,-1,1,8.644696235656738
BAAI/bge-m3,en,119,marker_pool,-1,0,1,16.435577392578125
BAAI/bge-m3,en,119,marker_pool,0,1,1,20.194355010986328
BAAI/bge-m3,en,119,marker_pool,1,2,1,5.626192569732666
BAAI/bge-m3,en,119,marker_pool,-2,0,2,17.933225631713867
BAAI/bge-m3,en,119,marker_pool,-1,1,2,15.236567497253418
BAAI/bge-m3,en,119,marker_pool,0,2,2,21.166303634643555
BAAI/bge-m3,en,119,marker_pool,-2,2,4,18.47962188720703
BAAI/bge-m3,en,120,marker_pool,-2,-1,1,7.333791732788086
BAAI/bge-m3,en,120,marker_pool,-1,0,1,16.237577438354492
BAAI/bge-m3,en,120,marker_pool,0,1,1,18.39671516418457
BAAI/bge-m3,en,120,marker_pool,1,2,1,4.120279312133789
BAAI/bge-m3,en,120,marker_pool,-2,0,2,17.812116622924805
BAAI/bge-m3,en,120,marker_pool,-1,1,2,14.481446266174316
BAAI/bge-m3,en,120,marker_pool,0,2,2,19.269710540771484
BAAI/bge-m3,en,120,marker_pool,-2,2,4,16.285139083862305
BAAI/bge-m3,en,121,marker_pool,-2,-1,1,8.395771026611328
BAAI/bge-m3,en,121,marker_pool,-1,0,1,16.35297966003418
BAAI/bge-m3,en,121,marker_pool,0,1,1,20.344135284423828
BAAI/bge-m3,en,121,marker_pool,1,2,1,5.188686370849609
BAAI/bge-m3,en,121,marker_pool,-2,0,2,18.130678176879883
BAAI/bge-m3,en,121,marker_pool,-1,1,2,17.058902740478516
BAAI/bge-m3,en,121,marker_pool,0,2,2,21.134580612182617
BAAI/bge-m3,en,121,marker_pool,-2,2,4,19.301803588867188
BAAI/bge-m3,en,122,marker_pool,-2,-1,1,9.207218170166016
BAAI/bge-m3,en,122,marker_pool,-1,0,1,17.489849090576172
BAAI/bge-m3,en,122,marker_pool,0,1,1,21.167539596557617
BAAI/bge-m3,en,122,marker_pool,1,2,1,5.391156196594238
BAAI/bge-m3,en,122,marker_pool,-2,0,2,18.67007064819336
BAAI/bge-m3,en,122,marker_pool,-1,1,2,15.939916610717772
BAAI/bge-m3,en,122,marker_pool,0,2,2,22.03832244873047
BAAI/bge-m3,en,122,marker_pool,-2,2,4,19.31671905517578
BAAI/bge-m3,en,123,marker_pool,-2,-1,1,9.712339401245115
BAAI/bge-m3,en,123,marker_pool,-1,0,1,19.64162826538086
BAAI/bge-m3,en,123,marker_pool,0,1,1,21.04842567443848
BAAI/bge-m3,en,123,marker_pool,1,2,1,6.248879432678223
BAAI/bge-m3,en,123,marker_pool,-2,0,2,20.90583229064941
BAAI/bge-m3,en,123,marker_pool,-1,1,2,16.49852180480957
BAAI/bge-m3,en,123,marker_pool,0,2,2,22.030580520629883
BAAI/bge-m3,en,123,marker_pool,-2,2,4,19.110572814941406
BAAI/bge-m3,en,124,marker_pool,-2,-1,1,8.142034530639648
BAAI/bge-m3,en,124,marker_pool,-1,0,1,16.285364151000977
BAAI/bge-m3,en,124,marker_pool,0,1,1,20.640884399414062
BAAI/bge-m3,en,124,marker_pool,1,2,1,5.978121757507324
BAAI/bge-m3,en,124,marker_pool,-2,0,2,17.755481719970703
BAAI/bge-m3,en,124,marker_pool,-1,1,2,17.513837814331055
BAAI/bge-m3,en,124,marker_pool,0,2,2,21.54964256286621
BAAI/bge-m3,en,124,marker_pool,-2,2,4,19.845378875732425
BAAI/bge-m3,en,125,marker_pool,-2,-1,1,9.977544784545898
BAAI/bge-m3,en,125,marker_pool,-1,0,1,17.13332748413086
BAAI/bge-m3,en,125,marker_pool,0,1,1,20.40091133117676
BAAI/bge-m3,en,125,marker_pool,1,2,1,7.744780540466309
BAAI/bge-m3,en,125,marker_pool,-2,0,2,19.02061080932617
BAAI/bge-m3,en,125,marker_pool,-1,1,2,17.113832473754883
BAAI/bge-m3,en,125,marker_pool,0,2,2,21.19291114807129
BAAI/bge-m3,en,125,marker_pool,-2,2,4,19.585657119750977
BAAI/bge-m3,en,126,marker_pool,-2,-1,1,8.736090660095215
BAAI/bge-m3,en,126,marker_pool,-1,0,1,16.311433792114258
BAAI/bge-m3,en,126,marker_pool,0,1,1,19.946502685546875
BAAI/bge-m3,en,126,marker_pool,1,2,1,6.3842363357543945
BAAI/bge-m3,en,126,marker_pool,-2,0,2,17.531352996826172
BAAI/bge-m3,en,126,marker_pool,-1,1,2,16.3443660736084
BAAI/bge-m3,en,126,marker_pool,0,2,2,21.03929901123047
BAAI/bge-m3,en,126,marker_pool,-2,2,4,19.105859756469727
BAAI/bge-m3,en,127,marker_pool,-2,-1,1,10.548463821411133
BAAI/bge-m3,en,127,marker_pool,-1,0,1,16.762361526489258
BAAI/bge-m3,en,127,marker_pool,0,1,1,20.195287704467773
BAAI/bge-m3,en,127,marker_pool,1,2,1,9.50074863433838
BAAI/bge-m3,en,127,marker_pool,-2,0,2,19.14301109313965
BAAI/bge-m3,en,127,marker_pool,-1,1,2,15.94477653503418
BAAI/bge-m3,en,127,marker_pool,0,2,2,21.13371086120605
BAAI/bge-m3,en,127,marker_pool,-2,2,4,19.37380790710449
BAAI/bge-m3,en,128,marker_pool,-2,-1,1,9.958284378051758
BAAI/bge-m3,en,128,marker_pool,-1,0,1,17.984119415283203
BAAI/bge-m3,en,128,marker_pool,0,1,1,20.888221740722656
BAAI/bge-m3,en,128,marker_pool,1,2,1,9.148792266845703
BAAI/bge-m3,en,128,marker_pool,-2,0,2,19.96979141235352
BAAI/bge-m3,en,128,marker_pool,-1,1,2,16.076425552368164
BAAI/bge-m3,en,128,marker_pool,0,2,2,21.778133392333984
BAAI/bge-m3,en,128,marker_pool,-2,2,4,19.54320335388184
BAAI/bge-m3,en,129,marker_pool,-2,-1,1,8.692482948303223
BAAI/bge-m3,en,129,marker_pool,-1,0,1,17.28476905822754
BAAI/bge-m3,en,129,marker_pool,0,1,1,21.475292205810547
BAAI/bge-m3,en,129,marker_pool,1,2,1,5.38709020614624
BAAI/bge-m3,en,129,marker_pool,-2,0,2,18.650270462036133
BAAI/bge-m3,en,129,marker_pool,-1,1,2,17.507585525512695
BAAI/bge-m3,en,129,marker_pool,0,2,2,22.315282821655277
BAAI/bge-m3,en,129,marker_pool,-2,2,4,20.51046562194824
BAAI/bge-m3,en,130,marker_pool,-2,-1,1,9.08952522277832
BAAI/bge-m3,en,130,marker_pool,-1,0,1,17.867826461791992
BAAI/bge-m3,en,130,marker_pool,0,1,1,21.41439819335937
BAAI/bge-m3,en,130,marker_pool,1,2,1,5.993295669555664
BAAI/bge-m3,en,130,marker_pool,-2,0,2,19.61406707763672
BAAI/bge-m3,en,130,marker_pool,-1,1,2,16.963239669799805
BAAI/bge-m3,en,130,marker_pool,0,2,2,22.23130989074707
BAAI/bge-m3,en,130,marker_pool,-2,2,4,19.011377334594727
BAAI/bge-m3,en,131,marker_pool,-2,-1,1,8.159717559814453
BAAI/bge-m3,en,131,marker_pool,-1,0,1,16.53742218017578
BAAI/bge-m3,en,131,marker_pool,0,1,1,20.27152633666992
BAAI/bge-m3,en,131,marker_pool,1,2,1,5.596365451812744
BAAI/bge-m3,en,131,marker_pool,-2,0,2,17.777679443359375
BAAI/bge-m3,en,131,marker_pool,-1,1,2,16.514263153076172
BAAI/bge-m3,en,131,marker_pool,0,2,2,21.136585235595703
BAAI/bge-m3,en,131,marker_pool,-2,2,4,18.826812744140625
BAAI/bge-m3,en,132,marker_pool,-2,-1,1,7.901132106781006
BAAI/bge-m3,en,132,marker_pool,-1,0,1,15.746915817260742
BAAI/bge-m3,en,132,marker_pool,0,1,1,18.523609161376957
BAAI/bge-m3,en,132,marker_pool,1,2,1,5.63557243347168
BAAI/bge-m3,en,132,marker_pool,-2,0,2,17.864370346069336
BAAI/bge-m3,en,132,marker_pool,-1,1,2,14.593605995178224
BAAI/bge-m3,en,132,marker_pool,0,2,2,19.74333000183105
BAAI/bge-m3,en,132,marker_pool,-2,2,4,17.41719627380371
BAAI/bge-m3,en,133,marker_pool,-2,-1,1,8.802992820739746
BAAI/bge-m3,en,133,marker_pool,-1,0,1,16.60732078552246
BAAI/bge-m3,en,133,marker_pool,0,1,1,20.35597038269043
BAAI/bge-m3,en,133,marker_pool,1,2,1,5.483919620513916
BAAI/bge-m3,en,133,marker_pool,-2,0,2,18.012859344482422
BAAI/bge-m3,en,133,marker_pool,-1,1,2,16.81899070739746
BAAI/bge-m3,en,133,marker_pool,0,2,2,21.164928436279297
BAAI/bge-m3,en,133,marker_pool,-2,2,4,19.569747924804688
BAAI/bge-m3,en,134,marker_pool,-2,-1,1,8.018872261047363
BAAI/bge-m3,en,134,marker_pool,-1,0,1,16.193729400634766
BAAI/bge-m3,en,134,marker_pool,0,1,1,18.67247009277344
BAAI/bge-m3,en,134,marker_pool,1,2,1,6.453614234924316
BAAI/bge-m3,en,134,marker_pool,-2,0,2,17.676551818847656
BAAI/bge-m3,en,134,marker_pool,-1,1,2,15.3548002243042
BAAI/bge-m3,en,134,marker_pool,0,2,2,20.193870544433597
BAAI/bge-m3,en,134,marker_pool,-2,2,4,18.49071502685547
BAAI/bge-m3,en,135,marker_pool,-2,-1,1,7.245874404907227
BAAI/bge-m3,en,135,marker_pool,-1,0,1,15.578210830688477
BAAI/bge-m3,en,135,marker_pool,0,1,1,18.041263580322266
BAAI/bge-m3,en,135,marker_pool,1,2,1,5.017281532287598
BAAI/bge-m3,en,135,marker_pool,-2,0,2,16.712656021118164
BAAI/bge-m3,en,135,marker_pool,-1,1,2,14.6543550491333
BAAI/bge-m3,en,135,marker_pool,0,2,2,19.07402801513672
BAAI/bge-m3,en,135,marker_pool,-2,2,4,16.831241607666016
BAAI/bge-m3,en,136,marker_pool,-2,-1,1,7.559478282928467
BAAI/bge-m3,en,136,marker_pool,-1,0,1,16.211700439453125
BAAI/bge-m3,en,136,marker_pool,0,1,1,20.128841400146484
BAAI/bge-m3,en,136,marker_pool,1,2,1,4.301911354064941
BAAI/bge-m3,en,136,marker_pool,-2,0,2,16.803049087524414
BAAI/bge-m3,en,136,marker_pool,-1,1,2,15.670345306396484
BAAI/bge-m3,en,136,marker_pool,0,2,2,20.734983444213867
BAAI/bge-m3,en,136,marker_pool,-2,2,4,17.859193801879883
BAAI/bge-m3,en,137,marker_pool,-2,-1,1,9.651809692382812
BAAI/bge-m3,en,137,marker_pool,-1,0,1,18.49407958984375
BAAI/bge-m3,en,137,marker_pool,0,1,1,21.144960403442383
BAAI/bge-m3,en,137,marker_pool,1,2,1,7.419130325317383
BAAI/bge-m3,en,137,marker_pool,-2,0,2,19.98732185363769
BAAI/bge-m3,en,137,marker_pool,-1,1,2,17.46384620666504
BAAI/bge-m3,en,137,marker_pool,0,2,2,21.97657966613769
BAAI/bge-m3,en,137,marker_pool,-2,2,4,19.99152374267578
BAAI/bge-m3,en,138,marker_pool,-2,-1,1,8.140921592712402
BAAI/bge-m3,en,138,marker_pool,-1,0,1,17.73969268798828
BAAI/bge-m3,en,138,marker_pool,0,1,1,19.76723289489746
BAAI/bge-m3,en,138,marker_pool,1,2,1,5.162846565246582
BAAI/bge-m3,en,138,marker_pool,-2,0,2,18.484596252441406
BAAI/bge-m3,en,138,marker_pool,-1,1,2,15.334837913513184
BAAI/bge-m3,en,138,marker_pool,0,2,2,20.60694694519043
BAAI/bge-m3,en,138,marker_pool,-2,2,4,17.454938888549805
BAAI/bge-m3,en,139,marker_pool,-2,-1,1,8.293334007263184
BAAI/bge-m3,en,139,marker_pool,-1,0,1,17.630592346191406
BAAI/bge-m3,en,139,marker_pool,0,1,1,20.74261474609375
BAAI/bge-m3,en,139,marker_pool,1,2,1,5.242955684661865
BAAI/bge-m3,en,139,marker_pool,-2,0,2,19.144702911376957
BAAI/bge-m3,en,139,marker_pool,-1,1,2,16.351457595825195
BAAI/bge-m3,en,139,marker_pool,0,2,2,21.779979705810547
BAAI/bge-m3,en,139,marker_pool,-2,2,4,18.631750106811523
BAAI/bge-m3,en,140,marker_pool,-2,-1,1,8.828032493591309
BAAI/bge-m3,en,140,marker_pool,-1,0,1,18.0772762298584
BAAI/bge-m3,en,140,marker_pool,0,1,1,19.832115173339844
BAAI/bge-m3,en,140,marker_pool,1,2,1,6.197000503540039
BAAI/bge-m3,en,140,marker_pool,-2,0,2,19.738067626953125
BAAI/bge-m3,en,140,marker_pool,-1,1,2,16.203027725219727
BAAI/bge-m3,en,140,marker_pool,0,2,2,21.32210922241211
BAAI/bge-m3,en,140,marker_pool,-2,2,4,18.632856369018555
BAAI/bge-m3,en,141,marker_pool,-2,-1,1,9.103754997253418
BAAI/bge-m3,en,141,marker_pool,-1,0,1,18.283729553222656
BAAI/bge-m3,en,141,marker_pool,0,1,1,19.832735061645508
BAAI/bge-m3,en,141,marker_pool,1,2,1,7.065675735473633
BAAI/bge-m3,en,141,marker_pool,-2,0,2,19.588565826416016
BAAI/bge-m3,en,141,marker_pool,-1,1,2,15.944768905639648
BAAI/bge-m3,en,141,marker_pool,0,2,2,20.349477767944336
BAAI/bge-m3,en,141,marker_pool,-2,2,4,18.72134017944336
BAAI/bge-m3,en,142,marker_pool,-2,-1,1,8.232906341552734
BAAI/bge-m3,en,142,marker_pool,-1,0,1,15.598803520202637
BAAI/bge-m3,en,142,marker_pool,0,1,1,18.799501419067383
BAAI/bge-m3,en,142,marker_pool,1,2,1,6.572629928588867
BAAI/bge-m3,en,142,marker_pool,-2,0,2,17.24696159362793
BAAI/bge-m3,en,142,marker_pool,-1,1,2,15.203516960144045
BAAI/bge-m3,en,142,marker_pool,0,2,2,18.95161247253418
BAAI/bge-m3,en,142,marker_pool,-2,2,4,17.431217193603516
BAAI/bge-m3,en,143,marker_pool,-2,-1,1,8.94949722290039
BAAI/bge-m3,en,143,marker_pool,-1,0,1,16.07992935180664
BAAI/bge-m3,en,143,marker_pool,0,1,1,20.95942687988281
BAAI/bge-m3,en,143,marker_pool,1,2,1,5.095645427703857
BAAI/bge-m3,en,143,marker_pool,-2,0,2,18.11494255065918
BAAI/bge-m3,en,143,marker_pool,-1,1,2,16.840850830078125
BAAI/bge-m3,en,143,marker_pool,0,2,2,21.45077896118164
BAAI/bge-m3,en,143,marker_pool,-2,2,4,19.237661361694336
BAAI/bge-m3,en,144,marker_pool,-2,-1,1,8.08272933959961
BAAI/bge-m3,en,144,marker_pool,-1,0,1,15.22406768798828
BAAI/bge-m3,en,144,marker_pool,0,1,1,18.923738479614254
BAAI/bge-m3,en,144,marker_pool,1,2,1,5.657670497894287
BAAI/bge-m3,en,144,marker_pool,-2,0,2,16.601226806640625
BAAI/bge-m3,en,144,marker_pool,-1,1,2,15.210009574890137
BAAI/bge-m3,en,144,marker_pool,0,2,2,19.71609306335449
BAAI/bge-m3,en,144,marker_pool,-2,2,4,17.902202606201172
BAAI/bge-m3,en,145,marker_pool,-2,-1,1,9.2997407913208
BAAI/bge-m3,en,145,marker_pool,-1,0,1,17.92411231994629
BAAI/bge-m3,en,145,marker_pool,0,1,1,21.53226089477539
BAAI/bge-m3,en,145,marker_pool,1,2,1,5.199792861938477
BAAI/bge-m3,en,145,marker_pool,-2,0,2,19.07440948486328
BAAI/bge-m3,en,145,marker_pool,-1,1,2,16.046628952026367
BAAI/bge-m3,en,145,marker_pool,0,2,2,22.10747528076172
BAAI/bge-m3,en,145,marker_pool,-2,2,4,18.99199867248535
BAAI/bge-m3,en,146,marker_pool,-2,-1,1,8.215071678161621
BAAI/bge-m3,en,146,marker_pool,-1,0,1,15.300415992736816
BAAI/bge-m3,en,146,marker_pool,0,1,1,19.35322380065918
BAAI/bge-m3,en,146,marker_pool,1,2,1,5.334531307220459
BAAI/bge-m3,en,146,marker_pool,-2,0,2,16.521150588989258
BAAI/bge-m3,en,146,marker_pool,-1,1,2,16.167734146118164
BAAI/bge-m3,en,146,marker_pool,0,2,2,20.2945556640625
BAAI/bge-m3,en,146,marker_pool,-2,2,4,18.42378807067871
BAAI/bge-m3,en,147,marker_pool,-2,-1,1,8.099108695983887
BAAI/bge-m3,en,147,marker_pool,-1,0,1,16.870471954345703
BAAI/bge-m3,en,147,marker_pool,0,1,1,20.449995040893555
BAAI/bge-m3,en,147,marker_pool,1,2,1,4.680986404418945
BAAI/bge-m3,en,147,marker_pool,-2,0,2,18.15865898132324
BAAI/bge-m3,en,147,marker_pool,-1,1,2,16.8348331451416
BAAI/bge-m3,en,147,marker_pool,0,2,2,21.3351993560791
BAAI/bge-m3,en,147,marker_pool,-2,2,4,18.671751022338867
BAAI/bge-m3,en,148,marker_pool,-2,-1,1,7.720368385314941
BAAI/bge-m3,en,148,marker_pool,-1,0,1,16.787906646728516
BAAI/bge-m3,en,148,marker_pool,0,1,1,20.1550407409668
BAAI/bge-m3,en,148,marker_pool,1,2,1,4.590688705444336
BAAI/bge-m3,en,148,marker_pool,-2,0,2,18.056358337402344
BAAI/bge-m3,en,148,marker_pool,-1,1,2,16.246084213256836
BAAI/bge-m3,en,148,marker_pool,0,2,2,21.080101013183597
BAAI/bge-m3,en,148,marker_pool,-2,2,4,18.456865310668945
BAAI/bge-m3,en,149,marker_pool,-2,-1,1,7.680164813995361
BAAI/bge-m3,en,149,marker_pool,-1,0,1,16.701541900634766
BAAI/bge-m3,en,149,marker_pool,0,1,1,20.455780029296875
BAAI/bge-m3,en,149,marker_pool,1,2,1,5.645798206329346
BAAI/bge-m3,en,149,marker_pool,-2,0,2,17.792781829833984
BAAI/bge-m3,en,149,marker_pool,-1,1,2,16.75208282470703
BAAI/bge-m3,en,149,marker_pool,0,2,2,21.250577926635746
BAAI/bge-m3,en,149,marker_pool,-2,2,4,18.965518951416016
BAAI/bge-m3,en,150,marker_pool,-2,-1,1,7.30699872970581
BAAI/bge-m3,en,150,marker_pool,-1,0,1,16.91385269165039
BAAI/bge-m3,en,150,marker_pool,0,1,1,19.526782989501957
BAAI/bge-m3,en,150,marker_pool,1,2,1,3.682307243347168
BAAI/bge-m3,en,150,marker_pool,-2,0,2,17.56928825378418
BAAI/bge-m3,en,150,marker_pool,-1,1,2,14.908374786376951
BAAI/bge-m3,en,150,marker_pool,0,2,2,20.04560089111328
BAAI/bge-m3,en,150,marker_pool,-2,2,4,16.827903747558594
BAAI/bge-m3,en,151,marker_pool,-2,-1,1,7.095964431762695
BAAI/bge-m3,en,151,marker_pool,-1,0,1,15.697689056396484
BAAI/bge-m3,en,151,marker_pool,0,1,1,17.869298934936523
BAAI/bge-m3,en,151,marker_pool,1,2,1,4.303732395172119
BAAI/bge-m3,en,151,marker_pool,-2,0,2,17.211284637451172
BAAI/bge-m3,en,151,marker_pool,-1,1,2,14.551129341125488
BAAI/bge-m3,en,151,marker_pool,0,2,2,18.80073547363281
BAAI/bge-m3,en,151,marker_pool,-2,2,4,16.307140350341797
BAAI/bge-m3,en,152,marker_pool,-2,-1,1,8.790085792541504
BAAI/bge-m3,en,152,marker_pool,-1,0,1,18.15948486328125
BAAI/bge-m3,en,152,marker_pool,0,1,1,20.490562438964844
BAAI/bge-m3,en,152,marker_pool,1,2,1,4.866766929626465
BAAI/bge-m3,en,152,marker_pool,-2,0,2,19.565223693847656
BAAI/bge-m3,en,152,marker_pool,-1,1,2,16.16431999206543
BAAI/bge-m3,en,152,marker_pool,0,2,2,21.48186492919922
BAAI/bge-m3,en,152,marker_pool,-2,2,4,18.8941707611084
BAAI/bge-m3,en,153,marker_pool,-2,-1,1,8.909061431884766
BAAI/bge-m3,en,153,marker_pool,-1,0,1,19.16657829284668
BAAI/bge-m3,en,153,marker_pool,0,1,1,20.921070098876957
BAAI/bge-m3,en,153,marker_pool,1,2,1,4.728645324707031
BAAI/bge-m3,en,153,marker_pool,-2,0,2,20.3690128326416
BAAI/bge-m3,en,153,marker_pool,-1,1,2,16.413166046142578
BAAI/bge-m3,en,153,marker_pool,0,2,2,21.60899543762207
BAAI/bge-m3,en,153,marker_pool,-2,2,4,19.16409111022949
BAAI/bge-m3,en,154,marker_pool,-2,-1,1,7.227866172790527
BAAI/bge-m3,en,154,marker_pool,-1,0,1,16.277816772460938
BAAI/bge-m3,en,154,marker_pool,0,1,1,17.770549774169922
BAAI/bge-m3,en,154,marker_pool,1,2,1,5.221888542175293
BAAI/bge-m3,en,154,marker_pool,-2,0,2,17.18869400024414
BAAI/bge-m3,en,154,marker_pool,-1,1,2,14.985496520996094
BAAI/bge-m3,en,154,marker_pool,0,2,2,18.979345321655277
BAAI/bge-m3,en,154,marker_pool,-2,2,4,17.092132568359375
BAAI/bge-m3,en,155,marker_pool,-2,-1,1,7.703482627868652
BAAI/bge-m3,en,155,marker_pool,-1,0,1,15.727081298828123
BAAI/bge-m3,en,155,marker_pool,0,1,1,20.08590316772461
BAAI/bge-m3,en,155,marker_pool,1,2,1,5.1376543045043945
BAAI/bge-m3,en,155,marker_pool,-2,0,2,16.628463745117188
BAAI/bge-m3,en,155,marker_pool,-1,1,2,16.356239318847656
BAAI/bge-m3,en,155,marker_pool,0,2,2,20.99717712402344
BAAI/bge-m3,en,155,marker_pool,-2,2,4,18.553831100463867
BAAI/bge-m3,en,156,marker_pool,-2,-1,1,7.438070774078369
BAAI/bge-m3,en,156,marker_pool,-1,0,1,16.37689781188965
BAAI/bge-m3,en,156,marker_pool,0,1,1,18.085973739624023
BAAI/bge-m3,en,156,marker_pool,1,2,1,4.260553359985352
BAAI/bge-m3,en,156,marker_pool,-2,0,2,17.204448699951172
BAAI/bge-m3,en,156,marker_pool,-1,1,2,14.277642250061035
BAAI/bge-m3,en,156,marker_pool,0,2,2,18.90238571166992
BAAI/bge-m3,en,156,marker_pool,-2,2,4,16.287918090820312
BAAI/bge-m3,en,157,marker_pool,-2,-1,1,11.31741714477539
BAAI/bge-m3,en,157,marker_pool,-1,0,1,18.261615753173828
BAAI/bge-m3,en,157,marker_pool,0,1,1,21.873401641845703
BAAI/bge-m3,en,157,marker_pool,1,2,1,10.607810974121094
BAAI/bge-m3,en,157,marker_pool,-2,0,2,20.396095275878903
BAAI/bge-m3,en,157,marker_pool,-1,1,2,17.500404357910156
BAAI/bge-m3,en,157,marker_pool,0,2,2,22.950204849243164
BAAI/bge-m3,en,157,marker_pool,-2,2,4,20.412464141845703
BAAI/bge-m3,en,158,marker_pool,-2,-1,1,7.0711588859558105
BAAI/bge-m3,en,158,marker_pool,-1,0,1,15.97770881652832
BAAI/bge-m3,en,158,marker_pool,0,1,1,19.1951961517334
BAAI/bge-m3,en,158,marker_pool,1,2,1,4.591790676116943
BAAI/bge-m3,en,158,marker_pool,-2,0,2,16.739652633666992
BAAI/bge-m3,en,158,marker_pool,-1,1,2,14.833880424499512
BAAI/bge-m3,en,158,marker_pool,0,2,2,19.86100196838379
BAAI/bge-m3,en,158,marker_pool,-2,2,4,16.894489288330078
BAAI/bge-m3,en,159,marker_pool,-2,-1,1,8.067707061767578
BAAI/bge-m3,en,159,marker_pool,-1,0,1,15.86269760131836
BAAI/bge-m3,en,159,marker_pool,0,1,1,18.30314064025879
BAAI/bge-m3,en,159,marker_pool,1,2,1,5.28763484954834
BAAI/bge-m3,en,159,marker_pool,-2,0,2,17.46050453186035
BAAI/bge-m3,en,159,marker_pool,-1,1,2,14.315646171569824
BAAI/bge-m3,en,159,marker_pool,0,2,2,19.162128448486328
BAAI/bge-m3,en,159,marker_pool,-2,2,4,17.126296997070312
BAAI/bge-m3,ru,0,marker_pool,-2,-1,1,12.953010559082031
BAAI/bge-m3,ru,0,marker_pool,-1,0,1,12.972697257995604
BAAI/bge-m3,ru,0,marker_pool,0,1,1,14.571304321289062
BAAI/bge-m3,ru,0,marker_pool,1,2,1,14.438665390014648
BAAI/bge-m3,ru,0,marker_pool,-2,0,2,14.167174339294434
BAAI/bge-m3,ru,0,marker_pool,-1,1,2,13.906731605529783
BAAI/bge-m3,ru,0,marker_pool,0,2,2,14.638290405273438
BAAI/bge-m3,ru,0,marker_pool,-2,2,4,13.94609546661377
BAAI/bge-m3,ru,1,marker_pool,-2,-1,1,11.60232639312744
BAAI/bge-m3,ru,1,marker_pool,-1,0,1,13.314075469970703
BAAI/bge-m3,ru,1,marker_pool,0,1,1,12.128337860107422
BAAI/bge-m3,ru,1,marker_pool,1,2,1,11.75107192993164
BAAI/bge-m3,ru,1,marker_pool,-2,0,2,16.083654403686523
BAAI/bge-m3,ru,1,marker_pool,-1,1,2,11.9220609664917
BAAI/bge-m3,ru,1,marker_pool,0,2,2,14.119303703308104
BAAI/bge-m3,ru,1,marker_pool,-2,2,4,16.318675994873047
BAAI/bge-m3,ru,2,marker_pool,-2,-1,1,10.884917259216309
BAAI/bge-m3,ru,2,marker_pool,-1,0,1,13.42355251312256
BAAI/bge-m3,ru,2,marker_pool,0,1,1,14.491133689880373
BAAI/bge-m3,ru,2,marker_pool,1,2,1,15.498252868652344
BAAI/bge-m3,ru,2,marker_pool,-2,0,2,13.723736763000488
BAAI/bge-m3,ru,2,marker_pool,-1,1,2,13.21392059326172
BAAI/bge-m3,ru,2,marker_pool,0,2,2,16.098464965820312
BAAI/bge-m3,ru,2,marker_pool,-2,2,4,14.37021541595459
BAAI/bge-m3,ru,3,marker_pool,-2,-1,1,10.52732276916504
BAAI/bge-m3,ru,3,marker_pool,-1,0,1,15.39058780670166
BAAI/bge-m3,ru,3,marker_pool,0,1,1,12.334327697753906
BAAI/bge-m3,ru,3,marker_pool,1,2,1,9.614766120910645
BAAI/bge-m3,ru,3,marker_pool,-2,0,2,17.855249404907227
BAAI/bge-m3,ru,3,marker_pool,-1,1,2,14.146008491516112
BAAI/bge-m3,ru,3,marker_pool,0,2,2,13.5746431350708
BAAI/bge-m3,ru,3,marker_pool,-2,2,4,17.81923484802246
BAAI/bge-m3,ru,4,marker_pool,-2,-1,1,12.35817527770996
BAAI/bge-m3,ru,4,marker_pool,-1,0,1,14.46927547454834
BAAI/bge-m3,ru,4,marker_pool,0,1,1,9.542741775512695
BAAI/bge-m3,ru,4,marker_pool,1,2,1,15.34667682647705
BAAI/bge-m3,ru,4,marker_pool,-2,0,2,16.561853408813477
BAAI/bge-m3,ru,4,marker_pool,-1,1,2,13.688825607299805
BAAI/bge-m3,ru,4,marker_pool,0,2,2,16.801895141601562
BAAI/bge-m3,ru,4,marker_pool,-2,2,4,20.0339298248291
BAAI/bge-m3,ru,5,marker_pool,-2,-1,1,13.823193550109863
BAAI/bge-m3,ru,5,marker_pool,-1,0,1,14.913817405700684
BAAI/bge-m3,ru,5,marker_pool,0,1,1,14.376761436462402
BAAI/bge-m3,ru,5,marker_pool,1,2,1,10.184033393859863
BAAI/bge-m3,ru,5,marker_pool,-2,0,2,17.88836669921875
BAAI/bge-m3,ru,5,marker_pool,-1,1,2,14.975907325744627
BAAI/bge-m3,ru,5,marker_pool,0,2,2,15.366804122924805
