model,language,template_id,representation,cv_adjacent_norm,cos_step_12,cos_step_23,cos_step_34
xlm-roberta-base,en,0,mean_pool,0.3938409090042114,0.1373957097530365,-0.8218410611152649,0.18288640677928925
xlm-roberta-base,en,1,mean_pool,0.4933105409145355,-0.0876704752445221,-0.8674769401550293,-0.10923486948013306
xlm-roberta-base,en,2,mean_pool,0.31409215927124023,-0.01875675655901432,-0.8087925314903259,0.27049505710601807
xlm-roberta-base,en,3,mean_pool,0.3799894452095032,0.10339842736721039,-0.8082507252693176,-0.11234763264656067
xlm-roberta-base,en,4,mean_pool,0.44387486577033997,0.29007020592689514,-0.8477110266685486,-0.02609059028327465
xlm-roberta-base,en,5,mean_pool,0.44211941957473755,0.26796773076057434,-0.9070882797241211,-0.4227416217327118
xlm-roberta-base,en,6,mean_pool,0.4320862889289856,0.02416466362774372,-0.8682068586349487,0.2531464099884033
xlm-roberta-base,en,7,mean_pool,0.41062596440315247,0.026084771379828453,-0.831620991230011,-0.038428645581007004
xlm-roberta-base,en,8,mean_pool,0.42983055114746094,0.35633453726768494,-0.8732292056083679,0.07952775061130524
xlm-roberta-base,en,9,mean_pool,0.4840981960296631,0.16630783677101135,-0.8937662839889526,-0.004971874412149191
xlm-roberta-base,en,10,mean_pool,0.40541574358940125,-0.03611622750759125,-0.7325276136398315,-0.18753738701343536
xlm-roberta-base,en,11,mean_pool,0.3934136629104614,0.3062012195587158,-0.8701910376548767,0.19640059769153595
xlm-roberta-base,en,12,mean_pool,0.42924419045448303,0.24772892892360687,-0.8761744499206543,-0.4839989244937897
xlm-roberta-base,en,13,mean_pool,0.39736396074295044,-0.014243684709072113,-0.8276212811470032,-0.34125539660453796
xlm-roberta-base,en,14,mean_pool,0.3976186215877533,0.2664572298526764,-0.8961511254310608,0.35949522256851196
xlm-roberta-base,en,15,mean_pool,0.36393335461616516,0.003206564113497734,-0.7454497218132019,0.17466285824775696
xlm-roberta-base,en,16,mean_pool,0.5025680661201477,0.04993056505918503,-0.8764379024505615,0.06484118849039078
xlm-roberta-base,en,17,mean_pool,0.5368791818618774,0.028138896450400352,-0.9108867645263672,-0.08678675442934036
xlm-roberta-base,en,18,mean_pool,0.4745432436466217,0.03285474330186844,-0.8446576595306396,-0.2649679481983185
xlm-roberta-base,en,19,mean_pool,0.40168318152427673,0.025522954761981964,-0.8407324552536011,-0.14031380414962769
xlm-roberta-base,en,20,mean_pool,0.46283644437789917,0.11000735312700272,-0.8361491560935974,0.033550214022397995
xlm-roberta-base,en,21,mean_pool,0.5070414543151855,0.2598426938056946,-0.9155147075653076,0.35991358757019043
xlm-roberta-base,en,22,mean_pool,0.35984188318252563,-0.24302388727664948,-0.7364331483840942,-0.015382632613182068
xlm-roberta-base,en,23,mean_pool,0.4517992436885834,0.2624901235103607,-0.8557183742523193,0.13586580753326416
xlm-roberta-base,en,24,mean_pool,0.3550032377243042,0.10085429251194,-0.8888692855834961,0.0002688014938030392
xlm-roberta-base,en,25,mean_pool,0.4705184996128082,0.07162690162658691,-0.9087023138999939,-0.2047709822654724
xlm-roberta-base,en,26,mean_pool,0.46222394704818726,-0.04433771222829819,-0.877862274646759,-0.145887553691864
xlm-roberta-base,en,27,mean_pool,0.44936132431030273,0.0577152818441391,-0.8139969706535339,-0.148543581366539
xlm-roberta-base,en,28,mean_pool,0.3588220477104187,-0.08920173346996307,-0.7743061780929565,0.06409643590450287
xlm-roberta-base,en,29,mean_pool,0.45433056354522705,0.11591801792383194,-0.9140175580978394,-0.18880093097686768
xlm-roberta-base,en,30,mean_pool,0.4939747452735901,0.055959947407245636,-0.9048138856887817,-0.04795105382800102
xlm-roberta-base,en,31,mean_pool,0.5129305124282837,-0.056671131402254105,-0.9286426901817322,0.36252984404563904
xlm-roberta-base,en,32,mean_pool,0.4719962179660797,-0.1221749559044838,-0.8966636061668396,-0.416842520236969
xlm-roberta-base,en,33,mean_pool,0.45770883560180664,0.04660089686512947,-0.8759959936141968,-0.07800088077783585
xlm-roberta-base,en,34,mean_pool,0.47596636414527893,0.18521344661712646,-0.9178867936134338,-0.033703651279211044
xlm-roberta-base,en,35,mean_pool,0.438834547996521,0.2929918169975281,-0.8710331320762634,-0.2477615475654602
xlm-roberta-base,en,36,mean_pool,0.4396447241306305,0.06576131284236908,-0.857451319694519,-0.07805965840816498
xlm-roberta-base,en,37,mean_pool,0.4111727476119995,0.29886022210121155,-0.8703635334968567,-0.37633389234542847
xlm-roberta-base,en,38,mean_pool,0.4752553105354309,-0.07713273912668228,-0.8754842877388,-0.28292959928512573
xlm-roberta-base,en,39,mean_pool,0.45206281542778015,-0.03550541400909424,-0.849918782711029,-0.15375499427318573
