model,language,template_id,representation,row_cosine,norm_ratio_pos_over_neg
xlm-roberta-base,en,0,mean_pool,0.9074130654335022,0.9619459509849548
xlm-roberta-base,en,1,mean_pool,0.8940948843955994,0.8869588971138
xlm-roberta-base,en,2,mean_pool,0.8713470101356506,1.011237621307373
xlm-roberta-base,en,3,mean_pool,0.8738756775856018,0.9297952055931091
xlm-roberta-base,en,4,mean_pool,0.9140133857727051,0.8587785363197327
xlm-roberta-base,en,5,mean_pool,0.9106723070144653,0.8237526416778564
xlm-roberta-base,en,6,mean_pool,0.905025839805603,0.9929338693618774
xlm-roberta-base,en,7,mean_pool,0.9194983243942261,0.9705828428268433
xlm-roberta-base,en,8,mean_pool,0.9256402850151062,0.921491265296936
xlm-roberta-base,en,9,mean_pool,0.922178328037262,0.9436590075492859
xlm-roberta-base,en,10,mean_pool,0.8617357015609741,0.9450085163116455
xlm-roberta-base,en,11,mean_pool,0.8965073227882385,0.9547198414802551
xlm-roberta-base,en,12,mean_pool,0.9332645535469055,0.8507860898971558
xlm-roberta-base,en,13,mean_pool,0.8906916379928589,0.9464384913444519
xlm-roberta-base,en,14,mean_pool,0.9332522749900818,0.9627858400344849
xlm-roberta-base,en,15,mean_pool,0.90609210729599,1.0077391862869263
xlm-roberta-base,en,16,mean_pool,0.9324930906295776,0.9647924304008484
xlm-roberta-base,en,17,mean_pool,0.9281610250473022,0.9297652244567871
xlm-roberta-base,en,18,mean_pool,0.9216921329498291,0.9305713772773743
xlm-roberta-base,en,19,mean_pool,0.8826109170913696,0.9579397439956665
xlm-roberta-base,en,20,mean_pool,0.9116291999816895,1.0217278003692627
xlm-roberta-base,en,21,mean_pool,0.942340612411499,0.9946206212043762
xlm-roberta-base,en,22,mean_pool,0.8446622490882874,0.9539681077003479
xlm-roberta-base,en,23,mean_pool,0.9271587133407593,0.9394575357437134
xlm-roberta-base,en,24,mean_pool,0.8892356753349304,0.9376606345176697
xlm-roberta-base,en,25,mean_pool,0.883993923664093,0.8464983105659485
xlm-roberta-base,en,26,mean_pool,0.9027615785598755,0.962663471698761
xlm-roberta-base,en,27,mean_pool,0.9010362029075623,0.9693050980567932
xlm-roberta-base,en,28,mean_pool,0.8506718277931213,0.9260514974594116
xlm-roberta-base,en,29,mean_pool,0.9119582176208496,0.9641129970550537
xlm-roberta-base,en,30,mean_pool,0.8937721252441406,0.8868216276168823
xlm-roberta-base,en,31,mean_pool,0.9394911527633667,1.0312182903289795
xlm-roberta-base,en,32,mean_pool,0.8938489556312561,0.9030898809432983
xlm-roberta-base,en,33,mean_pool,0.9217187762260437,0.9144620299339294
