ridge_alpha,method,mean_closure_residual_ratio,mean_givens_spectral_matched_null,mean_p_below_givens_spectral_matched,cells
100.0,affine,0.8550426872191578,0.9998546821446911,0.0033310481815464954,378
100.0,linear,0.88166968689113,0.999848638312221,0.0034716729068888282,378
