model,template_id,triple,a,b,c,jacobi_norm,relative_jacobi_norm,null_mean_relative_jacobi_norm,null_std_relative_jacobi_norm,jacobi_to_null_mean_ratio,null_percentile_smaller_is_better
distilroberta-base,0,NQM,N,Q,M,2.2666964530944824,0.28365522623062134,0.2661122464537621,0.05862928617929783,1.0659232335586686,0.795
distilroberta-base,0,NQT,N,Q,T,2.240492820739746,0.28030964732170105,0.26557875725626945,0.05678961352012444,1.0554671247676697,0.62
distilroberta-base,0,NMT,N,M,T,2.802170991897583,0.34056317806243896,0.3074941385984421,0.08614414343709623,1.1075436416889701,0.695
distilroberta-base,0,QMT,Q,M,T,1.4466160535812378,0.189238041639328,0.3021326393187046,0.06844164263800788,0.6263409410695411,0.098
distilroberta-base,1,NQM,N,Q,M,1.9796390533447266,0.2733985185623169,0.26091203778982164,0.05068998715221941,1.0478570512775878,0.792
distilroberta-base,1,NQT,N,Q,T,2.038862466812134,0.2770442068576813,0.2512073987722397,0.05998386392068878,1.1028505060384945,0.612
distilroberta-base,1,NMT,N,M,T,2.64929461479187,0.36192479729652405,0.30292160546779634,0.07504511966408145,1.1947804011417917,0.808
distilroberta-base,1,QMT,Q,M,T,1.2348365783691406,0.17529912292957306,0.29231076411902907,0.07298886903075232,0.5997012236524807,0.097
distilroberta-base,2,NQM,N,Q,M,2.172056198120117,0.279238224029541,0.26687563313543794,0.056756826607362566,1.0463234156967145,0.795
distilroberta-base,2,NQT,N,Q,T,2.090982437133789,0.26324525475502014,0.2492139903753996,0.05446530492083958,1.0563020734005681,0.613
distilroberta-base,2,NMT,N,M,T,2.796854019165039,0.35892486572265625,0.3093035258501768,0.08031119926406587,1.1604292732678227,0.698
distilroberta-base,2,QMT,Q,M,T,1.4970462322235107,0.2002939134836197,0.28829662322998045,0.06625033379880203,0.6947494259172996,0.113
distilroberta-base,3,NQM,N,Q,M,2.4619672298431396,0.3265833854675293,0.28242520441114904,0.05798847188602982,1.1563535419839488,0.909
distilroberta-base,3,NQT,N,Q,T,2.3630549907684326,0.30256393551826477,0.274067310154438,0.06732443308188295,1.1039767396799889,0.572
distilroberta-base,3,NMT,N,M,T,2.950284957885742,0.3892360031604767,0.3445788812041283,0.095609797992355,1.129599126328244,0.675
distilroberta-base,3,QMT,Q,M,T,1.4110405445098877,0.19331881403923035,0.3144974294602871,0.06983994421450541,0.6146912372872887,0.107
distilroberta-base,4,NQM,N,Q,M,2.3350069522857666,0.283555269241333,0.25579493133723735,0.053271332132045844,1.1085257544309517,0.809
distilroberta-base,4,NQT,N,Q,T,2.323798656463623,0.2860592305660248,0.26095772738754747,0.059445656051778435,1.096189920983267,0.706
distilroberta-base,4,NMT,N,M,T,2.715245008468628,0.33894282579421997,0.3048928740769625,0.07949916858450289,1.1116784110459426,0.699
distilroberta-base,4,QMT,Q,M,T,1.445099949836731,0.18200698494911194,0.28723705391585824,0.06621987534449221,0.6336473044379383,0.101
distilroberta-base,5,NQM,N,Q,M,2.0776655673980713,0.25379201769828796,0.2522208317369223,0.05677777981473786,1.006229405991327,0.591
distilroberta-base,5,NQT,N,Q,T,2.1131577491760254,0.26066532731056213,0.24871616142988204,0.05419228547835689,1.0480433833126712,0.585
distilroberta-base,5,NMT,N,M,T,2.6693227291107178,0.3336022198200226,0.29999269723892213,0.07691465561441257,1.1120344691364967,0.709
distilroberta-base,5,QMT,Q,M,T,1.4104905128479004,0.18168973922729492,0.2855133893340826,0.06905691356129454,0.6363615368456897,0.089
distilroberta-base,6,NQM,N,Q,M,2.3730766773223877,0.3065342307090759,0.26838187089562415,0.05373971915475615,1.1421569932610962,0.813
distilroberta-base,6,NQT,N,Q,T,2.2215709686279297,0.2857048213481903,0.26403721602261065,0.0646000387729702,1.082062694232627,0.607
distilroberta-base,6,NMT,N,M,T,2.925671100616455,0.3738313913345337,0.3188928048908711,0.08571497230096169,1.172279165913734,0.706
distilroberta-base,6,QMT,Q,M,T,1.4152518510818481,0.18879365921020508,0.29444229252636434,0.06833609251715612,0.6411906984885989,0.104
distilroberta-base,7,NQM,N,Q,M,2.1417429447174072,0.2678522765636444,0.2539154680222273,0.05358945764009709,1.0548875917206517,0.811
distilroberta-base,7,NQT,N,Q,T,2.12427020072937,0.2604215741157532,0.2446087849587202,0.05552982152266704,1.0646452217921645,0.583
distilroberta-base,7,NMT,N,M,T,2.883988857269287,0.35997408628463745,0.30207629916071893,0.07659018216948592,1.19166610317853,0.715
distilroberta-base,7,QMT,Q,M,T,1.4974285364151,0.19570660591125488,0.28462934377789495,0.06081679800558766,0.6875840815038495,0.097
distilroberta-base,8,NQM,N,Q,M,2.2377374172210693,0.3180777132511139,0.28219175881147385,0.061254449889682254,1.1271686834146264,0.802
distilroberta-base,8,NQT,N,Q,T,2.0808770656585693,0.298745721578598,0.2794985329508781,0.06629649301100812,1.0688632903487683,0.596
distilroberta-base,8,NMT,N,M,T,2.8050472736358643,0.39630576968193054,0.3353318828642368,0.08693223064518839,1.1818314628949194,0.67
distilroberta-base,8,QMT,Q,M,T,1.4038103818893433,0.20989546179771423,0.3139370883703232,0.06909783293996616,0.6685908405618229,0.082
distilroberta-base,9,NQM,N,Q,M,2.095689058303833,0.2557696998119354,0.24826698695123195,0.05462254676973766,1.0302203404158081,0.699
distilroberta-base,9,NQT,N,Q,T,2.1398725509643555,0.2618388831615448,0.24666564518213271,0.05665911473285837,1.061513381675616,0.586
