model,language,pair,mean_relative_commutator_norm,std_relative_commutator_norm,mean_noncommutativity,n
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ar,MT_vs_TM,0.23182569987451038,0.05989895690206501,0.02485437939564387,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ar,NM_vs_MN,0.3097651097923517,0.0776107446542159,0.04217019056280454,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ar,NQ_vs_QN,0.9040057901293039,0.09526899676800908,0.4095884632940094,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ar,NT_vs_TN,1.018550547460715,0.1311538947763537,0.5135319815017283,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ar,QM_vs_MQ,0.602862344433864,0.08058201936697854,0.18029729090631008,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ar,QT_vs_TQ,0.8211044377336899,0.07406571718510649,0.3331080675125122,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,de,MT_vs_TM,0.2694085744442418,0.21961518366670002,0.056931743398308754,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,de,NM_vs_MN,0.1565443758154288,0.11309627762060653,0.018200210606058437,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,de,NQ_vs_QN,0.5580525854602456,0.09081999777803727,0.15291973079244295,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,de,NT_vs_TN,0.5806524663542708,0.10252398801982525,0.16681455944975218,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,de,QM_vs_MQ,0.5578900718440613,0.11215955806934665,0.1592349528024594,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,de,QT_vs_TQ,0.6044360992188255,0.11028223202846528,0.18292859196662903,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,en,MT_vs_TM,0.1456402849095563,0.04736146265196589,0.010532073676586151,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,en,NM_vs_MN,0.08663821837399155,0.036971483278328984,0.004359041651089986,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,en,NQ_vs_QN,0.5088868454719583,0.04642787587272642,0.11799364288647969,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,en,NT_vs_TN,0.3956785714253783,0.05295972006775768,0.07848642393946648,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,en,QM_vs_MQ,0.37284155531475943,0.052577185020812114,0.06994766493638356,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,en,QT_vs_TQ,0.5492159075414141,0.06760919403783619,0.15256395687659582,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,es,MT_vs_TM,0.34426360748087365,0.17787327252402968,0.07124964520335197,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,es,NM_vs_MN,0.1938712392002344,0.09575509927960812,0.020899798721075058,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,es,NQ_vs_QN,0.6502533570552865,0.15803855173627954,0.21937978516022363,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,es,NT_vs_TN,0.6018761570254961,0.18077282351606286,0.16947533035029969,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,es,QM_vs_MQ,0.5744022987782955,0.14760300708117421,0.168837267284592,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,es,QT_vs_TQ,0.6274550718565782,0.13731674059084198,0.2036814040814837,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,fr,MT_vs_TM,0.2892247765169789,0.17589899532331824,0.05198503161470095,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,fr,NM_vs_MN,0.12866627459879965,0.040836916969567455,0.008466713751355806,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,fr,NQ_vs_QN,0.5939200402547916,0.10476970934410725,0.16241919497648874,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,fr,NT_vs_TN,0.5812408641601602,0.13108498203918928,0.1547941236446301,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,fr,QM_vs_MQ,0.4711888280386726,0.09951504233674566,0.11473526433110237,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,fr,QT_vs_TQ,0.6783474416782459,0.14829121804222692,0.23996068723499775,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ru,MT_vs_TM,0.4513443857431412,0.149259341510559,0.10611549268166225,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ru,NM_vs_MN,0.42555053252726793,0.21769678772879328,0.10007266234606504,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ru,NQ_vs_QN,1.0810438456634681,0.19092614214258857,0.5790738025098108,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ru,NT_vs_TN,1.177756393328309,0.2005841614281274,0.6236436986364424,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ru,QM_vs_MQ,0.8914631865918636,0.1990815966573108,0.3959595176856965,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ru,QT_vs_TQ,0.7401729154710969,0.12672629180967823,0.27346613133947056,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,zh,MT_vs_TM,0.0,0.0,2.2972623507181804e-08,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,zh,NM_vs_MN,0.0,0.0,-1.241763432820638e-09,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,zh,NQ_vs_QN,0.5197471817955375,0.06175545620747667,0.13542300338546434,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,zh,NT_vs_TN,0.2837712368927896,0.05011640249372867,0.04025171076258024,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,zh,QM_vs_MQ,0.45544142586489517,0.0778814603637331,0.10210713309546311,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,zh,QT_vs_TQ,0.5849626294026772,0.10225134210219823,0.17445439721147218,96
