pair,mean_relative_commutator_norm,std_relative_commutator_norm,min_relative_commutator_norm,max_relative_commutator_norm,n_cells
MT_vs_TM,0.2250202773051767,0.12014663119978253,0.0,0.4747502316410343,49
NM_vs_MN,0.20307913129487182,0.12188493608394979,0.0,0.4603729319448272,49
NQ_vs_QN,0.7939200718335959,0.16883374672241755,0.5088868454719583,1.234633881598711,49
NT_vs_TN,0.7882532822633428,0.23359039694117634,0.2837712368927896,1.2479834916690986,49
QM_vs_MQ,0.6305672777880008,0.15696572151390947,0.338817068375647,1.1183763816952703,49
QT_vs_TQ,0.6910968987828716,0.17522552854104348,0.4141209227964282,1.2659593913704157,49
