model,language,triple,mean_relative_signed_permutation_norm,mean_ratio_to_null_mean,mean_null_percentile,max_p_smaller_or_equal_null,n
bert-base-multilingual-cased,ar,NMT,0.49479621431479853,0.7908830321795879,28.74,0.8956208758248351,96
bert-base-multilingual-cased,ar,NQM,0.38693946320563555,0.5602807544433496,21.188958333333336,0.5970805838832234,96
bert-base-multilingual-cased,ar,NQT,0.4804659743482868,0.7205854634215386,30.361041666666665,0.6222755448910218,96
bert-base-multilingual-cased,ar,QMT,0.512689092506965,0.7423199621611101,31.101145833333334,0.6184763047390522,96
bert-base-multilingual-cased,de,NMT,0.6853573427846035,0.7089233382686385,21.944791666666664,0.5930813837232554,96
bert-base-multilingual-cased,de,NQM,0.4654895768811305,0.5538263705825246,20.861770833333335,0.6082783443311338,96
bert-base-multilingual-cased,de,NQT,0.5201018936932087,0.6773164035894035,28.510416666666668,0.615876824635073,96
bert-base-multilingual-cased,de,QMT,0.44818344060331583,0.5976757871205083,29.589270833333334,0.6140771845630874,96
bert-base-multilingual-cased,en,NMT,0.7268471180771788,0.7303617285927132,24.406770833333336,0.5146970605878824,96
bert-base-multilingual-cased,en,NQM,0.4198112891366084,0.4895471887866645,20.958333333333332,0.4169166166766647,96
bert-base-multilingual-cased,en,NQT,0.4829683828478058,0.6716397348583016,28.018958333333334,0.620875824835033,96
bert-base-multilingual-cased,en,QMT,0.4647929926092426,0.6707261748556511,29.2090625,0.6152769446110777,96
bert-base-multilingual-cased,es,NMT,0.6063825680563847,0.6951763961857972,19.550833333333333,0.41871625674865026,96
bert-base-multilingual-cased,es,NQM,0.5829532674203316,0.6097249321862285,21.53197916666667,0.6010797840431914,96
bert-base-multilingual-cased,es,NQT,0.5785282713671526,0.669478521938852,31.711458333333336,0.6166766646670666,96
bert-base-multilingual-cased,es,QMT,0.5550775313749909,0.6465025460250143,30.298333333333332,0.6196760647870426,96
bert-base-multilingual-cased,fr,NMT,0.782031949609518,0.7443003072967905,20.68854166666667,0.495500899820036,96
bert-base-multilingual-cased,fr,NQM,0.4276622983937462,0.5086755631636332,19.093645833333333,0.6048790241951609,96
bert-base-multilingual-cased,fr,NQT,0.5378187075257301,0.6621710010732955,32.329166666666666,0.619876024795041,96
bert-base-multilingual-cased,fr,QMT,0.4447226282209158,0.6313729178537666,29.8309375,0.6152769446110777,96
bert-base-multilingual-cased,ru,NMT,0.7997228627403578,0.8003182047095904,28.536562500000002,0.7084583083383323,96
bert-base-multilingual-cased,ru,NQM,0.4277312586394449,0.4826302205027591,20.964270833333334,0.6012797440511898,96
bert-base-multilingual-cased,ru,NQT,0.5400103364760677,0.7115368551252002,31.2071875,0.6144771045790842,96
bert-base-multilingual-cased,ru,QMT,0.42530588153749704,0.7166595970494108,30.67385416666667,0.6114777044591082,96
bert-base-multilingual-cased,zh,NMT,0.5810851768280069,0.8335816402554704,45.166979166666664,0.9098180363927214,96
bert-base-multilingual-cased,zh,NQM,0.4647174831479788,0.6124004286981566,29.704791666666665,0.612877424515097,96
bert-base-multilingual-cased,zh,NQT,0.4555290195470055,0.6691933018746822,29.977083333333336,0.6124775044991002,96
bert-base-multilingual-cased,zh,QMT,0.30234456434845924,0.5465555152015117,31.7053125,0.6160767846430714,96
