model,language,template_id,pair,relative_commutator_norm,commutator_norm,cosine_ab_ba,noncommutativity
BAAI/bge-m3,en,0,NQ_vs_QN,1.015740156173706,9.221200942993164,0.5050873160362244,0.4949126839637756
BAAI/bge-m3,en,0,NM_vs_MN,0.1222177967429161,1.3574392795562744,0.992545485496521,0.007454514503479
BAAI/bge-m3,en,0,NT_vs_TN,0.4230809509754181,4.381295204162598,0.910503625869751,0.089496374130249
BAAI/bge-m3,en,0,QM_vs_MQ,0.5428439974784851,4.310031414031982,0.8542981743812561,0.1457018256187439
BAAI/bge-m3,en,0,QT_vs_TQ,0.723881185054779,5.356458187103272,0.7430189847946167,0.2569810152053833
BAAI/bge-m3,en,0,MT_vs_TM,0.2036609053611755,1.3518184423446655,0.9793047904968262,0.0206952095031738
BAAI/bge-m3,en,1,NQ_vs_QN,0.8347533941268921,9.627490997314451,0.6682237982749939,0.3317762017250061
BAAI/bge-m3,en,1,NM_vs_MN,0.0880917310714721,1.260637879371643,0.996259331703186,0.0037406682968139
BAAI/bge-m3,en,1,NT_vs_TN,0.6720046401023865,8.314599990844727,0.7859518527984619,0.214048147201538
BAAI/bge-m3,en,1,QM_vs_MQ,0.4821586906909942,4.313675403594971,0.8852499723434448,0.1147500276565551
BAAI/bge-m3,en,1,QT_vs_TQ,0.6345606446266174,5.471151351928711,0.798835039138794,0.201164960861206
BAAI/bge-m3,en,1,MT_vs_TM,0.1423606276512146,1.0575765371322632,0.9898675680160522,0.0101324319839477
BAAI/bge-m3,en,2,NQ_vs_QN,0.8014093041419983,8.536916732788086,0.6996033191680908,0.3003966808319092
BAAI/bge-m3,en,2,NM_vs_MN,0.1313629746437072,1.8093359470367432,0.991541028022766,0.0084589719772338
BAAI/bge-m3,en,2,NT_vs_TN,0.6162111759185791,8.011134147644043,0.8281441330909729,0.1718558669090271
BAAI/bge-m3,en,2,QM_vs_MQ,0.442343145608902,3.755876302719116,0.902168035507202,0.0978319644927978
BAAI/bge-m3,en,2,QT_vs_TQ,0.7280071377754211,5.471174240112305,0.7350044250488281,0.2649955749511719
BAAI/bge-m3,en,2,MT_vs_TM,0.1368799954652786,1.2273818254470823,0.9906684160232544,0.0093315839767456
BAAI/bge-m3,en,3,NQ_vs_QN,0.9766837358474731,8.973400115966797,0.5330516695976257,0.4669483304023742
BAAI/bge-m3,en,3,NM_vs_MN,0.086742416024208,0.9614935517311096,0.9962667226791382,0.0037332773208618
BAAI/bge-m3,en,3,NT_vs_TN,0.5237146615982056,6.125618934631348,0.8808265924453735,0.1191734075546264
BAAI/bge-m3,en,3,QM_vs_MQ,0.5850991010665894,4.014133453369141,0.8534502387046814,0.1465497612953186
