model,language,triple,mean_relative_signed_permutation_norm,mean_ratio_to_null_mean,mean_null_percentile,max_p_smaller_or_equal_null,n
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ar,NMT,0.7469877395778894,0.724050881567618,23.0603125,0.7084583083383323,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ar,NQM,0.393652666049699,0.42897240668751796,29.5059375,0.6160767846430714,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ar,NQT,0.46880842962612707,0.5192784117743922,29.13479166666667,0.6222755448910218,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ar,QMT,0.402291975915432,0.5362147573297652,31.75,0.6184763047390522,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,de,NMT,0.5918490849435329,0.8146858639032573,33.46927083333333,0.8948210357928414,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,de,NQM,0.6368484599515796,0.7174314667327382,23.300520833333334,0.608878224355129,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,de,NQT,0.7654133550822735,0.8079023270062834,32.58239583333333,0.9030193961207759,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,de,QMT,0.5541099322338899,0.6872121871617353,31.046458333333334,0.6136772645470906,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,en,NMT,0.3606952742363016,0.7570307505448025,24.780729166666664,0.6984603079384123,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,en,NQM,0.42918130351851386,0.6394522421109278,22.85666666666667,0.6090781843631273,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,en,NQT,0.519250770409902,0.7842534363475796,31.986875,0.620875824835033,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,en,QMT,0.4443628139172991,0.73325345885118,31.3309375,0.6104779044191162,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,es,NMT,0.6199121885001659,0.8193813264630295,35.94322916666667,0.8994201159768046,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,es,NQM,0.5813473956659436,0.644537813424237,22.802916666666665,0.609878024395121,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,es,NQT,0.5403020149096847,0.7285892408820326,30.52145833333333,0.9042191561687662,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,es,QMT,0.45715310983359814,0.6704442821735975,29.3425,0.6196760647870426,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,fr,NMT,0.48944667478402454,0.7891522621202661,30.427395833333335,0.7138572285542891,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,fr,NQM,0.5692498506978154,0.6997970013591795,27.703437500000003,0.6162767446510697,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,fr,NQT,0.6772601502016187,0.8049508885624012,27.671145833333338,0.619876024795041,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,fr,QMT,0.4648038755791883,0.7372863537440257,30.264375,0.6152769446110777,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ru,NMT,1.0242144856601954,0.7414051589264575,27.698333333333334,0.9090181963607279,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ru,NQM,0.5786306650067369,0.47061129708936744,21.905,0.6068786242751449,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ru,NQT,0.6696221667031447,0.7143182544404785,30.169270833333332,0.8976204759048191,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ru,QMT,0.47857016542305547,0.6033518081643585,29.342083333333335,0.611877624475105,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,zh,NMT,0.2925195184070617,0.8335816486620858,47.7521875,0.9098180363927214,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,zh,NQM,0.4301826534792781,0.626390365889993,30.0290625,0.612877424515097,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,zh,NQT,0.4363436649243037,0.6909102125906575,31.722916666666666,0.617876424715057,96
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,zh,QMT,0.2889785417355597,0.5211908092820937,31.946145833333333,0.613877224555089,96
