model,language,template_id,triple,relative_signed_permutation_norm,null_mean,null_std,ratio_to_null_mean,null_percentile_smaller_is_better,p_smaller_or_equal_null
BAAI/bge-m3,en,0,NQM,0.5915107727050781,1.0964626951098442,0.6480308371489517,0.5394718628756273,19.580000000000002,0.39172165566886624
BAAI/bge-m3,en,0,NQT,0.7562903165817261,1.006795174908638,0.4610287128994544,0.7511858771567959,29.91,0.5982803439312138
BAAI/bge-m3,en,0,NMT,0.34286966919898987,0.5268072729885578,0.2570669818033108,0.6508446006321293,19.97,0.39952009598080385
BAAI/bge-m3,en,0,QMT,0.5492286682128906,0.7530713832259178,0.29323037983827294,0.7293182033546949,29.82,0.5964807038592281
BAAI/bge-m3,en,1,NQM,0.5799659490585327,0.960625208222866,0.5196225894233002,0.603738007386723,20.13,0.40271945610877824
BAAI/bge-m3,en,1,NQT,0.6039198637008667,0.8279042323589325,0.3979569733533931,0.729456185988323,30.03,0.6006798640271945
BAAI/bge-m3,en,1,NMT,0.663978099822998,0.76389199488163,0.3483354329674797,0.8692041601051423,59.300000000000004,0.6918616276744651
BAAI/bge-m3,en,1,QMT,0.43361085653305054,0.6138991074085236,0.23624542661967216,0.7063226697995421,20.5,0.41011797640471903
BAAI/bge-m3,en,2,NQM,0.5775823593139648,0.9135378491997719,0.46228779280862503,0.6322478699916759,15.08,0.3017396520695861
BAAI/bge-m3,en,2,NQT,0.6732804775238037,0.8941789077162743,0.41313758083402097,0.7529594712120907,19.67,0.3935212957408518
BAAI/bge-m3,en,2,NMT,0.5437217354774475,0.7010844942331315,0.31757032055143786,0.775543803848368,20.01,0.4003199360127974
BAAI/bge-m3,en,2,QMT,0.6588383913040161,0.8048158846855163,0.27310838608542953,0.8186200146392987,29.64,0.592881423715257
BAAI/bge-m3,en,3,NQM,0.6039319038391113,1.0853488493800163,0.6194845955497603,0.5564403594139697,19.52,0.3905218956208758
BAAI/bge-m3,en,3,NQT,0.7280274033546448,0.9886534843564033,0.46209749869141203,0.7363827821108039,29.97,0.5994801039792041
BAAI/bge-m3,en,3,NMT,0.4840507209300995,0.5896733855307102,0.2887601505335839,0.8208793762900279,55.13,0.6004799040191962
BAAI/bge-m3,en,3,QMT,0.6908416152000427,0.9152632650732994,0.3368046830824589,0.7548009862975998,44.67,0.5956808638272345
BAAI/bge-m3,en,4,NQM,0.6988610625267029,1.0578105861902236,0.5271413685575719,0.660667487780622,24.96,0.40351929614077187
BAAI/bge-m3,en,4,NQT,0.7316804528236389,0.9183295760393143,0.39658374244567723,0.796751484340213,14.9,0.2981403719256149
BAAI/bge-m3,en,4,NMT,0.44451168179512024,0.5594527478277683,0.26421797338851183,0.7945473206097683,4.95,0.09918016396720655
BAAI/bge-m3,en,4,QMT,0.68525230884552,0.8403929923892021,0.2920127677624831,0.81539507712524,29.82,0.5964807038592281
BAAI/bge-m3,en,5,NQM,0.565645158290863,1.0534898775815964,0.6284243820736207,0.5369251003994719,20.240000000000002,0.40491901619676063
BAAI/bge-m3,en,5,NQT,0.7801235318183899,1.0273339124917984,0.46214579585546606,0.7593670590757009,30.2,0.6040791841631674
BAAI/bge-m3,en,5,NMT,0.2933919131755829,0.4145741947591305,0.1794317576747101,0.7076945861170574,20.0,0.40011997600479904
BAAI/bge-m3,en,5,QMT,0.5641961097717285,0.7582748506426811,0.3011913072168546,0.7440522513608306,30.27,0.6054789042191562
