model,language,template_id,triple,relative_signed_permutation_norm,null_mean,null_std,ratio_to_null_mean,null_percentile_smaller_is_better,p_smaller_or_equal_null
intfloat/multilingual-e5-large,en,0,NQM,0.5528462529182434,0.9180369239330292,0.48781951692775094,0.6022048117075206,9.94,0.19896020795840832
intfloat/multilingual-e5-large,en,0,NQT,0.6671690940856934,0.8759890739440918,0.4124678138519219,0.7616180542995135,29.91,0.5982803439312138
intfloat/multilingual-e5-large,en,0,NMT,0.3541014790534973,0.4254114524900913,0.18355328535489832,0.8323741097706171,29.27,0.49250149970005996
intfloat/multilingual-e5-large,en,0,QMT,0.4933173358440399,0.6409430523514748,0.24898044357487975,0.7696742074563423,54.7,0.5964807038592281
intfloat/multilingual-e5-large,en,1,NQM,0.5065569281578064,0.8237851382493973,0.4306167924434399,0.6149138951858993,20.13,0.40271945610877824
intfloat/multilingual-e5-large,en,1,NQT,0.6450303196907043,0.8542365709900857,0.3957275545995561,0.7550956510119203,30.03,0.6006798640271945
intfloat/multilingual-e5-large,en,1,NMT,0.45263656973838806,0.5730675592780113,0.25590187904749634,0.7898485307872948,19.8,0.2969406118776245
intfloat/multilingual-e5-large,en,1,QMT,0.4225967228412628,0.5519973641455174,0.213104369608168,0.7655774289695565,35.93,0.6106778644271146
intfloat/multilingual-e5-large,en,2,NQM,0.585954487323761,0.8567046964526176,0.4156804410248455,0.6839632019637059,20.080000000000002,0.40171965606878624
intfloat/multilingual-e5-large,en,2,NQT,0.6777867078781128,0.8193334501028061,0.355033922853636,0.8272415922872917,29.76,0.5952809438112378
intfloat/multilingual-e5-large,en,2,NMT,0.35916271805763245,0.4412736527860165,0.190090563484435,0.8139228702851756,30.150000000000002,0.5016996600679864
intfloat/multilingual-e5-large,en,2,QMT,0.5264473557472229,0.6408358682155609,0.2518064511478447,0.8215010767301775,29.64,0.592881423715257
intfloat/multilingual-e5-large,en,3,NQM,0.567392110824585,0.905071755862236,0.47468508572544726,0.6269029026139699,19.52,0.3905218956208758
intfloat/multilingual-e5-large,en,3,NQT,0.655617356300354,0.8902200458526611,0.42610065650269835,0.7364666290699634,29.97,0.5994801039792041
intfloat/multilingual-e5-large,en,3,NMT,0.43719592690467834,0.5156554195284844,0.23565837455243696,0.8478451119617878,64.77,0.6968606278744252
intfloat/multilingual-e5-large,en,3,QMT,0.4881405234336853,0.599727095234394,0.20331119375876222,0.8139377515402889,34.84,0.5956808638272345
intfloat/multilingual-e5-large,en,4,NQM,0.6234405040740967,0.8682929736733437,0.3786274804266191,0.7180070816833769,20.17,0.40351929614077187
intfloat/multilingual-e5-large,en,4,NQT,0.7919543385505676,0.9691917774558068,0.4194525923085993,0.8171286188876712,50.51,0.6060787842431514
intfloat/multilingual-e5-large,en,4,NMT,0.46095335483551025,0.5784228196024894,0.27008632427091134,0.796914193585058,19.7,0.394121175764847
intfloat/multilingual-e5-large,en,4,QMT,0.6362794041633606,0.8558219365596771,0.3754979985153761,0.7434717164652264,29.82,0.5964807038592281
intfloat/multilingual-e5-large,en,5,NQM,0.5566881895065308,0.8835994084119797,0.4666390581588725,0.6300232709598464,30.34,0.40491901619676063
intfloat/multilingual-e5-large,en,5,NQT,0.6600020527839661,0.8776791202783585,0.41367843909535196,0.7519855919255463,45.37,0.6040791841631674
intfloat/multilingual-e5-large,en,5,NMT,0.35971513390541077,0.44460929501056673,0.1823360210793292,0.8090589601732294,20.0,0.40011997600479904
intfloat/multilingual-e5-large,en,5,QMT,0.4507697522640228,0.5763466730773449,0.19478029836042304,0.7821156490006286,5.3100000000000005,0.10637872425514897
intfloat/multilingual-e5-large,en,6,NQM,0.5541724562644958,0.8174381079435349,0.39855674367032795,0.677938122627992,34.62,0.4957008598280344
intfloat/multilingual-e5-large,en,6,NQT,0.6409175395965576,0.8485745541214943,0.39064178465038657,0.7552872478710212,50.25,0.6004799040191962
intfloat/multilingual-e5-large,en,6,NMT,0.2909887135028839,0.3663894729793072,0.16331094158794318,0.7942059883323233,29.73,0.40071985602879423
intfloat/multilingual-e5-large,en,6,QMT,0.43883782625198364,0.5823581121563911,0.22952731093279496,0.7535532125177662,35.18,0.6000799840031994
intfloat/multilingual-e5-large,en,7,NQM,0.6320956945419312,0.9129998762845993,0.4026198063006715,0.6923283463230203,24.35,0.39232153569286143
intfloat/multilingual-e5-large,en,7,NQT,0.6897558569908142,0.9298429629683495,0.43370259109106646,0.7417982223451539,55.15,0.6030793841231754
intfloat/multilingual-e5-large,en,7,NMT,0.31867116689682007,0.4380868178844452,0.1988579342321244,0.7274155575713968,19.96,0.3993201359728054
