pair,mean_relative_commutator_norm,std_relative_commutator_norm,min_relative_commutator_norm,max_relative_commutator_norm,n_cells
MT_vs_TM,0.22491957124411346,0.11815074795587639,0.0,0.4823686971018712,35
NM_vs_MN,0.2028614400265117,0.12466129413871709,0.0,0.442351638029019,35
NQ_vs_QN,0.7935067281836555,0.17244307363999717,0.520787987858057,1.2478709394733112,35
NT_vs_TN,0.7575072481252607,0.2648559849480016,0.2758305529132485,1.2584455013275146,35
QM_vs_MQ,0.6127127585223033,0.1481277225273614,0.3322011893615126,0.986455084135135,35
QT_vs_TQ,0.673769648373127,0.13076883007198148,0.4499805197119713,0.9765340151886144,35
