model,language,pair,mean_relative_commutator_norm,std_relative_commutator_norm,mean_noncommutativity,n
BAAI/bge-m3,ar,MT_vs_TM,0.2274567276860276,0.0754526247717669,0.0257241564492384,48
BAAI/bge-m3,ar,NM_vs_MN,0.2450491832569241,0.0696208861032723,0.0299307542542616,48
BAAI/bge-m3,ar,NQ_vs_QN,1.066539976745844,0.0814927758099043,0.5566068043311437,48
BAAI/bge-m3,ar,NT_vs_TN,0.8121129497885704,0.1710931878486789,0.3332858551293611,48
BAAI/bge-m3,ar,QM_vs_MQ,0.986455084135135,0.0929821807654189,0.4688279634962479,48
BAAI/bge-m3,ar,QT_vs_TQ,0.9735127439101536,0.0602638208504597,0.4113224912434816,48
BAAI/bge-m3,de,MT_vs_TM,0.2602919268732269,0.1411110766921144,0.0415907415250937,48
BAAI/bge-m3,de,NM_vs_MN,0.1742591351891557,0.0860358610602581,0.0175345949828624,48
BAAI/bge-m3,de,NQ_vs_QN,0.7967129374543825,0.0761650941730989,0.3073631326357524,48
BAAI/bge-m3,de,NT_vs_TN,0.7764748508731524,0.1428553564424446,0.3058840514471133,48
BAAI/bge-m3,de,QM_vs_MQ,0.6168885553876559,0.0743039018231458,0.1817667881647745,48
BAAI/bge-m3,de,QT_vs_TQ,0.7747935838997364,0.0542834551197724,0.2966905434926351,48
BAAI/bge-m3,en,MT_vs_TM,0.1742320877189437,0.0376493508144247,0.0146870190898577,48
BAAI/bge-m3,en,NM_vs_MN,0.0871777057182043,0.0215032686356932,0.0039350949227809,48
BAAI/bge-m3,en,NQ_vs_QN,0.8922002837061882,0.0579951248902634,0.3811916081855694,48
BAAI/bge-m3,en,NT_vs_TN,0.4672050774097442,0.1298310498480171,0.1113108061254024,48
BAAI/bge-m3,en,QM_vs_MQ,0.55987532188495,0.0815640852733433,0.1445289974411328,48
BAAI/bge-m3,en,QT_vs_TQ,0.7119128095606962,0.0544699400205637,0.251755370448033,48
BAAI/bge-m3,es,MT_vs_TM,0.2773405943686763,0.123412250230285,0.0405462632576624,48
BAAI/bge-m3,es,NM_vs_MN,0.138004914081345,0.0519215592351872,0.0105145076910654,48
BAAI/bge-m3,es,NQ_vs_QN,0.977576224754254,0.0724618421201165,0.4645701181143522,48
BAAI/bge-m3,es,NT_vs_TN,0.4665371210624774,0.0688963591687421,0.1086355298757553,48
BAAI/bge-m3,es,QM_vs_MQ,0.6684645302593708,0.0963955033598651,0.2087704154352347,48
BAAI/bge-m3,es,QT_vs_TQ,0.5628142282366753,0.0774393122764078,0.1524506236116091,48
BAAI/bge-m3,fr,MT_vs_TM,0.2450378146022558,0.0881441623057845,0.0309183672070503,48
BAAI/bge-m3,fr,NM_vs_MN,0.1534823433806499,0.0562723194157708,0.0129733396073182,48
BAAI/bge-m3,fr,NQ_vs_QN,0.9192654403547446,0.0766485468336205,0.4129367414861917,48
BAAI/bge-m3,fr,NT_vs_TN,0.5522294783343872,0.0963650590571863,0.1562458177407582,48
BAAI/bge-m3,fr,QM_vs_MQ,0.5916917404780785,0.1088052381805453,0.1781369298696518,48
BAAI/bge-m3,fr,QT_vs_TQ,0.6172108569492897,0.0889573004094829,0.1889934502542019,48
BAAI/bge-m3,ru,MT_vs_TM,0.2677378104999661,0.0543081487513502,0.0360880506535371,48
BAAI/bge-m3,ru,NM_vs_MN,0.2840170200603704,0.0750587621380193,0.0410001451770464,48
BAAI/bge-m3,ru,NQ_vs_QN,1.2478709394733112,0.0622818939815446,0.7476006741635501,48
BAAI/bge-m3,ru,NT_vs_TN,1.2584455013275146,0.0723934052318417,0.753740423048536,48
BAAI/bge-m3,ru,QM_vs_MQ,0.8330587111413479,0.1069625788627243,0.3405111140261094,48
BAAI/bge-m3,ru,QT_vs_TQ,0.7867942613859972,0.0729291527713416,0.305053249001503,48
BAAI/bge-m3,zh,MT_vs_TM,0.0,0.0,-1.241763432820638e-09,48
BAAI/bge-m3,zh,NM_vs_MN,0.0,0.0,1.7384688059488933e-08,48
BAAI/bge-m3,zh,NQ_vs_QN,1.1145106020073097,0.0792870861885241,0.6204851598789295,48
BAAI/bge-m3,zh,NT_vs_TN,0.5077191063513359,0.1358483707138037,0.1297017795344194,48
BAAI/bge-m3,zh,QM_vs_MQ,0.8078619514902433,0.1368759431450442,0.3188610033442576,48
BAAI/bge-m3,zh,QT_vs_TQ,0.9765340151886144,0.0749401541040749,0.4595546827962001,48
bert-base-multilingual-cased,ar,MT_vs_TM,0.1706851829464236,0.0613985773132079,0.0150391347706317,48
bert-base-multilingual-cased,ar,NM_vs_MN,0.1643429685694476,0.0599830901277409,0.0142226032912731,48
