model,language,triple,mean_relative_signed_permutation_norm,mean_ratio_to_null_mean,mean_null_percentile,max_p_smaller_or_equal_null,n
BAAI/bge-m3,ar,NMT,0.5888763709614674,0.7028699250868868,19.1515625,0.4207896051974013,48
BAAI/bge-m3,ar,NQM,0.6975632545848688,0.5724058192154166,25.43854166666667,0.6196901549225388,48
BAAI/bge-m3,ar,NQT,0.5309493045012156,0.5633283717800966,29.174479166666668,0.6256871564217891,48
BAAI/bge-m3,ar,QMT,0.6351580892999967,0.5792640215470383,29.965104166666666,0.6366816591704147,48
BAAI/bge-m3,de,NMT,0.7202403880655766,0.8040510322146268,27.77916666666667,0.7136431784107946,48
BAAI/bge-m3,de,NQM,0.6888095699250698,0.6542129226988505,23.348958333333332,0.6036981509245377,48
BAAI/bge-m3,de,NQT,0.7950172312557697,0.836598711773274,32.745312500000004,0.9010494752623688,48
BAAI/bge-m3,de,QMT,0.599028284351031,0.7196958505242054,31.727083333333336,0.623688155922039,48
BAAI/bge-m3,en,NMT,0.4156777746975422,0.7816145685854061,25.689062500000002,0.7181409295352323,48
BAAI/bge-m3,en,NQM,0.620008734986186,0.60060599798485,21.473437500000003,0.4267866066966517,48
BAAI/bge-m3,en,NQT,0.7044767017165819,0.754961960892708,27.66979166666667,0.6176911544227887,48
BAAI/bge-m3,en,QMT,0.5561320316046476,0.7267332778756096,28.650520833333335,0.6241879060469765,48
BAAI/bge-m3,es,NMT,0.45182520523667336,0.7963585524461169,29.55260416666667,0.7086456771614192,48
BAAI/bge-m3,es,NQM,0.7624623316029707,0.6524234854233374,22.46822916666667,0.6141929035482259,48
BAAI/bge-m3,es,NQT,0.7876720031102499,0.7743230510261211,32.3953125,0.896551724137931,48
BAAI/bge-m3,es,QMT,0.527641781916221,0.6634375539737992,27.636458333333337,0.6251874062968515,48
BAAI/bge-m3,fr,NMT,0.5029783354451259,0.7846340485112705,24.288020833333334,0.6876561719140429,48
BAAI/bge-m3,fr,NQM,0.6561455267171065,0.6073028830456833,33.1140625,0.6146926536731634,48
BAAI/bge-m3,fr,NQT,0.7393964057167371,0.760917155176812,29.970312500000002,0.616191904047976,48
BAAI/bge-m3,fr,QMT,0.4704059651121497,0.6658815618240327,28.256770833333334,0.6201899050474763,48
BAAI/bge-m3,ru,NMT,1.1610002207259338,0.8285623566034518,37.03125000000001,0.9140429785107447,48
BAAI/bge-m3,ru,NQM,0.7076266352087259,0.5003327409706307,21.693749999999998,0.4947526236881559,48
BAAI/bge-m3,ru,NQT,0.789627380669117,0.7076702479633666,29.8234375,0.6181909045477262,48
BAAI/bge-m3,ru,QMT,0.5994495892276367,0.7019831275683265,30.668229166666666,0.6251874062968515,48
BAAI/bge-m3,zh,NMT,0.45733119795719784,0.832923300707718,49.835416666666674,0.9145427286356822,48
BAAI/bge-m3,zh,NQM,0.8156953950723013,0.6267250448220786,29.716145833333332,0.6291854072963519,48
BAAI/bge-m3,zh,NQT,0.7971057991186777,0.688496350028275,28.807291666666668,0.6221889055472264,48
BAAI/bge-m3,zh,QMT,0.5288196578621864,0.5258111325064612,31.103645833333335,0.6146926536731634,48
