model,language,triple,mean_relative_signed_permutation_norm,mean_ratio_to_null_mean,mean_null_percentile,max_p_smaller_or_equal_null,n
sentence-transformers/LaBSE,ar,NMT,0.48437074447671574,0.6616298408655789,19.260416666666668,0.4207896051974013,48
sentence-transformers/LaBSE,ar,NQM,0.505837439869841,0.5556345922101352,21.873958333333334,0.5877061469265368,48
sentence-transformers/LaBSE,ar,NQT,0.45437267671028775,0.6349356209705179,28.153125000000003,0.6256871564217891,48
sentence-transformers/LaBSE,ar,QMT,0.3916652910411358,0.5678148919065567,27.714583333333334,0.6366816591704147,48
sentence-transformers/LaBSE,de,NMT,0.77277913565437,0.7568865687130052,21.741145833333334,0.5067466266866567,48
sentence-transformers/LaBSE,de,NQM,0.6512895226478577,0.6013539423899451,18.5890625,0.4272863568215892,48
sentence-transformers/LaBSE,de,NQT,0.7526733502745628,0.7199304810009712,29.582291666666666,0.6211894052973513,48
sentence-transformers/LaBSE,de,QMT,0.4737939368933439,0.5580058595395438,31.740625000000005,0.623688155922039,48
sentence-transformers/LaBSE,en,NMT,0.7150582099954287,0.718936201292598,20.856250000000003,0.4987506246876562,48
sentence-transformers/LaBSE,en,NQM,0.5120265533526739,0.5481212432110404,21.547395833333336,0.6006996501749126,48
sentence-transformers/LaBSE,en,NQT,0.5750865886608759,0.6141163187013897,28.357812500000005,0.6176911544227887,48
sentence-transformers/LaBSE,en,QMT,0.4058097458134095,0.528934979703128,27.864062500000003,0.6241879060469765,48
sentence-transformers/LaBSE,es,NMT,0.6088650363186995,0.7391922087012414,24.816145833333337,0.5167416291854073,48
sentence-transformers/LaBSE,es,NQM,0.6184558663517237,0.5456264592074639,19.633333333333336,0.42828585707146427,48
sentence-transformers/LaBSE,es,NQT,0.6738370259602865,0.6653771360226218,29.92760416666667,0.6196901549225388,48
sentence-transformers/LaBSE,es,QMT,0.4743223773936431,0.5525673591161548,29.14791666666667,0.6251874062968515,48
sentence-transformers/LaBSE,fr,NMT,0.6559293530881405,0.7355210650815627,19.900000000000002,0.48575712143928035,48
sentence-transformers/LaBSE,fr,NQM,0.6935253491004308,0.6008475743504201,24.446875000000002,0.6146926536731634,48
sentence-transformers/LaBSE,fr,NQT,0.6997801214456558,0.6748314376247149,30.42760416666667,0.624687656171914,48
sentence-transformers/LaBSE,fr,QMT,0.44095418105522793,0.5274456258296867,28.221875,0.6201899050474763,48
sentence-transformers/LaBSE,ru,NMT,0.7376094199717045,0.7629659178163535,21.459895833333334,0.7056471764117941,48
sentence-transformers/LaBSE,ru,NQM,0.649139312406381,0.5840087556503997,19.71979166666667,0.6031984007996002,48
sentence-transformers/LaBSE,ru,NQT,0.7238738847275575,0.7201485389894798,30.23541666666667,0.6181909045477262,48
sentence-transformers/LaBSE,ru,QMT,0.463514128079017,0.5228356332188977,32.05520833333333,0.624687656171914,48
sentence-transformers/LaBSE,zh,NMT,0.4354869332164526,0.8329232963237607,48.190104166666664,0.9145427286356822,48
sentence-transformers/LaBSE,zh,NQM,0.4636838212609291,0.4988078027148592,29.414583333333336,0.6116941529235382,48
sentence-transformers/LaBSE,zh,NQT,0.5360308525462946,0.6159970108687044,32.4671875,0.6211894052973513,48
sentence-transformers/LaBSE,zh,QMT,0.30974946295221645,0.4832449203176535,27.739583333333332,0.6131934032983508,48
