model,kind,label,language_a,language_b,centroid_cosine
BAAI/bge-m3,pair_commutator,QT_vs_TQ,ar,de,0.0565943084657192
BAAI/bge-m3,pair_commutator,QT_vs_TQ,ar,en,0.0669463127851486
BAAI/bge-m3,pair_commutator,QT_vs_TQ,ar,es,0.0468902178108692
BAAI/bge-m3,pair_commutator,QT_vs_TQ,ar,fr,0.0833627060055732
BAAI/bge-m3,pair_commutator,QT_vs_TQ,ar,ru,0.0515533983707428
BAAI/bge-m3,pair_commutator,QT_vs_TQ,ar,zh,0.0338691994547843
BAAI/bge-m3,pair_commutator,QT_vs_TQ,de,en,0.9208188652992249
BAAI/bge-m3,pair_commutator,QT_vs_TQ,de,es,0.6385430097579956
BAAI/bge-m3,pair_commutator,QT_vs_TQ,de,fr,0.8657989501953125
BAAI/bge-m3,pair_commutator,QT_vs_TQ,de,ru,0.8181254863739014
BAAI/bge-m3,pair_commutator,QT_vs_TQ,de,zh,0.7419306039810181
BAAI/bge-m3,pair_commutator,QT_vs_TQ,en,es,0.7603409290313721
BAAI/bge-m3,pair_commutator,QT_vs_TQ,en,fr,0.8732139468193054
BAAI/bge-m3,pair_commutator,QT_vs_TQ,en,ru,0.8904597759246826
BAAI/bge-m3,pair_commutator,QT_vs_TQ,en,zh,0.75693678855896
BAAI/bge-m3,pair_commutator,QT_vs_TQ,es,fr,0.7697786688804626
BAAI/bge-m3,pair_commutator,QT_vs_TQ,es,ru,0.7598580121994019
BAAI/bge-m3,pair_commutator,QT_vs_TQ,es,zh,0.5787878036499023
BAAI/bge-m3,pair_commutator,QT_vs_TQ,fr,ru,0.8024577498435974
BAAI/bge-m3,pair_commutator,QT_vs_TQ,fr,zh,0.7113246917724609
BAAI/bge-m3,pair_commutator,QT_vs_TQ,ru,zh,0.5931779146194458
BAAI/bge-m3,triple_signed,NMT,ar,de,-0.0730162113904953
BAAI/bge-m3,triple_signed,NMT,ar,en,-0.1368061304092407
BAAI/bge-m3,triple_signed,NMT,ar,es,-0.0513998493552207
BAAI/bge-m3,triple_signed,NMT,ar,fr,-0.0755544006824493
BAAI/bge-m3,triple_signed,NMT,ar,ru,0.0777677074074745
BAAI/bge-m3,triple_signed,NMT,ar,zh,-0.054665096104145
BAAI/bge-m3,triple_signed,NMT,de,en,0.2324540615081787
BAAI/bge-m3,triple_signed,NMT,de,es,0.6258115768432617
BAAI/bge-m3,triple_signed,NMT,de,fr,0.614922046661377
BAAI/bge-m3,triple_signed,NMT,de,ru,0.1158222109079361
BAAI/bge-m3,triple_signed,NMT,de,zh,0.4357120990753174
BAAI/bge-m3,triple_signed,NMT,en,es,0.4618276953697204
BAAI/bge-m3,triple_signed,NMT,en,fr,0.5385847091674805
BAAI/bge-m3,triple_signed,NMT,en,ru,-0.0727693438529968
BAAI/bge-m3,triple_signed,NMT,en,zh,0.360175222158432
BAAI/bge-m3,triple_signed,NMT,es,fr,0.8939083814620972
BAAI/bge-m3,triple_signed,NMT,es,ru,0.1522110998630523
BAAI/bge-m3,triple_signed,NMT,es,zh,0.2192789614200592
BAAI/bge-m3,triple_signed,NMT,fr,ru,-0.030383963137865
BAAI/bge-m3,triple_signed,NMT,fr,zh,0.3037347197532654
BAAI/bge-m3,triple_signed,NMT,ru,zh,-0.0759760290384292
BAAI/bge-m3,triple_signed,NQM,ar,de,-0.1321353763341903
BAAI/bge-m3,triple_signed,NQM,ar,en,-0.2152972072362899
BAAI/bge-m3,triple_signed,NQM,ar,es,-0.2077504694461822
BAAI/bge-m3,triple_signed,NQM,ar,fr,-0.1946562230587005
BAAI/bge-m3,triple_signed,NQM,ar,ru,-0.310277909040451
BAAI/bge-m3,triple_signed,NQM,ar,zh,-0.1893348097801208
BAAI/bge-m3,triple_signed,NQM,de,en,0.7733645439147949
BAAI/bge-m3,triple_signed,NQM,de,es,0.7423957586288452
BAAI/bge-m3,triple_signed,NQM,de,fr,0.8035931587219238
BAAI/bge-m3,triple_signed,NQM,de,ru,0.4826689958572387
BAAI/bge-m3,triple_signed,NQM,de,zh,0.6360266208648682
BAAI/bge-m3,triple_signed,NQM,en,es,0.8728399276733398
BAAI/bge-m3,triple_signed,NQM,en,fr,0.8885664939880371
BAAI/bge-m3,triple_signed,NQM,en,ru,0.522016167640686
BAAI/bge-m3,triple_signed,NQM,en,zh,0.882632851600647
BAAI/bge-m3,triple_signed,NQM,es,fr,0.9363155961036682
BAAI/bge-m3,triple_signed,NQM,es,ru,0.4521172642707824
BAAI/bge-m3,triple_signed,NQM,es,zh,0.7922111749649048
BAAI/bge-m3,triple_signed,NQM,fr,ru,0.4567352533340454
BAAI/bge-m3,triple_signed,NQM,fr,zh,0.8063396215438843
BAAI/bge-m3,triple_signed,NQM,ru,zh,0.5137513279914856
BAAI/bge-m3,triple_signed,NQT,ar,de,0.0532868951559066
BAAI/bge-m3,triple_signed,NQT,ar,en,-0.0228532776236534
BAAI/bge-m3,triple_signed,NQT,ar,es,-0.0826741680502891
BAAI/bge-m3,triple_signed,NQT,ar,fr,-0.029440302401781
BAAI/bge-m3,triple_signed,NQT,ar,ru,0.0552790686488151
BAAI/bge-m3,triple_signed,NQT,ar,zh,-0.0319662280380725
BAAI/bge-m3,triple_signed,NQT,de,en,0.7326256036758423
BAAI/bge-m3,triple_signed,NQT,de,es,0.6991223096847534
BAAI/bge-m3,triple_signed,NQT,de,fr,0.8069037199020386
BAAI/bge-m3,triple_signed,NQT,de,ru,0.5032806992530823
BAAI/bge-m3,triple_signed,NQT,de,zh,0.4499728977680206
BAAI/bge-m3,triple_signed,NQT,en,es,0.9211982488632202
BAAI/bge-m3,triple_signed,NQT,en,fr,0.9108043909072876
BAAI/bge-m3,triple_signed,NQT,en,ru,0.5275678634643555
BAAI/bge-m3,triple_signed,NQT,en,zh,0.6747881174087524
BAAI/bge-m3,triple_signed,NQT,es,fr,0.9026216268539428
BAAI/bge-m3,triple_signed,NQT,es,ru,0.5384645462036133
BAAI/bge-m3,triple_signed,NQT,es,zh,0.6948076486587524
BAAI/bge-m3,triple_signed,NQT,fr,ru,0.5209664106369019
BAAI/bge-m3,triple_signed,NQT,fr,zh,0.6231749057769775
BAAI/bge-m3,triple_signed,NQT,ru,zh,0.3808185458183288
BAAI/bge-m3,triple_signed,QMT,ar,de,-0.1002608612179756
BAAI/bge-m3,triple_signed,QMT,ar,en,-0.155200183391571
BAAI/bge-m3,triple_signed,QMT,ar,es,-0.0938560143113136
BAAI/bge-m3,triple_signed,QMT,ar,fr,-0.0909197628498077
BAAI/bge-m3,triple_signed,QMT,ar,ru,-0.109014868736267
BAAI/bge-m3,triple_signed,QMT,ar,zh,-0.1261135041713714
BAAI/bge-m3,triple_signed,QMT,de,en,0.8303890824317932
BAAI/bge-m3,triple_signed,QMT,de,es,0.4220405519008636
BAAI/bge-m3,triple_signed,QMT,de,fr,0.8951288461685181
BAAI/bge-m3,triple_signed,QMT,de,ru,0.8027785420417786
BAAI/bge-m3,triple_signed,QMT,de,zh,0.4812090992927551
BAAI/bge-m3,triple_signed,QMT,en,es,0.2192655950784683
BAAI/bge-m3,triple_signed,QMT,en,fr,0.8393691778182983
BAAI/bge-m3,triple_signed,QMT,en,ru,0.7983020544052124
BAAI/bge-m3,triple_signed,QMT,en,zh,0.3164052367210388
BAAI/bge-m3,triple_signed,QMT,es,fr,0.410866916179657
BAAI/bge-m3,triple_signed,QMT,es,ru,0.4252626597881317
BAAI/bge-m3,triple_signed,QMT,es,zh,0.2634710669517517
BAAI/bge-m3,triple_signed,QMT,fr,ru,0.8067933917045593
BAAI/bge-m3,triple_signed,QMT,fr,zh,0.4143490195274353
BAAI/bge-m3,triple_signed,QMT,ru,zh,0.3439824283123016
bert-base-multilingual-cased,pair_commutator,MT_vs_TM,ar,de,-0.2005313336849212
bert-base-multilingual-cased,pair_commutator,MT_vs_TM,ar,en,-0.1659936606884002
bert-base-multilingual-cased,pair_commutator,MT_vs_TM,ar,es,-0.0462901294231414
bert-base-multilingual-cased,pair_commutator,MT_vs_TM,ar,fr,0.1645331680774688
bert-base-multilingual-cased,pair_commutator,MT_vs_TM,ar,ru,0.0614614859223365
bert-base-multilingual-cased,pair_commutator,MT_vs_TM,ar,zh,0.0
bert-base-multilingual-cased,pair_commutator,MT_vs_TM,de,en,0.2800728976726532
bert-base-multilingual-cased,pair_commutator,MT_vs_TM,de,es,0.2282927185297012
bert-base-multilingual-cased,pair_commutator,MT_vs_TM,de,fr,0.1780619472265243
bert-base-multilingual-cased,pair_commutator,MT_vs_TM,de,ru,-0.0082198567688465
bert-base-multilingual-cased,pair_commutator,MT_vs_TM,de,zh,0.0
bert-base-multilingual-cased,pair_commutator,MT_vs_TM,en,es,0.4917508959770202
bert-base-multilingual-cased,pair_commutator,MT_vs_TM,en,fr,0.1607917994260788
bert-base-multilingual-cased,pair_commutator,MT_vs_TM,en,ru,0.1496756672859192
bert-base-multilingual-cased,pair_commutator,MT_vs_TM,en,zh,0.0
bert-base-multilingual-cased,pair_commutator,MT_vs_TM,es,fr,0.4147798120975494
bert-base-multilingual-cased,pair_commutator,MT_vs_TM,es,ru,0.3108955025672912
bert-base-multilingual-cased,pair_commutator,MT_vs_TM,es,zh,0.0
bert-base-multilingual-cased,pair_commutator,MT_vs_TM,fr,ru,0.1697087585926056
bert-base-multilingual-cased,pair_commutator,MT_vs_TM,fr,zh,0.0
bert-base-multilingual-cased,pair_commutator,MT_vs_TM,ru,zh,0.0
bert-base-multilingual-cased,pair_commutator,NM_vs_MN,ar,de,-0.0520721077919006
bert-base-multilingual-cased,pair_commutator,NM_vs_MN,ar,en,-0.0768753215670585
bert-base-multilingual-cased,pair_commutator,NM_vs_MN,ar,es,0.0158720910549163
bert-base-multilingual-cased,pair_commutator,NM_vs_MN,ar,fr,0.1329506337642669
bert-base-multilingual-cased,pair_commutator,NM_vs_MN,ar,ru,0.0206363089382648
bert-base-multilingual-cased,pair_commutator,NM_vs_MN,ar,zh,0.0
bert-base-multilingual-cased,pair_commutator,NM_vs_MN,de,en,0.4399681687355041
bert-base-multilingual-cased,pair_commutator,NM_vs_MN,de,es,0.0662175863981247
bert-base-multilingual-cased,pair_commutator,NM_vs_MN,de,fr,0.2073295712471008
bert-base-multilingual-cased,pair_commutator,NM_vs_MN,de,ru,0.0218503847718238
bert-base-multilingual-cased,pair_commutator,NM_vs_MN,de,zh,0.0
bert-base-multilingual-cased,pair_commutator,NM_vs_MN,en,es,0.3450239300727844
bert-base-multilingual-cased,pair_commutator,NM_vs_MN,en,fr,0.2417912930250167
bert-base-multilingual-cased,pair_commutator,NM_vs_MN,en,ru,-0.0940457284450531
bert-base-multilingual-cased,pair_commutator,NM_vs_MN,en,zh,0.0
bert-base-multilingual-cased,pair_commutator,NM_vs_MN,es,fr,0.4184809327125549
bert-base-multilingual-cased,pair_commutator,NM_vs_MN,es,ru,0.3542892336845398
bert-base-multilingual-cased,pair_commutator,NM_vs_MN,es,zh,0.0
bert-base-multilingual-cased,pair_commutator,NM_vs_MN,fr,ru,0.0802352279424667
bert-base-multilingual-cased,pair_commutator,NM_vs_MN,fr,zh,0.0
bert-base-multilingual-cased,pair_commutator,NM_vs_MN,ru,zh,0.0
bert-base-multilingual-cased,pair_commutator,NQ_vs_QN,ar,de,0.0993160456418991
bert-base-multilingual-cased,pair_commutator,NQ_vs_QN,ar,en,-0.0199500322341918
bert-base-multilingual-cased,pair_commutator,NQ_vs_QN,ar,es,-0.0609604194760322
bert-base-multilingual-cased,pair_commutator,NQ_vs_QN,ar,fr,-0.1534315943717956
bert-base-multilingual-cased,pair_commutator,NQ_vs_QN,ar,ru,-0.0006272606551647
bert-base-multilingual-cased,pair_commutator,NQ_vs_QN,ar,zh,-0.0738994255661964
bert-base-multilingual-cased,pair_commutator,NQ_vs_QN,de,en,0.3228814005851745
bert-base-multilingual-cased,pair_commutator,NQ_vs_QN,de,es,0.3605322241783142
bert-base-multilingual-cased,pair_commutator,NQ_vs_QN,de,fr,0.3088827133178711
bert-base-multilingual-cased,pair_commutator,NQ_vs_QN,de,ru,0.1912148892879486
bert-base-multilingual-cased,pair_commutator,NQ_vs_QN,de,zh,0.183016687631607
bert-base-multilingual-cased,pair_commutator,NQ_vs_QN,en,es,0.5033668875694275
bert-base-multilingual-cased,pair_commutator,NQ_vs_QN,en,fr,0.2957731187343597
bert-base-multilingual-cased,pair_commutator,NQ_vs_QN,en,ru,-0.034135028719902
bert-base-multilingual-cased,pair_commutator,NQ_vs_QN,en,zh,0.1950024664402008
bert-base-multilingual-cased,pair_commutator,NQ_vs_QN,es,fr,0.525539755821228
bert-base-multilingual-cased,pair_commutator,NQ_vs_QN,es,ru,0.1246769055724144
bert-base-multilingual-cased,pair_commutator,NQ_vs_QN,es,zh,0.3224932551383972
bert-base-multilingual-cased,pair_commutator,NQ_vs_QN,fr,ru,0.1187376528978347
bert-base-multilingual-cased,pair_commutator,NQ_vs_QN,fr,zh,0.1539205610752105
bert-base-multilingual-cased,pair_commutator,NQ_vs_QN,ru,zh,0.091950312256813
bert-base-multilingual-cased,pair_commutator,NT_vs_TN,ar,de,0.116346463561058
bert-base-multilingual-cased,pair_commutator,NT_vs_TN,ar,en,-0.0549738332629203
bert-base-multilingual-cased,pair_commutator,NT_vs_TN,ar,es,0.0344221740961074
bert-base-multilingual-cased,pair_commutator,NT_vs_TN,ar,fr,-0.0580846071243286
bert-base-multilingual-cased,pair_commutator,NT_vs_TN,ar,ru,0.0932929292321205
bert-base-multilingual-cased,pair_commutator,NT_vs_TN,ar,zh,0.0856911092996597
bert-base-multilingual-cased,pair_commutator,NT_vs_TN,de,en,0.0798795968294143
bert-base-multilingual-cased,pair_commutator,NT_vs_TN,de,es,0.237444519996643
bert-base-multilingual-cased,pair_commutator,NT_vs_TN,de,fr,-0.0617931485176086
bert-base-multilingual-cased,pair_commutator,NT_vs_TN,de,ru,0.0812248587608337
bert-base-multilingual-cased,pair_commutator,NT_vs_TN,de,zh,0.2915365397930145
bert-base-multilingual-cased,pair_commutator,NT_vs_TN,en,es,0.3278658986091614
bert-base-multilingual-cased,pair_commutator,NT_vs_TN,en,fr,0.1239159107208252
bert-base-multilingual-cased,pair_commutator,NT_vs_TN,en,ru,-0.0688692778348922
bert-base-multilingual-cased,pair_commutator,NT_vs_TN,en,zh,0.3964484333992004
bert-base-multilingual-cased,pair_commutator,NT_vs_TN,es,fr,0.2157665491104126
bert-base-multilingual-cased,pair_commutator,NT_vs_TN,es,ru,0.0346187502145767
bert-base-multilingual-cased,pair_commutator,NT_vs_TN,es,zh,0.3063295483589172
bert-base-multilingual-cased,pair_commutator,NT_vs_TN,fr,ru,-0.0867946520447731
bert-base-multilingual-cased,pair_commutator,NT_vs_TN,fr,zh,-0.0357581973075866
bert-base-multilingual-cased,pair_commutator,NT_vs_TN,ru,zh,0.0971391648054122
bert-base-multilingual-cased,pair_commutator,QM_vs_MQ,ar,de,0.0532231703400611
bert-base-multilingual-cased,pair_commutator,QM_vs_MQ,ar,en,0.0423635020852088
bert-base-multilingual-cased,pair_commutator,QM_vs_MQ,ar,es,-0.0602530948817729
bert-base-multilingual-cased,pair_commutator,QM_vs_MQ,ar,fr,-0.0376828387379646
bert-base-multilingual-cased,pair_commutator,QM_vs_MQ,ar,ru,0.1417443752288818
bert-base-multilingual-cased,pair_commutator,QM_vs_MQ,ar,zh,0.0299621745944023
bert-base-multilingual-cased,pair_commutator,QM_vs_MQ,de,en,0.3882057070732116
bert-base-multilingual-cased,pair_commutator,QM_vs_MQ,de,es,0.5132258534431458
bert-base-multilingual-cased,pair_commutator,QM_vs_MQ,de,fr,0.4052647650241852
bert-base-multilingual-cased,pair_commutator,QM_vs_MQ,de,ru,0.2722559571266174
bert-base-multilingual-cased,pair_commutator,QM_vs_MQ,de,zh,0.1969968676567077
bert-base-multilingual-cased,pair_commutator,QM_vs_MQ,en,es,0.3658068478107452
bert-base-multilingual-cased,pair_commutator,QM_vs_MQ,en,fr,0.3172595500946045
bert-base-multilingual-cased,pair_commutator,QM_vs_MQ,en,ru,-0.0731903761625289
bert-base-multilingual-cased,pair_commutator,QM_vs_MQ,en,zh,0.1464366763830185
bert-base-multilingual-cased,pair_commutator,QM_vs_MQ,es,fr,0.4772093296051025
bert-base-multilingual-cased,pair_commutator,QM_vs_MQ,es,ru,0.2169086933135986
bert-base-multilingual-cased,pair_commutator,QM_vs_MQ,es,zh,0.174936443567276
bert-base-multilingual-cased,pair_commutator,QM_vs_MQ,fr,ru,0.0023831259459257
bert-base-multilingual-cased,pair_commutator,QM_vs_MQ,fr,zh,0.2117805480957031
bert-base-multilingual-cased,pair_commutator,QM_vs_MQ,ru,zh,0.0847200378775596
bert-base-multilingual-cased,pair_commutator,QT_vs_TQ,ar,de,0.1666770875453949
bert-base-multilingual-cased,pair_commutator,QT_vs_TQ,ar,en,0.1119873374700546
bert-base-multilingual-cased,pair_commutator,QT_vs_TQ,ar,es,0.1003965586423873
bert-base-multilingual-cased,pair_commutator,QT_vs_TQ,ar,fr,0.1391534656286239
bert-base-multilingual-cased,pair_commutator,QT_vs_TQ,ar,ru,0.1466852724552154
bert-base-multilingual-cased,pair_commutator,QT_vs_TQ,ar,zh,-0.0726902112364769
bert-base-multilingual-cased,pair_commutator,QT_vs_TQ,de,en,0.3905496001243591
bert-base-multilingual-cased,pair_commutator,QT_vs_TQ,de,es,0.3486766219139099
bert-base-multilingual-cased,pair_commutator,QT_vs_TQ,de,fr,0.3694333434104919
bert-base-multilingual-cased,pair_commutator,QT_vs_TQ,de,ru,0.1909176409244537
bert-base-multilingual-cased,pair_commutator,QT_vs_TQ,de,zh,-0.0230565778911113
bert-base-multilingual-cased,pair_commutator,QT_vs_TQ,en,es,0.3947972655296325
bert-base-multilingual-cased,pair_commutator,QT_vs_TQ,en,fr,0.3793312907218933
bert-base-multilingual-cased,pair_commutator,QT_vs_TQ,en,ru,0.1217773258686065
bert-base-multilingual-cased,pair_commutator,QT_vs_TQ,en,zh,0.1843039542436599
bert-base-multilingual-cased,pair_commutator,QT_vs_TQ,es,fr,0.6901599764823914
bert-base-multilingual-cased,pair_commutator,QT_vs_TQ,es,ru,0.0292835012078285
bert-base-multilingual-cased,pair_commutator,QT_vs_TQ,es,zh,-0.0364427268505096
bert-base-multilingual-cased,pair_commutator,QT_vs_TQ,fr,ru,-0.0087791755795478
bert-base-multilingual-cased,pair_commutator,QT_vs_TQ,fr,zh,0.0129143632948398
bert-base-multilingual-cased,pair_commutator,QT_vs_TQ,ru,zh,0.0223885402083396
bert-base-multilingual-cased,triple_signed,NMT,ar,de,0.091014489531517
bert-base-multilingual-cased,triple_signed,NMT,ar,en,-0.0603104755282402
bert-base-multilingual-cased,triple_signed,NMT,ar,es,-0.0122392922639846
bert-base-multilingual-cased,triple_signed,NMT,ar,fr,-0.0689153373241424
bert-base-multilingual-cased,triple_signed,NMT,ar,ru,0.0108356177806854
bert-base-multilingual-cased,triple_signed,NMT,ar,zh,0.0690851509571075
bert-base-multilingual-cased,triple_signed,NMT,de,en,0.0730153247714042
bert-base-multilingual-cased,triple_signed,NMT,de,es,0.1818703860044479
bert-base-multilingual-cased,triple_signed,NMT,de,fr,-0.0521141402423381
