model,language,template_id,triple,relative_signed_permutation_norm,null_mean,null_std,ratio_to_null_mean,null_percentile_smaller_is_better,p_smaller_or_equal_null
bert-base-multilingual-cased,en,0,NQM,0.4098464548587799,0.8496061877459288,0.4479821257538991,0.482395797923332,9.775,0.19590204897551225
bert-base-multilingual-cased,en,0,NQT,0.42372119426727295,0.6744349092394114,0.3341714876292208,0.6282610648735442,24.3,0.4862568715642179
bert-base-multilingual-cased,en,0,NMT,0.5212815403938293,0.8230433257818222,0.32515188057136474,0.6333585657814821,19.075,0.3818090954522739
bert-base-multilingual-cased,en,0,QMT,0.3910897672176361,0.6392142575830221,0.3245086836314074,0.6118289174208993,39.775000000000006,0.6006996501749126
bert-base-multilingual-cased,en,1,NQM,0.38654327392578125,0.7926784075498581,0.43779285266361373,0.4876419872720965,20.225,0.4047976011994003
bert-base-multilingual-cased,en,1,NQT,0.4649488031864166,0.6556567669063806,0.29523961700449913,0.7091344536555302,30.875,0.6176911544227887
bert-base-multilingual-cased,en,1,NMT,0.6090762615203857,0.857463410794735,0.34960053296435073,0.7103233255809208,37.125,0.424287856071964
bert-base-multilingual-cased,en,1,QMT,0.42242997884750366,0.6418611400723457,0.28744005342556606,0.6581329706285575,29.1,0.5822088955522239
bert-base-multilingual-cased,en,2,NQM,0.42293301224708557,0.8564045419543982,0.47591059628407134,0.49384723168494365,14.725000000000001,0.29485257371314344
bert-base-multilingual-cased,en,2,NQT,0.5210292935371399,0.7442274696230888,0.3540251570769332,0.7000941443350823,30.525000000000002,0.6106946526736632
bert-base-multilingual-cased,en,2,NMT,0.7077457308769226,0.9552291126549244,0.41403287847536385,0.7409172537770571,20.675,0.41379310344827586
bert-base-multilingual-cased,en,2,QMT,0.4965815544128418,0.7324608894586563,0.3329795939433774,0.6779632353874553,29.200000000000003,0.584207896051974
bert-base-multilingual-cased,en,3,NQM,0.42303910851478577,0.901225866034627,0.48226621652991897,0.46940409109170234,19.825000000000003,0.3968015992003998
bert-base-multilingual-cased,en,3,NQT,0.5198516845703125,0.7635070678889752,0.3575820011198512,0.6808734410369931,29.450000000000003,0.5892053973013494
bert-base-multilingual-cased,en,3,NMT,0.6590672731399536,0.8930763569176197,0.34263468130109287,0.7379741586866465,33.675000000000004,0.47626186906546725
bert-base-multilingual-cased,en,3,QMT,0.48302534222602844,0.7592001085430383,0.37526869905459886,0.6362292849935888,29.175,0.5837081459270365
bert-base-multilingual-cased,en,4,NQM,0.4072563648223877,0.893640283703804,0.5050313576363024,0.4557274020078941,19.200000000000003,0.3843078460769615
bert-base-multilingual-cased,en,4,NQT,0.5454624891281128,0.8036618265807629,0.3857248611294374,0.6787214112783526,45.45,0.6146926536731634
bert-base-multilingual-cased,en,4,NMT,0.8638822436332703,1.0996564810574054,0.44328087554457846,0.7855928269542817,43.925000000000004,0.4927536231884058
bert-base-multilingual-cased,en,4,QMT,0.4503919780254364,0.6691535295248031,0.3226234489500895,0.6730771910365735,15.100000000000001,0.3023488255872064
bert-base-multilingual-cased,en,5,NQM,0.390760213136673,0.8123846886456013,0.47357277776797563,0.48100391181382685,25.6,0.39980009995002497
bert-base-multilingual-cased,en,5,NQT,0.40752673149108887,0.6471203214526177,0.32947095284788547,0.6297541863245263,30.35,0.6071964017991005
bert-base-multilingual-cased,en,5,NMT,0.654640257358551,0.8933418896198273,0.3625153871885893,0.732799239534607,10.225000000000001,0.2048975512243878
bert-base-multilingual-cased,en,5,QMT,0.39254501461982727,0.6193691520988941,0.29900180454513214,0.6337819913842209,30.150000000000002,0.6031984007996002
bert-base-multilingual-cased,en,6,NQM,0.45874541997909546,0.9525372115373612,0.5500568975254004,0.48160367324465475,20.575000000000003,0.41179410294852575
bert-base-multilingual-cased,en,6,NQT,0.4184456169605255,0.6735266651064158,0.34153018362181475,0.6212755019785159,29.875,0.5977011494252874
bert-base-multilingual-cased,en,6,NMT,0.7665418386459351,1.1037500285804271,0.42210852940032606,0.694488624051152,20.5,0.4102948525737131
bert-base-multilingual-cased,en,6,QMT,0.4935360550880432,0.7258573924303054,0.32689980372946853,0.679935287887491,35.375,0.6006996501749126
bert-base-multilingual-cased,en,7,NQM,0.4522373378276825,0.90451278655231,0.4755040382049693,0.4999789329136572,4.625,0.09295352323838081
bert-base-multilingual-cased,en,7,NQT,0.4119877219200134,0.6885762688070536,0.361542628082178,0.59831821191453,23.775000000000002,0.4757621189405297
bert-base-multilingual-cased,en,7,NMT,0.7285390496253967,0.9894409424066544,0.3701123734820344,0.7363138297598718,28.6,0.4847576211894053
bert-base-multilingual-cased,en,7,QMT,0.4425012171268463,0.692708004578948,0.3262724380946158,0.6387990527050068,29.725,0.5947026486756621
bert-base-multilingual-cased,en,8,NQM,0.4438076317310333,0.9275409617871047,0.5191217407088864,0.47847766299772376,19.375,0.38780609695152424
bert-base-multilingual-cased,en,8,NQT,0.42199525237083435,0.6408201712667942,0.30582023857869045,0.6585236721496482,51.25,0.6151924037981009
bert-base-multilingual-cased,en,8,NMT,0.7678954005241394,1.10115439042449,0.41430452548341923,0.6973548915583234,29.025000000000002,0.4917541229385307
bert-base-multilingual-cased,en,8,QMT,0.47098982334136963,0.6702198062837124,0.2843322382343386,0.7027393385346942,25.075000000000003,0.5017491254372813
bert-base-multilingual-cased,en,9,NQM,0.3809000253677368,0.8082247125655413,0.4382721409348664,0.47127985502717135,22.875,0.37831084457771114
bert-base-multilingual-cased,en,9,NQT,0.4231403172016144,0.6364945280253888,0.30378201187247444,0.6647980439261078,29.55,0.5912043978010995
bert-base-multilingual-cased,en,9,NMT,0.676425576210022,0.9547298268675805,0.371583212179148,0.7084994698747719,29.775000000000002,0.49375312343828087
bert-base-multilingual-cased,en,9,QMT,0.4130057990550995,0.6438370976895094,0.3160999756448698,0.6414756163268339,45.575,0.6081959020489756
bert-base-multilingual-cased,en,10,NQM,0.3595445454120636,0.792694373473525,0.48609959365843297,0.45357272290973105,15.125,0.3028485757121439
bert-base-multilingual-cased,en,10,NQT,0.5636624693870544,0.828284452199936,0.4114309142110728,0.6805179885838469,30.6,0.6121939030484758
bert-base-multilingual-cased,en,10,NMT,0.7937832474708557,1.0557582960426808,0.42869993675751844,0.7518607719640535,25.625,0.40229885057471265
bert-base-multilingual-cased,en,10,QMT,0.485537588596344,0.7250323525965213,0.351874779342304,0.6696771348986612,24.85,0.49725137431284355
bert-base-multilingual-cased,en,11,NQM,0.4165710210800171,0.8348977110683918,0.465125801933713,0.4989485724502054,37.025,0.4217891054472764
bert-base-multilingual-cased,en,11,NQT,0.5561246871948242,0.8082203708291054,0.3819583775235567,0.6880854619188091,29.925,0.5987006496751625
bert-base-multilingual-cased,en,11,NMT,0.6989398002624512,0.9246771865785122,0.39129833917410956,0.7558743855765603,30.150000000000002,0.504247876061969
bert-base-multilingual-cased,en,11,QMT,0.5026639699935913,0.7654116581678391,0.3747136934205364,0.6567236919230602,29.400000000000002,0.5882058970514743
bert-base-multilingual-cased,en,12,NQM,0.4283408522605896,0.8415393094718456,0.4574433725262314,0.5089968435686142,19.625,0.39280359820089955
bert-base-multilingual-cased,en,12,NQT,0.43098166584968567,0.689904152110219,0.35088342708929904,0.624697886700365,24.575000000000003,0.4917541229385307
bert-base-multilingual-cased,en,12,NMT,0.6129348874092102,0.861520645827055,0.343659056155984,0.7114569922118171,19.175,0.383808095952024
bert-base-multilingual-cased,en,12,QMT,0.47042515873908997,0.7121150691062212,0.33496469773970844,0.6606027300178636,24.875,0.49775112443778113
bert-base-multilingual-cased,en,13,NQM,0.38996535539627075,0.8395141117870808,0.48111336527608606,0.4645131629362176,19.925,0.3988005997001499
bert-base-multilingual-cased,en,13,NQT,0.48234090209007263,0.7182255680561066,0.34572865514046314,0.6715730037220304,19.75,0.3953023488255872
bert-base-multilingual-cased,en,13,NMT,0.8129851818084717,1.0623930659592151,0.4359887280311332,0.7652395406719612,15.425,0.2063968015992004
bert-base-multilingual-cased,en,13,QMT,0.45390084385871887,0.6574336118102073,0.29557797569264793,0.6904132002138398,29.700000000000003,0.5942028985507246
bert-base-multilingual-cased,en,14,NQM,0.4106998145580292,0.8868333606123924,0.5136553954465495,0.4631082149119448,29.6,0.4032983508245877
bert-base-multilingual-cased,en,14,NQT,0.4610385596752167,0.6874657860696316,0.3253123380200643,0.6706349159721654,40.525000000000006,0.6081959020489756
bert-base-multilingual-cased,en,14,NMT,0.8504806756973267,1.1955350702702998,0.48115766609112326,0.7113807840905321,19.450000000000003,0.3893053473263368
bert-base-multilingual-cased,en,14,QMT,0.3909154534339905,0.6325223602950573,0.3186259576470739,0.618026299103512,30.575000000000003,0.6116941529235382
bert-base-multilingual-cased,en,15,NQM,0.38984453678131104,0.8019215883612633,0.4438516883751801,0.48613797463350134,19.35,0.3873063468265867
bert-base-multilingual-cased,en,15,NQT,0.4401530921459198,0.6855665142685174,0.34136328780899566,0.6420282831563182,29.375,0.5877061469265368
bert-base-multilingual-cased,en,15,NMT,0.6775087118148804,0.8925946478545665,0.34246817973446997,0.7590329086585674,33.875,0.4917541229385307
bert-base-multilingual-cased,en,15,QMT,0.4158729314804077,0.6616981393247843,0.32710602297933233,0.6284934273869167,38.925000000000004,0.5892053973013494
bert-base-multilingual-cased,en,16,NQM,0.357610285282135,0.8598454518020153,0.529337003546229,0.4159006534630843,14.675,0.2938530734632684
bert-base-multilingual-cased,en,16,NQT,0.42919623851776123,0.6894898715019226,0.36202008795502366,0.6224837466897322,25.55,0.5112443778110944
bert-base-multilingual-cased,en,16,NMT,0.8007358908653259,1.0647376339435577,0.4380146725565396,0.7520499560993458,34.800000000000004,0.4007996001999001
bert-base-multilingual-cased,en,16,QMT,0.42504891753196716,0.6241456128060817,0.28279227537433693,0.6810092209417585,29.900000000000002,0.5982008995502249
bert-base-multilingual-cased,en,17,NQM,0.37572771310806274,0.9345245868265629,0.5509444421788277,0.40205225031429964,18.875,0.3778110944527736
bert-base-multilingual-cased,en,17,NQT,0.4685761630535126,0.7291288560777902,0.3535478288780556,0.6426520623165104,28.975,0.5797101449275363
bert-base-multilingual-cased,en,17,NMT,0.8018964529037476,1.1093310580551625,0.442384510765782,0.7228648716541655,28.025000000000002,0.4682658670664668
bert-base-multilingual-cased,en,17,QMT,0.39005452394485474,0.5820965575426817,0.2616417576801146,0.67008560502539,20.75,0.41529235382308843
bert-base-multilingual-cased,en,18,NQM,0.445572167634964,0.8774103545695543,0.4892787300650413,0.5078264295764413,24.425,0.2988505747126437
bert-base-multilingual-cased,en,18,NQT,0.455015629529953,0.7026909696906805,0.34982912991745396,0.6475330538680468,20.025000000000002,0.4007996001999001
bert-base-multilingual-cased,en,18,NMT,0.6101032495498657,0.8580896054804326,0.350240116899498,0.7110017947456272,15.325000000000001,0.30684657671164417
bert-base-multilingual-cased,en,18,QMT,0.4819275140762329,0.6993308569490909,0.308353023589779,0.6891266262409849,55.650000000000006,0.6101949025487257
bert-base-multilingual-cased,en,19,NQM,0.4467218220233917,0.8459914065152406,0.4229367166953368,0.5280453425206465,34.675000000000004,0.3963018490754623
bert-base-multilingual-cased,en,19,NQT,0.5087974071502686,0.7252184666395187,0.3215409412745359,0.7015781182561541,29.900000000000002,0.5982008995502249
bert-base-multilingual-cased,en,19,NMT,0.60817551612854,0.8547609457671642,0.3574767189018575,0.7115153296831777,15.75,0.3153423288355822
bert-base-multilingual-cased,en,19,QMT,0.48540353775024414,0.7308257633447647,0.35460327443039474,0.6641850384803586,30.55,0.6111944027986007
