model,language,template_id,pair,relative_commutator_norm,commutator_norm,cosine_ab_ba,noncommutativity
intfloat/multilingual-e5-large,en,0,NQ_vs_QN,0.8105853796005249,8.904685974121094,0.6813645362854004,0.3186354637145996
intfloat/multilingual-e5-large,en,0,NM_vs_MN,0.12440888583660126,1.5050946474075317,0.9927627444267273,0.007237255573272705
intfloat/multilingual-e5-large,en,0,NT_vs_TN,0.35919323563575745,3.9744832515716553,0.9356859922409058,0.06431400775909424
intfloat/multilingual-e5-large,en,0,QM_vs_MQ,0.3107209801673889,2.933695077896118,0.9569833278656006,0.043016672134399414
intfloat/multilingual-e5-large,en,0,QT_vs_TQ,0.5667784810066223,5.162899494171143,0.8470451831817627,0.1529548168182373
intfloat/multilingual-e5-large,en,0,MT_vs_TM,0.16218869388103485,1.256514549255371,0.9868510961532593,0.013148903846740723
intfloat/multilingual-e5-large,en,1,NQ_vs_QN,0.6904807090759277,8.018199920654297,0.7651451826095581,0.2348548173904419
intfloat/multilingual-e5-large,en,1,NM_vs_MN,0.11742335557937622,1.4999948740005493,0.9932549595832825,0.006745040416717529
intfloat/multilingual-e5-large,en,1,NT_vs_TN,0.49072563648223877,5.712228775024414,0.8800273537635803,0.11997264623641968
intfloat/multilingual-e5-large,en,1,QM_vs_MQ,0.28217989206314087,2.7056949138641357,0.963163435459137,0.03683656454086304
intfloat/multilingual-e5-large,en,1,QT_vs_TQ,0.5135781168937683,4.639825820922852,0.8691421747207642,0.13085782527923584
intfloat/multilingual-e5-large,en,1,MT_vs_TM,0.16932718455791473,1.2542916536331177,0.9857845306396484,0.014215469360351562
intfloat/multilingual-e5-large,en,2,NQ_vs_QN,0.7015750408172607,8.108682632446289,0.7647480964660645,0.23525190353393555
intfloat/multilingual-e5-large,en,2,NM_vs_MN,0.11375746130943298,1.5412651300430298,0.9935944080352783,0.00640559196472168
intfloat/multilingual-e5-large,en,2,NT_vs_TN,0.36927351355552673,4.69379997253418,0.9335563778877258,0.06644362211227417
intfloat/multilingual-e5-large,en,2,QM_vs_MQ,0.27933886647224426,2.6680777072906494,0.9674440026283264,0.032555997371673584
intfloat/multilingual-e5-large,en,2,QT_vs_TQ,0.44287988543510437,4.074148654937744,0.9087445735931396,0.09125542640686035
intfloat/multilingual-e5-large,en,2,MT_vs_TM,0.2164188027381897,1.9863536357879639,0.976590096950531,0.023409903049468994
intfloat/multilingual-e5-large,en,3,NQ_vs_QN,0.7743250131607056,8.550836563110352,0.700708270072937,0.299291729927063
intfloat/multilingual-e5-large,en,3,NM_vs_MN,0.12675143778324127,1.4328478574752808,0.9922400712966919,0.0077599287033081055
intfloat/multilingual-e5-large,en,3,NT_vs_TN,0.4028662443161011,4.475673198699951,0.9218947887420654,0.07810521125793457
intfloat/multilingual-e5-large,en,3,QM_vs_MQ,0.3154340088367462,2.861316680908203,0.9502961039543152,0.049703896045684814
intfloat/multilingual-e5-large,en,3,QT_vs_TQ,0.5312281250953674,5.0482964515686035,0.8597061634063721,0.14029383659362793
intfloat/multilingual-e5-large,en,3,MT_vs_TM,0.17236706614494324,1.4394985437393188,0.9851504564285278,0.014849543571472168
