model,language,pair,mean_relative_commutator_norm,std_relative_commutator_norm,mean_noncommutativity,n
intfloat/multilingual-e5-large,ar,MT_vs_TM,0.16298965628569326,0.05119960857932622,0.014266612629095713,48
intfloat/multilingual-e5-large,ar,NM_vs_MN,0.166206960255901,0.05887358486672898,0.015265884498755137,48
intfloat/multilingual-e5-large,ar,NQ_vs_QN,0.686358576019605,0.055768989151156516,0.23208267241716385,48
intfloat/multilingual-e5-large,ar,NT_vs_TN,0.5115773833046356,0.09560593738792351,0.11088797574241956,48
intfloat/multilingual-e5-large,ar,QM_vs_MQ,0.5865407971044382,0.05905436698858821,0.16615248719851175,48
intfloat/multilingual-e5-large,ar,QT_vs_TQ,0.6286008370419344,0.04294958788693227,0.18753038719296455,48
intfloat/multilingual-e5-large,de,MT_vs_TM,0.19694729816789427,0.07376838638264209,0.021397200723489124,48
intfloat/multilingual-e5-large,de,NM_vs_MN,0.18838187462339798,0.05039655351876486,0.01854088654120763,48
intfloat/multilingual-e5-large,de,NQ_vs_QN,0.7862377054989338,0.08395943471806185,0.3103376142680645,48
intfloat/multilingual-e5-large,de,NT_vs_TN,0.7936776056885719,0.11593262763061488,0.3159479486445586,48
intfloat/multilingual-e5-large,de,QM_vs_MQ,0.6627464486906925,0.10883305305328132,0.21723346536358198,48
intfloat/multilingual-e5-large,de,QT_vs_TQ,0.6559213747580847,0.07082296158968746,0.2125239036977291,48
intfloat/multilingual-e5-large,en,MT_vs_TM,0.17893225265045962,0.034710420927314634,0.016313220063845318,48
intfloat/multilingual-e5-large,en,NM_vs_MN,0.109432967302079,0.026517857696557335,0.006098097811142604,48
intfloat/multilingual-e5-large,en,NQ_vs_QN,0.7137372568249702,0.0459318215548823,0.24961628268162409,48
intfloat/multilingual-e5-large,en,NT_vs_TN,0.415259367475907,0.08687180629212722,0.08787507936358452,48
intfloat/multilingual-e5-large,en,QM_vs_MQ,0.33220118936151266,0.06362453117088217,0.05524959539373716,48
intfloat/multilingual-e5-large,en,QT_vs_TQ,0.5474361392358938,0.051994062341322374,0.14707883074879646,48
intfloat/multilingual-e5-large,es,MT_vs_TM,0.2082526346979042,0.09177557494443128,0.025282890846331913,48
intfloat/multilingual-e5-large,es,NM_vs_MN,0.17668330762535334,0.06878292817523735,0.017689142376184464,48
intfloat/multilingual-e5-large,es,NQ_vs_QN,0.799616627395153,0.072967087676167,0.3184807387491067,48
intfloat/multilingual-e5-large,es,NT_vs_TN,0.5473435247937838,0.0554713908488503,0.14861206213633218,48
intfloat/multilingual-e5-large,es,QM_vs_MQ,0.5362077287087837,0.10114066542615098,0.13494603087504706,48
intfloat/multilingual-e5-large,es,QT_vs_TQ,0.5985126302887996,0.0796074498958586,0.17839975158373514,48
intfloat/multilingual-e5-large,fr,MT_vs_TM,0.1682283425082763,0.05142563803490634,0.015099878112475077,48
intfloat/multilingual-e5-large,fr,NM_vs_MN,0.15384776595359048,0.04579719123124736,0.01263983299334844,48
intfloat/multilingual-e5-large,fr,NQ_vs_QN,0.8451500373582045,0.08079244450397692,0.35755491256713867,48
intfloat/multilingual-e5-large,fr,NT_vs_TN,0.5575266846766075,0.060573161965922086,0.151230172564586,48
intfloat/multilingual-e5-large,fr,QM_vs_MQ,0.526329847673575,0.06923180186923021,0.13628181194265684,48
intfloat/multilingual-e5-large,fr,QT_vs_TQ,0.5444613763441642,0.04133297268778223,0.14740534126758575,48
intfloat/multilingual-e5-large,ru,MT_vs_TM,0.2768697614471118,0.07865046479474588,0.04099309320251147,48
intfloat/multilingual-e5-large,ru,NM_vs_MN,0.28959822344283265,0.07230506801221412,0.043579645454883575,48
intfloat/multilingual-e5-large,ru,NQ_vs_QN,0.8106929945449034,0.0372447802679901,0.3267786242067814,48
intfloat/multilingual-e5-large,ru,NT_vs_TN,1.203336829940478,0.1049537368606131,0.5542950841287771,48
intfloat/multilingual-e5-large,ru,QM_vs_MQ,0.687872014939785,0.050441070603196796,0.22405722613135973,48
intfloat/multilingual-e5-large,ru,QT_vs_TQ,0.5927915883560976,0.034467830940388466,0.16764985273281732,48
intfloat/multilingual-e5-large,zh,MT_vs_TM,0.0,0.0,4.967053731282552e-09,48
intfloat/multilingual-e5-large,zh,NM_vs_MN,0.0,0.0,1.1175870895385742e-08,48
intfloat/multilingual-e5-large,zh,NQ_vs_QN,0.8874419604738554,0.09237859351181152,0.39454832424720127,48
intfloat/multilingual-e5-large,zh,NT_vs_TN,0.4156758990138769,0.13041253473669845,0.09002022321025531,48
intfloat/multilingual-e5-large,zh,QM_vs_MQ,0.521995841835936,0.06794334928027358,0.1316965992252032,48
intfloat/multilingual-e5-large,zh,QT_vs_TQ,0.6696916371583939,0.06460664573614078,0.21510117997725806,48
