model,language,triple,mean_relative_signed_permutation_norm,mean_ratio_to_null_mean,mean_null_percentile,max_p_smaller_or_equal_null,n
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ar,NMT,0.7456912758449713,0.706187458634621,24.352083333333336,0.6881559220389805,48
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ar,NQM,0.3838434560845296,0.41815782831513,32.604687500000004,0.6196901549225388,48
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ar,NQT,0.45458038710057735,0.4999299139027564,29.188020833333336,0.6256871564217891,48
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ar,QMT,0.3726078476756811,0.5096549647471482,32.359375,0.6366816591704147,48
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,de,NMT,0.6236629529545704,0.8263869589236866,40.1015625,0.8990504747626187,48
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,de,NQM,0.6375987355907758,0.7179133720638289,22.572916666666668,0.6041979010494752,48
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,de,NQT,0.800507598867019,0.8077127160625001,32.2015625,0.6211894052973513,48
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,de,QMT,0.5562441535294056,0.6801404055609179,30.838541666666668,0.623688155922039,48
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,en,NMT,0.36118107413252193,0.7615926160324449,23.463541666666668,0.7001499250374813,48
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,en,NQM,0.44391732042034465,0.6429704776078151,23.0421875,0.6101949025487257,48
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,en,NQT,0.525902579848965,0.7822419148074745,31.278645833333332,0.6176911544227887,48
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,en,QMT,0.4398711870114009,0.7248394822604074,30.4484375,0.6241879060469765,48
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,es,NMT,0.6409021945049366,0.8291248405554258,36.7875,0.9030484757621189,48
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,es,NQM,0.5864579118788242,0.647700875569971,24.4015625,0.6126936531734133,48
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,es,NQT,0.5304793243606886,0.7280630567410843,30.26875,0.8985507246376812,48
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,es,QMT,0.44774550882478553,0.6681405716701184,27.71041666666667,0.6251874062968515,48
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,fr,NMT,0.47865281502405804,0.7794176594638235,28.795312500000005,0.9015492253873063,48
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,fr,NQM,0.5638635748376449,0.6867745976787591,26.26510416666667,0.6121939030484758,48
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,fr,NQT,0.6880703959614038,0.8065870637105595,33.151562500000004,0.624687656171914,48
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,fr,QMT,0.46872854729493457,0.7430633203807493,29.31041666666667,0.6201899050474763,48
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ru,NMT,1.0770477975408237,0.7475216410689898,30.551562500000003,0.8985507246376812,48
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ru,NQM,0.5797417735060056,0.4742185467841428,25.652083333333334,0.6071964017991005,48
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ru,NQT,0.6344355239222447,0.7221792582506245,32.294270833333336,0.6181909045477262,48
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,ru,QMT,0.48587093750635785,0.5940470762291425,30.559895833333332,0.6221889055472264,48
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,zh,NMT,0.2810891292368372,0.8329233024634873,50.538541666666674,0.9145427286356822,48
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,zh,NQM,0.4470975526298086,0.6185388383282238,31.270312500000003,0.6116941529235382,48
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,zh,NQT,0.4385935341318448,0.6799470964313757,26.8859375,0.6196901549225388,48
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,zh,QMT,0.2600458689654867,0.48876102278620387,30.817708333333332,0.6146926536731634,48
