kind,mean_centroid_cosine,std_centroid_cosine,min_centroid_cosine,max_centroid_cosine,n
pair_commutator,0.31182422870178783,0.33150459705002616,-0.4804662764072418,0.9517331123352052,630
triple_signed,0.3216025026759044,0.3393688590638424,-0.3324936032295227,0.9475141763687134,420
