triple,mean_ratio_to_null_mean,std_ratio_to_null_mean,min_ratio_to_null_mean,max_ratio_to_null_mean,below_null_cells,n_cells,frac_below_null_cells
NMT,0.7715560453420974,0.04863761880769172,0.6616298408655789,0.8329233024634873,35,35,1.0
NQM,0.5798401830895837,0.07216397400272306,0.41815782831513,0.7179133720638289,35,35,1.0
NQT,0.7013897823195206,0.07267751456412554,0.4999299139027564,0.836598711773274,35,35,1.0
QMT,0.6203027413573878,0.08503638773348143,0.4832449203176535,0.7558527547967525,35,35,1.0
