model,ridge_alpha,heldout_language,method,pair,basis_rank,matrix_commutator_norm,closure_residual_ratio,random_subspace_null_mean,random_subspace_null_std,empirical_p_below_random_subspace,coef_N,coef_Q,coef_M,coef_T
intfloat/multilingual-e5-large-instruct,1.0,en,linear,NQ_minus_QN,4,7.962817321103448,0.9994152890622854,0.9998795007887454,8.426175472202961e-05,0.006644518272425249,-0.010680957273091967,-0.019493725151103487,0.010539347146458189,0.03768356346256082
intfloat/multilingual-e5-large-instruct,1.0,en,linear,NM_minus_MN,4,9.286476926507012,0.9996420078604049,0.9998786273321969,9.136748003184692e-05,0.026578073089700997,0.021935856007949835,0.000980482365065814,-0.021220160629379963,-0.006560156357375331
intfloat/multilingual-e5-large-instruct,1.0,en,linear,NT_minus_TN,4,10.633043595531658,0.9982411335675332,0.9998796937235573,8.717311006332853e-05,0.0033222591362126247,0.010024273538277156,-0.04791341000730106,-0.0029660017418048764,0.08935574533718817
intfloat/multilingual-e5-large-instruct,1.0,en,linear,QM_minus_MQ,4,5.660919891136483,0.9977020720019102,0.9998837553101585,8.034851915205113e-05,0.0033222591362126247,0.008593312639389976,0.01777258456913671,-0.0485699494635258,0.01908508318352143
intfloat/multilingual-e5-large-instruct,1.0,en,linear,QT_minus_TQ,4,5.426416469783792,0.9992403542500526,0.9998788028801114,8.215039855464765e-05,0.0033222591362126247,0.013425565635510232,0.02051335644228178,0.0030222982641040473,-0.014468608374726627
intfloat/multilingual-e5-large-instruct,1.0,en,linear,MT_minus_TM,4,6.964008814367919,0.9944818459938399,0.9998798880662059,8.887622732051312e-05,0.0033222591362126247,-0.008568104685119805,0.02450264282513681,0.07808444648688603,-0.07912056290482801
intfloat/multilingual-e5-large-instruct,1.0,en,affine,NQ_minus_QN,4,8.127229401531595,0.9992463897196084,0.9998734904032892,7.771679485042335e-05,0.0033222591362126247,-0.012246709425139049,-0.02509728198400251,0.01240689225255834,0.04232893494772938
intfloat/multilingual-e5-large-instruct,1.0,en,affine,NM_minus_MN,4,9.524310344164165,0.9986789252884389,0.9998832551272362,7.960954649103954e-05,0.0033222591362126247,0.041830899209543616,-0.0028384053599983215,-0.044426238563323804,-0.010461424823363959
intfloat/multilingual-e5-large-instruct,1.0,en,affine,NT_minus_TN,4,11.068461267110187,0.998313087754975,0.9998821946331844,8.102977238735243e-05,0.0033222591362126247,0.018805921475132485,-0.06369000618933701,-0.0002830800829330962,0.08464592369088307
intfloat/multilingual-e5-large-instruct,1.0,en,affine,QM_minus_MQ,4,5.663399851179292,0.9974529681494275,0.9998690048743515,8.910633717702306e-05,0.0033222591362126247,0.009968627020111765,0.013823118638341559,-0.05091770253409929,0.021993296939094513
intfloat/multilingual-e5-large-instruct,1.0,en,affine,QT_minus_TQ,4,5.551603667360541,0.9990269910738381,0.9998848611920975,8.349853670237981e-05,0.0033222591362126247,0.01239550643709629,0.025634676450249357,0.007690196177837102,-0.023919190008197273
intfloat/multilingual-e5-large-instruct,1.0,en,affine,MT_minus_TM,4,7.152776596066031,0.9954241081625608,0.9998802377637556,8.014399955072635e-05,0.0033222591362126247,-0.010072101578108072,0.02678777929199758,0.07130500809895449,-0.07299363130871572
intfloat/multilingual-e5-large-instruct,1.0,es,linear,NQ_minus_QN,4,9.102150949228278,0.9994464835164035,0.9998814560681372,8.126710450279481e-05,0.0033222591362126247,-0.00018920433926061748,-0.014775615220594163,0.043342568618754886,0.0057846171055412
intfloat/multilingual-e5-large-instruct,1.0,es,linear,NM_minus_MN,4,10.198538257146236,0.9963438181724802,0.9998757943247576,8.155704313702232e-05,0.0033222591362126247,0.08045452915220025,-0.019387773787535784,-0.04087847458735334,0.01221413079132225
intfloat/multilingual-e5-large-instruct,1.0,es,linear,NT_minus_TN,4,10.949332862240267,0.9991588328546636,0.9998769998815442,9.116940767128268e-05,0.0033222591362126247,-0.02701928462187756,0.048612712932673934,0.030750973074269116,-0.035588223637172095
intfloat/multilingual-e5-large-instruct,1.0,es,linear,QM_minus_MQ,4,5.561671064434098,0.9982794495224768,0.9998708161700517,8.692747166745974e-05,0.0033222591362126247,0.007191017964836243,0.016321760951809376,-0.035215154292580826,0.024099164956767456
intfloat/multilingual-e5-large-instruct,1.0,es,linear,QT_minus_TQ,4,5.640816464342472,0.9990555641453943,0.9998850293102445,7.835721110733861e-05,0.0033222591362126247,-0.008957332956066433,0.038829180506256195,0.0013342288398910656,-0.007193624522750211
intfloat/multilingual-e5-large-instruct,1.0,es,linear,MT_minus_TM,4,6.40799591190751,0.9874452998893883,0.9998772093181966,8.452366274318346e-05,0.0033222591362126247,0.004180187482394187,0.030083445240840362,0.10381710433895004,-0.1264982673734194
intfloat/multilingual-e5-large-instruct,1.0,es,affine,NQ_minus_QN,4,9.270054610069735,0.9993529076967995,0.999880298992515,7.999366697424162e-05,0.0033222591362126247,-8.482108105371918e-05,-0.015867953354645168,0.04496483714126981,0.012963887188685281
intfloat/multilingual-e5-large-instruct,1.0,es,affine,NM_minus_MN,4,10.414369745707328,0.9958868632982643,0.9998719086248596,9.041130031773245e-05,0.0033222591362126247,0.08419028296727601,-0.01702406974477628,-0.06094920060423396,0.008940987891769368
intfloat/multilingual-e5-large-instruct,1.0,es,affine,NT_minus_TN,4,11.392866195912772,0.9992425127977516,0.999886714605013,8.094804281211361e-05,0.0033222591362126247,-0.026813037711827803,0.042491277554793025,0.03485503390228297,-0.03355576690703576
intfloat/multilingual-e5-large-instruct,1.0,es,affine,QM_minus_MQ,4,5.630223963385122,0.9976413493383905,0.9998774660999212,8.823567661962294e-05,0.0033222591362126247,0.010135067337734352,0.009483528692173393,-0.04140168977925312,0.03273886296097499
intfloat/multilingual-e5-large-instruct,1.0,es,affine,QT_minus_TQ,4,5.810629389578106,0.9992109650912592,0.9998795119339086,8.913213420278353e-05,0.0033222591362126247,-0.010760374479690152,0.032124364285526896,0.0025788006062637835,0.00359133283528047
intfloat/multilingual-e5-large-instruct,1.0,es,affine,MT_minus_TM,4,6.558605739119137,0.9874229233431314,0.9998824868917099,8.274339035911567e-05,0.0033222591362126247,0.0020590591556733633,0.03777438727792143,0.10263797339251529,-0.1278996143468962
