model,ridge_alpha,heldout_language,method,pair,basis_rank,matrix_commutator_norm,closure_residual_ratio,random_subspace_null_mean,random_subspace_null_std,empirical_p_below_random_subspace,coef_N,coef_Q,coef_M,coef_T
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,en,linear,NQ_minus_QN,4,3.9028738347112695,0.9843960100669125,0.9998731685174083,8.875798745099577e-05,0.0033222591362126247,-0.10520474029135958,0.012058379426268702,0.03320367302023957,0.06289565442487474
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,en,linear,NM_minus_MN,4,3.516803152346855,0.9962745449012977,0.9998724607128208,0.00010582502967040243,0.0033222591362126247,-0.04508800132210567,0.012087770308930004,0.032394814107340957,0.013287783396405843
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,en,linear,NT_minus_TN,4,3.6800307322210846,0.9618764703569793,0.9998740713609199,8.570893335904854e-05,0.0033222591362126247,-0.15218143980085827,0.01609514462522954,0.03966336043659967,0.10976306850422046
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,en,linear,QM_minus_MQ,4,2.574799611251473,0.9968514339715379,0.9998738526296778,9.650515181701622e-05,0.0033222591362126247,-0.02195423058679527,-0.004265746274836942,-0.003953161764864007,0.040912506508180305
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,en,linear,QT_minus_TQ,4,2.593488993600896,0.9899266596640842,0.9998832551988892,8.260208165921874e-05,0.0033222591362126247,0.007687035184718599,-0.081846333088113,0.013632406941616423,0.06290156723547423
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,en,linear,MT_minus_TM,4,2.3450876545578505,0.9810900341314844,0.9998797278681412,8.181099646939023e-05,0.0033222591362126247,0.022401269822228512,0.0011290559685892682,0.0727815688284778,-0.09990551052510331
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,en,affine,NQ_minus_QN,4,3.830597995030486,0.96400114432991,0.9998777963421518,8.732930310011439e-05,0.0033222591362126247,-0.17033171983631518,0.059643552367369665,0.034016181451270215,0.08348103672048837
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,en,affine,NM_minus_MN,4,3.390578712065034,0.9898719827614185,0.9998803158763611,8.988724107616245e-05,0.0033222591362126247,-0.078866201758208,0.024242838978224678,0.04259710364989711,0.025864229743291188
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,en,affine,NT_minus_TN,4,3.471353734442964,0.9599790202444779,0.9998709029704419,8.908560722673446e-05,0.0033222591362126247,-0.14903404617158278,0.0001371913338849562,0.01661976992657075,0.14224149906677397
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,en,affine,QM_minus_MQ,4,2.5349689834301,0.9964575808640234,0.9998767099123033,8.987987825986532e-05,0.0033222591362126247,-0.026067705553185935,-0.005657919189395885,0.0032618421093412162,0.040667726570366984
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,en,affine,QT_minus_TQ,4,2.565298576825686,0.9879585730836566,0.9998747403021779,8.243443247889744e-05,0.0033222591362126247,-0.008553255878181535,-0.0780312604543266,0.0021536785717167135,0.08690768533505118
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,en,affine,MT_minus_TM,4,2.267792203132724,0.9799085152095613,0.9998681313901827,9.127539849549169e-05,0.0033222591362126247,0.022086639832699574,0.009187112897891996,0.07070243547755585,-0.10662883201873627
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,es,linear,NQ_minus_QN,4,4.792258064404945,0.9797511722790472,0.9998791366066413,9.633122955756871e-05,0.0033222591362126247,-0.14734444492615778,0.08559728699922015,0.020127397432943818,0.052405327691031615
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,es,linear,NM_minus_MN,4,3.358556280456146,0.9934491762480041,0.9998724867828753,9.119597942376628e-05,0.0033222591362126247,-0.05714259313362151,0.01349554541595624,0.045895142246980956,0.008451834445018323
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,es,linear,NT_minus_TN,4,3.761010684672814,0.9813909290776133,0.999877370785797,9.01802219668187e-05,0.0033222591362126247,-0.10267898393823695,-0.015301488642076443,0.03209452245236599,0.09455107534799974
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,es,linear,QM_minus_MQ,4,2.6854984143610867,0.9977536710208353,0.9998767187938925,8.05229761757848e-05,0.0033222591362126247,-0.0030318981643511454,-0.031884851830041354,0.01911116462031142,0.02450681401756336
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,es,linear,QT_minus_TQ,4,3.315617921157548,0.9516314086228186,0.9998738871609559,8.244637725258669e-05,0.0033222591362126247,0.028723415518341084,-0.20627570470698287,0.019885858526582235,0.15257436040248148
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,es,linear,MT_minus_TM,4,2.1932484586343377,0.9904092887041409,0.9998826681305917,8.538158397235753e-05,0.0033222591362126247,0.01796758470396502,-0.02442858521300157,0.05896398965199503,-0.05057324703253244
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,es,affine,NQ_minus_QN,4,4.710463260228546,0.9583880095900565,0.9998808131795976,7.959447932189441e-05,0.0033222591362126247,-0.21778820511421929,0.12181024159976969,0.02547291419844807,0.08627530751226321
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,es,affine,NM_minus_MN,4,3.228903854877185,0.9871437098355399,0.9998762941895948,8.941975663074003e-05,0.0033222591362126247,-0.08266171352001118,0.024132231469919725,0.052701660736143546,0.01662349363848688
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,es,affine,NT_minus_TN,4,3.526508082527535,0.9704468555081629,0.9998836219053381,7.735729662561057e-05,0.0033222591362126247,-0.12082583145032677,-0.021283797611159706,0.008510334885582584,0.14325127820207625
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,es,affine,QM_minus_MQ,4,2.6651492153304033,0.9974102868976825,0.999880058461811,7.840766669823467e-05,0.0033222591362126247,-0.00817225018728217,-0.030756899023299922,0.02473949623619286,0.024550470298375773
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,es,affine,QT_minus_TQ,4,3.1794116144142057,0.9480513791585078,0.9998724160456796,9.313822179244695e-05,0.0033222591362126247,0.016850339671762873,-0.19977866275516354,-0.0020594224814840622,0.18096087563134797
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,es,affine,MT_minus_TM,4,2.117945281232156,0.9895404654345531,0.9998808693151678,8.417423266327612e-05,0.0033222591362126247,0.02120776995617639,-0.027720978080815195,0.058500399728591265,-0.05168003992406471
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,fr,linear,NQ_minus_QN,4,4.4031971903084814,0.9733778862927986,0.9998804769906235,8.546275978326026e-05,0.0033222591362126247,-0.15402095300685167,0.031063090480251285,0.049181604268764716,0.07395681695304562
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,fr,linear,NM_minus_MN,4,3.584835157705635,0.9986416453869531,0.9998703099758861,9.019292168734875e-05,0.0033222591362126247,-0.023995637429157966,0.004803230160934476,0.030561396238275987,-0.002613760157538199
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,fr,linear,NT_minus_TN,4,3.9252374039460274,0.9629299249086325,0.9998831048895412,8.230371021278454e-05,0.0033222591362126247,-0.15190846825886875,0.00034278265298029464,0.030196728922634912,0.133750201404109
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,fr,linear,QM_minus_MQ,4,2.6676156374285527,0.9976545288009708,0.9998760475789716,8.669360132155062e-05,0.0033222591362126247,-0.02240240082287122,-0.006539804193282555,0.011962173907400868,0.026426329532081128
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,fr,linear,QT_minus_TQ,4,3.259666823517696,0.9512092063916097,0.9998776196009787,8.639456628102253e-05,0.0033222591362126247,0.03556536992949111,-0.21219196599959175,0.03404315500160461,0.13319078255609185
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,fr,linear,MT_minus_TM,4,2.3995894369008357,0.9825596630673917,0.9998785296468009,7.979142185738173e-05,0.0033222591362126247,0.019438791963268368,-0.001640946660968437,0.07736833111012413,-0.09398902205878971
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,fr,affine,NQ_minus_QN,4,4.283232411051377,0.9512533667587614,0.9998768680644069,9.12440304582822e-05,0.0033222591362126247,-0.2139274617897419,0.07603738319044251,0.03311353805467634,0.1071321022693074
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,fr,affine,NM_minus_MN,4,3.4495091124449577,0.9952134287674036,0.9998847095517437,8.100496086648051e-05,0.0033222591362126247,-0.05249760071778398,0.021442070720864632,0.036550040578326635,0.004755338153243222
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,fr,affine,NT_minus_TN,4,3.7786151183355803,0.9594608285643602,0.9998802021868388,8.312779154450842e-05,0.0033222591362126247,-0.15175227393321244,-0.01135004366635875,0.0027272273458242343,0.168210758614867
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,fr,affine,QM_minus_MQ,4,2.6434081867882813,0.9969072264900465,0.9998762248272015,9.045097816951704e-05,0.0033222591362126247,-0.029754004018074664,0.004064172048446713,0.014544132118554882,0.02339163269714256
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,fr,affine,QT_minus_TQ,4,3.1520664665249303,0.9472318482413987,0.999881899753611,7.446453431907924e-05,0.0033222591362126247,0.021609085463311674,-0.20754177928932,0.00525926082393798,0.1713355849548111
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,1.0,fr,affine,MT_minus_TM,4,2.34062854952198,0.9803869806450868,0.9998779720027542,8.294631630665902e-05,0.0033222591362126247,0.022848512357565416,-0.007302631240848838,0.08126000268487467,-0.09717753051356427
