ridge_alpha,method,mean_closure_residual_ratio,mean_matrix_commutator_norm,mean_random_subspace_null,mean_empirical_p,cells
0.1,affine,0.9943340352760165,8.98862957192826,0.9998780122419625,0.01108298616604262,378
0.1,linear,0.9947246251300672,8.88419383853058,0.9998779864998759,0.0074618994884775355,378
1.0,affine,0.9909896727594474,6.483421528698706,0.9998780152720831,0.0077783051204977855,378
1.0,linear,0.9914936831494936,6.468517716740257,0.9998779737119546,0.00713670481112339,378
10.0,affine,0.9704761411678454,3.26833507970252,0.999878121085816,0.006205066005730433,378
10.0,linear,0.9747065039684883,3.332579434886721,0.9998778174712939,0.004368155530946203,378
100.0,affine,0.8550426872191578,1.5386941415715238,0.9998778361482026,0.0033222591362126,378
100.0,linear,0.88166968689113,1.6070622336036429,0.999877903115151,0.0033222591362126,378
