model,ridge_alpha,heldout_language,method,operator,target_cosine,mse,n_test
intfloat/multilingual-e5-large,1.0,en,additive,N,0.8136537671089172,0.5353267788887024,160
intfloat/multilingual-e5-large,1.0,en,linear,N,0.7969146001874534,0.582093332592424,160
intfloat/multilingual-e5-large,1.0,en,affine,N,0.7950275540351868,0.5890153050422668,160
intfloat/multilingual-e5-large,1.0,en,additive,Q,0.8599146008491516,0.41545113921165466,160
intfloat/multilingual-e5-large,1.0,en,linear,Q,0.7055080779594716,0.8100204330476725,160
intfloat/multilingual-e5-large,1.0,en,affine,Q,0.7007841467857361,0.8251263499259949,160
intfloat/multilingual-e5-large,1.0,en,additive,M,0.966913104057312,0.1042153611779213,160
intfloat/multilingual-e5-large,1.0,en,linear,M,0.825090439033709,0.5321064111533012,160
intfloat/multilingual-e5-large,1.0,en,affine,M,0.8278886675834656,0.5239454507827759,160
intfloat/multilingual-e5-large,1.0,en,additive,T,0.9610684514045715,0.1222781389951706,160
intfloat/multilingual-e5-large,1.0,en,linear,T,0.8122333986972752,0.6049929478566666,160
intfloat/multilingual-e5-large,1.0,en,affine,T,0.8114879727363586,0.6089060306549072,160
intfloat/multilingual-e5-large,1.0,es,additive,N,0.8677495121955872,0.26264482736587524,160
intfloat/multilingual-e5-large,1.0,es,linear,N,0.7819208372694881,0.47803475497502196,160
intfloat/multilingual-e5-large,1.0,es,affine,N,0.7769271731376648,0.5137064456939697,160
intfloat/multilingual-e5-large,1.0,es,additive,Q,0.8984473943710327,0.19042816758155823,160
intfloat/multilingual-e5-large,1.0,es,linear,Q,0.7885266408982519,0.41327820211860666,160
intfloat/multilingual-e5-large,1.0,es,affine,Q,0.783291220664978,0.4318828582763672,160
intfloat/multilingual-e5-large,1.0,es,additive,M,0.9377188682556152,0.13046512007713318,160
intfloat/multilingual-e5-large,1.0,es,linear,M,0.849366296496091,0.3051466134920626,160
intfloat/multilingual-e5-large,1.0,es,affine,M,0.853992760181427,0.2971424460411072,160
intfloat/multilingual-e5-large,1.0,es,additive,T,0.9448717832565308,0.12142052501440048,160
intfloat/multilingual-e5-large,1.0,es,linear,T,0.7974755370449658,0.46247643515764925,160
intfloat/multilingual-e5-large,1.0,es,affine,T,0.7958153486251831,0.4737129211425781,160
intfloat/multilingual-e5-large,1.0,fr,additive,N,0.905835747718811,0.19954398274421692,160
intfloat/multilingual-e5-large,1.0,fr,linear,N,0.7646028060192318,0.4792982249936618,160
intfloat/multilingual-e5-large,1.0,fr,affine,N,0.7510138154029846,0.513765811920166,160
intfloat/multilingual-e5-large,1.0,fr,additive,Q,0.8983505368232727,0.22802579402923584,160
intfloat/multilingual-e5-large,1.0,fr,linear,Q,0.7488972038829903,0.5283426393975688,160
intfloat/multilingual-e5-large,1.0,fr,affine,Q,0.755563497543335,0.517217755317688,160
intfloat/multilingual-e5-large,1.0,fr,additive,M,0.9583702087402344,0.09089255332946777,160
intfloat/multilingual-e5-large,1.0,fr,linear,M,0.816495032630675,0.38593644207788225,160
intfloat/multilingual-e5-large,1.0,fr,affine,M,0.820701003074646,0.37494468688964844,160
intfloat/multilingual-e5-large,1.0,fr,additive,T,0.9717820882797241,0.06325310468673706,160
intfloat/multilingual-e5-large,1.0,fr,linear,T,0.823712927474447,0.37440038748710086,160
intfloat/multilingual-e5-large,1.0,fr,affine,T,0.8231058120727539,0.37850242853164673,160
intfloat/multilingual-e5-large,1.0,de,additive,N,0.8639686703681946,0.30816683173179626,160
intfloat/multilingual-e5-large,1.0,de,linear,N,0.6733629594051287,0.7129819784028089,160
intfloat/multilingual-e5-large,1.0,de,affine,N,0.6637552976608276,0.7485453486442566,160
intfloat/multilingual-e5-large,1.0,de,additive,Q,0.8929696083068848,0.22671771049499512,160
intfloat/multilingual-e5-large,1.0,de,linear,Q,0.7957664353558307,0.45204908199168026,160
intfloat/multilingual-e5-large,1.0,de,affine,Q,0.7984873056411743,0.4511672854423523,160
intfloat/multilingual-e5-large,1.0,de,additive,M,0.9600785970687866,0.08831498771905899,160
intfloat/multilingual-e5-large,1.0,de,linear,M,0.7556355968993083,0.598903288650719,160
intfloat/multilingual-e5-large,1.0,de,affine,M,0.7430188655853271,0.6486815214157104,160
intfloat/multilingual-e5-large,1.0,de,additive,T,0.9325167536735535,0.15523037314414978,160
intfloat/multilingual-e5-large,1.0,de,linear,T,0.7648879885272649,0.5523233362566717,160
intfloat/multilingual-e5-large,1.0,de,affine,T,0.7643884420394897,0.5581218004226685,160
intfloat/multilingual-e5-large,1.0,ru,additive,N,0.7973873019218445,0.5320111513137817,160
