model,ridge_alpha,heldout_language,method,triple,basis_rank,relative_jacobi_operator_norm,jacobi_coeff_norm,jacobi_coef_N,jacobi_coef_Q,jacobi_coef_M,jacobi_coef_T
distilbert-base-multilingual-cased,10.0,en,linear,NQM,4,0.023776731625543203,0.0022219558046163964,-0.0008594914968775994,0.0006553205680214572,-0.0012326575173524361,0.0014998241105230188
distilbert-base-multilingual-cased,10.0,en,linear,NQT,4,0.03288424062752662,0.003753622901520611,-0.0031386479949606933,0.00045975333248894114,0.0008781337460726424,0.0018044615949980684
distilbert-base-multilingual-cased,10.0,en,linear,NMT,4,0.03914018585905648,0.0017398506252379157,0.00022492265736027322,-0.001376902059022931,0.0010267739087280224,0.00016237628078186357
distilbert-base-multilingual-cased,10.0,en,linear,QMT,4,0.03542833001375314,0.00354667665849885,0.002923634754583351,-0.0005356780588876547,-0.0018956354825703636,-0.0003884459758827434
distilbert-base-multilingual-cased,10.0,en,affine,NQM,4,0.049934506136588334,0.004992878265379793,0.00290446830432089,-0.0007421230476718638,-0.0037042442989591974,0.0014902096489553974
distilbert-base-multilingual-cased,10.0,en,affine,NQT,4,0.03232346482115676,0.004484700274660205,0.002140732899312171,0.0006880639780225718,0.0008589479144435232,-0.003783989382881603
distilbert-base-multilingual-cased,10.0,en,affine,NMT,4,0.034159144069778,0.0013064361786819113,-0.0009278959506348391,5.8913008292646636e-05,0.0009173313112203999,-2.8585252719463545e-05
distilbert-base-multilingual-cased,10.0,en,affine,QMT,4,0.05833251273252494,0.006491816592248909,-0.0005682181462234107,-0.0014586608509086323,-0.0032838695135390325,0.005376738820677092
distilbert-base-multilingual-cased,10.0,es,linear,NQM,4,0.04043030203068549,0.003962181051245391,-0.000642686620639119,-0.00019699127348551948,-0.002210919019119626,0.0032185189326094025
distilbert-base-multilingual-cased,10.0,es,linear,NQT,4,0.049157470527463866,0.006112781814395892,-0.004643752052764754,-0.0002718678534676562,0.000948219758828349,0.0038507967412044317
distilbert-base-multilingual-cased,10.0,es,linear,NMT,4,0.013280473220680699,0.0005057408559566748,0.00011885771833328336,-0.00023064719381906063,0.00036152446343300394,-0.00024030936415226777
distilbert-base-multilingual-cased,10.0,es,linear,QMT,4,0.049613040543198365,0.005365300890892707,0.0043575529783805795,8.293141601174725e-06,-0.0029025324226229364,-0.00117193107725908
distilbert-base-multilingual-cased,10.0,es,affine,NQM,4,0.061911054024871626,0.006439939876750163,0.003720107618192199,-0.0011645010514984983,-0.004683272731486459,0.002084350917863767
distilbert-base-multilingual-cased,10.0,es,affine,NQT,4,0.03065542995265327,0.004327816298756079,0.0022301308488208993,0.00038283680549094576,0.0007534160857534287,-0.003611413919091193
distilbert-base-multilingual-cased,10.0,es,affine,NMT,4,0.029524213282859854,0.001275274211549859,-0.0010954604354477602,0.0003223724222214215,0.0004464089909057842,0.0003508358351740758
distilbert-base-multilingual-cased,10.0,es,affine,QMT,4,0.06882776523738345,0.007749552890530708,8.889984355068235e-05,-0.001396411693495067,-0.004581042495567128,0.006091941468614735
distilbert-base-multilingual-cased,10.0,fr,linear,NQM,4,0.04607206595925375,0.0040445515661985095,0.0010766399261186912,-0.0005454289652638417,-0.0028622533690045894,0.002590223298597835
distilbert-base-multilingual-cased,10.0,fr,linear,NQT,4,0.041450302937008354,0.005958184221605583,-0.004421208371418187,0.0002764989271636705,8.702131166629168e-05,0.003983572691653146
distilbert-base-multilingual-cased,10.0,fr,linear,NMT,4,0.018451508839227353,0.0006627496378088209,-0.00029118107857385614,1.1522349272798972e-05,0.0005412510000714871,-0.0002477201087621669
distilbert-base-multilingual-cased,10.0,fr,linear,QMT,4,0.04814233687532717,0.005344512540665259,0.004384791762366025,-0.000476632665001607,-0.002956163996771983,-0.0006093695306280313
