model,ridge_alpha,heldout_language,method,triple,basis_rank,relative_jacobi_operator_norm,jacobi_coeff_norm,jacobi_coef_N,jacobi_coef_Q,jacobi_coef_M,jacobi_coef_T,mean_relative_jacobi_operator_norm,mean_jacobi_coeff_norm,cells
distilbert-base-multilingual-cased,10.0,en,affine,NMT,4.0,0.034159144069778,0.0013064361786819,-0.0009278959506348,5.891300829264664e-05,0.0009173313112203,-2.8585252719463545e-05,,,
distilbert-base-multilingual-cased,10.0,en,affine,QMT,4.0,0.0583325127325249,0.0064918165922489,-0.0005682181462234,-0.0014586608509086,-0.003283869513539,0.005376738820677,,,
distilbert-base-multilingual-cased,10.0,es,linear,NQM,4.0,0.0404303020306854,0.0039621810512453,-0.0006426866206391,-0.0001969912734855,-0.0022109190191196,0.0032185189326094,,,
distilbert-base-multilingual-cased,10.0,es,linear,NQT,4.0,0.0491574705274638,0.0061127818143958,-0.0046437520527647,-0.0002718678534676,0.0009482197588283,0.0038507967412044,,,
distilbert-base-multilingual-cased,10.0,es,linear,NMT,4.0,0.0132804732206806,0.0005057408559566,0.0001188577183332,-0.000230647193819,0.000361524463433,-0.0002403093641522,,,
distilbert-base-multilingual-cased,10.0,es,linear,QMT,4.0,0.0496130405431983,0.0053653008908927,0.0043575529783805,8.293141601174725e-06,-0.0029025324226229,-0.001171931077259,,,
distilbert-base-multilingual-cased,10.0,es,affine,NQM,4.0,0.0619110540248716,0.0064399398767501,0.0037201076181921,-0.0011645010514984,-0.0046832727314864,0.0020843509178637,,,
distilbert-base-multilingual-cased,10.0,es,affine,NQT,4.0,0.0306554299526532,0.004327816298756,0.0022301308488208,0.0003828368054909,0.0007534160857534,-0.0036114139190911,,,
distilbert-base-multilingual-cased,10.0,es,affine,NMT,4.0,0.0295242132828598,0.0012752742115498,-0.0010954604354477,0.0003223724222214,0.0004464089909057,0.000350835835174,,,
distilbert-base-multilingual-cased,10.0,es,affine,QMT,4.0,0.0688277652373834,0.0077495528905307,8.889984355068235e-05,-0.001396411693495,-0.0045810424955671,0.0060919414686147,,,
distilbert-base-multilingual-cased,10.0,fr,linear,NQM,4.0,0.0460720659592537,0.0040445515661985,0.0010766399261186,-0.0005454289652638,-0.0028622533690045,0.0025902232985978,,,
distilbert-base-multilingual-cased,10.0,fr,linear,NQT,4.0,0.0414503029370083,0.0059581842216055,-0.0044212083714181,0.0002764989271636,8.702131166629168e-05,0.0039835726916531,,,
distilbert-base-multilingual-cased,10.0,fr,linear,NMT,4.0,0.0184515088392273,0.0006627496378088,-0.0002911810785738,1.1522349272798972e-05,0.0005412510000714,-0.0002477201087621,,,
distilbert-base-multilingual-cased,10.0,fr,linear,QMT,4.0,0.0481423368753271,0.0053445125406652,0.004384791762366,-0.0004766326650016,-0.0029561639967719,-0.000609369530628,,,
distilbert-base-multilingual-cased,10.0,fr,affine,NQM,4.0,0.0678064739809668,0.0071024000399409,0.0046516219940043,-0.0017975975601503,-0.0046806652928409,0.0019148145028657,,,
distilbert-base-multilingual-cased,10.0,fr,affine,NQT,4.0,0.027839636140267,0.0041468202648632,0.0025517131934195,8.699128040368792e-05,0.0003853589605618,-0.0032448126411639,,,
distilbert-base-multilingual-cased,10.0,fr,affine,NMT,4.0,0.0433517872054556,0.002130963033178,-0.0017473687736566,0.0010034542298488,7.451280128912923e-05,0.000689371647708,,,
distilbert-base-multilingual-cased,10.0,fr,affine,QMT,4.0,0.0724993563875147,0.0084302174047749,-6.885634589029292e-05,-0.0014435772541628,-0.0049149183682331,0.0066950344614699,,,
distilbert-base-multilingual-cased,10.0,de,linear,NQM,4.0,0.0384897754796321,0.0031038825114231,0.0003060024059018,-0.000631851645248,-0.001869898930324,0.0023758557744676,,,
distilbert-base-multilingual-cased,10.0,de,linear,NQT,4.0,0.0406994181074594,0.0042505930316349,-0.0032463087657987,-0.0001543702773251,0.0006660187463918,0.0026573688800419,,,
distilbert-base-multilingual-cased,10.0,de,linear,NMT,4.0,0.0192768158957984,0.000642888711052,3.139677922650173e-05,-2.573408399468048e-05,0.0004637870603569,-0.0004433502640337,,,
distilbert-base-multilingual-cased,10.0,de,linear,QMT,4.0,0.0452037563723593,0.0040287300333249,0.0032720449738734,-0.0004148266438108,-0.0022970526774278,-0.0002754182693115,,,
distilbert-base-multilingual-cased,10.0,de,affine,NQM,4.0,0.0598411208620938,0.0058006579000398,0.0036138159397799,-0.0015532651910969,-0.0038365429643091,0.0018591050954218,,,
distilbert-base-multilingual-cased,10.0,de,affine,NQT,4.0,0.0313312157350889,0.0036186170326321,0.0016635986763608,0.0002623945445552,0.0009054647905982,-0.0030721509222107,,,
distilbert-base-multilingual-cased,10.0,de,affine,NMT,4.0,0.0329399094067758,0.0015165571981297,-0.0012715629044113,0.0004009971593819,0.0002478302108636,0.000678863005381,,,
distilbert-base-multilingual-cased,10.0,de,affine,QMT,4.0,0.0680717934146736,0.0071334408491636,0.0003378478717266,-0.001675468370962,-0.0039790963393917,0.0056684596870606,,,
distilbert-base-multilingual-cased,10.0,ru,linear,NQM,4.0,0.051536390381851,0.0046238770969149,-0.0007343236608751,-0.000374000258432,-0.0025593413919195,0.0037617686817179,,,
distilbert-base-multilingual-cased,10.0,ru,linear,NQT,4.0,0.055883563912651,0.0070774999505335,-0.005532151270826,4.151817140712541e-05,0.001332978379317,0.0042080580732941,,,
distilbert-base-multilingual-cased,10.0,ru,linear,NMT,4.0,0.0241812516383289,0.0008954745515108,3.872340992609573e-05,-0.0005463866889476,0.0006974054318304,-0.0001243479783566,,,
distilbert-base-multilingual-cased,10.0,ru,linear,QMT,4.0,0.0590880684364754,0.0054673063882575,0.0041021179507717,-0.0005122754523426,-0.0035769251314237,8.513475291732284e-05,,,
distilbert-base-multilingual-cased,10.0,ru,affine,NQM,4.0,0.085387378387665,0.0084225840222788,0.0048598431576319,-0.0016504664813805,-0.006082617308142,0.0027567323359542,,,
distilbert-base-multilingual-cased,10.0,ru,affine,NQT,4.0,0.0335619802594728,0.0045751913452542,0.0018249328371334,0.0006736830333094,0.0013022378958071,-0.0039309443673239,,,
distilbert-base-multilingual-cased,10.0,ru,affine,NMT,4.0,0.0381096833863505,0.0015940186862134,-0.0013405140671264,0.0003501393804272,0.0007205021320912,0.0003196821855524,,,
distilbert-base-multilingual-cased,10.0,ru,affine,QMT,4.0,0.0960830634253445,0.0100155822939911,0.0010726864632806,-0.0020997356732958,-0.0063079226716781,0.0074136667115282,,,
distilbert-base-multilingual-cased,10.0,zh,linear,NQM,4.0,0.0381275823172631,0.0044340629722121,-0.0025079203299499,0.0001211392713631,-0.0008768814356863,0.0035479084380587,,,
distilbert-base-multilingual-cased,10.0,zh,linear,NQT,4.0,0.0660491433719952,0.0089997583777671,-0.0073005220514307,0.0008404657901289,0.0014828430791403,0.0049792391279222,,,
distilbert-base-multilingual-cased,10.0,zh,linear,NMT,4.0,0.0186232034276937,0.0009392790568361,-0.0004447448911532,-0.0004347111756392,0.0006599638542085,0.00024478773114,,,
distilbert-base-multilingual-cased,10.0,zh,linear,QMT,4.0,0.0450519174900955,0.0049855847699428,0.0042380455480726,-0.0004332956258451,-0.0023127017474231,-0.0011656289970815,,,
distilbert-base-multilingual-cased,10.0,zh,affine,NQM,4.0,0.0497776827208506,0.0051675822166841,0.0015509439165316,-0.0012985195030413,-0.0034563450218172,0.0032658850445696,,,
distilbert-base-multilingual-cased,10.0,zh,affine,NQT,4.0,0.0251842461098294,0.0028070145289348,-0.0001513557918742,0.0005563830690281,0.0016066011079785,-0.0022283834387866,,,
distilbert-base-multilingual-cased,10.0,zh,affine,NMT,4.0,0.0170554059350314,0.0009262786437111,-0.0007846020278003,0.0001482997617045,0.0003602737394223,0.00030100132413,,,
distilbert-base-multilingual-cased,10.0,zh,affine,QMT,4.0,0.0675741234088578,0.0077462103614471,0.0002585992158245,-0.0017928286246117,-0.0043420524338201,0.006153799443766,,,
distilbert-base-multilingual-cased,10.0,ar,linear,NQM,4.0,0.0430058122944479,0.0043488583142436,0.001378522902132,-0.0004619763149988,-0.0032510218418498,0.0024959323135571,,,
distilbert-base-multilingual-cased,10.0,ar,linear,NQT,4.0,0.0192517413230748,0.0023655070887413,-0.0020549496576735,0.0004967056080172,0.0009061246209217,0.0005522928585783,,,
distilbert-base-multilingual-cased,10.0,ar,linear,NMT,4.0,0.0210865905311213,0.0008916399473109,-0.0003299135101109,-0.0004530982586493,0.0006666088966863,0.0001910848459571,,,
distilbert-base-multilingual-cased,10.0,ar,linear,QMT,4.0,0.049578007411626,0.005479776941427,0.0024647106715226,-0.0010430407976275,-0.0038683897538988,0.0028108331931818,,,
distilbert-base-multilingual-cased,10.0,ar,affine,NQM,4.0,0.0683480957297999,0.0077743700588594,0.0050006330166645,-0.0017500003581106,-0.0052966189354531,0.0020779378826005,,,
distilbert-base-multilingual-cased,10.0,ar,affine,NQT,4.0,0.0371545825833591,0.0049441201940692,0.002492459789038,0.0005469076422561,0.0008903284493664,-0.0041400695617975,,,
distilbert-base-multilingual-cased,10.0,ar,affine,NMT,4.0,0.0342603916207527,0.0018020705044598,-0.0013062580269229,-0.0002100915339181,0.0005057894865859,0.0011140855500266,,,
distilbert-base-multilingual-cased,10.0,ar,affine,QMT,4.0,0.0766871952075054,0.0092207326843543,0.0006265516385953,-0.002194779966127,-0.0052795926688056,0.007206815276686,,,
distilbert-base-multilingual-cased,100.0,en,linear,NQM,4.0,0.1032773105996438,0.038729547099855,-0.032853157749808,0.0148236904215049,0.0134330882945157,0.0045230725823543,,,
distilbert-base-multilingual-cased,100.0,en,linear,NQT,4.0,0.1176403011537011,0.0517173613322058,-0.0413665362641475,0.0092893301043411,0.0027480514230378,0.0294898575829357,,,
distilbert-base-multilingual-cased,100.0,en,linear,NMT,4.0,0.0067690720282229,0.0029816218686542,-0.0022280868318847,-0.0002513856445982,0.0006597454717666,0.0018512804237587,,,
distilbert-base-multilingual-cased,100.0,en,linear,QMT,4.0,0.0915017613831296,0.0393489956161999,0.0161169146730929,0.0047641229399951,0.0122325921824807,-0.0334104076379454,,,
distilbert-base-multilingual-cased,100.0,en,affine,NQM,4.0,0.0058275580947325,0.0024570405632294,0.0013117537867175,-0.0011726563674646,-0.0013204392808133,0.0010943799531774,,,
distilbert-base-multilingual-cased,100.0,en,affine,NQT,4.0,0.0143658184831142,0.0066926861746991,0.0045725060350884,-0.0038709037988392,0.001759926544888,-0.0024089414955161,,,
distilbert-base-multilingual-cased,100.0,en,affine,NMT,4.0,0.0024508438121122,0.0006523257977658,-7.495775657907766e-05,-0.0004458883196788,0.000460502862853,9.503157810773072e-05,,,
distilbert-base-multilingual-cased,100.0,en,affine,QMT,4.0,0.0131706361607349,0.0057969507611729,-0.0032305070514437,0.002203276390083,-0.0025273590410439,0.0034534753140266,,,
distilbert-base-multilingual-cased,100.0,es,linear,NQM,4.0,0.1256463469964931,0.0483990241124311,-0.0415615320216734,0.0170186533107645,0.0158624530727895,0.0085937543046478,,,
distilbert-base-multilingual-cased,100.0,es,linear,NQT,4.0,0.1433303639695134,0.0606057190671846,-0.0465711935391612,0.0057523184388966,0.0026363114515017,0.0382640537645543,,,
distilbert-base-multilingual-cased,100.0,es,linear,NMT,4.0,0.0127033539170143,0.0039768080341225,0.002136744625931,-0.0021948175341993,-0.0017464736062897,0.0018390025769206,,,
distilbert-base-multilingual-cased,100.0,es,linear,QMT,4.0,0.1198227005720712,0.0504014914159152,0.0198625185203234,0.0098339738476746,0.0133337191723289,-0.0432584741568066,,,
distilbert-base-multilingual-cased,100.0,es,affine,NQM,4.0,0.0084262172792376,0.004110975516678,-0.0024870271452132,-0.0015505833373959,0.0017635703443,0.0022804224679199,,,
distilbert-base-multilingual-cased,100.0,es,affine,NQT,4.0,0.0164573387578031,0.0071637643613312,0.0008088946676875,-0.0058754386915678,0.0013194165521833,0.0037952034707928,,,
distilbert-base-multilingual-cased,100.0,es,affine,NMT,4.0,0.0069914597807749,0.0021924496458165,0.0004344664937384,-0.0004495026759878,-0.0014796740968785,0.0014921749986399,,,
distilbert-base-multilingual-cased,100.0,es,affine,QMT,4.0,0.0110801004947841,0.0046799241776861,-0.0025938577141705,0.0037517689621953,-0.0010343929360532,-0.0001668933062774,,,
distilbert-base-multilingual-cased,100.0,fr,linear,NQM,4.0,0.1043652339932133,0.0423068299578788,-0.0365901076044349,0.0136012877302662,0.0113259731685522,0.0117370861138738,,,
distilbert-base-multilingual-cased,100.0,fr,linear,NQT,4.0,0.1496672831323049,0.0669883595519054,-0.0497598161212138,0.0068087265269489,-0.0012769689473736,0.0443104006800548,,,
distilbert-base-multilingual-cased,100.0,fr,linear,NMT,4.0,0.0125655074798968,0.0052716590926622,-0.0044130032377545,0.0003296572450986,0.0018596070749588,0.0021792153726362,,,
distilbert-base-multilingual-cased,100.0,fr,linear,QMT,4.0,0.1168151605704898,0.0505835082011387,0.0216363215980764,0.0067808721721396,0.0143846855726121,-0.0428679540356367,,,
distilbert-base-multilingual-cased,100.0,fr,affine,NQM,4.0,0.009265601653936,0.0044748127730356,-0.0015867899911051,-0.0008775580158688,-0.0013578120726276,0.0038590523684011,,,
distilbert-base-multilingual-cased,100.0,fr,affine,NQT,4.0,0.008977782956727,0.0048812421375013,-0.0028668339778425,-0.0014082865278494,0.0006539983940294,0.0036327404124835,,,
distilbert-base-multilingual-cased,100.0,fr,affine,NMT,4.0,0.0087014931453361,0.0027819378407417,-0.0020595508300942,-0.0003753301540604,0.0016749871785121,0.0007422760640635,,,
distilbert-base-multilingual-cased,100.0,fr,affine,QMT,4.0,0.002745330344189,0.0014092121436773,-0.000832557644452,8.147354250406802e-05,-0.0003264957062304,0.0010860429320413,,,
distilbert-base-multilingual-cased,100.0,de,linear,NQM,4.0,0.0944160193200712,0.036810955749268,-0.0317858619779139,0.0124442895225386,0.0109862298393986,0.0083155188467534,,,
distilbert-base-multilingual-cased,100.0,de,linear,NQT,4.0,0.119902717757669,0.0512923152889661,-0.0390331002509993,0.0036600092455027,0.0025147648700916,0.0329787656298585,,,
distilbert-base-multilingual-cased,100.0,de,linear,NMT,4.0,0.0063090898186787,0.0021170972627514,-0.0009616795425691,-0.0010436454496569,0.0006007020697703,0.001451631659939,,,
distilbert-base-multilingual-cased,100.0,de,linear,QMT,4.0,0.0929413028040558,0.0382047915139475,0.0157402352458316,0.0080329458659196,0.0087564347997726,-0.0327207536487565,,,
distilbert-base-multilingual-cased,100.0,de,affine,NQM,4.0,0.0079808449001021,0.003639543911959,5.276321382566285e-05,-0.0015096217561944,-0.001506732964745,0.0029486088001834,,,
distilbert-base-multilingual-cased,100.0,de,affine,NQT,4.0,0.0147350930562739,0.0060665136684912,0.0001225225029831,-0.0049600022086531,0.0019742713567896,0.0028789246301647,,,
distilbert-base-multilingual-cased,100.0,de,affine,NMT,4.0,0.0039550876337744,0.0014851637471178,-0.0010740047144221,-0.0002821853432664,0.0006000286145271,0.0007826636077819,,,
distilbert-base-multilingual-cased,100.0,de,affine,QMT,4.0,0.0119455061894959,0.004323480976386,-0.0011107399804948,0.0030588403666677,-0.002736048823275,0.0007850330545913,,,
distilbert-base-multilingual-cased,100.0,ru,linear,NQM,4.0,0.119883586573121,0.0466383796309286,-0.0403032202840806,0.0144761313816525,0.0142793805202944,0.0117187798643571,,,
distilbert-base-multilingual-cased,100.0,ru,linear,NQT,4.0,0.148439678783278,0.0642715154899264,-0.0495322492130048,0.0057251699929555,0.0036356050016396,0.0403904542694985,,,
distilbert-base-multilingual-cased,100.0,ru,linear,NMT,4.0,0.0089446765010197,0.0037586900492822,-0.0026348431472446,-0.0006025992470905,0.0008282841333476,0.0024771297943065,,,
distilbert-base-multilingual-cased,100.0,ru,linear,QMT,4.0,0.1133865267617578,0.0468733677247126,0.0205491218529889,0.00793729035601,0.0112383883437812,-0.0398188930303932,,,
distilbert-base-multilingual-cased,100.0,ru,affine,NQM,4.0,0.0136576170715175,0.0055510139464577,-0.0004458640006909,-0.0002027423539762,-0.0035721116095697,0.0042206486839509,,,
distilbert-base-multilingual-cased,100.0,ru,affine,NQT,4.0,0.0088688063059277,0.003687338521928,4.103868757407425e-05,-0.0030029432461938,0.0014113884149891,0.0016078233123044,,,
distilbert-base-multilingual-cased,100.0,ru,affine,NMT,4.0,0.0019594131194338,0.0005658388115773,0.0001696376943554,-0.0004765504967725,0.0002408114980932,7.941070301244885e-05,,,
distilbert-base-multilingual-cased,100.0,ru,affine,QMT,4.0,0.0161261246268592,0.0057402382594154,-0.0002745923266292,0.0022519210050324,-0.0045990792803714,0.0025791967526665,,,
distilbert-base-multilingual-cased,100.0,zh,linear,NQM,4.0,0.112889410696928,0.0432276350662379,-0.0370019736452979,0.0171074893981494,0.0121249659312529,0.0077331356790551,,,
distilbert-base-multilingual-cased,100.0,zh,linear,NQT,4.0,0.1434401779481057,0.0633216810307854,-0.0501023836653205,0.0085938965676131,0.0040501657989627,0.0375383475715652,,,
distilbert-base-multilingual-cased,100.0,zh,linear,NMT,4.0,0.0177551006832202,0.00815118611821,-0.0064278825809842,-0.0001678984638309,0.0022596378505003,0.0044710186254598,,,
distilbert-base-multilingual-cased,100.0,zh,linear,QMT,4.0,0.1090462495188245,0.0474386901664801,0.0220490944855294,0.0084016057108239,0.00947401175082,-0.0400490059789837,,,
distilbert-base-multilingual-cased,100.0,zh,affine,NQM,4.0,0.0093840287605821,0.004886139424008,-0.0017709772895339,-0.0016479137373675,-0.0008122952290227,0.0041668398920409,,,
distilbert-base-multilingual-cased,100.0,zh,affine,NQT,4.0,0.0168339390009651,0.0086700905647838,-0.0029930439982304,-0.0049573027811022,0.0017229359898784,0.0062184241361833,,,
distilbert-base-multilingual-cased,100.0,zh,affine,NMT,4.0,0.0055653720343321,0.0022172387242176,-0.0017429637238625,-0.0001180161995607,0.0010099372442955,0.0009188710228837,,,
distilbert-base-multilingual-cased,100.0,zh,affine,QMT,4.0,0.008901518342057,0.0036180719031393,-0.0004470786216614,0.0030724942051211,-0.0014415273485933,-0.0011714705566484,,,
distilbert-base-multilingual-cased,100.0,ar,linear,NQM,4.0,0.0757682596102969,0.0363110090495705,-0.0313428367588056,0.0105356055774898,0.0123708123401839,0.0084899928897718,,,
distilbert-base-multilingual-cased,100.0,ar,linear,NQT,4.0,0.1024249782322851,0.0520855145801408,-0.0389648541943153,0.0027496977860066,0.0020025675647161,0.0343957824729746,,,
distilbert-base-multilingual-cased,100.0,ar,linear,NMT,4.0,0.0031871293239201,0.0013637715388214,-0.0007804496418305,-0.0002677859603094,-6.357458467521476e-05,0.0010839834492788,,,
distilbert-base-multilingual-cased,100.0,ar,linear,QMT,4.0,0.0731388326615781,0.034830847856795,0.0122070772343845,0.0072573597893861,0.0104050255668012,-0.030053974773041,,,
distilbert-base-multilingual-cased,100.0,ar,affine,NQM,4.0,0.011795790155238,0.0056889941820291,0.000361763794723,-0.002451620028631,-0.0023846685633284,0.004531743244964,,,
distilbert-base-multilingual-cased,100.0,ar,affine,NQT,4.0,0.013627190012445,0.005689789457857,0.0016915942736529,-0.0049224716387194,0.0013632749799818,0.0018501262613789,,,
distilbert-base-multilingual-cased,100.0,ar,affine,NMT,4.0,0.0033000938796896,0.0013321144667725,-0.0011303696485226,0.000187443836326,0.000289603325991,0.0006146447202097,,,
distilbert-base-multilingual-cased,100.0,ar,affine,QMT,4.0,0.0135578687342745,0.0057278591910471,-0.0024045274583363,0.0025409332617787,-0.003257794126621,0.0031554800272398,,,
intfloat/multilingual-e5-large-instruct,0.1,en,linear,NQM,4.0,0.04915638113227,0.001729293713739,8.492909185869304e-05,-0.0001503440739671,0.0012837463491043,0.0011457031763584,,,
intfloat/multilingual-e5-large-instruct,0.1,en,linear,NQT,4.0,0.0736745826785171,0.0065210884539733,-0.0006428524834177,-0.0044384059112062,0.0006878206587314,0.0046838863156463,,,
intfloat/multilingual-e5-large-instruct,0.1,en,linear,NMT,4.0,0.0429402247533248,0.002568152767928,0.0003097943043119,-0.0015622514878561,-0.0019543628239399,0.0004891547500792,,,
intfloat/multilingual-e5-large-instruct,0.1,en,linear,QMT,4.0,0.0248367815146413,0.0008776652520209,-0.000379969373905,0.0001687919084723,-0.0007458358661781,0.0002028736598371,,,
intfloat/multilingual-e5-large-instruct,0.1,en,affine,NQM,4.0,0.077468766433797,0.003766391845976,-4.306925452771083e-05,-0.0008665230615424,-0.000542676056298,0.0036247059271732,,,
intfloat/multilingual-e5-large-instruct,0.1,en,affine,NQT,4.0,0.0674495723093331,0.006296378906197,-0.00095753322014,-0.0043962796546713,0.0002368444780357,0.0043981981940197,,,
intfloat/multilingual-e5-large-instruct,0.1,en,affine,NMT,4.0,0.0396523106573181,0.0022704250912207,0.0005668245043398,-0.0013403705871849,0.0004956278479058,-0.0016707183489487,,,
intfloat/multilingual-e5-large-instruct,0.1,en,affine,QMT,4.0,0.0245116211787917,0.0007971146384284,-0.0005166623712764,0.0004860920464805,-0.0002929091902555,0.0002153380354606,,,
intfloat/multilingual-e5-large-instruct,0.1,es,linear,NQM,4.0,0.0827128464421491,0.0061460953358236,-0.0010822148266837,0.0002100814699724,0.0060314320533485,-0.0004254316722486,,,
intfloat/multilingual-e5-large-instruct,0.1,es,linear,NQT,4.0,0.1054137061507481,0.0066526645246512,-0.0026492027448289,0.0021939384399488,-0.0040333950573708,0.004019705029879,,,
intfloat/multilingual-e5-large-instruct,0.1,es,linear,NMT,4.0,0.1623447103762946,0.0153477680729759,0.0114807976203822,-0.0093164346258207,-0.0026089945031009,0.003184723593545,,,
intfloat/multilingual-e5-large-instruct,0.1,es,linear,QMT,4.0,0.0803504329510697,0.005625473955214,0.001880552137825,-0.0044539840064061,-0.002009466519998,0.0020575596354414,,,
intfloat/multilingual-e5-large-instruct,0.1,es,affine,NQM,4.0,0.0945047192268431,0.0078292642404938,-0.0023461801329821,-0.0001340813724452,0.0073664811640314,0.0012287370656929,,,
intfloat/multilingual-e5-large-instruct,0.1,es,affine,NQT,4.0,0.0869348284169561,0.0058846332068442,-0.0025671904982348,0.0012783037546395,-0.0040547982215207,0.0031564207290051,,,
intfloat/multilingual-e5-large-instruct,0.1,es,affine,NMT,4.0,0.1470263175975487,0.0131053596599877,0.0111476083981367,-0.0061887022435422,-0.0028739969922472,0.0009598878313398,,,
intfloat/multilingual-e5-large-instruct,0.1,es,affine,QMT,4.0,0.0839247375097499,0.0058741186203894,0.0023556307213652,-0.0040509067017998,-0.0026469188167196,0.0023537733837338,,,
intfloat/multilingual-e5-large-instruct,0.1,fr,linear,NQM,4.0,0.0958021876621944,0.0068661817911882,0.0017291788599641,-0.000666657265478,0.0052508435267289,-0.0040172880414642,,,
intfloat/multilingual-e5-large-instruct,0.1,fr,linear,NQT,4.0,0.0444912531093654,0.0023780822866698,0.0014565383438624,-0.0012912725774994,0.0011767872355855,-0.0006939440523502,,,
intfloat/multilingual-e5-large-instruct,0.1,fr,linear,NMT,4.0,0.0890382001091595,0.0060251525820658,-0.0006235450288343,-0.0043579096882326,0.0039767805083691,0.0010523759649734,,,
intfloat/multilingual-e5-large-instruct,0.1,fr,linear,QMT,4.0,0.0810503134288148,0.0025186433925041,-0.0013092626570161,-0.0011671622188591,0.0015656071972007,0.000903328452164,,,
intfloat/multilingual-e5-large-instruct,0.1,fr,affine,NQM,4.0,0.1036979687859381,0.0083347825789595,0.0013527871735949,0.0021866457969116,0.0049882338843148,-0.0061623591566628,,,
intfloat/multilingual-e5-large-instruct,0.1,fr,affine,NQT,4.0,0.0834760165180059,0.0042732875337401,0.0028557286531876,-0.0022512039348099,0.0015036948034923,-0.0016663682027777,,,
intfloat/multilingual-e5-large-instruct,0.1,fr,affine,NMT,4.0,0.1001915328528917,0.0068281813623774,-0.0024760283322463,-0.0039783279624946,0.0030299806007107,0.0039351580143092,,,
intfloat/multilingual-e5-large-instruct,0.1,fr,affine,QMT,4.0,0.0692569742028854,0.0027274243552642,-0.0019552042565635,-4.8877418606261104e-05,0.0017290018666041,0.0007900528286351,,,
intfloat/multilingual-e5-large-instruct,0.1,de,linear,NQM,4.0,0.074788087568837,0.005299943333343,0.00022273452604,0.0034517576605072,0.0010698018242323,-0.0038704885709113,,,
intfloat/multilingual-e5-large-instruct,0.1,de,linear,NQT,4.0,0.0869338682453172,0.0079423653175058,-0.0012616644928668,0.0044669298799064,-0.0032987371251477,-0.0055366271656424,,,
intfloat/multilingual-e5-large-instruct,0.1,de,linear,NMT,4.0,0.0839201317453087,0.0069950112594183,0.0034865928624995,-0.0059965230926776,-0.0005053011493857,0.0007484879945392,,,
intfloat/multilingual-e5-large-instruct,0.1,de,linear,QMT,4.0,0.0619214631705793,0.0025555012165352,0.0003869341044823,-0.0004186734301557,-0.0015451452808154,0.001953997719179,,,
intfloat/multilingual-e5-large-instruct,0.1,de,affine,NQM,4.0,0.1284152648752341,0.0086581798430027,-0.0004390365055718,0.0042517902817124,-0.000323163100874,-0.0075225773609264,,,
intfloat/multilingual-e5-large-instruct,0.1,de,affine,NQT,4.0,0.0901509437873601,0.007702230556426,-0.0014122220686815,0.0043439904885104,-0.002129031081378,-0.0058246851986462,,,
intfloat/multilingual-e5-large-instruct,0.1,de,affine,NMT,4.0,0.0808098336229417,0.0063525342819215,0.0034197492450833,-0.0052997325091012,-0.0007327621510885,0.0001894778764041,,,
intfloat/multilingual-e5-large-instruct,0.1,de,affine,QMT,4.0,0.0491638256106876,0.0019591031143416,0.0006989380756165,-0.000709075399392,-0.0011161863798807,0.0012652709679836,,,
intfloat/multilingual-e5-large-instruct,0.1,ru,linear,NQM,4.0,0.1144153920253148,0.0082123217612027,0.0025760184612854,-0.0043735778712455,-0.0061567081933724,0.0019424516525396,,,
intfloat/multilingual-e5-large-instruct,0.1,ru,linear,NQT,4.0,0.0469454363285481,0.0046055919043526,0.0013059978217532,0.0022634390668985,-0.0007797612373254,-0.0037114232421291,,,
intfloat/multilingual-e5-large-instruct,0.1,ru,linear,NMT,4.0,0.082494246702474,0.0108161512625015,-0.0039103869643091,0.0076975435770416,0.0060041816382774,-0.0025289578202873,,,
intfloat/multilingual-e5-large-instruct,0.1,ru,linear,QMT,4.0,0.036539118139576,0.0015978000566281,0.0006422093018547,-0.0002656397721126,-0.0003241322577056,0.001401751056557,,,
intfloat/multilingual-e5-large-instruct,0.1,ru,affine,NQM,4.0,0.1157752639537947,0.0096161716661031,0.001767753082704,-0.0063016831803044,-0.0022576582686441,0.0066736477872034,,,
intfloat/multilingual-e5-large-instruct,0.1,ru,affine,NQT,4.0,0.0892618157986196,0.0101278930746328,-3.276584066957532e-05,0.0060622691547896,-0.0013286429595883,-0.008003545783695,,,
intfloat/multilingual-e5-large-instruct,0.1,ru,affine,NMT,4.0,0.1189831347912111,0.0145718883011964,-0.0017799966562558,0.0099627620037488,-0.0015386899800867,-0.0103705036988616,,,
intfloat/multilingual-e5-large-instruct,0.1,ru,affine,QMT,4.0,0.024430878558217,0.0015995469678541,0.0002927831619339,-0.0006211657885625,0.0004067814315161,0.0013861855765201,,,
intfloat/multilingual-e5-large-instruct,0.1,zh,linear,NQM,4.0,0.0527964597158911,0.001657997058264,-0.0010051774490364,-0.0003834596457903,0.0012593793061679,-7.412829693880142e-05,,,
intfloat/multilingual-e5-large-instruct,0.1,zh,linear,NQT,4.0,0.0364320148134834,0.002511166270246,-0.0003677463885184,-0.0014948780524143,-0.0005223654019271,0.0019139468712146,,,
intfloat/multilingual-e5-large-instruct,0.1,zh,linear,NMT,4.0,0.1060348336101158,0.0077123441805262,0.0023717085178153,-0.0024863977533102,-0.0067655192705588,0.0013787047100264,,,
intfloat/multilingual-e5-large-instruct,0.1,zh,linear,QMT,4.0,0.0192705428928602,0.0009415749435973,-0.000192264525249,0.0008271468451319,1.1238537428510606e-05,0.0004065704349875,,,
