model,ridge_alpha,heldout_language,method,triple,basis_rank,relative_jacobi_operator_norm,jacobi_coeff_norm,jacobi_coef_N,jacobi_coef_Q,jacobi_coef_M,jacobi_coef_T,mean_relative_jacobi_operator_norm,mean_jacobi_coeff_norm,cells
BAAI/bge-m3,1.0,zh,linear,QMT,4.0,0.0376074026645249,0.0025339306212268,-0.0010974400966194,0.0019931631423069,0.0005024873554685,-0.0009956087450732,,,
BAAI/bge-m3,1.0,zh,affine,NQM,4.0,0.054004814852598,0.0044972230644759,-0.0021127492478911,0.0022575579604987,0.0031190213060773,-0.0009677003949646,,,
BAAI/bge-m3,1.0,zh,affine,NQT,4.0,0.0914541610900092,0.0100390476357551,-0.0010710435767941,-0.0034433588830659,0.0009477583155187,0.00932096437432,,,
BAAI/bge-m3,1.0,zh,affine,NMT,4.0,0.0488938125723327,0.0048958410776613,-0.0004489548310816,-0.0010553567198847,-0.0031880333191657,0.0035341710721254,,,
BAAI/bge-m3,1.0,zh,affine,QMT,4.0,0.0541223870380748,0.0032740382634417,-0.0018756648778174,0.0022661565914654,0.0013177360726859,0.0005738586605626,,,
BAAI/bge-m3,1.0,ar,linear,NQM,4.0,0.0573387794753884,0.0037363724659109,0.0005509495373088,-0.001656158129533,0.0031195717112218,-0.0010873575308435,,,
BAAI/bge-m3,1.0,ar,linear,NQT,4.0,0.0649630074840427,0.0039274511640124,0.0011676636575795,-0.0008503161693127,-0.0004405914876498,0.0036255035211245,,,
BAAI/bge-m3,1.0,ar,linear,NMT,4.0,0.0811063779187795,0.005477559393213,-0.0031010071975004,0.0012230573482929,-0.0007186073149194,-0.0042866240232795,,,
BAAI/bge-m3,1.0,ar,linear,QMT,4.0,0.0541428111390859,0.0031127298803987,-0.0009511124658724,0.0015738789422626,-0.002099220125824,-0.0013786414776971,,,
BAAI/bge-m3,1.0,ar,affine,NQM,4.0,0.0571805955234008,0.0036269785082273,0.0006353413379148,-0.0014455303214526,0.003222990753431,-0.0005235333576176,,,
BAAI/bge-m3,1.0,ar,affine,NQT,4.0,0.0484219300319508,0.002683983951071,0.0002149113915422,0.0004467493351689,-0.0002741809618026,0.0026235134409992,,,
BAAI/bge-m3,1.0,ar,affine,NMT,4.0,0.0817347709862701,0.0056995044052803,-0.0042942108678643,0.0014783280625551,2.6466231810248785e-05,-0.003443537304308,,,
BAAI/bge-m3,1.0,ar,affine,QMT,4.0,0.0514913727474877,0.0030825333023102,-0.001240241861305,0.0023084608951684,-0.0015127060827284,-0.0005886767262873,,,
BAAI/bge-m3,10.0,en,linear,NQM,4.0,0.056530991621101,0.002892121278629,0.000297431895528,-0.001165740720169,0.0025673676699147,-0.0005705887999581,,,
BAAI/bge-m3,10.0,en,linear,NQT,4.0,0.0855856664179026,0.0053671199958932,-0.0020273707981906,-0.0014766616574553,-0.000722756549175,0.0046896522277229,,,
BAAI/bge-m3,10.0,en,linear,NMT,4.0,0.079793903594639,0.0066086516859216,-0.0009693497115658,-0.0031428046021805,-0.0025897284076551,0.005113777884267,,,
BAAI/bge-m3,10.0,en,linear,QMT,4.0,0.0654129617692078,0.0041575745862245,-0.0011794786040917,-0.0023336953165591,-0.0007846020177084,0.0031356853327123,,,
BAAI/bge-m3,10.0,en,affine,NQM,4.0,0.0744389910796217,0.0042369621439577,0.0008287522353124,-0.0023338177326518,0.0033424866518935,-0.0008038007927769,,,
BAAI/bge-m3,10.0,en,affine,NQT,4.0,0.1126778442080799,0.0080843417253872,-0.0026138239930827,-0.0033806745164608,-0.0006425499376766,0.0068324720751252,,,
BAAI/bge-m3,10.0,en,affine,NMT,4.0,0.0674394964592268,0.005519554280237,-0.0022595856060387,-0.0011724226820486,-0.0019397794052099,0.0044969359852244,,,
BAAI/bge-m3,10.0,en,affine,QMT,4.0,0.0727629769120861,0.0048878762943726,-0.0007182149226788,-0.003293282407919,-0.0004488687217575,0.0035111692990014,,,
BAAI/bge-m3,10.0,es,linear,NQM,4.0,0.0553174233619163,0.0028686177917704,0.0011039011847692,-0.0007790855822012,0.0022831858661945,-0.0010910811910864,,,
BAAI/bge-m3,10.0,es,linear,NQT,4.0,0.068183672626385,0.0051499429794261,0.0009887221081774,-0.0020751062129102,-0.0012742223461617,0.0044288410337045,,,
BAAI/bge-m3,10.0,es,linear,NMT,4.0,0.0686093955465072,0.0048328430808729,-0.0003609615621261,0.000666330310343,-0.0041663030629885,0.0023289486254228,,,
BAAI/bge-m3,10.0,es,linear,QMT,4.0,0.0562112918128103,0.002686977651771,-0.0004401724203704,0.0007631815078902,-0.0018108594753282,0.0017788870363488,,,
BAAI/bge-m3,10.0,es,affine,NQM,4.0,0.0541958654147089,0.0028814413006113,0.0016068328026023,-0.0010559526379742,0.0018483494677095,-0.0010905780966638,,,
BAAI/bge-m3,10.0,es,affine,NQT,4.0,0.0743693106009338,0.0064800906688562,4.872982112748758e-05,-0.0026408430044243,-0.0014060146112695,0.0057478927982357,,,
BAAI/bge-m3,10.0,es,affine,NMT,4.0,0.0685212884070385,0.0049248121836398,-0.0003643827586012,0.0013627893995042,-0.004250081040348,0.0020495405466674,,,
BAAI/bge-m3,10.0,es,affine,QMT,4.0,0.0603824280211418,0.003198428322039,-0.0006568315211865,0.0002102801861219,-0.0016707813129142,0.0026387095580488,,,
BAAI/bge-m3,10.0,fr,linear,NQM,4.0,0.0438461831191567,0.0016470223071205,0.0007235720397535,-3.25395504164527e-05,0.0014646138517563,0.0002073003288511,,,
BAAI/bge-m3,10.0,fr,linear,NQT,4.0,0.0549333483492343,0.0055510015880957,-0.0011263100943943,-0.0010928886701369,-0.0019370323396524,0.0049596919533509,,,
BAAI/bge-m3,10.0,fr,linear,NMT,4.0,0.0667482132955161,0.0053687497961913,0.0022564533029325,-0.0018417089737651,-0.0041650148853029,0.0017299283011003,,,
BAAI/bge-m3,10.0,fr,linear,QMT,4.0,0.0429876191940752,0.0020637035724608,-0.0007051520115999,0.0017777936600071,-0.0005254115671342,0.000570110044714,,,
BAAI/bge-m3,10.0,fr,affine,NQM,4.0,0.0352665676131362,0.0013190994981956,0.0003732532671859,-0.0003597877095952,0.0007298503855506,0.0009688016842527,,,
BAAI/bge-m3,10.0,fr,affine,NQT,4.0,0.0650163540838617,0.0068342142796141,-0.0024662766654915,-0.0015179848332619,-0.0008149562869621,0.0061364103941361,,,
BAAI/bge-m3,10.0,fr,affine,NMT,4.0,0.0626775163549962,0.0051618381201077,0.0029827532730925,-0.0013658528918575,-0.0039022561616419,0.0008090725658336,,,
BAAI/bge-m3,10.0,fr,affine,QMT,4.0,0.0443206708434756,0.0021639189250509,-0.0011535475573115,0.0015474710064223,4.274088106012432e-05,0.0009774353424051,,,
BAAI/bge-m3,10.0,de,linear,NQM,4.0,0.0631392875181227,0.0026114466336473,-0.0015458586915211,0.000256813225144,0.0016800244690843,0.0012415873617695,,,
BAAI/bge-m3,10.0,de,linear,NQT,4.0,0.0933684663718815,0.0056453518573463,-0.0023358794392215,0.0015305811827734,-0.0037438059935902,0.0031709466668431,,,
BAAI/bge-m3,10.0,de,linear,NMT,4.0,0.0323407478452259,0.0020402937640068,-9.725679247840586e-05,0.0008756489073362,0.001136028302607,-0.0014477632563781,,,
BAAI/bge-m3,10.0,de,linear,QMT,4.0,0.0644981228288874,0.0043745585982133,-0.0001636630892032,0.0027077096435348,0.0004094564977121,-0.0034074376274884,,,
BAAI/bge-m3,10.0,de,affine,NQM,4.0,0.0617351547107245,0.0025857241449538,-0.0015325212629794,0.0002108228206307,0.0017954829032275,0.0010339936241737,,,
BAAI/bge-m3,10.0,de,affine,NQT,4.0,0.100207661988362,0.0065671366813074,-0.0031384187771596,0.0009385211004123,-0.0030160884229136,0.0048270074103312,,,
BAAI/bge-m3,10.0,de,affine,NMT,4.0,0.0259801908275011,0.0015877141901369,0.000486696817377,0.0010240227579605,-0.0001378585382597,-0.0011028757736594,,,
BAAI/bge-m3,10.0,de,affine,QMT,4.0,0.0668872279301541,0.0046529643398164,-0.0005888192126179,0.0025381744890036,0.0017458134682735,-0.0034370299212868,,,
BAAI/bge-m3,10.0,ru,linear,NQM,4.0,0.0631220787243392,0.0035083061620435,-0.0004977984564307,-0.0012132529253223,0.0031919229636777,0.0006324981869944,,,
BAAI/bge-m3,10.0,ru,linear,NQT,4.0,0.0665894684259862,0.0072305728458451,-0.0044328289241172,0.0018031168566916,-0.0012889300721441,0.0052648495020104,,,
BAAI/bge-m3,10.0,ru,linear,NMT,4.0,0.0856284862821882,0.007699092169765,0.0011532237494247,-0.000846133714557,-0.0067157163366049,0.0034827154700962,,,
BAAI/bge-m3,10.0,ru,linear,QMT,4.0,0.0733511407870043,0.0050708164194799,-0.0020648406916449,0.0040565140410152,0.0015630640280062,-0.0015972278352175,,,
BAAI/bge-m3,10.0,ru,affine,NQM,4.0,0.0776059492389859,0.0047927585346633,-0.0008339083640202,-0.001611815943223,0.0044197029208737,0.0003786907292204,,,
BAAI/bge-m3,10.0,ru,affine,NQT,4.0,0.0709730635907909,0.0082079666870992,-0.0028532705896142,0.0002735075083719,-0.0032769706521898,0.0069581765618964,,,
BAAI/bge-m3,10.0,ru,affine,NMT,4.0,0.0842883388347803,0.0073840867482667,0.0015270136454115,-0.0004606139451119,-0.0065652343410775,0.0029796810690004,,,
BAAI/bge-m3,10.0,ru,affine,QMT,4.0,0.0664251966853123,0.0046579573043869,-0.0012439087827619,0.0038387888152571,0.0012693469066338,-0.0019497989773654,,,
