model,ridge_alpha,heldout_language,method,triple,basis_rank,relative_jacobi_operator_norm,jacobi_coeff_norm,jacobi_coef_N,jacobi_coef_Q,jacobi_coef_M,jacobi_coef_T
bert-base-multilingual-cased,0.1,en,linear,NQM,4,0.02443279781133195,0.0015424607451633332,0.0001317798430219856,-0.0002612514200458144,0.0012010069890252776,0.0009225774391233551
bert-base-multilingual-cased,0.1,en,linear,NQT,4,0.0550015517817304,0.005342166357836518,-0.0016967369321789754,-0.0026358213199021863,-0.0006678208113358674,0.004273907639535039
bert-base-multilingual-cased,0.1,en,linear,NMT,4,0.05160640062758202,0.002402768187729262,0.0015557785608333401,-9.187633660819473e-05,0.0013522729798833922,-0.0012311639047112492
bert-base-multilingual-cased,0.1,en,linear,QMT,4,0.08713958104978335,0.005380506195696329,0.004853052363510531,-0.0007175749067177581,0.0013657910190186648,-0.0017370753652528707
bert-base-multilingual-cased,0.1,en,affine,NQM,4,0.03985524719877681,0.003310606805908221,-0.001456653911274897,-0.0004927010542409018,0.0018678282495429431,0.0022598097502782456
bert-base-multilingual-cased,0.1,en,affine,NQT,4,0.04740048799218863,0.004191205513797589,-0.0015853973011899537,-0.002103522457209196,-0.0006320916371783971,0.0031981826856032855
bert-base-multilingual-cased,0.1,en,affine,NMT,4,0.06087246251384235,0.002949477974253246,0.0018906976206637806,0.0005553999711048361,0.0008647178383360946,-0.002017046543831215
bert-base-multilingual-cased,0.1,en,affine,QMT,4,0.06968790712955178,0.004294032586491672,0.0038537755042700583,-0.0006657230230471255,0.0013640153879870601,-0.0011328747037779264
bert-base-multilingual-cased,0.1,es,linear,NQM,4,0.0539395813922234,0.0030316004919784117,0.002361743346531817,-0.001387312058414803,-0.001143826200096349,0.0006162765488207951
bert-base-multilingual-cased,0.1,es,linear,NQT,4,0.027212769647913713,0.0019361467728719684,0.0008265639774145033,-0.0011580956461731675,-0.0009148506046677033,0.0009419762007594169
bert-base-multilingual-cased,0.1,es,linear,NMT,4,0.028114825762358225,0.0005610455051863512,-0.00011782082807691621,0.0003517042436366395,0.0004180730310097184,-4.908540629763731e-05
bert-base-multilingual-cased,0.1,es,linear,QMT,4,0.0653105502710921,0.0031606408666488115,0.002796383014966812,-0.00036821298462179396,-0.0013399271563778637,0.0004887812753090247
bert-base-multilingual-cased,0.1,es,affine,NQM,4,0.0510038505784088,0.0029200174406629684,0.001900650600289335,-0.0015117249107609184,-0.0010436042968748924,0.0012408090163779672
bert-base-multilingual-cased,0.1,es,affine,NQT,4,0.022937639803763447,0.0015218476477673615,0.0008390291891963689,-0.0011751412974928422,-4.3446347018343576e-05,0.00047875424650767936
bert-base-multilingual-cased,0.1,es,affine,NMT,4,0.023363970565549477,0.00048289471208679425,0.0003816607151023404,0.0002017728825294684,8.411580493309718e-05,-0.00019933548792215749
bert-base-multilingual-cased,0.1,es,affine,QMT,4,0.061880809959462726,0.002882473918091238,0.0024295376405848407,-0.00016214215990193034,-0.0014525852827415092,0.0005193348224438691
bert-base-multilingual-cased,0.1,fr,linear,NQM,4,0.01910594077364123,0.001553731054488222,0.0010250444587266811,-0.00030619618106281785,0.00025462263931147065,-0.0010976225478585133
bert-base-multilingual-cased,0.1,fr,linear,NQT,4,0.04055893925217552,0.0030966350248310473,-0.00015011165409461102,-0.0018053064509280835,-0.00033470442141878367,0.0024890674030318112
bert-base-multilingual-cased,0.1,fr,linear,NMT,4,0.06699406430378081,0.002297610936285342,0.0006972718275112667,-0.0012627085994998527,0.0008814597435203973,0.0015560924543224226
bert-base-multilingual-cased,0.1,fr,linear,QMT,4,0.07872386108803549,0.004211974157638381,0.003932942709281023,-0.0013591628749786316,7.59220060899653e-05,-0.0006477654501421707
bert-base-multilingual-cased,0.1,fr,affine,NQM,4,0.009785938306511659,0.0006382405605038925,1.3691098476964134e-05,-0.00027385374967807755,0.0005327092843810729,-0.00021997388257763472
bert-base-multilingual-cased,0.1,fr,affine,NQT,4,0.048991998164489264,0.0037398811400520156,-0.00034265439490375506,-0.0021217468686353723,-3.095853295249115e-05,0.0030604788354182955
bert-base-multilingual-cased,0.1,fr,affine,NMT,4,0.07312927219202568,0.0023758261604146973,0.0012753459795317005,-0.001331155434575155,0.0007442419676713938,0.0013008349932104428
bert-base-multilingual-cased,0.1,fr,affine,QMT,4,0.07954851828706676,0.004098522469412978,0.0039058917357947826,-0.0010479712390383633,-4.530589795953533e-05,-0.0006645297873621285
bert-base-multilingual-cased,0.1,de,linear,NQM,4,0.012735317341030972,0.0009214324138340593,-9.08993143428293e-05,-0.00046897077560039465,-0.0005310053150308714,0.0005821295173393924
bert-base-multilingual-cased,0.1,de,linear,NQT,4,0.017204957072144852,0.0014278298243976249,0.00024772094665893906,-0.0006151386840660836,0.0012575755704783012,-0.0001320621971927366
bert-base-multilingual-cased,0.1,de,linear,NMT,4,0.06462016853161415,0.002331844930595482,0.0017259418497122267,-0.0011344353160149634,-0.00025799878763108075,0.001051246237146516
bert-base-multilingual-cased,0.1,de,linear,QMT,4,0.07302138664365394,0.004970487544219771,0.003175501911473839,-0.0024049775728479756,-0.0017735753238826118,0.0023858850521521
bert-base-multilingual-cased,0.1,de,affine,NQM,4,0.019242841039215388,0.001522211387650209,-0.001244151179644912,0.00018983715343178637,0.0003871153611575414,0.000763753169036261
bert-base-multilingual-cased,0.1,de,affine,NQT,4,0.0282812829203247,0.0022750049028221067,-7.061935843602485e-05,-0.001008389830260214,0.0020380659108582776,-9.874578669720642e-06
bert-base-multilingual-cased,0.1,de,affine,NMT,4,0.06568743862048021,0.0019449512283989348,0.0015515691886764326,-0.000710364429091306,-0.00036008122127982253,0.0008609252148496387
bert-base-multilingual-cased,0.1,de,affine,QMT,4,0.057391867396779976,0.0031863190465033927,0.0016055758416112246,-0.0012062795600863026,-0.000734654141719523,0.002362187164031895
bert-base-multilingual-cased,0.1,ru,linear,NQM,4,0.06472194127364486,0.0036482768897169236,0.0032162233683946106,-0.0008895237791284663,0.0004965791629987452,0.0013885201078398146
bert-base-multilingual-cased,0.1,ru,linear,NQT,4,0.060397663743717606,0.006023370974553982,-0.00403886392087483,-0.0006646883156973269,0.0013322273924157508,0.004213304610828366
bert-base-multilingual-cased,0.1,ru,linear,NMT,4,0.023783666089671605,0.0008408192698150148,-0.00011145977123304483,0.0003229600385533354,0.00048026837491291,-0.0005996606252248621
bert-base-multilingual-cased,0.1,ru,linear,QMT,4,0.10081018511786244,0.005376733035337552,0.00517537196186603,-0.0009173110505578462,-0.0004372460008578464,0.0010450548123803875
bert-base-multilingual-cased,0.1,ru,affine,NQM,4,0.06354373001625264,0.0035396799244623535,0.0029310449943012727,-0.0009287018343838134,-8.671968718332735e-05,0.0017516568749872871
bert-base-multilingual-cased,0.1,ru,affine,NQT,4,0.05507044560133438,0.0051469386599227954,-0.00324185323694444,-0.0011242748347818918,0.0020876421286854085,0.0032185589318101237
bert-base-multilingual-cased,0.1,ru,affine,NMT,4,0.03838781959657761,0.0008809139558665888,5.818750832764074e-05,0.0008512523144636807,-0.0001226689389448058,-0.00018150878781349796
bert-base-multilingual-cased,0.1,ru,affine,QMT,4,0.10146599298114811,0.005049462058026983,0.004577225096836214,-0.0009737949530416799,-0.0011728186293135801,0.0014907371802274107
bert-base-multilingual-cased,0.1,zh,linear,NQM,4,0.03109361093530545,0.002189508872436212,-0.00122446447675715,0.00028078409038294685,0.0003693020247570088,0.0017548253920931637
bert-base-multilingual-cased,0.1,zh,linear,NQT,4,0.03373291593382685,0.002006693501832298,-0.0015487563639569304,-0.0008264363210709882,-3.070019397652732e-05,0.0009717165433928416
bert-base-multilingual-cased,0.1,zh,linear,NMT,4,0.07092464449734091,0.0027039601007893942,0.0016728513702554786,0.00014367421238681923,0.0016962380945358263,-0.0012708668565337032
