model,ridge_alpha,heldout_language,method,pair,basis_rank,matrix_commutator_norm,closure_residual_ratio,random_subspace_null_mean,random_subspace_null_std,empirical_p_below_random_subspace,coef_N,coef_Q,coef_M,coef_T
intfloat/multilingual-e5-large,10.0,en,linear,NQ_minus_QN,4,5.078746171734339,0.9768090197607711,0.9998797027021695,8.913634732807583e-05,0.0033222591362126247,-0.16847507301790593,0.11562295028759967,0.05244959676604995,0.0055711184311732
intfloat/multilingual-e5-large,10.0,en,linear,NM_minus_MN,4,4.146648855238014,0.9940496100029195,0.9998787520259088,8.251962118158732e-05,0.0033222591362126247,-0.06714360761755947,-0.006610417551952692,0.027835919607858226,0.06686015040883361
intfloat/multilingual-e5-large,10.0,en,linear,NT_minus_TN,4,4.337000679400987,0.974634300070353,0.9998779142142837,7.915542185495602e-05,0.0033222591362126247,-0.15311199072296708,-0.0011299952275362762,0.034534712452496195,0.14471399110158154
intfloat/multilingual-e5-large,10.0,en,linear,QM_minus_MQ,4,4.0671057449490515,0.9926972343893151,0.9998711913374586,9.118667963648623e-05,0.0033222591362126247,-0.01853337880483572,-0.06595547667986533,0.06424340133778618,0.04029323634377245
intfloat/multilingual-e5-large,10.0,en,linear,QT_minus_TQ,4,4.035403193157907,0.9860994161063624,0.9998713305847775,8.249405651794905e-05,0.0033222591362126247,-0.00853969945060632,-0.0966177061584868,0.00010386393281079889,0.12272945593882696
intfloat/multilingual-e5-large,10.0,en,linear,MT_minus_TM,4,3.2792072652538407,0.9913997878243376,0.9998762021296554,8.552986249902371e-05,0.0033222591362126247,0.011190664352517232,0.028680347778825548,0.04404001753005895,-0.09448189220140693
intfloat/multilingual-e5-large,10.0,en,affine,NQ_minus_QN,4,5.012967527490685,0.9758689329975684,0.9998745892411671,9.278374977284007e-05,0.0033222591362126247,-0.17577090207870827,0.1123579647675296,0.052671371705082924,0.012709944592664238
intfloat/multilingual-e5-large,10.0,en,affine,NM_minus_MN,4,4.092876385321474,0.9948824746388834,0.9998815967764817,7.785306695302245e-05,0.0033222591362126247,-0.06202760553108784,-0.007621170329750633,0.021000411579319977,0.06551072197204377
intfloat/multilingual-e5-large,10.0,en,affine,NT_minus_TN,4,4.306781427289084,0.9745966874337033,0.9998816879440043,8.342145969915563e-05,0.0033222591362126247,-0.15497167515012933,-0.006345982151220564,0.038534308686433066,0.14220163203012862
intfloat/multilingual-e5-large,10.0,en,affine,QM_minus_MQ,4,4.00970828217774,0.9927914813068022,0.9998818246269813,9.335137741699874e-05,0.0033222591362126247,-0.020210478853896256,-0.06489395093137193,0.06302021468777577,0.043324175351576066
