model,ridge_alpha,heldout_language,method,pair,basis_rank,matrix_commutator_norm,closure_residual_ratio,random_subspace_null_mean,random_subspace_null_std,empirical_p_below_random_subspace,coef_N,coef_Q,coef_M,coef_T,mean_closure_residual_ratio,mean_matrix_commutator_norm,mean_random_subspace_null,mean_empirical_p,cells
BAAI/bge-m3,1.0,en,affine,QT_minus_TQ,4.0,7.051240660864157,0.995771484435878,0.9998815128494252,8.923140203093353e-05,0.0033222591362126,-0.0156448809649816,0.0470979083303322,-0.0091489557760677,0.0471936609334038,,,,,
BAAI/bge-m3,1.0,en,affine,MT_minus_TM,4.0,6.909511189098511,0.9958990647718464,0.9998806737114808,8.879520695595866e-05,0.0033222591362126,0.022177506909314,0.0155240588302824,0.0116379289110765,-0.0823552046781272,,,,,
BAAI/bge-m3,1.0,es,linear,NQ_minus_QN,4.0,10.565894276532108,0.996378251623703,0.9998791487011012,8.206049177288526e-05,0.0033222591362126,-0.0902067637013905,0.0300412810631488,0.0357486518939022,0.0164066281748346,,,,,
BAAI/bge-m3,1.0,es,linear,NM_minus_MN,4.0,8.917176774004309,0.9997211698668098,0.9998774316862812,8.78073624613655e-05,0.0465116279069767,-0.0009476278512282,0.0212191600187579,0.011094920201669,-0.0038917168689532,,,,,
BAAI/bge-m3,1.0,es,linear,NT_minus_TN,4.0,11.483746189409176,0.9953735521596048,0.9998776780283808,9.540151646967812e-05,0.0033222591362126,0.0062379254146211,-0.0617793688167854,0.0194496403733745,0.1306399353070603,,,,,
BAAI/bge-m3,1.0,es,linear,QM_minus_MQ,4.0,6.98536165958279,0.9999299897060746,0.999877972901304,8.534401236030352e-05,0.6976744186046512,-0.0015654245681497,-0.0010154705513214,0.0103599809332859,-0.0055148772908202,,,,,
BAAI/bge-m3,1.0,es,linear,QT_minus_TQ,4.0,8.044339694057928,0.9970356386568284,0.9998882750560808,7.173375702092555e-05,0.0033222591362126,0.0125812328684762,-0.0471435208703904,-0.0059756542960445,0.0687095845745926,,,,,
BAAI/bge-m3,1.0,es,linear,MT_minus_TM,4.0,6.769528649989216,0.9991694993379174,0.9998868802499252,8.270643624830868e-05,0.0033222591362126,0.0050735637009595,0.0013516272589658,0.0368023264811509,-0.0206826205383332,,,,,
BAAI/bge-m3,1.0,es,affine,NQ_minus_QN,4.0,10.42060417311814,0.9961884202111094,0.9998800868628958,8.799652669420072e-05,0.0033222591362126,-0.086712701908483,0.0434241206684127,0.041841574159721,0.009963038098239,,,,,
BAAI/bge-m3,1.0,es,affine,NM_minus_MN,4.0,8.931877346684786,0.9996534015794004,0.9998708258483368,9.070280079015912e-05,0.0299003322259136,0.0021138801653363,0.0220863459715212,0.0143397065491835,-0.0051672159694925,,,,,
BAAI/bge-m3,1.0,es,affine,NT_minus_TN,4.0,11.474779480373916,0.9949536310162664,0.999874770584576,9.10623378056848e-05,0.0033222591362126,-6.788497197875344e-05,-0.0618020502687353,0.0155323808730257,0.1402419014097049,,,,,
BAAI/bge-m3,1.0,es,affine,QM_minus_MQ,4.0,6.951890786196393,0.9997199273567856,0.9998738529020628,9.041889069241136e-05,0.0631229235880398,-0.0028179432000016,-0.0022771513634609,0.0245628329426271,-0.0045227497368463,,,,,
BAAI/bge-m3,1.0,es,affine,QT_minus_TQ,4.0,7.927097494699875,0.9963030394405348,0.999873345123412,8.924194722380476e-05,0.0033222591362126,0.0168929780446614,-0.0481446071867406,-0.0115900863947492,0.075534360953944,,,,,
BAAI/bge-m3,1.0,es,affine,MT_minus_TM,4.0,6.765168476880461,0.9992773305835286,0.9998721945559812,8.970587067194586e-05,0.0033222591362126,0.0096166188284264,-0.0010314553180899,0.0244732534337844,-0.0266562854753934,,,,,
