model,ridge_alpha,heldout_language,method,operator,target_cosine,mse,n_test
xlm-roberta-base,1.0,en,additive,N,0.9194685816764832,0.0019362492021173239,160
xlm-roberta-base,1.0,en,linear,N,0.6461524242355015,0.006739503169648597,160
xlm-roberta-base,1.0,en,affine,N,0.6209888458251953,0.007022094912827015,160
xlm-roberta-base,1.0,en,additive,Q,0.918003261089325,0.002628962742164731,160
xlm-roberta-base,1.0,en,linear,Q,0.6872091012060151,0.006852305531126783,160
xlm-roberta-base,1.0,en,affine,Q,0.6611274480819702,0.0075543285347521305,160
xlm-roberta-base,1.0,en,additive,M,0.9278424978256226,0.0016323362942785025,160
xlm-roberta-base,1.0,en,linear,M,0.6847483789236465,0.005946743087307578,160
xlm-roberta-base,1.0,en,affine,M,0.6098749041557312,0.007004200480878353,160
xlm-roberta-base,1.0,en,additive,T,0.8901962041854858,0.002688672859221697,160
xlm-roberta-base,1.0,en,linear,T,0.6458303947580605,0.006820343978429258,160
xlm-roberta-base,1.0,en,affine,T,0.5798165202140808,0.007916999980807304,160
xlm-roberta-base,1.0,es,additive,N,0.8818017840385437,0.0030688713304698467,160
xlm-roberta-base,1.0,es,linear,N,0.6092486033524542,0.007018724468351406,160
xlm-roberta-base,1.0,es,affine,N,0.5157194137573242,0.008156245574355125,160
xlm-roberta-base,1.0,es,additive,Q,0.8614658117294312,0.004583329893648624,160
xlm-roberta-base,1.0,es,linear,Q,0.38954583585646096,0.014918855857302907,160
xlm-roberta-base,1.0,es,affine,Q,0.556666374206543,0.012095955200493336,160
xlm-roberta-base,1.0,es,additive,M,0.9105485081672668,0.0022220532409846783,160
xlm-roberta-base,1.0,es,linear,M,0.6640424900334448,0.005710161206206857,160
xlm-roberta-base,1.0,es,affine,M,0.5585283637046814,0.0069994376972317696,160
xlm-roberta-base,1.0,es,additive,T,0.8974239230155945,0.0027568715158849955,160
xlm-roberta-base,1.0,es,linear,T,0.6502700341427128,0.006558215682313524,160
xlm-roberta-base,1.0,es,affine,T,0.5487255454063416,0.007906831800937653,160
xlm-roberta-base,1.0,fr,additive,N,0.8186529278755188,0.004300796892493963,160
xlm-roberta-base,1.0,fr,linear,N,0.5190791973400515,0.008927827812208747,160
xlm-roberta-base,1.0,fr,affine,N,0.4612599015235901,0.00967022217810154,160
xlm-roberta-base,1.0,fr,additive,Q,0.7390261888504028,0.005827890243381262,160
xlm-roberta-base,1.0,fr,linear,Q,0.4270721788938035,0.008702580021532683,160
xlm-roberta-base,1.0,fr,affine,Q,0.4272462725639343,0.00921933725476265,160
xlm-roberta-base,1.0,fr,additive,M,0.9187997579574585,0.0018025923054665327,160
xlm-roberta-base,1.0,fr,linear,M,0.6206044386814964,0.006658617030586048,160
xlm-roberta-base,1.0,fr,affine,M,0.526431679725647,0.00773205142468214,160
xlm-roberta-base,1.0,fr,additive,T,0.893284022808075,0.002601101528853178,160
xlm-roberta-base,1.0,fr,linear,T,0.594428139257837,0.007805174075585321,160
xlm-roberta-base,1.0,fr,affine,T,0.4798385500907898,0.009372705593705177,160
xlm-roberta-base,1.0,de,additive,N,0.9161275029182434,0.0027862023562192917,160
xlm-roberta-base,1.0,de,linear,N,0.571575979970796,0.011655118060229905,160
xlm-roberta-base,1.0,de,affine,N,0.48431986570358276,0.012976637110114098,160
xlm-roberta-base,1.0,de,additive,Q,0.8952598571777344,0.0027095836121588945,160
xlm-roberta-base,1.0,de,linear,Q,0.3609847669939391,0.012321572803789056,160
xlm-roberta-base,1.0,de,affine,Q,0.3570309281349182,0.011150671169161797,160
xlm-roberta-base,1.0,de,additive,M,0.949931800365448,0.0015608874382451177,160
xlm-roberta-base,1.0,de,linear,M,0.6314202447770303,0.00832222899234713,160
xlm-roberta-base,1.0,de,affine,M,0.49628177285194397,0.01019325666129589,160
xlm-roberta-base,1.0,de,additive,T,0.9237327575683594,0.0023066785652190447,160
xlm-roberta-base,1.0,de,linear,T,0.6453723532681784,0.008261583862840035,160
xlm-roberta-base,1.0,de,affine,T,0.5015044212341309,0.010500569827854633,160
xlm-roberta-base,1.0,ru,additive,N,0.9228860139846802,0.0025674537755548954,160
xlm-roberta-base,1.0,ru,linear,N,0.7461968089884425,0.007466760760766153,160
xlm-roberta-base,1.0,ru,affine,N,0.6424832344055176,0.009726667776703835,160
xlm-roberta-base,1.0,ru,additive,Q,0.9020439386367798,0.004917855374515057,160
xlm-roberta-base,1.0,ru,linear,Q,0.682087477612678,0.013056087944803887,160
xlm-roberta-base,1.0,ru,affine,Q,0.6369391679763794,0.013366696424782276,160
xlm-roberta-base,1.0,ru,additive,M,0.8516926765441895,0.005369595251977444,160
xlm-roberta-base,1.0,ru,linear,M,0.7136352911532067,0.007932691586220836,160
xlm-roberta-base,1.0,ru,affine,M,0.6588660478591919,0.009103158488869667,160
xlm-roberta-base,1.0,ru,additive,T,0.9248434901237488,0.0027797326911240816,160
xlm-roberta-base,1.0,ru,linear,T,0.7610316802065308,0.007172953132001887,160
xlm-roberta-base,1.0,ru,affine,T,0.6901825666427612,0.008627575822174549,160
xlm-roberta-base,1.0,zh,additive,N,0.9349123239517212,0.0027273925952613354,160
xlm-roberta-base,1.0,zh,linear,N,0.7391021673246019,0.010305921042279998,160
xlm-roberta-base,1.0,zh,affine,N,0.6574406623840332,0.012446412816643715,160
xlm-roberta-base,1.0,zh,additive,Q,0.910053551197052,0.003950343932956457,160
xlm-roberta-base,1.0,zh,linear,Q,0.61084126813203,0.012989146461667656,160
xlm-roberta-base,1.0,zh,affine,Q,0.5928266644477844,0.013256845064461231,160
xlm-roberta-base,1.0,zh,additive,M,0.9552474021911621,0.0017537098610773683,160
xlm-roberta-base,1.0,zh,linear,M,0.7273345521286052,0.00843434299444218,160
xlm-roberta-base,1.0,zh,affine,M,0.6854571104049683,0.009576372802257538,160
xlm-roberta-base,1.0,zh,additive,T,0.9374076724052429,0.0025937240570783615,160
xlm-roberta-base,1.0,zh,linear,T,0.7237888029007721,0.01045149513107572,160
