model,ridge_alpha,heldout_language,method,pair,basis_rank,matrix_commutator_norm,closure_residual_ratio,random_subspace_null_mean,random_subspace_null_std,empirical_p_below_random_subspace,coef_N,coef_Q,coef_M,coef_T
xlm-roberta-base,100.0,en,linear,NQ_minus_QN,4,0.5025741640856306,0.9930732362333908,0.9998794522903567,8.298035568638072e-05,0.0033222591362126247,0.013581673178079248,0.05869041030426507,-0.019664836111247037,-0.05243826712378905
xlm-roberta-base,100.0,en,linear,NM_minus_MN,4,0.29462224602696746,0.760127009663986,0.999884388281165,8.286433601741673e-05,0.0033222591362126247,-0.2762014939199705,-0.01130409463875498,0.29724835641043185,-0.009317259197794192
xlm-roberta-base,100.0,en,linear,NT_minus_TN,4,0.23736870602763477,0.7498827406654478,0.9998739749742919,9.05581390193717e-05,0.0033222591362126247,-0.285933061240977,-0.03387478481478581,0.0018047204776910426,0.3186488575798594
xlm-roberta-base,100.0,en,linear,QM_minus_MQ,4,0.4543723456336387,0.9068550918861868,0.9998695153851647,9.311570580766872e-05,0.0033222591362126247,-0.14616058172366583,-0.12982639445347327,0.27211196434169405,0.004003436924229368
xlm-roberta-base,100.0,en,linear,QT_minus_TQ,4,0.4225802890013433,0.9027865207870363,0.9998790624379986,8.465909611431107e-05,0.0033222591362126247,-0.15275343900298194,-0.16886986393249437,0.012250014826134156,0.3096790104911644
xlm-roberta-base,100.0,en,linear,MT_minus_TM,4,0.27300979965736777,0.7127978997233804,0.9998829377392565,8.663227469712805e-05,0.0033222591362126247,0.007901388277798233,-0.016209651462483855,-0.3301026788603669,0.3385922969270343
xlm-roberta-base,100.0,en,affine,NQ_minus_QN,4,0.3759090416573579,0.742279536172073,0.9998820445946293,8.306540707202568e-05,0.0033222591362126247,-0.37443847895303983,0.32155320637611146,0.0004908213093575337,0.05282536564397339
xlm-roberta-base,100.0,en,affine,NM_minus_MN,4,0.2772138259199717,0.6966571303683864,0.9998840732783829,7.379875970301873e-05,0.0033222591362126247,-0.36630543849777225,0.005590789306783639,0.3467346971007616,0.014473447978257468
xlm-roberta-base,100.0,en,affine,NT_minus_TN,4,0.21824465365363618,0.6497203941492554,0.9998790652963081,8.323464554456046e-05,0.0033222591362126247,-0.39787664138955664,-0.007491678870945706,-0.002615249709633455,0.40851872739144135
xlm-roberta-base,100.0,en,affine,QM_minus_MQ,4,0.36752013740163714,0.751269473211917,0.9998718976811819,9.125132190524498e-05,0.0033222591362126247,0.022488266341273398,-0.32133643316885563,0.3244868422338212,-0.025609797400344737
xlm-roberta-base,100.0,en,affine,QT_minus_TQ,4,0.33396973739311875,0.7476107907523055,0.9998798732101273,9.006375746237252e-05,0.0033222591362126247,-0.010676792793334515,-0.33105974494100227,-0.0009460714828123526,0.34276012073981854
xlm-roberta-base,100.0,en,affine,MT_minus_TM,4,0.25055807478505127,0.6957863856414073,0.9998780726981654,8.987590359474889e-05,0.0033222591362126247,-0.028579496750090028,-0.007343188539403722,-0.35732507522848467,0.3932871604986353
xlm-roberta-base,100.0,es,linear,NQ_minus_QN,4,0.46465937533795265,0.9631293481584537,0.9998752645468933,8.4521144954671e-05,0.0033222591362126247,-0.04291255801919286,0.1314605130835682,-0.011384341937811397,-0.07698238596245313
xlm-roberta-base,100.0,es,linear,NM_minus_MN,4,0.3044207139703686,0.7382209428697378,0.9998806638780687,9.33290637975226e-05,0.0033222591362126247,-0.2906024487357567,-0.0018341180978123095,0.32010117749387434,-0.027206382366470515
xlm-roberta-base,100.0,es,linear,NT_minus_TN,4,0.2484561582497493,0.7186729680225461,0.999874801260449,9.52716426586817e-05,0.0033222591362126247,-0.308311136664063,-0.02517616971516029,-0.00683306833179137,0.34090082684103207
xlm-roberta-base,100.0,es,linear,QM_minus_MQ,4,0.4504769022034788,0.8564707815422387,0.9998774868330451,8.43595003750179e-05,0.0033222591362126247,-0.11342047268804903,-0.19119129972891502,0.29539151582405765,0.009432231195793813
xlm-roberta-base,100.0,es,linear,QT_minus_TQ,4,0.4153053889362517,0.8233422415413935,0.9998814189362345,8.364375250098555e-05,0.0033222591362126247,-0.12511262744502713,-0.2406128535650056,0.00810515068062646,0.35795181720293034
xlm-roberta-base,100.0,es,linear,MT_minus_TM,4,0.29093768319748686,0.6766102835976018,0.9998767612114524,8.740731161208145e-05,0.0033222591362126247,0.002270713941021589,-0.014747540983437828,-0.3568081955132316,0.3693611833146367
xlm-roberta-base,100.0,es,affine,NQ_minus_QN,4,0.3704475122232536,0.6604353602455185,0.9998807908240811,8.495512033614554e-05,0.0033222591362126247,-0.3793427554598194,0.41768546514170873,-0.0130746285844092,-0.025084640144243366
xlm-roberta-base,100.0,es,affine,NM_minus_MN,4,0.2869429136657722,0.6821397274291001,0.9998733442990655,9.143146855407398e-05,0.0033222591362126247,-0.377164807429043,0.0040919487309305225,0.36846368975776667,0.0051480467149062886
xlm-roberta-base,100.0,es,affine,NT_minus_TN,4,0.22822424508482955,0.6419311439815386,0.9998778805265413,8.159292552874399e-05,0.0033222591362126247,-0.4190809189306971,-0.015369843469979272,-0.006970676580146635,0.44187808974861287
xlm-roberta-base,100.0,es,affine,QM_minus_MQ,4,0.3784948965008929,0.6778772545508097,0.9998827832763243,7.665894468468464e-05,0.0033222591362126247,0.014057646745115891,-0.4057300521152558,0.36177115150075306,0.030215159272070545
xlm-roberta-base,100.0,es,affine,QT_minus_TQ,4,0.3405758693995565,0.6221275416992174,0.9998815284306136,8.18056443633083e-05,0.0033222591362126247,-0.020466253349429375,-0.4372179532489382,0.009252585273444972,0.4486782243414483
xlm-roberta-base,100.0,es,affine,MT_minus_TM,4,0.2681334362856888,0.6589597751771138,0.9998800996427342,9.840117203589923e-05,0.0033222591362126247,-0.03729184120152261,-0.015615614628166099,-0.38421852401400786,0.43704686303605267
xlm-roberta-base,100.0,fr,linear,NQ_minus_QN,4,0.4712577081633297,0.988067968292542,0.9998762617588371,8.250239594720972e-05,0.0033222591362126247,-0.035745716930967494,0.06970439611898072,0.02973715722081051,-0.06344043262629788
xlm-roberta-base,100.0,fr,linear,NM_minus_MN,4,0.2817107194926578,0.7516802159971543,0.9998799108222639,7.824100910113784e-05,0.0033222591362126247,-0.29404492319663883,-0.022474909899535156,0.32114938554632444,-0.0043658540254520855
xlm-roberta-base,100.0,fr,linear,NT_minus_TN,4,0.2297518272705927,0.7165044858677198,0.9998792293312332,8.667748335553958e-05,0.0033222591362126247,-0.31661603872505967,-0.051653668414784915,-0.0020947060660469466,0.3707320549533935
xlm-roberta-base,100.0,fr,linear,QM_minus_MQ,4,0.4482512104941281,0.9202272839370181,0.9998664446769548,9.774072632276648e-05,0.0033222591362126247,-0.16223391789893718,-0.13621947577719346,0.2623558974013413,0.0360692360396139
xlm-roberta-base,100.0,fr,linear,QT_minus_TQ,4,0.4053257854463527,0.881153851216041,0.9998778954267193,8.602685656486618e-05,0.0033222591362126247,-0.17824399049596404,-0.1798769534343233,-0.032783956664195694,0.39089652455161716
xlm-roberta-base,100.0,fr,linear,MT_minus_TM,4,0.2806695113154113,0.6933512936309242,0.999871504889803,8.94835552256962e-05,0.0033222591362126247,-0.02049333692061472,-0.026697273294202347,-0.33443480157266625,0.3817048079001492
xlm-roberta-base,100.0,fr,affine,NQ_minus_QN,4,0.3517954440514007,0.7146930037291943,0.9998751964819947,9.001775890693479e-05,0.0033222591362126247,-0.3733940525024559,0.35155743471146667,-0.021442795754446523,0.0437975090946636
xlm-roberta-base,100.0,fr,affine,NM_minus_MN,4,0.26055660355912796,0.7213960186874031,0.9998757632935266,8.857813136559464e-05,0.0033222591362126247,-0.3519793661501759,-0.008847880189444907,0.34674156646616294,0.014434678591091139
xlm-roberta-base,100.0,fr,affine,NT_minus_TN,4,0.2088226203877257,0.6227686166812915,0.9998703565375312,9.309945972402816e-05,0.0033222591362126247,-0.41899919519880074,-0.004790581777371822,-0.019860119055472514,0.4439452484253556
xlm-roberta-base,100.0,fr,affine,QM_minus_MQ,4,0.3498344864898849,0.7118017575216987,0.9998757594850787,8.283369278769108e-05,0.0033222591362126247,0.013054926912591332,-0.3656119038852729,0.36071355442531683,-0.00833917916941978
xlm-roberta-base,100.0,fr,affine,QT_minus_TQ,4,0.3166138461460709,0.7055806499264798,0.9998877518672064,8.648557466841253e-05,0.0033222591362126247,-0.04490999729756482,-0.3585473870139293,0.00046300354862611874,0.4027678102922334
xlm-roberta-base,100.0,fr,affine,MT_minus_TM,4,0.2561358580960876,0.6878386425724151,0.9998710609415821,9.166814666606833e-05,0.0033222591362126247,-0.06456092522946678,-0.002903989172909703,-0.3623575135006531,0.42976337843405865
xlm-roberta-base,100.0,de,linear,NQ_minus_QN,4,0.43595590819875635,0.9206653565125513,0.9998773181067474,8.25121304110972e-05,0.0033222591362126247,-0.14376610110767363,0.16085356517243388,0.007911474411297952,-0.024672845477064158
xlm-roberta-base,100.0,de,linear,NM_minus_MN,4,0.28518116063811744,0.72225535288843,0.9998894575236806,7.701678237306532e-05,0.0033222591362126247,-0.31913244782883776,-0.0016866751816825565,0.32231309942859354,-0.001220202970392862
xlm-roberta-base,100.0,de,linear,NT_minus_TN,4,0.2340032341735668,0.6317165293622337,0.9998710568233181,8.958883690017992e-05,0.0033222591362126247,-0.3598627335787619,-0.021759511305598833,-0.002595318334429274,0.3847481843333537
xlm-roberta-base,100.0,de,linear,QM_minus_MQ,4,0.45140380463160035,0.8601210040798053,0.9998742311191833,9.237384425639706e-05,0.0033222591362126247,-0.09909929470138445,-0.18928059994506416,0.28117732574117354,0.007144900966992354
xlm-roberta-base,100.0,de,linear,QT_minus_TQ,4,0.41921954830795144,0.8274753833845164,0.9998730991598541,9.84867530257189e-05,0.0033222591362126247,-0.1377642172997275,-0.2201862990696949,-0.015939191155896107,0.37399977797903844
xlm-roberta-base,100.0,de,linear,MT_minus_TM,4,0.2814292059667685,0.6854787491516279,0.9998788361484902,8.340457415562814e-05,0.0033222591362126247,-0.017776489333803568,-0.015179894423469571,-0.3433039217423811,0.3764771501550925
xlm-roberta-base,100.0,de,affine,NQ_minus_QN,4,0.3636320980551233,0.7105841226681593,0.9998875612066889,8.061468164528137e-05,0.0033222591362126247,-0.39658214364622024,0.34114069946151543,0.01993938260575903,0.03581072038780319
xlm-roberta-base,100.0,de,affine,NM_minus_MN,4,0.27005351093096797,0.696035203993947,0.9998834356660166,8.034242665068592e-05,0.0033222591362126247,-0.3844480254518547,0.011134215794890906,0.34890864218929596,0.0247603954343911
xlm-roberta-base,100.0,de,affine,NT_minus_TN,4,0.2165167570152612,0.5740305469195653,0.9998679368843542,0.00010276911704903544,0.0033222591362126247,-0.45046434461083823,-0.005108659778194802,-0.0007364934375990699,0.45674868731520674
xlm-roberta-base,100.0,de,affine,QM_minus_MQ,4,0.3798141142832514,0.747838168361915,0.999872319358855,8.658750250462419e-05,0.0033222591362126247,0.02918870033296976,-0.32923272433867856,0.31369539403149155,-0.013637503935895775
xlm-roberta-base,100.0,de,affine,QT_minus_TQ,4,0.34629363024058357,0.7108120008642266,0.9998832411215532,8.774121487908044e-05,0.0033222591362126247,-0.02494991397568235,-0.3477521994685294,-0.018606656113597197,0.3914067349565486
xlm-roberta-base,100.0,de,affine,MT_minus_TM,4,0.26300683091198596,0.6746303633438223,0.9998758245963351,9.218868597774155e-05,0.0033222591362126247,-0.05250539430595444,-0.012821157134264134,-0.3612287484058239,0.42663277111522446
xlm-roberta-base,100.0,ru,linear,NQ_minus_QN,4,0.4202840113634969,0.9444172502431505,0.99987594947799,8.151411337771914e-05,0.0033222591362126247,-0.08979543119732693,0.12230854144555395,-0.006918291696790892,-0.025426446773065065
xlm-roberta-base,100.0,ru,linear,NM_minus_MN,4,0.28679667562171685,0.6984529638986549,0.9998794305591635,7.931868216511994e-05,0.0033222591362126247,-0.2886997561092449,-0.02103335506780643,0.3350043705706955,-0.024515368010355015
xlm-roberta-base,100.0,ru,linear,NT_minus_TN,4,0.24896198423713534,0.6297869336746486,0.999883844487039,8.726541136418406e-05,0.0033222591362126247,-0.34291102588280503,-0.021685488111069767,0.0011196930733747522,0.36415149666165686
xlm-roberta-base,100.0,ru,linear,QM_minus_MQ,4,0.42264617643911145,0.8624816240874984,0.9998848003005605,7.329297056781529e-05,0.0033222591362126247,-0.1064380497722602,-0.16226146175453654,0.2877138545377651,-0.018550479406132372
xlm-roberta-base,100.0,ru,linear,QT_minus_TQ,4,0.39359536038030846,0.833353724017004,0.9998805098949978,7.1736778147728e-05,0.0033222591362126247,-0.10885244683053935,-0.20613813695639027,0.005243331963745725,0.3101503937193635
xlm-roberta-base,100.0,ru,linear,MT_minus_TM,4,0.27958566323135164,0.643884627254561,0.9998768628267752,8.643531819068578e-05,0.0033222591362126247,-0.013885797337478254,-0.001329886946561343,-0.3643252792133026,0.3793770735401017
xlm-roberta-base,100.0,ru,affine,NQ_minus_QN,4,0.34247390079729556,0.6730054916596938,0.9998753134155672,9.49343628218146e-05,0.0033222591362126247,-0.3935816250171573,0.3412728544701492,0.02675372060468489,0.025740626002435256
xlm-roberta-base,100.0,ru,affine,NM_minus_MN,4,0.2657210864885953,0.6537691225450737,0.9998764302989068,8.058021601666234e-05,0.0033222591362126247,-0.382079996673513,0.015536830678029412,0.37567852565993437,-0.008327453974889489
xlm-roberta-base,100.0,ru,affine,NT_minus_TN,4,0.2133295296493601,0.5962363556000017,0.9998736890926386,9.362581835115684e-05,0.0033222591362126247,-0.4121421546332093,-0.0004975116106396282,-0.0014771714242644391,0.41464205061579695
xlm-roberta-base,100.0,ru,affine,QM_minus_MQ,4,0.34569809008088015,0.721007641019543,0.9998805952076453,8.583553879995903e-05,0.0033222591362126247,0.021679633483540205,-0.3202016600059762,0.3249694116147194,-0.025886791504838084
xlm-roberta-base,100.0,ru,affine,QT_minus_TQ,4,0.31127056066014575,0.6857664224049581,0.9998869329216109,8.027061757252546e-05,0.0033222591362126247,0.00782458464408864,-0.3416499423024064,-0.029812889948056417,0.3639364143292907
