train_model,test_model,alignment_size,mean_f1,std_f1,mean_acc,observed_full_anchor_f1,observed_raw_f1,mean_gap_to_full_anchor,mean_gain_over_raw,n
bert-base-uncased,sentence-transformers/all-mpnet-base-v2,25,0.5784573359788785,0.1351612881706362,0.6122,0.8570105256098959,0.151719981920688,-0.2785531896310174,0.42673735405819047,10
bert-base-uncased,sentence-transformers/all-mpnet-base-v2,50,0.644081759538816,0.0901869133491205,0.6719999999999999,0.8570105256098959,0.151719981920688,-0.21292876607108,0.4923617776181278,10
bert-base-uncased,sentence-transformers/all-mpnet-base-v2,100,0.7237991693657196,0.042189649162319695,0.73,0.8570105256098959,0.151719981920688,-0.1332113562441762,0.5720791874450317,10
bert-base-uncased,sentence-transformers/all-mpnet-base-v2,250,0.8016521790663098,0.028444720645645283,0.8046,0.8570105256098959,0.151719981920688,-0.05535834654358605,0.6499321971456218,10
bert-base-uncased,sentence-transformers/all-mpnet-base-v2,500,0.818197275684452,0.036783459034965736,0.8204,0.8570105256098959,0.151719981920688,-0.038813249925443924,0.666477293763764,10
bert-base-uncased,sentence-transformers/all-mpnet-base-v2,1000,0.8421400099343526,0.011419713211656083,0.843,0.8570105256098959,0.151719981920688,-0.014870515675543271,0.6904200280136645,10
distilroberta-base,bert-base-uncased,25,0.4490014825621341,0.06910542063099477,0.5186,0.6137021406068748,0.336865166243237,-0.16470065804474068,0.11213631631889713,10
distilroberta-base,bert-base-uncased,50,0.5377456234361012,0.06038379664030994,0.5953999999999999,0.6137021406068748,0.336865166243237,-0.07595651717077359,0.20088045719286424,10
distilroberta-base,bert-base-uncased,100,0.5457511253675007,0.03664978680588618,0.6134000000000001,0.6137021406068748,0.336865166243237,-0.06795101523937404,0.20888595912426378,10
distilroberta-base,bert-base-uncased,250,0.5543732621834525,0.02347685118953786,0.622,0.6137021406068748,0.336865166243237,-0.059328878423422285,0.21750809594021553,10
distilroberta-base,bert-base-uncased,500,0.545223585129667,0.021973945182197113,0.6226,0.6137021406068748,0.336865166243237,-0.06847855547720781,0.20835841888642997,10
distilroberta-base,bert-base-uncased,1000,0.546822674021236,0.00957883183073644,0.6262000000000001,0.6137021406068748,0.336865166243237,-0.06687946658563887,0.20995750777799893,10
distilroberta-base,microsoft/deberta-v3-base,25,0.42522285410928207,0.04688158755017789,0.46820000000000006,0.6093627565750064,0.1739566244831048,-0.18413990246572426,0.2512662296261773,10
distilroberta-base,microsoft/deberta-v3-base,50,0.5486243208624757,0.06131016927357566,0.5634,0.6093627565750064,0.1739566244831048,-0.06073843571253075,0.3746676963793708,10
distilroberta-base,microsoft/deberta-v3-base,100,0.58512105334089,0.042318182864523365,0.5968,0.6093627565750064,0.1739566244831048,-0.02424170323411634,0.41116442885778526,10
distilroberta-base,microsoft/deberta-v3-base,250,0.6183656303674516,0.018925543539179874,0.6342000000000001,0.6093627565750064,0.1739566244831048,0.009002873792445232,0.4444090058843468,10
distilroberta-base,microsoft/deberta-v3-base,500,0.6022417543625698,0.021284527760823402,0.6178,0.6093627565750064,0.1739566244831048,-0.007121002212436634,0.42828512987946493,10
distilroberta-base,microsoft/deberta-v3-base,1000,0.6003821393723255,0.009072336722214637,0.6152,0.6093627565750064,0.1739566244831048,-0.00898061720268083,0.42642551488922076,10
distilroberta-base,roberta-base,25,0.4962917187991687,0.14851231700770273,0.5589999999999999,0.6339397575802788,0.4775905048735896,-0.13764803878111,0.018701213925579146,10
distilroberta-base,roberta-base,50,0.6104273574692071,0.06309425570471744,0.6566,0.6339397575802788,0.4775905048735896,-0.02351240011107164,0.1328368525956175,10
distilroberta-base,roberta-base,100,0.6028958723172294,0.027938671142418898,0.6708000000000001,0.6339397575802788,0.4775905048735896,-0.031043885263049353,0.1253053674436398,10
distilroberta-base,roberta-base,250,0.6132342076630118,0.018250134254622248,0.6802,0.6339397575802788,0.4775905048735896,-0.02070554991726694,0.13564370278942223,10
distilroberta-base,roberta-base,500,0.619765677309478,0.014173085540035874,0.6874,0.6339397575802788,0.4775905048735896,-0.014174080270800804,0.14217517243588834,10
distilroberta-base,roberta-base,1000,0.6178247580657172,0.008375525396629563,0.6872,0.6339397575802788,0.4775905048735896,-0.01611499951456149,0.14023425319212765,10
distilroberta-base,sentence-transformers/all-MiniLM-L6-v2,25,0.4012335091142346,0.07065081762895087,0.4624,0.7384064101485334,0.0994744602726311,-0.3371729010342987,0.3017590488416036,10
distilroberta-base,sentence-transformers/all-MiniLM-L6-v2,50,0.5382530718611658,0.10579498776981913,0.5814,0.7384064101485334,0.0994744602726311,-0.20015333828736764,0.4387786115885347,10
distilroberta-base,sentence-transformers/all-MiniLM-L6-v2,100,0.5888827939735475,0.06304605407237045,0.6436,0.7384064101485334,0.0994744602726311,-0.14952361617498586,0.4894083337009164,10
distilroberta-base,sentence-transformers/all-MiniLM-L6-v2,250,0.6827066674938481,0.044519841564888925,0.7292,0.7384064101485334,0.0994744602726311,-0.055699742654685226,0.583232207221217,10
distilroberta-base,sentence-transformers/all-MiniLM-L6-v2,500,0.6964856227648013,0.025602364009584534,0.7466,0.7384064101485334,0.0994744602726311,-0.04192078738373204,0.5970111624921703,10
distilroberta-base,sentence-transformers/all-MiniLM-L6-v2,1000,0.6919087271087336,0.009117062710925777,0.7455999999999999,0.7384064101485334,0.0994744602726311,-0.04649768303979966,0.5924342668361027,10
distilroberta-base,sentence-transformers/all-mpnet-base-v2,25,0.44222601566739694,0.07808335094354568,0.48460000000000003,0.7550407862758636,0.1983320155126322,-0.31281477060846663,0.24389400015476476,10
distilroberta-base,sentence-transformers/all-mpnet-base-v2,50,0.4833588147397185,0.09739452260296563,0.5326,0.7550407862758636,0.1983320155126322,-0.2716819715361451,0.2850267992270863,10
distilroberta-base,sentence-transformers/all-mpnet-base-v2,100,0.6214472548407102,0.08398400358790795,0.6498,0.7550407862758636,0.1983320155126322,-0.13359353143515343,0.42311523932807793,10
distilroberta-base,sentence-transformers/all-mpnet-base-v2,250,0.6881146656945739,0.0496211740992793,0.7062,0.7550407862758636,0.1983320155126322,-0.06692612058128966,0.4897826501819417,10
distilroberta-base,sentence-transformers/all-mpnet-base-v2,500,0.7136611103397676,0.03199701118696041,0.7298,0.7550407862758636,0.1983320155126322,-0.04137967593609596,0.5153290948271354,10
distilroberta-base,sentence-transformers/all-mpnet-base-v2,1000,0.7212222743775776,0.010888811214846129,0.737,0.7550407862758636,0.1983320155126322,-0.03381851189828601,0.5228902588649454,10
microsoft/deberta-v3-base,bert-base-uncased,25,0.5377356603638639,0.07893058938622656,0.5808,0.7613906874812124,0.1028011513794887,-0.22365502711734853,0.43493450898437525,10
microsoft/deberta-v3-base,bert-base-uncased,50,0.6030098171400817,0.048525708720020135,0.6368,0.7613906874812124,0.1028011513794887,-0.1583808703411306,0.5002086657605931,10
microsoft/deberta-v3-base,bert-base-uncased,100,0.6736761820774657,0.06491615683908518,0.7081999999999999,0.7613906874812124,0.1028011513794887,-0.08771450540374673,0.570875030697977,10
microsoft/deberta-v3-base,bert-base-uncased,250,0.6854565886062239,0.021352105803470432,0.7302,0.7613906874812124,0.1028011513794887,-0.07593409887498846,0.5826554372267353,10
microsoft/deberta-v3-base,bert-base-uncased,500,0.7035474625327451,0.019706398466735518,0.743,0.7613906874812124,0.1028011513794887,-0.05784322494846724,0.6007463111532565,10
microsoft/deberta-v3-base,bert-base-uncased,1000,0.6922068716750394,0.0036932872190393352,0.7333999999999999,0.7613906874812124,0.1028011513794887,-0.0691838158061731,0.5894057202955507,10
microsoft/deberta-v3-base,distilroberta-base,25,0.3840159158376668,0.10718831707422777,0.4554,0.5849340317091299,0.3539226655157761,-0.20091811587146316,0.030093250321890697,10
microsoft/deberta-v3-base,distilroberta-base,50,0.46540372110880446,0.06441179427590786,0.5122,0.5849340317091299,0.3539226655157761,-0.11953031060032551,0.11148105559302832,10
microsoft/deberta-v3-base,distilroberta-base,100,0.4961825112229574,0.05945691529323265,0.5442,0.5849340317091299,0.3539226655157761,-0.08875152048617249,0.14225984570718134,10
microsoft/deberta-v3-base,distilroberta-base,250,0.5268573277902663,0.01921830858946815,0.5748,0.5849340317091299,0.3539226655157761,-0.05807670391886364,0.1729346622744902,10
microsoft/deberta-v3-base,distilroberta-base,500,0.5309335933054962,0.008971547325077203,0.5808,0.5849340317091299,0.3539226655157761,-0.0540004384036338,0.17701092778972002,10
microsoft/deberta-v3-base,distilroberta-base,1000,0.539147641919117,0.003733272874498594,0.589,0.5849340317091299,0.3539226655157761,-0.04578638979001294,0.1852249764033409,10
microsoft/deberta-v3-base,roberta-base,25,0.3660694155798359,0.07770056247342454,0.4404,0.6761937112756785,0.4724270980194999,-0.3101242956958426,-0.106357682439664,10
microsoft/deberta-v3-base,roberta-base,50,0.5579408094787695,0.05851948919015992,0.6038,0.6761937112756785,0.4724270980194999,-0.11825290179690899,0.08551371145926961,10
microsoft/deberta-v3-base,roberta-base,100,0.5958807380305382,0.04153264757701584,0.6454,0.6761937112756785,0.4724270980194999,-0.08031297324514027,0.12345364001103835,10
microsoft/deberta-v3-base,roberta-base,250,0.6239020528713004,0.03064598924309038,0.6732,0.6761937112756785,0.4724270980194999,-0.052291658404378064,0.15147495485180057,10
microsoft/deberta-v3-base,roberta-base,500,0.6175691688902287,0.018884270602874537,0.6678,0.6761937112756785,0.4724270980194999,-0.058624542385449785,0.14514207087072883,10
microsoft/deberta-v3-base,roberta-base,1000,0.6143420712973356,0.008344386183384124,0.6674,0.6761937112756785,0.4724270980194999,-0.06185163997834283,0.1419149732778358,10
microsoft/deberta-v3-base,sentence-transformers/all-MiniLM-L6-v2,25,0.47523283000379574,0.04378002942156207,0.5248,0.7730443716277334,0.2227781579523024,-0.29781154162393764,0.25245467205149336,10
microsoft/deberta-v3-base,sentence-transformers/all-MiniLM-L6-v2,50,0.5566550373059652,0.06543491134098299,0.5896,0.7730443716277334,0.2227781579523024,-0.21638933432176827,0.33387687935366284,10
microsoft/deberta-v3-base,sentence-transformers/all-MiniLM-L6-v2,100,0.6684864217703339,0.07089857097249472,0.6839999999999999,0.7730443716277334,0.2227781579523024,-0.10455794985739955,0.4457082638180315,10
microsoft/deberta-v3-base,sentence-transformers/all-MiniLM-L6-v2,250,0.7329450474756856,0.03628873912266324,0.741,0.7730443716277334,0.2227781579523024,-0.040099324152047866,0.5101668895233832,10
microsoft/deberta-v3-base,sentence-transformers/all-MiniLM-L6-v2,500,0.733633018476724,0.015207123369193989,0.7442,0.7730443716277334,0.2227781579523024,-0.03941135315100939,0.5108548605244216,10
microsoft/deberta-v3-base,sentence-transformers/all-MiniLM-L6-v2,1000,0.7464873625185764,0.008799181198399808,0.7558,0.7730443716277334,0.2227781579523024,-0.02655700910915698,0.5237092045662741,10
microsoft/deberta-v3-base,sentence-transformers/all-mpnet-base-v2,25,0.3992424965613197,0.09875470486985276,0.45380000000000004,0.8315592311574014,0.2289937529181781,-0.4323167345960817,0.1702487436431416,10
microsoft/deberta-v3-base,sentence-transformers/all-mpnet-base-v2,50,0.5535469127935538,0.12972215240657847,0.5882000000000001,0.8315592311574014,0.2289937529181781,-0.27801231836384754,0.3245531598753757,10
microsoft/deberta-v3-base,sentence-transformers/all-mpnet-base-v2,100,0.6183587337537305,0.07295499485376009,0.6372,0.8315592311574014,0.2289937529181781,-0.2132004974036709,0.3893649808355524,10
microsoft/deberta-v3-base,sentence-transformers/all-mpnet-base-v2,250,0.6699065219212788,0.07387212278159316,0.6784,0.8315592311574014,0.2289937529181781,-0.16165270923612263,0.4409127690031006,10
microsoft/deberta-v3-base,sentence-transformers/all-mpnet-base-v2,500,0.7223155008422892,0.020470628681008712,0.728,0.8315592311574014,0.2289937529181781,-0.1092437303151121,0.49332174792411115,10
microsoft/deberta-v3-base,sentence-transformers/all-mpnet-base-v2,1000,0.7443713739536804,0.01887824699847457,0.7522,0.8315592311574014,0.2289937529181781,-0.08718785720372099,0.5153776210355023,10
roberta-base,bert-base-uncased,25,0.4948637548833347,0.08297011830785896,0.5052,0.6789906125053523,0.1994588225604192,-0.1841268576220176,0.2954049323229155,10
roberta-base,bert-base-uncased,50,0.5970713401196898,0.07425463075609393,0.6078,0.6789906125053523,0.1994588225604192,-0.08191927238566249,0.39761251755927063,10
roberta-base,bert-base-uncased,100,0.6249602746992158,0.05223944171394791,0.6474,0.6789906125053523,0.1994588225604192,-0.05403033780613644,0.42550145213879664,10
roberta-base,bert-base-uncased,250,0.6400596659389949,0.02627164492495978,0.667,0.6789906125053523,0.1994588225604192,-0.03893094656635741,0.44060084337857575,10
roberta-base,bert-base-uncased,500,0.6555817475875892,0.01780571708844586,0.6792,0.6789906125053523,0.1994588225604192,-0.023408864917763027,0.4561229250271701,10
roberta-base,bert-base-uncased,1000,0.6507719074733603,0.010008310962952198,0.676,0.6789906125053523,0.1994588225604192,-0.02821870503199203,0.4513130849129411,10
roberta-base,distilroberta-base,25,0.482287943764313,0.06819721361185538,0.5252,0.6890647576915783,0.4373816645690323,-0.2067768139272652,0.04490627919528071,10
roberta-base,distilroberta-base,50,0.5857925063355727,0.07109817376650816,0.6285999999999999,0.6890647576915783,0.4373816645690323,-0.10327225135600564,0.14841084176654032,10
roberta-base,distilroberta-base,100,0.6666025925549718,0.04155225741203306,0.7091999999999999,0.6890647576915783,0.4373816645690323,-0.022462165136606437,0.2292209279859395,10
roberta-base,distilroberta-base,250,0.6688275872895535,0.026196831728104292,0.713,0.6890647576915783,0.4373816645690323,-0.020237170402024773,0.23144592272052117,10
roberta-base,distilroberta-base,500,0.669639364048136,0.014332592663131638,0.7152,0.6890647576915783,0.4373816645690323,-0.019425393643442302,0.23225769947910363,10
roberta-base,distilroberta-base,1000,0.6701659149687843,0.00502596728143181,0.7172,0.6890647576915783,0.4373816645690323,-0.018898842722794018,0.23278425039975192,10
roberta-base,microsoft/deberta-v3-base,25,0.4953961387041825,0.08418320369790057,0.5115999999999999,0.6276559586876973,0.4771946514454838,-0.13225981998351477,0.018201487258698745,10
roberta-base,microsoft/deberta-v3-base,50,0.5385002056655759,0.064547186337216,0.5518,0.6276559586876973,0.4771946514454838,-0.08915575302212135,0.061305554220092165,10
roberta-base,microsoft/deberta-v3-base,100,0.6086958772485496,0.04342871619946049,0.6146,0.6276559586876973,0.4771946514454838,-0.018960081439147736,0.13150122580306578,10
roberta-base,microsoft/deberta-v3-base,250,0.618627811180684,0.0225530543843276,0.6202,0.6276559586876973,0.4771946514454838,-0.00902814750701333,0.14143315973520018,10
roberta-base,microsoft/deberta-v3-base,500,0.6091098484724236,0.013072453351183674,0.6132,0.6276559586876973,0.4771946514454838,-0.018546110215273713,0.1319151970269398,10
roberta-base,microsoft/deberta-v3-base,1000,0.6110006991747585,0.007169707509225583,0.6128,0.6276559586876973,0.4771946514454838,-0.0166552595129388,0.1338060477292747,10
roberta-base,sentence-transformers/all-MiniLM-L6-v2,25,0.41290423477330523,0.0873691545178216,0.4878,0.768514878953126,0.1511502052773171,-0.35561064417982075,0.26175402949598814,10
roberta-base,sentence-transformers/all-MiniLM-L6-v2,50,0.5446449548660414,0.07883165070531496,0.5916,0.768514878953126,0.1511502052773171,-0.22386992408708464,0.39349474958872427,10
roberta-base,sentence-transformers/all-MiniLM-L6-v2,100,0.6418181275106071,0.05838664886420203,0.666,0.768514878953126,0.1511502052773171,-0.12669675144251888,0.49066792223329003,10
roberta-base,sentence-transformers/all-MiniLM-L6-v2,250,0.7072406291281653,0.05604176182239021,0.7256,0.768514878953126,0.1511502052773171,-0.06127424982496068,0.5560904238508482,10
roberta-base,sentence-transformers/all-MiniLM-L6-v2,500,0.7134129768105982,0.014314144951025436,0.736,0.768514878953126,0.1511502052773171,-0.05510190214252777,0.5622627715332811,10
roberta-base,sentence-transformers/all-MiniLM-L6-v2,1000,0.731184415634742,0.008798316703181975,0.7508,0.768514878953126,0.1511502052773171,-0.03733046331838398,0.580034210357425,10
roberta-base,sentence-transformers/all-mpnet-base-v2,25,0.3904760877584414,0.07992820011138843,0.46399999999999997,0.7804289533123703,0.0931444344334199,-0.3899528655539289,0.29733165332502154,10
roberta-base,sentence-transformers/all-mpnet-base-v2,50,0.5100650233810928,0.07143914509473574,0.5424,0.7804289533123703,0.0931444344334199,-0.2703639299312775,0.41692058894767287,10
roberta-base,sentence-transformers/all-mpnet-base-v2,100,0.6181479568803451,0.08548234321616145,0.6324,0.7804289533123703,0.0931444344334199,-0.16228099643202515,0.5250035224469253,10
roberta-base,sentence-transformers/all-mpnet-base-v2,250,0.7324282624252106,0.028723952058563873,0.7365999999999999,0.7804289533123703,0.0931444344334199,-0.048000690887159636,0.6392838279917907,10
roberta-base,sentence-transformers/all-mpnet-base-v2,500,0.7427278086835745,0.02031498504990463,0.744,0.7804289533123703,0.0931444344334199,-0.03770114462879581,0.6495833742501546,10
roberta-base,sentence-transformers/all-mpnet-base-v2,1000,0.7574720394690602,0.008427376109226664,0.7592000000000001,0.7804289533123703,0.0931444344334199,-0.02295691384331009,0.6643276050356403,10
sentence-transformers/all-MiniLM-L6-v2,bert-base-uncased,25,0.4704458559002863,0.045419552679196035,0.4952,0.6806657552611706,0.3490506294462586,-0.2102198993608842,0.12139522645402778,10
sentence-transformers/all-MiniLM-L6-v2,bert-base-uncased,50,0.684397995037774,0.06901656036907135,0.686,0.6806657552611706,0.3490506294462586,0.003732239776603441,0.33534736559151546,10
sentence-transformers/all-MiniLM-L6-v2,bert-base-uncased,100,0.7181366073534179,0.06222201594229277,0.7192000000000001,0.6806657552611706,0.3490506294462586,0.03747085209224734,0.3690859779071593,10
sentence-transformers/all-MiniLM-L6-v2,bert-base-uncased,250,0.6912896530961112,0.049541313550480054,0.6910000000000001,0.6806657552611706,0.3490506294462586,0.010623897834940655,0.34223902364985265,10
sentence-transformers/all-MiniLM-L6-v2,bert-base-uncased,500,0.6713010586020424,0.024384679202716402,0.6801999999999999,0.6806657552611706,0.3490506294462586,-0.009364696659128192,0.32225042915578384,10
sentence-transformers/all-MiniLM-L6-v2,bert-base-uncased,1000,0.6687547924722634,0.00916640531112412,0.6758000000000001,0.6806657552611706,0.3490506294462586,-0.011910962788907176,0.3197041630260048,10
sentence-transformers/all-MiniLM-L6-v2,distilroberta-base,25,0.4383689681841162,0.10014844109950713,0.4848,0.5876716424014757,0.1319834209898403,-0.14930267421735952,0.3063855471942759,10
sentence-transformers/all-MiniLM-L6-v2,distilroberta-base,50,0.4882635312406314,0.05412346125953925,0.5402,0.5876716424014757,0.1319834209898403,-0.09940811116084439,0.35628011025079104,10
sentence-transformers/all-MiniLM-L6-v2,distilroberta-base,100,0.6102234193092536,0.046795267528277375,0.6494,0.5876716424014757,0.1319834209898403,0.02255177690777783,0.47823999831941333,10
sentence-transformers/all-MiniLM-L6-v2,distilroberta-base,250,0.556430435080451,0.02859615541606168,0.6188,0.5876716424014757,0.1319834209898403,-0.03124120732102479,0.4244470140906107,10
sentence-transformers/all-MiniLM-L6-v2,distilroberta-base,500,0.5703717802590907,0.018655166900386124,0.6354,0.5876716424014757,0.1319834209898403,-0.01729986214238497,0.43838835926925046,10
sentence-transformers/all-MiniLM-L6-v2,distilroberta-base,1000,0.5600576042712312,0.01084147281868835,0.6252,0.5876716424014757,0.1319834209898403,-0.0276140381302445,0.4280741832813909,10
sentence-transformers/all-MiniLM-L6-v2,microsoft/deberta-v3-base,25,0.49826210764811957,0.0582472678647948,0.5065999999999999,0.7126893132076815,0.1443987312422325,-0.21442720555956196,0.35386337640588705,10
sentence-transformers/all-MiniLM-L6-v2,microsoft/deberta-v3-base,50,0.5668565252587191,0.06491639971075913,0.5836,0.7126893132076815,0.1443987312422325,-0.14583278794896234,0.4224577940164867,10
sentence-transformers/all-MiniLM-L6-v2,microsoft/deberta-v3-base,100,0.6456070595198095,0.020596682059021588,0.6546000000000001,0.7126893132076815,0.1443987312422325,-0.06708225368787199,0.501208328277577,10
sentence-transformers/all-MiniLM-L6-v2,microsoft/deberta-v3-base,250,0.6679696847583421,0.018442790068192123,0.6724,0.7126893132076815,0.1443987312422325,-0.04471962844933937,0.5235709535161097,10
sentence-transformers/all-MiniLM-L6-v2,microsoft/deberta-v3-base,500,0.6671183628486403,0.01594318801779903,0.6708000000000001,0.7126893132076815,0.1443987312422325,-0.045570950359041164,0.5227196316064078,10
sentence-transformers/all-MiniLM-L6-v2,microsoft/deberta-v3-base,1000,0.6588670575552187,0.005465244120831868,0.6594,0.7126893132076815,0.1443987312422325,-0.05382225565246279,0.5144683263129862,10
sentence-transformers/all-MiniLM-L6-v2,roberta-base,25,0.3963007099986263,0.08655896728848818,0.43579999999999997,0.6085628934661751,0.1254204328464616,-0.2122621834675488,0.2708802771521647,10
sentence-transformers/all-MiniLM-L6-v2,roberta-base,50,0.5772989455952294,0.1395310495367989,0.6172000000000001,0.6085628934661751,0.1254204328464616,-0.031263947870945635,0.45187851274876784,10
sentence-transformers/all-MiniLM-L6-v2,roberta-base,100,0.5857417118405698,0.08039411070351829,0.6237999999999999,0.6085628934661751,0.1254204328464616,-0.022821181625605334,0.46032127899410813,10
sentence-transformers/all-MiniLM-L6-v2,roberta-base,250,0.6404637872456791,0.03648284912557307,0.6868,0.6085628934661751,0.1254204328464616,0.03190089377950397,0.5150433543992174,10
sentence-transformers/all-MiniLM-L6-v2,roberta-base,500,0.631529127688357,0.021724703483644688,0.6768,0.6085628934661751,0.1254204328464616,0.022966234222181848,0.5061086948418954,10
sentence-transformers/all-MiniLM-L6-v2,roberta-base,1000,0.628497145066239,0.007560482779127533,0.6758,0.6085628934661751,0.1254204328464616,0.019934251600063856,0.5030767122197773,10
sentence-transformers/all-MiniLM-L6-v2,sentence-transformers/all-mpnet-base-v2,25,0.49268219990206286,0.14342759162622587,0.5176000000000001,0.7582615545746682,0.2265264356015801,-0.2655793546726053,0.26615576430048277,10
sentence-transformers/all-MiniLM-L6-v2,sentence-transformers/all-mpnet-base-v2,50,0.639716560564457,0.07909776076834761,0.6618,0.7582615545746682,0.2265264356015801,-0.11854499401021115,0.41319012496287694,10
sentence-transformers/all-MiniLM-L6-v2,sentence-transformers/all-mpnet-base-v2,100,0.7158121081409536,0.04939558472200499,0.7344,0.7582615545746682,0.2265264356015801,-0.04244944643371455,0.48928567253937355,10
sentence-transformers/all-MiniLM-L6-v2,sentence-transformers/all-mpnet-base-v2,250,0.7158807701254366,0.03231916744674663,0.7336,0.7582615545746682,0.2265264356015801,-0.042380784449231546,0.4893543345238565,10
sentence-transformers/all-MiniLM-L6-v2,sentence-transformers/all-mpnet-base-v2,500,0.7233857019034603,0.010827075481185723,0.7426,0.7582615545746682,0.2265264356015801,-0.03487585267120787,0.49685926630188015,10
sentence-transformers/all-MiniLM-L6-v2,sentence-transformers/all-mpnet-base-v2,1000,0.7278807820199169,0.004349373833751688,0.7474000000000001,0.7582615545746682,0.2265264356015801,-0.03038077255475119,0.5013543464183369,10
sentence-transformers/all-mpnet-base-v2,bert-base-uncased,25,0.4556080444492099,0.10108319073894173,0.487,0.6090215612099256,0.1959279184405885,-0.15341351676071568,0.2596801260086214,10
sentence-transformers/all-mpnet-base-v2,bert-base-uncased,50,0.5975518472831761,0.08469964607317226,0.6204,0.6090215612099256,0.1959279184405885,-0.011469713926749402,0.4016239288425877,10
sentence-transformers/all-mpnet-base-v2,bert-base-uncased,100,0.6130791390930316,0.03640740058022103,0.6362,0.6090215612099256,0.1959279184405885,0.004057577883106,0.41715122065244314,10
